C17001I_001E,C17001I_001EA,C17001I_001M,C17001I_001MA,C17001I_002E,C17001I_002EA,C17001I_002M,C17001I_002MA,C17001I_003E,C17001I_003EA,C17001I_003M,C17001I_003MA,C17001I_004E,C17001I_004EA,C17001I_004M,C17001I_004MA,C17001I_005E,C17001I_005EA,C17001I_005M,C17001I_005MA,C17001I_006E,C17001I_006EA,C17001I_006M,C17001I_006MA,C17001I_007E,C17001I_007EA,C17001I_007M,C17001I_007MA,C17001I_008E,C17001I_008EA,C17001I_008M,C17001I_008MA,C17001I_009E,C17001I_009EA,C17001I_009M,C17001I_009MA,C17001I_010E,C17001I_010EA,C17001I_010M,C17001I_010MA,C17001I_011E,C17001I_011EA,C17001I_011M,C17001I_011MA,C17001I_012E,C17001I_012EA,C17001I_012M,C17001I_012MA,C17001I_013E,C17001I_013EA,C17001I_013M,C17001I_013MA,C17001I_014E,C17001I_014EA,C17001I_014M,C17001I_014MA,C17001I_015E,C17001I_015EA,C17001I_015M,C17001I_015MA,C17001I_016E,C17001I_016EA,C17001I_016M,C17001I_016MA,C17001I_017E,C17001I_017EA,C17001I_017M,C17001I_017MA,C17001I_018E,C17001I_018EA,C17001I_018M,C17001I_018MA,C17001I_019E,C17001I_019EA,C17001I_019M,C17001I_019MA,GEO_ID,NAME,state
1888222,null,2866,null,298414,null,16927,null,136658,null,9344,null,69271,null,5349,null,63598,null,5631,null,3789,null,1106,null,161756,null,9697,null,68898,null,6396,null,86296,null,4817,null,6562,null,1685,null,1589808,null,17133,null,860039,null,9500,null,268130,null,5268,null,562604,null,5848,null,29305,null,1123,null,729769,null,9752,null,251754,null,6347,null,443406,null,4977,null,34609,null,1844,null,0400000US17,Illinois,17
305043,null,1891,null,67850,null,6307,null,32966,null,3878,null,17389,null,2539,null,15157,null,2254,null,420,null,275,null,34884,null,3866,null,15965,null,2412,null,18570,null,2050,null,349,null,328,null,237193,null,6323,null,131311,null,4391,null,41782,null,2613,null,85139,null,2705,null,4390,null,721,null,105882,null,3951,null,38624,null,2785,null,62400,null,1875,null,4858,null,687,null,0400000US18,Indiana,18
115392,null,1598,null,27067,null,3823,null,12117,null,1912,null,6806,null,1311,null,5040,null,1181,null,271,null,250,null,14950,null,2648,null,7182,null,1555,null,7655,null,1415,null,113,null,118,null,88325,null,3877,null,48286,null,2521,null,16630,null,1421,null,30573,null,1844,null,1083,null,428,null,40039,null,2582,null,15225,null,1654,null,22468,null,1552,null,2346,null,770,null,0400000US19,Iowa,19
236237,null,1652,null,59552,null,6605,null,27582,null,3635,null,14198,null,2117,null,12935,null,2146,null,449,null,285,null,31970,null,3930,null,14877,null,2621,null,16161,null,1930,null,932,null,462,null,176685,null,6634,null,94924,null,3602,null,30753,null,2089,null,61723,null,2517,null,2448,null,553,null,81761,null,4152,null,30489,null,2702,null,47890,null,2060,null,3382,null,653,null,0400000US20,Kansas,20
85802,null,2431,null,24424,null,3806,null,12514,null,2154,null,5963,null,1722,null,6481,null,1249,null,70,null,98,null,11910,null,2872,null,6433,null,1971,null,5451,null,1297,null,26,null,58,null,61378,null,3794,null,35047,null,2761,null,9862,null,1412,null,24590,null,2225,null,595,null,346,null,26331,null,2699,null,9449,null,1495,null,15651,null,1530,null,1231,null,527,null,0400000US21,Kentucky,21
128597,null,2066,null,23610,null,3322,null,11347,null,1879,null,3794,null,1100,null,6733,null,1364,null,820,null,394,null,12263,null,2293,null,3742,null,1123,null,7757,null,1630,null,764,null,454,null,104987,null,3258,null,54644,null,2975,null,15094,null,1776,null,35571,null,1867,null,3979,null,940,null,50343,null,2371,null,14772,null,1557,null,29258,null,1630,null,6313,null,1212,null,0400000US22,Louisiana,22
14332,null,806,null,3051,null,962,null,922,null,444,null,298,null,176,null,546,null,347,null,78,null,128,null,2129,null,921,null,533,null,403,null,1596,null,795,null,0,null,226,null,11281,null,1039,null,6208,null,1027,null,2719,null,596,null,3312,null,751,null,177,null,191,null,5073,null,900,null,1512,null,501,null,3088,null,688,null,473,null,336,null,0400000US23,Maine,23
346785,null,1898,null,34868,null,6150,null,16774,null,3148,null,6338,null,1881,null,9723,null,1672,null,713,null,405,null,18094,null,3572,null,5559,null,1914,null,11185,null,2090,null,1350,null,568,null,311917,null,6396,null,165228,null,4139,null,51534,null,2353,null,108571,null,2573,null,5123,null,744,null,146689,null,3586,null,49380,null,2032,null,89626,null,2358,null,7683,null,757,null,0400000US24,Maryland,24
511786,null,1805,null,153569,null,8384,null,62967,null,4732,null,33086,null,2961,null,26820,null,3098,null,3061,null,902,null,90602,null,5080,null,35477,null,3006,null,50111,null,3220,null,5014,null,802,null,358217,null,8390,null,188820,null,4787,null,52781,null,3000,null,129708,null,3309,null,6331,null,847,null,169397,null,5021,null,48406,null,2897,null,113300,null,3301,null,7691,null,875,null,0400000US25,Massachusetts,25
389719,null,1892,null,96334,null,7464,null,46832,null,4218,null,21782,null,2586,null,24511,null,2633,null,539,null,364,null,49502,null,4369,null,22031,null,2161,null,26444,null,2713,null,1027,null,351,null,293385,null,7868,null,157141,null,4734,null,49995,null,2900,null,100404,null,3200,null,6742,null,816,null,136244,null,4907,null,46541,null,2488,null,81393,null,3047,null,8310,null,777,null,0400000US26,Michigan,26
199634,null,1363,null,44366,null,5757,null,21515,null,3270,null,11215,null,2219,null,10123,null,1769,null,177,null,165,null,22851,null,3212,null,8915,null,1870,null,13613,null,1979,null,323,null,236,null,155268,null,5785,null,87275,null,3622,null,28657,null,2322,null,56485,null,2456,null,2133,null,552,null,67993,null,3176,null,27947,null,1948,null,38008,null,1993,null,2038,null,532,null,0400000US27,Minnesota,27
51198,null,2874,null,11655,null,2659,null,7044,null,1925,null,2330,null,939,null,4567,null,1459,null,147,null,186,null,4611,null,1228,null,1101,null,530,null,2926,null,915,null,584,null,539,null,39543,null,2855,null,22931,null,2220,null,6910,null,1244,null,15461,null,2123,null,560,null,345,null,16612,null,1832,null,5418,null,1170,null,10329,null,1169,null,865,null,487,null,0400000US28,Mississippi,28
170274,null,1766,null,35616,null,4799,null,15742,null,2808,null,8734,null,1901,null,7008,null,1643,null,0,null,255,null,19874,null,2763,null,9447,null,1876,null,9779,null,1419,null,648,null,392,null,134658,null,4643,null,69837,null,2785,null,22542,null,1844,null,44398,null,2007,null,2897,null,756,null,64821,null,3518,null,23466,null,2294,null,37964,null,1827,null,3391,null,697,null,0400000US29,Missouri,29
24240,null,1042,null,5671,null,1559,null,3243,null,1108,null,1204,null,586,null,1963,null,904,null,76,null,111,null,2428,null,886,null,794,null,508,null,1508,null,708,null,126,null,150,null,18569,null,1702,null,9643,null,1420,null,4253,null,873,null,5117,null,1096,null,273,null,179,null,8926,null,1025,null,3648,null,678,null,5090,null,731,null,188,null,135,null,0400000US30,Montana,30
126880,null,1767,null,29117,null,4403,null,14056,null,2471,null,7523,null,1509,null,6277,null,1456,null,256,null,244,null,15061,null,2456,null,6822,null,1480,null,7595,null,1386,null,644,null,404,null,97763,null,4899,null,53632,null,3126,null,18973,null,2054,null,33128,null,1843,null,1531,null,422,null,44131,null,2737,null,17322,null,1673,null,25784,null,1686,null,1025,null,350,null,0400000US31,Nebraska,31
636037,null,1917,null,102019,null,11178,null,46154,null,6638,null,24120,null,4312,null,20647,null,3051,null,1387,null,646,null,55865,null,6448,null,25439,null,4140,null,28381,null,3269,null,2045,null,776,null,534018,null,11328,null,286709,null,6714,null,96296,null,4446,null,180538,null,3615,null,9875,null,1000,null,247309,null,6374,null,93869,null,4100,null,142560,null,3293,null,10880,null,786,null,0400000US32,Nevada,32
31019,null,806,null,4280,null,1449,null,1575,null,632,null,1047,null,528,null,528,null,289,null,0,null,253,null,2705,null,1139,null,1001,null,710,null,1443,null,593,null,261,null,309,null,26739,null,1455,null,14013,null,990,null,4590,null,696,null,8770,null,729,null,653,null,223,null,12726,null,1254,null,4081,null,797,null,8281,null,769,null,364,null,292,null,0400000US33,New Hampshire,33
1356636,null,2381,null,216804,null,11284,null,92716,null,6765,null,43644,null,4107,null,44235,null,3675,null,4837,null,1139,null,124088,null,6690,null,39349,null,4053,null,72800,null,4607,null,11939,null,1885,null,1139832,null,11866,null,597017,null,6986,null,162220,null,4325,null,404386,null,3924,null,30411,null,1398,null,542815,null,7011,null,153462,null,4074,null,352542,null,4803,null,36811,null,1987,null,0400000US34,New Jersey,34
853358,null,2291,null,196601,null,11883,null,87525,null,6643,null,42871,null,3963,null,38732,null,3736,null,5922,null,1115,null,109076,null,7059,null,39009,null,4010,null,60418,null,3958,null,9649,null,1342,null,656757,null,12060,null,332909,null,6964,null,90188,null,4065,null,213747,null,3737,null,28974,null,1324,null,323848,null,7388,null,90472,null,4335,null,199011,null,4016,null,34365,null,1587,null,0400000US35,New Mexico,35
3087706,null,4250,null,746232,null,21216,null,313099,null,12079,null,146507,null,6717,null,149966,null,7716,null,16626,null,2428,null,433133,null,13035,null,145710,null,6671,null,248929,null,8132,null,38494,null,2651,null,2341474,null,21252,null,1203629,null,11918,null,305461,null,7242,null,828241,null,7500,null,69927,null,2441,null,1137845,null,13320,null,289337,null,7089,null,753230,null,8211,null,95278,null,2819,null,0400000US36,New York,36
622908,null,4636,null,160629,null,11418,null,80592,null,7214,null,35459,null,3837,null,44258,null,4775,null,875,null,578,null,80037,null,6461,null,38249,null,3930,null,40926,null,3399,null,862,null,510,null,462279,null,11990,null,268219,null,8104,null,83796,null,4441,null,180635,null,5469,null,3788,null,974,null,194060,null,6709,null,75755,null,4046,null,112982,null,3927,null,5323,null,1066,null,0400000US37,North Carolina,37
8787,null,859,null,2191,null,983,null,784,null,464,null,296,null,211,null,488,null,375,null,0,null,203,null,1407,null,808,null,503,null,345,null,904,null,563,null,0,null,203,null,6596,null,1054,null,3666,null,909,null,1158,null,604,null,2441,null,663,null,67,null,73,null,2930,null,705,null,1044,null,445,null,1777,null,606,null,109,null,132,null,0400000US38,North Dakota,38
271968,null,2280,null,69374,null,6814,null,33970,null,3901,null,16734,null,2368,null,15796,null,2490,null,1440,null,765,null,35404,null,4155,null,13235,null,2127,null,19535,null,2611,null,2634,null,600,null,202594,null,7342,null,105422,null,4180,null,34521,null,2636,null,65168,null,2827,null,5733,null,852,null,97172,null,4359,null,33710,null,2295,null,57539,null,2765,null,5923,null,973,null,0400000US39,Ohio,39
252574,null,1700,null,73206,null,6403,null,35239,null,3841,null,21179,null,2350,null,13363,null,2293,null,697,null,357,null,37967,null,3630,null,18554,null,2267,null,18530,null,1884,null,883,null,419,null,179368,null,6586,null,100426,null,3884,null,32314,null,2222,null,66253,null,2716,null,1859,null,539,null,78942,null,3797,null,28293,null,2629,null,46651,null,2090,null,3998,null,828,null,0400000US40,Oklahoma,40
387434,null,1495,null,91436,null,9135,null,44287,null,5077,null,24803,null,3017,null,19326,null,2856,null,158,null,159,null,47149,null,5141,null,21715,null,3202,null,24373,null,2564,null,1061,null,451,null,295998,null,9130,null,164450,null,5225,null,51384,null,3360,null,108493,null,3171,null,4573,null,1013,null,131548,null,5262,null,50468,null,3300,null,76112,null,2771,null,4968,null,950,null,0400000US41,Oregon,41
530954,null,2298,null,169302,null,8894,null,74688,null,4729,null,40010,null,3081,null,32293,null,3535,null,2385,null,848,null,94614,null,5846,null,39133,null,3276,null,51118,null,3536,null,4363,null,885,null,361652,null,8955,null,194346,null,5100,null,61903,null,3578,null,124198,null,3695,null,8245,null,1203,null,167306,null,5887,null,56719,null,3404,null,100823,null,3535,null,9764,null,1297,null,0400000US42,Pennsylvania,42
115668,null,969,null,35246,null,4782,null,15047,null,2615,null,8765,null,1696,null,5738,null,1382,null,544,null,409,null,20199,null,2934,null,8530,null,1352,null,10859,null,1873,null,810,null,476,null,80422,null,4972,null,42628,null,2869,null,12593,null,1807,null,28581,null,1434,null,1454,null,363,null,37794,null,2962,null,11664,null,1423,null,24142,null,1978,null,1988,null,528,null,0400000US44,Rhode Island,44
159377,null,1180,null,32750,null,4160,null,16638,null,2551,null,8033,null,1450,null,8479,null,1570,null,126,null,144,null,16112,null,2435,null,7506,null,1384,null,8267,null,1418,null,339,null,290,null,126627,null,4236,null,72430,null,2803,null,23417,null,1765,null,46736,null,1912,null,2277,null,674,null,54197,null,2983,null,19538,null,1741,null,33131,null,1799,null,1528,null,473,null,0400000US45,South Carolina,45
15626,null,1438,null,3808,null,1368,null,1760,null,841,null,1344,null,716,null,416,null,289,null,0,null,221,null,2048,null,892,null,696,null,493,null,1325,null,594,null,27,null,42,null,11818,null,1939,null,6329,null,1173,null,2656,null,785,null,3254,null,778,null,419,null,299,null,5489,null,1327,null,1761,null,629,null,3498,null,886,null,230,null,206,null,0400000US46,South Dakota,46
206618,null,2784,null,57946,null,5999,null,29759,null,3737,null,12401,null,2340,null,17110,null,2856,null,248,null,298,null,28187,null,3554,null,13921,null,2467,null,13588,null,1921,null,678,null,556,null,148672,null,6393,null,87325,null,3985,null,28045,null,2485,null,57187,null,2938,null,2093,null,710,null,61347,null,3967,null,22615,null,2284,null,36362,null,2250,null,2370,null,950,null,0400000US47,Tennessee,47
8426817,null,6038,null,2092176,null,40024,null,949949,null,21177,null,491249,null,12074,null,417263,null,13081,null,41437,null,2803,null,1142227,null,23931,null,486956,null,13218,null,586964,null,13410,null,68307,null,4169,null,6334641,null,39742,null,3327183,null,20707,null,1014973,null,11549,null,2159700,null,13118,null,152510,null,3619,null,3007458,null,23894,null,969816,null,13994,null,1844161,null,12981,null,193481,null,4165,null,0400000US48,Texas,48
298654,null,1397,null,57571,null,7670,null,26853,null,4294,null,15704,null,2803,null,11047,null,2438,null,102,null,135,null,30718,null,4142,null,14315,null,2522,null,15735,null,2166,null,668,null,382,null,241083,null,7847,null,131689,null,4459,null,45414,null,3023,null,82493,null,2636,null,3782,null,532,null,109394,null,4297,null,43231,null,2559,null,61392,null,2415,null,4771,null,719,null,0400000US49,Utah,49
7352,null,716,null,2100,null,624,null,870,null,343,null,468,null,260,null,346,null,244,null,56,null,94,null,1230,null,503,null,341,null,225,null,823,null,413,null,66,null,96,null,5252,null,905,null,2746,null,744,null,695,null,308,null,1962,null,676,null,89,null,113,null,2506,null,634,null,904,null,319,null,1418,null,495,null,184,null,207,null,0400000US50,Vermont,50
487628,null,3090,null,66485,null,7381,null,32042,null,4273,null,12767,null,2495,null,18662,null,2775,null,613,null,372,null,34443,null,4099,null,13867,null,2644,null,19753,null,2251,null,823,null,519,null,421143,null,7753,null,227142,null,5183,null,71047,null,3418,null,151090,null,3534,null,5005,null,805,null,194001,null,4736,null,61788,null,2930,null,123157,null,3165,null,9056,null,1531,null,0400000US51,Virginia,51
597977,null,2106,null,137103,null,10221,null,66719,null,5520,null,37515,null,3815,null,28477,null,2965,null,727,null,311,null,70384,null,6220,null,32948,null,3533,null,35725,null,3645,null,1711,null,615,null,460874,null,10260,null,250418,null,5660,null,82912,null,3922,null,160338,null,3284,null,7168,null,937,null,210456,null,6765,null,79772,null,4006,null,121325,null,3918,null,9359,null,1025,null,0400000US53,Washington,53
18340,null,1953,null,5238,null,1594,null,2276,null,840,null,1032,null,496,null,1069,null,463,null,175,null,227,null,2962,null,1215,null,1119,null,470,null,1666,null,908,null,177,null,309,null,13102,null,1881,null,7381,null,1553,null,3383,null,1422,null,3700,null,695,null,298,null,207,null,5721,null,997,null,1589,null,538,null,3793,null,877,null,339,null,273,null,0400000US54,West Virginia,54
262298,null,1422,null,51584,null,4807,null,24705,null,2995,null,11370,null,1785,null,12508,null,1737,null,827,null,412,null,26879,null,2795,null,10652,null,1624,null,15648,null,1852,null,579,null,325,null,210714,null,4793,null,114987,null,3413,null,39198,null,1887,null,72745,null,2228,null,3044,null,543,null,95727,null,2859,null,37226,null,1782,null,54062,null,2131,null,4439,null,730,null,0400000US55,Wisconsin,55
35250,null,730,null,4806,null,1832,null,2927,null,1167,null,1832,null,1111,null,1041,null,586,null,54,null,92,null,1879,null,864,null,710,null,531,null,1169,null,523,null,0,null,259,null,30444,null,2058,null,16718,null,1628,null,5115,null,938,null,10645,null,1290,null,958,null,429,null,13726,null,1386,null,4600,null,827,null,8460,null,901,null,666,null,292,null,0400000US56,Wyoming,56
3826695,null,5324,null,1742182,null,26226,null,803743,null,14440,null,266836,null,6948,null,445643,null,10219,null,91264,null,3590,null,938439,null,15301,null,263855,null,7036,null,542467,null,9639,null,132117,null,3680,null,2084513,null,25962,null,1023328,null,14157,null,222790,null,6662,null,673285,null,10403,null,127253,null,3653,null,1061185,null,14829,null,204226,null,5868,null,698783,null,9865,null,158176,null,3749,null,0400000US72,Puerto Rico,72
