C25072_001E,C25072_001EA,C25072_001M,C25072_001MA,C25072_002E,C25072_002EA,C25072_002M,C25072_002MA,C25072_003E,C25072_003EA,C25072_003M,C25072_003MA,C25072_004E,C25072_004EA,C25072_004M,C25072_004MA,C25072_005E,C25072_005EA,C25072_005M,C25072_005MA,C25072_006E,C25072_006EA,C25072_006M,C25072_006MA,C25072_007E,C25072_007EA,C25072_007M,C25072_007MA,C25072_008E,C25072_008EA,C25072_008M,C25072_008MA,C25072_009E,C25072_009EA,C25072_009M,C25072_009MA,C25072_010E,C25072_010EA,C25072_010M,C25072_010MA,C25072_011E,C25072_011EA,C25072_011M,C25072_011MA,C25072_012E,C25072_012EA,C25072_012M,C25072_012MA,C25072_013E,C25072_013EA,C25072_013M,C25072_013MA,C25072_014E,C25072_014EA,C25072_014M,C25072_014MA,C25072_015E,C25072_015EA,C25072_015M,C25072_015MA,C25072_016E,C25072_016EA,C25072_016M,C25072_016MA,C25072_017E,C25072_017EA,C25072_017M,C25072_017MA,GEO_ID,NAME,state
528488,null,10257,null,79726,null,4466,null,29188,null,3000,null,40000,null,3315,null,10538,null,1622,null,143350,null,5694,null,69743,null,4095,null,56661,null,4422,null,16946,null,2139,null,241384,null,7029,null,110830,null,4594,null,91519,null,5216,null,39035,null,3126,null,64028,null,3693,null,21521,null,2132,null,26409,null,2234,null,16098,null,1713,null,0400000US01,Alabama,01
87403,null,3597,null,12371,null,1668,null,5162,null,1092,null,5905,null,1229,null,1304,null,478,null,24175,null,2220,null,11932,null,1583,null,9371,null,1581,null,2872,null,712,null,44007,null,2601,null,24774,null,2343,null,13680,null,1834,null,5553,null,1142,null,6850,null,1076,null,2520,null,601,null,3587,null,806,null,743,null,405,null,0400000US02,Alaska,02
718401,null,12688,null,89207,null,4351,null,35328,null,3208,null,47974,null,3632,null,5905,null,1381,null,216649,null,6851,null,111363,null,6197,null,94343,null,5756,null,10943,null,2129,null,333612,null,11345,null,164411,null,7376,null,148391,null,8251,null,20810,null,2466,null,78933,null,3561,null,24182,null,2281,null,45558,null,3291,null,9193,null,1202,null,0400000US04,Arizona,04
355895,null,8224,null,52825,null,4226,null,20160,null,2229,null,27932,null,3350,null,4733,null,1109,null,92545,null,4457,null,46288,null,3398,null,38913,null,3333,null,7344,null,1389,null,164251,null,6121,null,81953,null,4879,null,61726,null,3990,null,20572,null,2310,null,46274,null,2876,null,15366,null,1921,null,19382,null,2244,null,11526,null,1510,null,0400000US05,Arkansas,05
5123700,null,28871,null,451737,null,8512,null,143391,null,6925,null,280818,null,8010,null,27528,null,2821,null,1361030,null,13459,null,655203,null,11355,null,659349,null,14395,null,46478,null,3547,null,2728651,null,25676,null,1280615,null,18864,null,1323056,null,18190,null,124980,null,5766,null,582282,null,11115,null,177527,null,6520,null,358875,null,8659,null,45880,null,2742,null,0400000US06,California,06
579758,null,10271,null,83421,null,3823,null,31424,null,2757,null,48585,null,3245,null,3412,null,920,null,170806,null,6516,null,87196,null,4683,null,73130,null,4877,null,10480,null,2043,null,267789,null,7336,null,136202,null,5550,null,115216,null,6105,null,16371,null,2214,null,57742,null,3362,null,21636,null,2223,null,30713,null,2632,null,5393,null,1037,null,0400000US08,Colorado,08
395875,null,7185,null,32195,null,2680,null,13061,null,2035,null,17782,null,2056,null,1352,null,573,null,94410,null,4085,null,50040,null,3379,null,40842,null,3316,null,3528,null,802,null,199772,null,6637,null,97546,null,5103,null,92464,null,4860,null,9762,null,1894,null,69498,null,3427,null,24493,null,2099,null,36984,null,2377,null,8021,null,1221,null,0400000US09,Connecticut,09
90336,null,3436,null,10669,null,1608,null,3012,null,939,null,6600,null,1278,null,1057,null,622,null,21947,null,1942,null,9882,null,1399,null,10064,null,1583,null,2001,null,835,null,44857,null,2948,null,22334,null,2069,null,19442,null,2234,null,3081,null,839,null,12863,null,1627,null,4811,null,1013,null,5894,null,988,null,2158,null,599,null,0400000US10,Delaware,10
139226,null,3601,null,11976,null,1621,null,2648,null,811,null,8184,null,1483,null,1144,null,526,null,43138,null,2642,null,23234,null,2124,null,17878,null,2003,null,2026,null,748,null,67047,null,2894,null,34806,null,2322,null,28714,null,2664,null,3527,null,995,null,17065,null,1478,null,7163,null,1147,null,8959,null,1099,null,943,null,434,null,0400000US11,District of Columbia,11
2083252,null,21269,null,241750,null,6805,null,81714,null,5258,null,143135,null,5257,null,16901,null,2587,null,535057,null,12320,null,235959,null,8376,null,271311,null,9521,null,27787,null,3120,null,1022923,null,14734,null,451570,null,10679,null,511350,null,13530,null,60003,null,4243,null,283522,null,8255,null,78346,null,4336,null,172755,null,6671,null,32421,null,3037,null,0400000US12,Florida,12
1075150,null,12173,null,129792,null,5326,null,49008,null,3620,null,68086,null,4002,null,12698,null,2238,null,307537,null,9713,null,155428,null,6629,null,133059,null,6650,null,19050,null,2716,null,538992,null,11436,null,264175,null,9369,null,230176,null,9248,null,44641,null,3300,null,98829,null,4654,null,32296,null,2388,null,50872,null,3592,null,15661,null,2032,null,0400000US13,Georgia,13
177767,null,4965,null,17833,null,2036,null,4037,null,1124,null,11083,null,1559,null,2713,null,1077,null,41423,null,2766,null,17015,null,2301,null,20895,null,2702,null,3513,null,1149,null,94125,null,3860,null,44102,null,3003,null,41300,null,3129,null,8723,null,1452,null,24386,null,2033,null,9838,null,1308,null,11819,null,1731,null,2729,null,696,null,0400000US15,Hawaii,15
156663,null,5790,null,31988,null,2334,null,14845,null,1927,null,15325,null,1873,null,1818,null,649,null,46602,null,3494,null,28060,null,2809,null,15157,null,2030,null,3385,null,1084,null,63034,null,4054,null,33331,null,3184,null,24068,null,2680,null,5635,null,1178,null,15039,null,1703,null,5749,null,1016,null,6196,null,1205,null,3094,null,852,null,0400000US16,Idaho,16
1425040,null,15932,null,175395,null,6589,null,61703,null,4542,null,101046,null,5426,null,12646,null,2186,null,380018,null,8389,null,199044,null,6806,null,161934,null,6406,null,19040,null,2399,null,674410,null,10483,null,334992,null,8101,null,292497,null,8116,null,46921,null,3858,null,195217,null,5549,null,71256,null,4120,null,108821,null,4109,null,15140,null,1570,null,0400000US17,Illinois,17
698544,null,10682,null,98997,null,4543,null,37028,null,3785,null,55101,null,4259,null,6868,null,1382,null,186456,null,6446,null,104177,null,5478,null,71580,null,4373,null,10699,null,1674,null,322078,null,9295,null,175520,null,6442,null,120084,null,5666,null,26474,null,2547,null,91013,null,4020,null,36587,null,2523,null,45338,null,3240,null,9088,null,1164,null,0400000US18,Indiana,18
319512,null,6976,null,61610,null,4007,null,26694,null,2849,null,31344,null,2805,null,3572,null,1039,null,78342,null,3844,null,47595,null,2796,null,25875,null,2433,null,4872,null,892,null,128172,null,5156,null,70125,null,3814,null,43565,null,3087,null,14482,null,1555,null,51388,null,2668,null,22596,null,2081,null,21920,null,1705,null,6872,null,1031,null,0400000US19,Iowa,19
