B17018_001E,B17018_001EA,B17018_001M,B17018_001MA,B17018_002E,B17018_002EA,B17018_002M,B17018_002MA,B17018_003E,B17018_003EA,B17018_003M,B17018_003MA,B17018_004E,B17018_004EA,B17018_004M,B17018_004MA,B17018_005E,B17018_005EA,B17018_005M,B17018_005MA,B17018_006E,B17018_006EA,B17018_006M,B17018_006MA,B17018_007E,B17018_007EA,B17018_007M,B17018_007MA,B17018_008E,B17018_008EA,B17018_008M,B17018_008MA,B17018_009E,B17018_009EA,B17018_009M,B17018_009MA,B17018_010E,B17018_010EA,B17018_010M,B17018_010MA,B17018_011E,B17018_011EA,B17018_011M,B17018_011MA,B17018_012E,B17018_012EA,B17018_012M,B17018_012MA,B17018_013E,B17018_013EA,B17018_013M,B17018_013MA,B17018_014E,B17018_014EA,B17018_014M,B17018_014MA,B17018_015E,B17018_015EA,B17018_015M,B17018_015MA,B17018_016E,B17018_016EA,B17018_016M,B17018_016MA,B17018_017E,B17018_017EA,B17018_017M,B17018_017MA,B17018_018E,B17018_018EA,B17018_018M,B17018_018MA,B17018_019E,B17018_019EA,B17018_019M,B17018_019MA,B17018_020E,B17018_020EA,B17018_020M,B17018_020MA,B17018_021E,B17018_021EA,B17018_021M,B17018_021MA,B17018_022E,B17018_022EA,B17018_022M,B17018_022MA,B17018_023E,B17018_023EA,B17018_023M,B17018_023MA,B17018_024E,B17018_024EA,B17018_024M,B17018_024MA,B17018_025E,B17018_025EA,B17018_025M,B17018_025MA,B17018_026E,B17018_026EA,B17018_026M,B17018_026MA,B17018_027E,B17018_027EA,B17018_027M,B17018_027MA,B17018_028E,B17018_028EA,B17018_028M,B17018_028MA,B17018_029E,B17018_029EA,B17018_029M,B17018_029MA,B17018_030E,B17018_030EA,B17018_030M,B17018_030MA,B17018_031E,B17018_031EA,B17018_031M,B17018_031MA,B17018_032E,B17018_032EA,B17018_032M,B17018_032MA,B17018_033E,B17018_033EA,B17018_033M,B17018_033MA,B17018_034E,B17018_034EA,B17018_034M,B17018_034MA,B17018_035E,B17018_035EA,B17018_035M,B17018_035MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,47410,null,3265,null,17625,null,1938,null,18158,null,2160,null,8804,null,1401,null,2823,null,716,null,115533,null,5973,null,14196,null,2492,null,6277,null,1447,null,5156,null,1529,null,2037,null,741,null,726,null,591,null,101337,null,5260,null,30781,null,2794,null,37462,null,3492,null,28976,null,3173,null,4118,null,1109,null,1082183,null,10796,null,844063,null,11532,null,113343,null,4940,null,243047,null,7393,null,248206,null,6212,null,239467,null,7150,null,238120,null,7617,null,69330,null,4513,null,13496,null,2060,null,28102,null,3180,null,17257,null,1891,null,10475,null,1630,null,168790,null,6197,null,26845,null,1973,null,47940,null,2834,null,62523,null,3818,null,31482,null,2808,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,2763,null,655,null,698,null,294,null,1560,null,568,null,387,null,178,null,118,null,96,null,7716,null,1347,null,1883,null,491,null,361,null,177,null,913,null,371,null,499,null,263,null,110,null,131,null,5833,null,1275,null,1487,null,677,null,2795,null,807,null,1195,null,530,null,356,null,345,null,151866,null,3431,null,119498,null,3693,null,5509,null,993,null,31653,null,2350,null,42622,null,2672,null,39714,null,2179,null,32368,null,2434,null,11556,null,1713,null,827,null,473,null,4409,null,978,null,4633,null,1020,null,1687,null,635,null,20812,null,1761,null,2193,null,688,null,5112,null,1085,null,9830,null,1543,null,3677,null,659,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,61105,null,4394,null,28651,null,2959,null,15610,null,2410,null,11753,null,1934,null,5091,null,1150,null,90868,null,5411,null,17000,null,2498,null,6634,null,1404,null,5021,null,1311,null,3425,null,1181,null,1920,null,925,null,73868,null,4510,null,29767,null,2967,null,22578,null,2755,null,17585,null,2331,null,3938,null,1159,null,1339799,null,14101,null,1053439,null,13199,null,116343,null,5455,null,232413,null,8249,null,357147,null,7140,null,347536,null,7722,null,286360,null,8101,null,95701,null,5924,null,19611,null,2798,null,29812,null,3603,null,29615,null,3616,null,16663,null,2067,null,190659,null,6341,null,26615,null,2722,null,50873,null,3995,null,75717,null,5268,null,37454,null,3251,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,39058,null,3164,null,14337,null,2006,null,13694,null,2038,null,8753,null,1637,null,2274,null,728,null,64471,null,4545,null,8333,null,1515,null,2976,null,784,null,3163,null,1082,null,1705,null,905,null,489,null,413,null,56138,null,4189,null,16918,null,2054,null,21386,null,2473,null,16192,null,2304,null,1642,null,529,null,652584,null,8478,null,531017,null,8564,null,65248,null,3518,null,178190,null,6072,null,150426,null,5039,null,137153,null,5153,null,121567,null,5267,null,36544,null,3490,null,8860,null,1473,null,15015,null,1945,null,9085,null,1529,null,3584,null,932,null,85023,null,4446,null,12883,null,1773,null,30287,null,2822,null,29580,null,2376,null,12273,null,1669,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,324337,null,8008,null,158747,null,6608,null,77401,null,4702,null,47609,null,3174,null,40580,null,3055,null,449846,null,10788,null,75843,null,5463,null,31798,null,3444,null,22421,null,2767,null,15113,null,2205,null,6511,null,1473,null,374003,null,9905,null,146864,null,6671,null,104357,null,6274,null,101570,null,4780,null,21212,null,2732,null,7556501,null,27990,null,5741409,null,29582,null,835155,null,13689,null,1086994,null,15564,null,1661109,null,16924,null,2158151,null,23074,null,1815092,null,18672,null,625609,null,12139,null,141940,null,6844,null,168015,null,6909,null,178383,null,6882,null,137271,null,6179,null,1189483,null,15516,null,203508,null,8290,null,280397,null,8424,null,435695,null,9686,null,269883,null,7512,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,42466,null,3763,null,15160,null,2391,null,12686,null,2104,null,9536,null,1635,null,5084,null,1315,null,58296,null,4342,null,9708,null,1845,null,3246,null,987,null,3385,null,1178,null,2447,null,982,null,630,null,320,null,48588,null,3847,null,14044,null,2055,null,16538,null,2244,null,14530,null,2098,null,3476,null,1008,null,1101723,null,9674,null,891960,null,8790,null,62137,null,3671,null,186302,null,6273,null,256347,null,7108,null,387174,null,7625,null,209763,null,7543,null,78093,null,4952,null,9477,null,1756,null,24885,null,3039,null,24193,null,3193,null,19538,null,2609,null,131670,null,5798,null,14403,null,2152,null,32800,null,2686,null,47776,null,3578,null,36691,null,3149,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,12002,null,1758,null,2604,null,950,null,3524,null,973,null,3112,null,839,null,2762,null,844,null,38351,null,3207,null,4965,null,1087,null,1604,null,670,null,2134,null,807,null,877,null,439,null,350,null,237,null,33386,null,2966,null,11638,null,1967,null,12465,null,1938,null,6771,null,1302,null,2512,null,958,null,835118,null,6915,null,661740,null,8003,null,48191,null,3513,null,154518,null,5820,null,167153,null,4886,null,291878,null,6061,null,173378,null,6463,null,46656,null,3822,null,7561,null,1455,null,16203,null,2467,null,11461,null,1776,null,11431,null,1735,null,126722,null,4738,null,15709,null,1980,null,42203,null,2867,null,41613,null,3548,null,27197,null,2238,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,4532,null,966,null,1918,null,790,null,1567,null,545,null,462,null,285,null,585,null,284,null,12384,null,1845,null,1922,null,784,null,470,null,411,null,900,null,592,null,404,null,263,null,148,null,169,null,10462,null,1635,null,3199,null,862,null,4980,null,1193,null,1759,null,735,null,524,null,401,null,207535,null,4750,null,158450,null,5204,null,12175,null,1504,null,46816,null,3492,null,47819,null,2919,null,51640,null,2739,null,49085,null,3391,null,14286,null,2066,null,2457,null,846,null,6500,null,1531,null,3302,null,1075,null,2027,null,684,null,34799,null,2648,null,4059,null,1033,null,10815,null,1955,null,12502,null,1978,null,7423,null,1208,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,1841,null,751,null,736,null,496,null,334,null,277,null,392,null,290,null,379,null,351,null,12257,null,1930,null,701,null,357,null,439,null,304,null,117,null,192,null,145,null,137,null,0,null,300,null,11556,null,1898,null,4300,null,1103,null,4160,null,1149,null,2335,null,819,null,761,null,514,null,94083,null,3637,null,53949,null,2793,null,4872,null,1330,null,6805,null,1361,null,7180,null,1264,null,35092,null,2109,null,40134,null,2974,null,8733,null,1480,null,2259,null,762,null,3077,null,943,null,940,null,399,null,2457,null,806,null,31401,null,2731,null,5712,null,1370,null,10218,null,1789,null,7437,null,1309,null,8034,null,1397,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,150096,null,5696,null,48924,null,3768,null,51351,null,3747,null,28500,null,2469,null,21321,null,2538,null,247675,null,8906,null,34598,null,3680,null,11447,null,1960,null,12898,null,2128,null,7103,null,1709,null,3150,null,1059,null,213077,null,8911,null,61049,null,5226,null,84181,null,5702,null,55116,null,4217,null,12731,null,1857,null,4228444,null,24996,null,3264916,null,24612,null,320164,null,8808,null,856833,null,14733,null,989546,null,16937,null,1098373,null,14186,null,963528,null,16986,null,296716,null,9012,null,58046,null,4259,null,105667,null,5238,null,75874,null,5002,null,57129,null,4537,null,666812,null,14215,null,87278,null,5352,null,212869,null,7791,null,229242,null,8565,null,137423,null,5437,null,0400000US12,Florida,12
