C17002_001E,C17002_001EA,C17002_001M,C17002_001MA,C17002_002E,C17002_002EA,C17002_002M,C17002_002MA,C17002_003E,C17002_003EA,C17002_003M,C17002_003MA,C17002_004E,C17002_004EA,C17002_004M,C17002_004MA,C17002_005E,C17002_005EA,C17002_005M,C17002_005MA,C17002_006E,C17002_006EA,C17002_006M,C17002_006MA,C17002_007E,C17002_007EA,C17002_007M,C17002_007MA,C17002_008E,C17002_008EA,C17002_008M,C17002_008MA,GEO_ID,NAME,state
4506549,null,3723,null,309808,null,13845,null,450027,null,20618,null,231364,null,12883,null,239636,null,12191,null,309866,null,13922,null,133352,null,10483,null,2832496,null,28021,null,0400000US01,Alabama,01
666618,null,1056,null,24791,null,3153,null,34834,null,4832,null,28990,null,4019,null,22121,null,3038,null,31851,null,4231,null,17258,null,4132,null,506773,null,8552,null,0400000US02,Alaska,02
6225486,null,3631,null,412456,null,21711,null,468801,null,22469,null,298458,null,19969,null,295377,null,15000,null,414360,null,21846,null,200565,null,16208,null,4135469,null,37079,null,0400000US04,Arizona,04
2753919,null,2217,null,178837,null,10404,null,313215,null,13794,null,155333,null,9830,null,161815,null,10899,null,212012,null,13244,null,97118,null,8107,null,1635589,null,20859,null,0400000US05,Arkansas,05
35768016,null,9033,null,1832085,null,39874,null,2600929,null,53448,null,1750740,null,41131,null,1736282,null,45871,null,2275180,null,54846,null,1001751,null,29999,null,24571049,null,89389,null,0400000US06,California,06
4756244,null,3068,null,260770,null,14962,null,308616,null,15926,null,177423,null,12513,null,177542,null,13866,null,246632,null,16317,null,128759,null,9993,null,3456502,null,26055,null,0400000US08,Colorado,08
3387524,null,2001,null,120283,null,8983,null,148597,null,10057,null,92465,null,9342,null,88925,null,9554,null,139950,null,10468,null,75258,null,8668,null,2722046,null,16290,null,0400000US09,Connecticut,09
838497,null,1393,null,43369,null,5220,null,44587,null,5247,null,32218,null,4889,null,31948,null,4827,null,47679,null,7073,null,20509,null,4334,null,618187,null,10812,null,0400000US10,Delaware,10
559557,null,297,null,47350,null,5994,null,44584,null,5735,null,23566,null,5356,null,22495,null,4965,null,23601,null,4602,null,17895,null,3789,null,380066,null,8547,null,0400000US11,District of Columbia,11
17846751,null,5850,null,896004,null,26181,null,1262828,null,32776,null,829501,null,30029,null,855319,null,27967,null,1199980,null,34456,null,551837,null,23962,null,12251282,null,57307,null,0400000US12,Florida,12
9286158,null,4457,null,590462,null,23194,null,733366,null,26590,null,422635,null,19851,null,454952,null,24756,null,589237,null,26139,null,274175,null,17475,null,6221331,null,44696,null,0400000US13,Georgia,13
1254854,null,925,null,47256,null,5354,null,52795,null,5708,null,32278,null,4511,null,39667,null,7009,null,66867,null,8224,null,41216,null,6673,null,974775,null,14512,null,0400000US15,Hawaii,15
1464460,null,1774,null,68365,null,6979,null,109441,null,8184,null,73080,null,6448,null,83900,null,9179,null,109228,null,8281,null,44653,null,4910,null,975793,null,14319,null,0400000US16,Idaho,16
12541198,null,3976,null,667578,null,23807,null,828670,null,27914,null,482216,null,20611,null,496135,null,24789,null,703219,null,27138,null,347692,null,17317,null,9015688,null,42111,null,0400000US17,Illinois,17
6145040,null,3956,null,358419,null,15965,null,399394,null,15944,null,252010,null,15427,null,249998,null,12238,null,378018,null,16010,null,182207,null,10822,null,4324994,null,30082,null,0400000US18,Indiana,18
2881760,null,2589,null,134588,null,9386,null,183358,null,9624,null,105339,null,8361,null,119212,null,9287,null,187912,null,9844,null,86566,null,6660,null,2064785,null,16129,null,0400000US19,Iowa,19
2688942,null,2418,null,128518,null,8140,null,171692,null,10709,null,108951,null,7943,null,132957,null,8748,null,177229,null,11169,null,82359,null,7609,null,1887236,null,17358,null,0400000US20,Kansas,20
4120513,null,2618,null,293773,null,14371,null,420307,null,17520,null,194476,null,10267,null,230531,null,13842,null,273495,null,14078,null,129696,null,10440,null,2578235,null,24606,null,0400000US21,Kentucky,21
4166756,null,3018,null,325579,null,14731,null,449846,null,18411,null,226721,null,14315,null,209917,null,11890,null,288304,null,12934,null,123797,null,10544,null,2542592,null,24082,null,0400000US22,Louisiana,22
1281433,null,1348,null,58343,null,5332,null,95881,null,6291,null,55754,null,5416,null,52811,null,4592,null,87465,null,7110,null,44898,null,4994,null,886281,null,10487,null,0400000US23,Maine,23
5477839,null,2249,null,210426,null,11956,null,243273,null,17129,null,149532,null,10558,null,148582,null,10690,null,246979,null,13204,null,107408,null,9568,null,4371639,null,28927,null,0400000US24,Maryland,24
6244824,null,2973,null,276442,null,13718,null,344844,null,14471,null,172926,null,10766,null,182454,null,11058,null,274882,null,14497,null,123332,null,10005,null,4869944,null,22623,null,0400000US25,Massachusetts,25
9832533,null,3661,null,636782,null,23489,null,739876,null,20526,null,411832,null,18509,null,405497,null,17078,null,562475,null,16666,null,269763,null,12528,null,6806308,null,34663,null,0400000US26,Michigan,26
5066767,null,2297,null,196218,null,9129,null,285729,null,12491,null,160080,null,7877,null,166564,null,9143,null,257732,null,13153,null,128830,null,8258,null,3871614,null,20033,null,0400000US27,Minnesota,27
2821649,null,2997,null,244386,null,14793,null,337148,null,14836,null,182189,null,13099,null,173842,null,11141,null,207758,null,13824,null,86181,null,8685,null,1590145,null,25473,null,0400000US28,Mississippi,28
5708785,null,3267,null,322619,null,16185,null,419867,null,15611,null,260406,null,15914,null,275269,null,14038,null,362839,null,14541,null,191221,null,14668,null,3876564,null,28385,null,0400000US29,Missouri,29
933264,null,1083,null,54111,null,5275,null,77679,null,5910,null,46178,null,5091,null,48141,null,5330,null,64010,null,6466,null,29919,null,4022,null,613226,null,11990,null,0400000US30,Montana,30
1719387,null,1959,null,82521,null,6819,null,110301,null,8111,null,76759,null,6034,null,78332,null,6131,null,110160,null,7815,null,54565,null,5026,null,1206749,null,11490,null,0400000US31,Nebraska,31
2528598,null,2318,null,116973,null,8339,null,152980,null,13697,null,87511,null,8905,null,110649,null,11337,null,151912,null,14230,null,80199,null,9362,null,1828374,null,25809,null,0400000US32,Nevada,32
1274795,null,1622,null,43096,null,4757,null,47108,null,5239,null,35042,null,4554,null,34017,null,4419,null,55596,null,5582,null,27909,null,4768,null,1032027,null,12218,null,0400000US33,New Hampshire,33
8505944,null,3539,null,334610,null,15005,null,394601,null,16191,null,237546,null,14006,null,241063,null,12607,null,382946,null,18206,null,185713,null,13285,null,6729465,null,28855,null,0400000US34,New Jersey,34
1925509,null,2236,null,146845,null,10035,null,202314,null,12973,null,103921,null,8913,null,106961,null,10719,null,145156,null,10837,null,66585,null,6748,null,1153727,null,20583,null,0400000US35,New Mexico,35
18775329,null,4571,null,1140650,null,29317,null,1429364,null,32370,null,759517,null,23502,null,771521,null,26695,null,1032104,null,32996,null,483252,null,21616,null,13158921,null,54489,null,0400000US36,New York,36
8793290,null,3758,null,524284,null,16139,null,734704,null,24536,null,443264,null,17961,null,434528,null,20416,null,594515,null,20008,null,263433,null,15353,null,5798562,null,38455,null,0400000US37,North Carolina,37
612565,null,673,null,32274,null,3392,null,41761,null,3699,null,22057,null,3067,null,29337,null,4318,null,39384,null,3614,null,17921,null,2258,null,429831,null,7780,null,0400000US38,North Dakota,38
11151314,null,4475,null,671037,null,19388,null,793096,null,25001,null,463561,null,14530,null,451293,null,18155,null,690124,null,25341,null,316384,null,13630,null,7765819,null,45167,null,0400000US39,Ohio,39
3498298,null,2642,null,233358,null,11447,null,323672,null,12259,null,192118,null,11065,null,194020,null,10496,null,261503,null,12234,null,113300,null,7779,null,2180327,null,22611,null,0400000US40,Oklahoma,40
3670490,null,2285,null,207782,null,13643,null,266407,null,13964,null,170259,null,13234,null,176767,null,12719,null,225481,null,13152,null,115154,null,8433,null,2508640,null,21965,null,0400000US41,Oregon,41
11998834,null,4356,null,614468,null,20048,null,778558,null,24597,null,476215,null,18857,null,486844,null,18013,null,718847,null,24632,null,342132,null,16561,null,8581770,null,40794,null,0400000US42,Pennsylvania,42
1018722,null,1061,null,52649,null,7154,null,69479,null,6345,null,36103,null,4674,null,39522,null,5360,null,51687,null,6057,null,20144,null,4349,null,749138,null,11474,null,0400000US44,Rhode Island,44
4270155,null,2660,null,287593,null,13404,null,354165,null,18111,null,219828,null,12700,null,206271,null,14048,null,296170,null,16607,null,123469,null,9331,null,2782659,null,26786,null,0400000US45,South Carolina,45
768499,null,637,null,42769,null,4465,null,57930,null,5832,null,35901,null,4333,null,34831,null,4758,null,50226,null,4706,null,25512,null,3218,null,521330,null,7546,null,0400000US46,South Dakota,46
5996979,null,4039,null,387235,null,17764,null,566630,null,25343,null,290365,null,15325,null,305559,null,17055,null,409330,null,17371,null,181139,null,12711,null,3856721,null,30039,null,0400000US47,Tennessee,47
23284143,null,7049,null,1576012,null,35546,null,2215171,null,45603,null,1279124,null,36466,null,1197172,null,41250,null,1641005,null,40101,null,692200,null,25590,null,14683459,null,70868,null,0400000US48,Texas,48
2601491,null,1717,null,97652,null,7627,null,153432,null,11844,null,105213,null,9739,null,119408,null,9888,null,168520,null,12084,null,91185,null,10469,null,1866081,null,17788,null,0400000US49,Utah,49
600231,null,875,null,23684,null,2620,null,36905,null,4063,null,24436,null,3133,null,23611,null,3082,null,36936,null,3768,null,17047,null,2345,null,437612,null,7479,null,0400000US50,Vermont,50
7466205,null,2981,null,312001,null,14915,null,430679,null,21975,null,232771,null,10572,null,259598,null,14989,null,360416,null,16797,null,186621,null,11130,null,5684119,null,32082,null,0400000US51,Virginia,51
6337707,null,3377,null,320691,null,16710,null,404481,null,14183,null,237354,null,13905,null,238656,null,15174,null,346901,null,17576,null,153448,null,10691,null,4636176,null,30352,null,0400000US53,Washington,53
1763476,null,1574,null,123282,null,9474,null,174890,null,10810,null,100743,null,7688,null,94963,null,7283,null,139863,null,9961,null,55129,null,5316,null,1074606,null,16059,null,0400000US54,West Virginia,54
5447306,null,2647,null,245529,null,10890,null,342758,null,15778,null,208963,null,11056,null,212312,null,10735,null,299180,null,12170,null,151217,null,8839,null,3987347,null,23113,null,0400000US55,Wisconsin,55
508840,null,773,null,18484,null,4015,null,25580,null,3926,null,16202,null,3219,null,21912,null,3377,null,33974,null,4788,null,17077,null,3599,null,375611,null,7610,null,0400000US56,Wyoming,56
3878136,null,4150,null,1008829,null,24672,null,754249,null,23886,null,334777,null,17010,null,284696,null,13183,null,317045,null,15861,null,110546,null,8174,null,1067994,null,20826,null,0400000US72,Puerto Rico,72
