B14001G_001E,B14001G_001EA,B14001G_001M,B14001G_001MA,B14001G_002E,B14001G_002EA,B14001G_002M,B14001G_002MA,B14001G_003E,B14001G_003EA,B14001G_003M,B14001G_003MA,B14001G_004E,B14001G_004EA,B14001G_004M,B14001G_004MA,B14001G_005E,B14001G_005EA,B14001G_005M,B14001G_005MA,B14001G_006E,B14001G_006EA,B14001G_006M,B14001G_006MA,B14001G_007E,B14001G_007EA,B14001G_007M,B14001G_007MA,GEO_ID,NAME,state
54473,null,4254,null,24340,null,2954,null,3852,null,1147,null,11938,null,2148,null,4476,null,1158,null,4074,null,1438,null,30133,null,2847,null,0400000US01,Alabama,01
42164,null,3639,null,20538,null,2685,null,3124,null,857,null,10123,null,1523,null,4367,null,1118,null,2924,null,954,null,21626,null,2575,null,0400000US02,Alaska,02
138677,null,9252,null,71306,null,5971,null,11486,null,2249,null,33823,null,3834,null,14206,null,2278,null,11791,null,1785,null,67371,null,5061,null,0400000US04,Arizona,04
44071,null,4077,null,18838,null,2555,null,2924,null,1016,null,9728,null,1728,null,3672,null,954,null,2514,null,776,null,25233,null,2500,null,0400000US05,Arkansas,05
1136085,null,24477,null,572616,null,17848,null,80911,null,5026,null,253663,null,11770,null,123937,null,6113,null,114105,null,5765,null,563469,null,13533,null,0400000US06,California,06
114160,null,6489,null,53579,null,4287,null,8111,null,1620,null,22686,null,2595,null,13138,null,1981,null,9644,null,1651,null,60581,null,4732,null,0400000US08,Colorado,08
63255,null,5452,null,32694,null,3938,null,5729,null,1531,null,14666,null,2318,null,6485,null,1726,null,5814,null,1331,null,30561,null,3416,null,0400000US09,Connecticut,09
15003,null,3062,null,7628,null,2410,null,1624,null,883,null,4082,null,1507,null,1229,null,578,null,693,null,472,null,7375,null,1412,null,0400000US10,Delaware,10
8372,null,1542,null,2594,null,843,null,493,null,307,null,631,null,507,null,462,null,413,null,1008,null,549,null,5778,null,1366,null,0400000US11,District of Columbia,11
282782,null,12280,null,125028,null,7063,null,20650,null,2693,null,55252,null,3868,null,26394,null,3249,null,22732,null,3046,null,157754,null,7651,null,0400000US12,Florida,12
105730,null,7203,null,53718,null,5248,null,10032,null,2279,null,25750,null,3611,null,9650,null,1732,null,8286,null,1623,null,52012,null,4439,null,0400000US13,Georgia,13
264221,null,10812,null,107287,null,6562,null,14685,null,2176,null,47020,null,3374,null,23798,null,2439,null,21784,null,2925,null,156934,null,6940,null,0400000US15,Hawaii,15
29486,null,2504,null,13497,null,2002,null,1698,null,561,null,7657,null,1455,null,1548,null,730,null,2594,null,831,null,15989,null,1701,null,0400000US16,Idaho,16
177989,null,10311,null,94189,null,7392,null,15631,null,2182,null,45360,null,4327,null,15660,null,2380,null,17538,null,2400,null,83800,null,6515,null,0400000US17,Illinois,17
93624,null,6183,null,48693,null,5035,null,6976,null,1396,null,23953,null,3164,null,9381,null,1660,null,8383,null,1483,null,44931,null,3333,null,0400000US18,Indiana,18
35472,null,3442,null,19486,null,2767,null,2820,null,803,null,9658,null,1924,null,4703,null,1106,null,2305,null,790,null,15986,null,1773,null,0400000US19,Iowa,19
65502,null,4849,null,31053,null,3439,null,4812,null,1311,null,15604,null,2479,null,6600,null,1436,null,4037,null,944,null,34449,null,3392,null,0400000US20,Kansas,20
49146,null,4613,null,23106,null,2915,null,2848,null,826,null,11357,null,2004,null,5615,null,1173,null,3286,null,1067,null,26040,null,2924,null,0400000US21,Kentucky,21
47649,null,5374,null,23393,null,3451,null,3797,null,1209,null,11610,null,2299,null,3885,null,954,null,4101,null,1504,null,24256,null,3182,null,0400000US22,Louisiana,22
21271,null,2633,null,8781,null,1636,null,1112,null,469,null,4158,null,1151,null,2226,null,776,null,1285,null,602,null,12490,null,1589,null,0400000US23,Maine,23
102131,null,6956,null,49597,null,4610,null,7807,null,1207,null,22508,null,2775,null,8485,null,1351,null,10797,null,1957,null,52534,null,4053,null,0400000US24,Maryland,24
108065,null,7422,null,50422,null,4894,null,8787,null,1598,null,24183,null,2993,null,7776,null,1519,null,9676,null,1493,null,57643,null,5169,null,0400000US25,Massachusetts,25
170465,null,7767,null,85100,null,5497,null,12018,null,1721,null,39908,null,3133,null,18672,null,2479,null,14502,null,2045,null,85365,null,4164,null,0400000US26,Michigan,26
83779,null,6097,null,46744,null,4076,null,7361,null,1332,null,23238,null,2562,null,10545,null,1942,null,5600,null,1353,null,37035,null,3640,null,0400000US27,Minnesota,27
23091,null,4115,null,10330,null,2786,null,2089,null,1285,null,5603,null,1994,null,1619,null,675,null,1019,null,518,null,12761,null,2240,null,0400000US28,Mississippi,28
100661,null,6585,null,45219,null,4192,null,5716,null,1100,null,21615,null,2555,null,11249,null,1950,null,6639,null,1346,null,55442,null,3942,null,0400000US29,Missouri,29
21835,null,2650,null,10269,null,1876,null,1337,null,526,null,6131,null,1380,null,1358,null,617,null,1443,null,719,null,11566,null,1758,null,0400000US30,Montana,30
30505,null,3283,null,17052,null,2107,null,2599,null,662,null,8295,null,1418,null,3220,null,880,null,2938,null,894,null,13453,null,2027,null,0400000US31,Nebraska,31
