C19001I_001E,C19001I_001EA,C19001I_001M,C19001I_001MA,C19001I_002E,C19001I_002EA,C19001I_002M,C19001I_002MA,C19001I_003E,C19001I_003EA,C19001I_003M,C19001I_003MA,C19001I_004E,C19001I_004EA,C19001I_004M,C19001I_004MA,C19001I_005E,C19001I_005EA,C19001I_005M,C19001I_005MA,C19001I_006E,C19001I_006EA,C19001I_006M,C19001I_006MA,C19001I_007E,C19001I_007EA,C19001I_007M,C19001I_007MA,C19001I_008E,C19001I_008EA,C19001I_008M,C19001I_008MA,C19001I_009E,C19001I_009EA,C19001I_009M,C19001I_009MA,C19001I_010E,C19001I_010EA,C19001I_010M,C19001I_010MA,C19001I_011E,C19001I_011EA,C19001I_011M,C19001I_011MA,GEO_ID,NAME,state
32346,null,2032,null,2847,null,956,null,1899,null,802,null,6592,null,1226,null,5683,null,1102,null,4583,null,1136,null,6077,null,1206,null,2164,null,600,null,1328,null,502,null,635,null,350,null,538,null,536,null,0400000US01,Alabama,01
10473,null,1155,null,380,null,320,null,587,null,355,null,1027,null,477,null,1159,null,643,null,1771,null,686,null,2285,null,760,null,1546,null,719,null,1548,null,683,null,47,null,79,null,123,null,224,null,0400000US02,Alaska,02
478792,null,7287,null,37271,null,3524,null,29454,null,3045,null,73038,null,5063,null,73756,null,4452,null,83269,null,5293,null,91963,null,4964,null,47295,null,3586,null,30419,null,2733,null,7634,null,1605,null,4693,null,1257,null,0400000US04,Arizona,04
35939,null,2064,null,2590,null,834,null,2264,null,820,null,9003,null,1494,null,6199,null,1389,null,6779,null,1152,null,4833,null,1064,null,2336,null,870,null,1590,null,677,null,80,null,132,null,265,null,237,null,0400000US05,Arkansas,05
3220448,null,15125,null,174734,null,8026,null,178535,null,7334,null,410835,null,10575,null,419186,null,12247,null,552990,null,11081,null,647792,null,13656,null,369747,null,9425,null,323933,null,9107,null,87361,null,4893,null,55335,null,4503,null,0400000US06,California,06
277061,null,5248,null,28314,null,2593,null,20485,null,2460,null,44724,null,3773,null,38400,null,3156,null,46253,null,4140,null,48103,null,3368,null,26574,null,2629,null,17895,null,2287,null,4721,null,1232,null,1592,null,604,null,0400000US08,Colorado,08
125632,null,2846,null,15421,null,2256,null,7711,null,1379,null,17637,null,2449,null,13432,null,1840,null,19082,null,2668,null,22008,null,2194,null,12596,null,1824,null,11776,null,1897,null,2500,null,754,null,3469,null,1019,null,0400000US09,Connecticut,09
14743,null,1201,null,1624,null,767,null,403,null,327,null,3093,null,905,null,2279,null,908,null,2637,null,704,null,1770,null,583,null,1354,null,465,null,1198,null,566,null,172,null,173,null,213,null,185,null,0400000US10,Delaware,10
17920,null,1768,null,1942,null,910,null,618,null,491,null,2125,null,971,null,1666,null,901,null,3724,null,1169,null,3013,null,1031,null,1554,null,617,null,2159,null,743,null,775,null,454,null,344,null,274,null,0400000US11,District of Columbia,11
1207727,null,9183,null,95751,null,5068,null,74700,null,4718,null,169745,null,6509,null,157122,null,7410,null,199974,null,8007,null,230926,null,8473,null,121988,null,4723,null,99986,null,5879,null,31376,null,2944,null,26159,null,2546,null,0400000US12,Florida,12
178642,null,5303,null,11892,null,1997,null,8698,null,1611,null,29006,null,2970,null,30244,null,3369,null,31994,null,3307,null,35788,null,3587,null,15737,null,2282,null,9779,null,1719,null,3391,null,997,null,2113,null,653,null,0400000US13,Georgia,13
28479,null,1846,null,1146,null,517,null,2021,null,745,null,1820,null,708,null,3615,null,1076,null,4383,null,1272,null,6867,null,1317,null,3823,null,1055,null,3631,null,1140,null,750,null,366,null,423,null,261,null,0400000US15,Hawaii,15
39693,null,1753,null,3239,null,993,null,2415,null,736,null,6830,null,1302,null,6253,null,1138,null,8512,null,1157,null,6722,null,1237,null,3099,null,976,null,1188,null,487,null,660,null,375,null,775,null,412,null,0400000US16,Idaho,16
489613,null,6726,null,26787,null,3021,null,21641,null,2247,null,60047,null,4168,null,65141,null,4389,null,87125,null,5446,null,108484,null,5132,null,61728,null,4373,null,43397,null,3286,null,10066,null,1813,null,5197,null,973,null,0400000US17,Illinois,17
90459,null,3061,null,6925,null,1290,null,5084,null,1219,null,15995,null,2147,null,17360,null,2139,null,16186,null,1881,null,16105,null,2082,null,7263,null,1257,null,4277,null,1011,null,648,null,382,null,616,null,294,null,0400000US18,Indiana,18
32013,null,1696,null,2575,null,983,null,2172,null,916,null,6080,null,1522,null,4318,null,939,null,5476,null,1117,null,7462,null,1272,null,2442,null,794,null,1304,null,535,null,74,null,100,null,110,null,117,null,0400000US19,Iowa,19
67667,null,2612,null,5944,null,1196,null,4119,null,1101,null,14361,null,1958,null,10502,null,1771,null,11508,null,1511,null,12230,null,1329,null,5516,null,1127,null,2672,null,905,null,338,null,229,null,477,null,279,null,0400000US20,Kansas,20
23261,null,1731,null,2148,null,825,null,1593,null,720,null,3635,null,1056,null,3588,null,921,null,4173,null,1012,null,2929,null,832,null,2811,null,945,null,1331,null,633,null,548,null,306,null,505,null,362,null,0400000US21,Kentucky,21
40835,null,2482,null,3461,null,906,null,2700,null,938,null,6161,null,1275,null,6749,null,1475,null,6640,null,1463,null,6687,null,1337,null,3994,null,1080,null,3072,null,942,null,719,null,325,null,652,null,322,null,0400000US22,Louisiana,22
4276,null,805,null,921,null,668,null,175,null,144,null,684,null,357,null,750,null,484,null,708,null,304,null,254,null,163,null,532,null,292,null,224,null,174,null,20,null,33,null,8,null,16,null,0400000US23,Maine,23
