B18043_001E,B18043_001EA,B18043_001M,B18043_001MA,B18043_002E,B18043_002EA,B18043_002M,B18043_002MA,B18043_003E,B18043_003EA,B18043_003M,B18043_003MA,B18043_004E,B18043_004EA,B18043_004M,B18043_004MA,B18043_005E,B18043_005EA,B18043_005M,B18043_005MA,B18043_006E,B18043_006EA,B18043_006M,B18043_006MA,B18043_007E,B18043_007EA,B18043_007M,B18043_007MA,GEO_ID,NAME,state
36729,null,302,null,15831,null,1588,null,16907,null,3115,null,14211,null,4033,null,37081,null,297,null,43685,null,783,null,31637,null,325,null,0400000US24,Maryland,24
34617,null,409,null,12193,null,1209,null,12079,null,2006,null,12306,null,1657,null,35229,null,252,null,42076,null,321,null,28900,null,479,null,0400000US25,Massachusetts,25
27220,null,193,null,10156,null,647,null,11087,null,991,null,8866,null,1120,null,27780,null,312,null,35689,null,308,null,21602,null,203,null,0400000US26,Michigan,26
31020,null,176,null,9652,null,751,null,10861,null,876,null,7998,null,1162,null,31460,null,173,null,37709,null,512,null,25371,null,287,null,0400000US27,Minnesota,27
22616,null,462,null,9725,null,1434,null,11307,null,1891,null,8308,null,1664,null,23193,null,473,null,28970,null,872,null,18656,null,581,null,0400000US28,Mississippi,28
26136,null,229,null,10653,null,752,null,11735,null,1016,null,9545,null,930,null,26491,null,226,null,32072,null,265,null,21642,null,295,null,0400000US29,Missouri,29
22225,null,389,null,7355,null,2065,null,6916,null,3490,null,8002,null,2852,null,22694,null,480,null,29340,null,1229,null,18042,null,782,null,0400000US30,Montana,30
25825,null,330,null,10394,null,1587,null,12644,null,5733,null,8654,null,2255,null,26151,null,330,null,31879,null,377,null,20948,null,371,null,0400000US31,Nebraska,31
30884,null,342,null,18529,null,3298,null,20540,null,3617,null,15625,null,4168,null,31042,null,343,null,35710,null,584,null,26627,null,398,null,0400000US32,Nevada,32
31625,null,408,null,11587,null,1954,null,14190,null,5234,null,10765,null,2447,null,32001,null,411,null,41504,null,460,null,25370,null,594,null,0400000US33,New Hampshire,33
36751,null,259,null,13899,null,1602,null,13841,null,3284,null,13934,null,1785,null,37078,null,258,null,45076,null,501,null,30524,null,260,null,0400000US34,New Jersey,34
23618,null,692,null,11887,null,1632,null,12422,null,3556,null,10859,null,3052,null,24023,null,694,null,29113,null,1250,null,19996,null,611,null,0400000US35,New Mexico,35
31320,null,139,null,11406,null,527,null,11811,null,636,null,10938,null,846,null,31621,null,141,null,36841,null,287,null,26938,null,227,null,0400000US36,New York,36
26426,null,179,null,11539,null,758,null,12768,null,1218,null,10836,null,811,null,26750,null,183,null,31494,null,206,null,22274,null,246,null,0400000US37,North Carolina,37
24225,null,650,null,8811,null,2635,null,11198,null,4417,null,7112,null,3085,null,24626,null,648,null,31075,null,592,null,19752,null,619,null,0400000US38,North Dakota,38
27349,null,183,null,10169,null,712,null,10700,null,1029,null,9652,null,980,null,27967,null,281,null,35074,null,294,null,22009,null,186,null,0400000US39,Ohio,39
24691,null,358,null,11834,null,1003,null,14159,null,2276,null,10144,null,1416,null,25153,null,282,null,30757,null,301,null,20058,null,367,null,0400000US40,Oklahoma,40
26512,null,257,null,11119,null,912,null,14278,null,2831,null,8897,null,2134,null,26963,null,270,null,32623,null,670,null,21842,null,315,null,0400000US41,Oregon,41
28417,null,229,null,9857,null,840,null,11451,null,1045,null,8348,null,1043,null,29073,null,235,null,35726,null,213,null,22571,null,246,null,0400000US42,Pennsylvania,42
30472,null,547,null,11127,null,2694,null,10359,null,5005,null,11585,null,3066,null,30818,null,555,null,36605,null,869,null,24824,null,1125,null,0400000US44,Rhode Island,44
26313,null,266,null,11890,null,1047,null,16197,null,2169,null,9750,null,1554,null,26593,null,270,null,32032,null,332,null,21623,null,307,null,0400000US45,South Carolina,45
23795,null,545,null,7982,null,1712,null,8067,null,2851,null,7894,null,1951,null,24239,null,532,null,30578,null,513,null,20231,null,471,null,0400000US46,South Dakota,46
25687,null,200,null,10813,null,828,null,11561,null,1237,null,9966,null,1035,null,26075,null,210,null,31236,null,238,null,21462,null,243,null,0400000US47,Tennessee,47
26557,null,153,null,11574,null,486,null,13609,null,1414,null,10294,null,575,null,26892,null,153,null,31686,null,159,null,21811,null,158,null,0400000US48,Texas,48
25224,null,310,null,10681,null,1378,null,12817,null,2356,null,8460,null,1768,null,25604,null,302,null,32594,null,824,null,18022,null,615,null,0400000US49,Utah,49
26610,null,539,null,11689,null,2792,null,14835,null,4639,null,8888,null,3240,null,27028,null,528,null,31864,null,610,null,22403,null,889,null,0400000US50,Vermont,50
31807,null,206,null,12518,null,1468,null,15183,null,2269,null,10886,null,1398,null,32101,null,208,null,39215,null,633,null,26384,null,267,null,0400000US51,Virginia,51
31222,null,215,null,11530,null,1124,null,12366,null,2915,null,10989,null,1236,null,31652,null,209,null,40149,null,264,null,24693,null,433,null,0400000US53,Washington,53
23750,null,649,null,11014,null,1913,null,15118,null,3012,null,7204,null,1872,null,24433,null,674,null,31051,null,474,null,18829,null,654,null,0400000US54,West Virginia,54
28358,null,258,null,10408,null,773,null,11879,null,1336,null,9016,null,1069,null,28950,null,261,null,35682,null,292,null,22701,null,261,null,0400000US55,Wisconsin,55
26677,null,637,null,8978,null,1796,null,9327,null,2488,null,8589,null,2883,null,27210,null,698,null,37028,null,1563,null,20938,null,648,null,0400000US56,Wyoming,56
14162,null,236,null,9991,null,1049,null,9418,null,1465,null,10655,null,1291,null,14309,null,233,null,14463,null,345,null,14155,null,271,null,0400000US72,Puerto Rico,72
