B18043_001E,B18043_001EA,B18043_001M,B18043_001MA,B18043_002E,B18043_002EA,B18043_002M,B18043_002MA,B18043_003E,B18043_003EA,B18043_003M,B18043_003MA,B18043_004E,B18043_004EA,B18043_004M,B18043_004MA,B18043_005E,B18043_005EA,B18043_005M,B18043_005MA,B18043_006E,B18043_006EA,B18043_006M,B18043_006MA,B18043_007E,B18043_007EA,B18043_007M,B18043_007MA,GEO_ID,NAME,state
25348,null,281,null,10934,null,855,null,12977,null,3116,null,9127,null,1502,null,25742,null,279,null,31761,null,321,null,20223,null,266,null,0400000US01,Alabama,01
30865,null,593,null,16466,null,7678,null,21043,null,6238,null,9279,null,5485,null,31247,null,602,null,38818,null,2249,null,25489,null,756,null,0400000US02,Alaska,02
28354,null,465,null,12443,null,1765,null,12653,null,4251,null,12326,null,1931,null,28836,null,462,null,33194,null,577,null,23843,null,492,null,0400000US04,Arizona,04
22764,null,482,null,10861,null,1315,null,12219,null,2136,null,9551,null,1853,null,23351,null,478,null,29022,null,776,null,19406,null,517,null,0400000US05,Arkansas,05
30788,null,92,null,13849,null,985,null,16094,null,938,null,11909,null,621,null,31033,null,91,null,36034,null,167,null,25613,null,163,null,0400000US06,California,06
30610,null,244,null,14126,null,2465,null,17102,null,4246,null,12322,null,1742,null,30921,null,244,null,36552,null,404,null,24606,null,385,null,0400000US08,Colorado,08
35490,null,366,null,11064,null,1678,null,11698,null,2391,null,10006,null,2689,null,35985,null,372,null,44678,null,996,null,29505,null,643,null,0400000US09,Connecticut,09
31835,null,540,null,12162,null,3436,null,14806,null,4716,null,9581,null,4226,null,32143,null,529,null,37280,null,1032,null,27727,null,1051,null,0400000US10,Delaware,10
39182,null,1887,null,11405,null,3061,null,10354,null,5634,null,13043,null,10177,null,40032,null,1425,null,43015,null,3165,null,35744,null,1564,null,0400000US11,District of Columbia,11
27417,null,143,null,12677,null,1050,null,15587,null,1593,null,10743,null,1018,null,27807,null,265,null,32018,null,176,null,23977,null,239,null,0400000US12,Florida,12
28331,null,370,null,11389,null,805,null,12280,null,1525,null,10023,null,1259,null,28844,null,360,null,33578,null,430,null,23964,null,395,null,0400000US13,Georgia,13
31012,null,360,null,13514,null,4196,null,15274,null,6689,null,11175,null,3184,null,31129,null,349,null,36049,null,835,null,27130,null,664,null,0400000US15,Hawaii,15
24914,null,484,null,11396,null,1779,null,15502,null,3326,null,7637,null,4600,null,25306,null,400,null,31402,null,505,null,19124,null,674,null,0400000US16,Idaho,16
30415,null,151,null,11096,null,811,null,12310,null,1685,null,10054,null,993,null,30670,null,154,null,37410,null,298,null,24181,null,265,null,0400000US17,Illinois,17
27431,null,216,null,10930,null,991,null,12928,null,2484,null,9631,null,1362,null,27962,null,294,null,35283,null,252,null,21678,null,240,null,0400000US18,Indiana,18
26335,null,241,null,10081,null,1282,null,11146,null,1299,null,8098,null,1874,null,26800,null,251,null,32805,null,488,null,21176,null,266,null,0400000US19,Iowa,19
26276,null,290,null,9227,null,2222,null,8185,null,2901,null,10304,null,2379,null,26711,null,289,null,32858,null,616,null,21366,null,283,null,0400000US20,Kansas,20
25234,null,234,null,10160,null,1310,null,11136,null,1969,null,9146,null,1635,null,25622,null,230,null,31247,null,329,null,20543,null,271,null,0400000US21,Kentucky,21
25245,null,329,null,10199,null,1078,null,12553,null,2414,null,7140,null,1218,null,25726,null,327,null,33892,null,800,null,19456,null,447,null,0400000US22,Louisiana,22
25878,null,362,null,11447,null,1926,null,16494,null,3705,null,6980,null,2745,null,26288,null,362,null,32194,null,553,null,21372,null,356,null,0400000US23,Maine,23
