C02003_001E,C02003_001EA,C02003_001M,C02003_001MA,C02003_002E,C02003_002EA,C02003_002M,C02003_002MA,C02003_003E,C02003_003EA,C02003_003M,C02003_003MA,C02003_004E,C02003_004EA,C02003_004M,C02003_004MA,C02003_005E,C02003_005EA,C02003_005M,C02003_005MA,C02003_006E,C02003_006EA,C02003_006M,C02003_006MA,C02003_007E,C02003_007EA,C02003_007M,C02003_007MA,C02003_008E,C02003_008EA,C02003_008M,C02003_008MA,C02003_009E,C02003_009EA,C02003_009M,C02003_009MA,C02003_010E,C02003_010EA,C02003_010M,C02003_010MA,C02003_011E,C02003_011EA,C02003_011M,C02003_011MA,C02003_012E,C02003_012EA,C02003_012M,C02003_012MA,C02003_013E,C02003_013EA,C02003_013M,C02003_013MA,C02003_014E,C02003_014EA,C02003_014M,C02003_014MA,C02003_015E,C02003_015EA,C02003_015M,C02003_015MA,C02003_016E,C02003_016EA,C02003_016M,C02003_016MA,C02003_017E,C02003_017EA,C02003_017M,C02003_017MA,C02003_018E,C02003_018EA,C02003_018M,C02003_018MA,C02003_019E,C02003_019EA,C02003_019M,C02003_019MA,GEO_ID,NAME,state
4627851,null,0,*****,4567683,null,4763,null,3254107,null,5821,null,1212118,null,5691,null,20690,null,1954,null,44561,null,3209,null,1518,null,1310,null,34689,null,3695,null,60168,null,4763,null,5101,null,1570,null,55067,null,4495,null,56573,null,4490,null,17939,null,3035,null,19247,null,2043,null,6575,null,1629,null,5112,null,1553,null,7700,null,1725,null,3595,null,1427,null,0,null,267,null,0400000US01,Alabama,01
683478,null,0,*****,636558,null,4037,null,465234,null,2534,null,25821,null,2172,null,92058,null,3176,null,32936,null,1975,null,4978,null,1185,null,15531,null,2952,null,46920,null,4037,null,1506,null,731,null,45414,null,3878,null,43294,null,4284,null,6412,null,1720,null,25758,null,2874,null,5945,null,1727,null,930,null,544,null,4249,null,1472,null,3354,null,1670,null,272,null,264,null,0400000US02,Alaska,02
6338755,null,0,*****,6184380,null,9650,null,4841990,null,21733,null,224991,null,5520,null,281096,null,5218,null,151414,null,3474,null,7701,null,1101,null,677188,null,21346,null,154375,null,9650,null,54418,null,5979,null,99957,null,7714,null,144334,null,9132,null,23997,null,3965,null,28594,null,3422,null,22287,null,3036,null,4803,null,1576,null,64653,null,6669,null,9000,null,2379,null,1041,null,781,null,0400000US04,Arizona,04
2834797,null,0,*****,2786525,null,4478,null,2226758,null,5666,null,442279,null,4286,null,17425,null,2101,null,33933,null,2991,null,2274,null,727,null,63856,null,5827,null,48272,null,4478,null,4287,null,1805,null,43985,null,3937,null,46555,null,4481,null,10289,null,1895,null,25134,null,2905,null,4077,null,1123,null,1388,null,682,null,5667,null,2071,null,1717,null,706,null,0,null,267,null,0400000US05,Arkansas,05
36553215,null,0,*****,35290829,null,26412,null,22026736,null,61328,null,2263363,null,12575,null,266051,null,10336,null,4511407,null,14112,null,126345,null,4508,null,6096927,null,64388,null,1262386,null,26412,null,407953,null,16135,null,854433,null,19033,null,1179969,null,25750,null,145864,null,10221,null,196217,null,7905,null,302012,null,11679,null,36053,null,4419,null,499823,null,17581,null,76157,null,5099,null,6260,null,1974,null,0400000US06,California,06
4861515,null,0,*****,4734658,null,7050,null,4061059,null,15114,null,189217,null,4534,null,46172,null,4368,null,131699,null,3317,null,3704,null,1104,null,302807,null,14246,null,126857,null,7050,null,32951,null,4223,null,93906,null,6051,null,120362,null,6467,null,23573,null,3287,null,32853,null,3280,null,21218,null,2948,null,2768,null,1145,null,39950,null,4665,null,6068,null,1494,null,427,null,311,null,0400000US08,Colorado,08
3502309,null,0,*****,3431503,null,5485,null,2786401,null,9488,null,328401,null,5222,null,8211,null,1578,null,118216,null,2114,null,895,null,722,null,189379,null,9599,null,70806,null,5485,null,16049,null,3004,null,54757,null,5160,null,65474,null,5112,null,22341,null,3227,null,10606,null,1572,null,9971,null,1657,null,4626,null,1653,null,17930,null,3068,null,4860,null,1663,null,472,null,578,null,0400000US09,Connecticut,09
864764,null,0,*****,847786,null,3365,null,625354,null,2961,null,175682,null,3154,null,2223,null,717,null,25372,null,1333,null,532,null,461,null,18623,null,2783,null,16978,null,3365,null,1040,null,729,null,15938,null,3096,null,15341,null,3387,null,6411,null,2158,null,2041,null,563,null,1956,null,927,null,1520,null,790,null,3413,null,1903,null,1637,null,896,null,0,null,261,null,0400000US10,Delaware,10
588292,null,0,*****,578807,null,1674,null,210332,null,3230,null,321646,null,1629,null,1172,null,460,null,18066,null,1198,null,0,null,300,null,27591,null,3508,null,9485,null,1674,null,1231,null,621,null,8254,null,1589,null,8453,null,1583,null,1928,null,840,null,1061,null,539,null,2891,null,1125,null,570,null,327,null,2003,null,761,null,1032,null,617,null,0,null,300,null,0400000US11,District of Columbia,11
18251243,null,0,*****,17934969,null,13049,null,13921401,null,25282,null,2800374,null,14573,null,53978,null,4293,null,409144,null,5547,null,10022,null,3001,null,740050,null,25344,null,316274,null,13049,null,79608,null,5884,null,236666,null,11433,null,301032,null,12315,null,83548,null,7705,null,60819,null,3844,null,49252,null,4714,null,10896,null,3338,null,96517,null,6801,null,14967,null,3441,null,275,null,300,null,0400000US12,Florida,12
9544750,null,0,*****,9426150,null,7981,null,5918880,null,14822,null,2855189,null,10137,null,22350,null,3384,null,265188,null,4291,null,4824,null,2028,null,359719,null,15508,null,118600,null,7981,null,18545,null,3325,null,100055,null,7545,null,110571,null,7807,null,38989,null,5027,null,22636,null,3385,null,16730,null,2631,null,6443,null,1971,null,25773,null,3940,null,7722,null,1890,null,307,null,251,null,0400000US13,Georgia,13
1283388,null,0,*****,997059,null,11422,null,341779,null,3685,null,27836,null,2420,null,3359,null,911,null,498468,null,8619,null,108583,null,3876,null,17034,null,2711,null,286329,null,11422,null,8370,null,2244,null,277959,null,10813,null,192578,null,9558,null,6262,null,1910,null,7842,null,1197,null,64087,null,5952,null,1830,null,1260,null,112557,null,8337,null,85747,null,7265,null,8004,null,2360,null,0400000US15,Hawaii,15
1499402,null,0,*****,1466735,null,2771,null,1386347,null,4538,null,9011,null,1659,null,19347,null,2805,null,16810,null,1817,null,2149,null,860,null,33071,null,4120,null,32667,null,2771,null,3844,null,1189,null,28823,null,2673,null,30722,null,2625,null,2806,null,1128,null,15043,null,1911,null,7142,null,1522,null,161,null,217,null,5570,null,1398,null,1945,null,1113,null,0,null,257,null,0400000US16,Idaho,16
12852548,null,0,*****,12653542,null,11421,null,9057076,null,18787,null,1884069,null,8167,null,21705,null,2914,null,551835,null,4307,null,6074,null,1415,null,1132783,null,20341,null,199006,null,11421,null,55646,null,5740,null,143360,null,8637,null,188479,null,11259,null,55505,null,5958,null,33372,null,2831,null,31708,null,3546,null,5632,null,1457,null,62262,null,5809,null,9705,null,2411,null,822,null,951,null,0400000US17,Illinois,17
6345289,null,0,*****,6238487,null,6716,null,5436898,null,8556,null,551215,null,6084,null,13410,null,1926,null,83200,null,2664,null,969,null,541,null,152795,null,7457,null,106802,null,6716,null,14464,null,2798,null,92338,null,5728,null,100375,null,6547,null,40507,null,4676,null,26726,null,2947,null,11517,null,2037,null,3465,null,1681,null,18160,null,3381,null,5797,null,1723,null,630,null,411,null,0400000US18,Indiana,18
2988047,null,0,*****,2946889,null,3771,null,2766081,null,5527,null,70018,null,2980,null,9111,null,1347,null,47849,null,2025,null,1395,null,743,null,52435,null,5537,null,41158,null,3771,null,5841,null,1710,null,35317,null,3281,null,38903,null,3724,null,14895,null,2205,null,10750,null,1622,null,4754,null,1047,null,1055,null,767,null,7449,null,2084,null,2150,null,853,null,105,null,177,null,0400000US19,Iowa,19
2775997,null,0,*****,2703272,null,5270,null,2374824,null,6520,null,159268,null,4646,null,23615,null,2865,null,59948,null,2319,null,1036,null,618,null,84581,null,6739,null,72725,null,5270,null,12817,null,2502,null,59908,null,4812,null,70764,null,5180,null,19929,null,3132,null,23134,null,1928,null,8792,null,1725,null,4600,null,2205,null,14309,null,2592,null,1961,null,797,null,0,null,242,null,0400000US20,Kansas,20
4241474,null,0,*****,4186154,null,4865,null,3781361,null,4853,null,322149,null,5145,null,6974,null,1749,null,39749,null,2413,null,1813,null,1108,null,34108,null,3567,null,55320,null,4865,null,6968,null,1733,null,48352,null,4623,null,52039,null,4791,null,17830,null,2685,null,17314,null,2500,null,7687,null,1828,null,1106,null,562,null,8102,null,1742,null,3124,null,1232,null,157,null,220,null,0400000US21,Kentucky,21
4293204,null,0,*****,4238292,null,6129,null,2756277,null,4944,null,1357893,null,6202,null,21683,null,1529,null,59825,null,2237,null,1803,null,825,null,40811,null,4754,null,54912,null,6129,null,6052,null,1963,null,48860,null,5839,null,50664,null,5761,null,16552,null,2832,null,13602,null,2029,null,6640,null,1785,null,5853,null,3626,null,8017,null,2039,null,3965,null,1506,null,283,null,375,null,0400000US22,Louisiana,22
1317207,null,0,*****,1293521,null,2910,null,1254460,null,3314,null,14652,null,2437,null,7557,null,1007,null,12718,null,893,null,296,null,272,null,3838,null,1365,null,23686,null,2910,null,907,null,649,null,22779,null,2817,null,22713,null,2806,null,2532,null,916,null,16540,null,2410,null,2223,null,735,null,243,null,235,null,1175,null,662,null,973,null,524,null,0,null,226,null,0400000US23,Maine,23
5618344,null,0,*****,5503004,null,7441,null,3402960,null,10537,null,1626017,null,6823,null,13038,null,1543,null,275002,null,3352,null,3020,null,1503,null,182967,null,10027,null,115340,null,7441,null,15023,null,2753,null,100317,null,6819,null,105676,null,6734,null,34642,null,3970,null,13008,null,1726,null,23753,null,2732,null,10906,null,2547,null,23367,null,3817,null,8995,null,2235,null,669,null,443,null,0400000US24,Maryland,24
6449755,null,0,*****,6329057,null,8159,null,5330421,null,12171,null,384615,null,7248,null,11347,null,1769,null,310654,null,3271,null,1966,null,909,null,290054,null,13916,null,120698,null,8159,null,21071,null,2576,null,99627,null,7990,null,113608,null,7605,null,45446,null,6177,null,17510,null,2029,null,21147,null,2749,null,5920,null,1675,null,23585,null,2686,null,6860,null,1927,null,230,null,209,null,0400000US25,Massachusetts,25
