B25091_001E,B25091_001EA,B25091_001M,B25091_001MA,B25091_002E,B25091_002EA,B25091_002M,B25091_002MA,B25091_003E,B25091_003EA,B25091_003M,B25091_003MA,B25091_004E,B25091_004EA,B25091_004M,B25091_004MA,B25091_005E,B25091_005EA,B25091_005M,B25091_005MA,B25091_006E,B25091_006EA,B25091_006M,B25091_006MA,B25091_007E,B25091_007EA,B25091_007M,B25091_007MA,B25091_008E,B25091_008EA,B25091_008M,B25091_008MA,B25091_009E,B25091_009EA,B25091_009M,B25091_009MA,B25091_010E,B25091_010EA,B25091_010M,B25091_010MA,B25091_011E,B25091_011EA,B25091_011M,B25091_011MA,B25091_012E,B25091_012EA,B25091_012M,B25091_012MA,B25091_013E,B25091_013EA,B25091_013M,B25091_013MA,B25091_014E,B25091_014EA,B25091_014M,B25091_014MA,B25091_015E,B25091_015EA,B25091_015M,B25091_015MA,B25091_016E,B25091_016EA,B25091_016M,B25091_016MA,B25091_017E,B25091_017EA,B25091_017M,B25091_017MA,B25091_018E,B25091_018EA,B25091_018M,B25091_018MA,B25091_019E,B25091_019EA,B25091_019M,B25091_019MA,B25091_020E,B25091_020EA,B25091_020M,B25091_020MA,B25091_021E,B25091_021EA,B25091_021M,B25091_021MA,B25091_022E,B25091_022EA,B25091_022M,B25091_022MA,B25091_023E,B25091_023EA,B25091_023M,B25091_023MA,GEO_ID,NAME,state
1287825,null,11794,null,783099,null,11189,null,53900,null,3018,null,130335,null,5141,null,159340,null,4989,null,125279,null,5034,null,83108,null,4232,null,60816,null,3508,null,36138,null,3119,null,45794,null,3184,null,85248,null,4493,null,3141,null,779,null,504726,null,7302,null,224261,null,7079,null,98621,null,4945,null,55445,null,3772,null,33178,null,2686,null,22381,null,2203,null,14660,null,1652,null,11331,null,1568,null,11509,null,1662,null,27943,null,2391,null,5397,null,1029,null,0400000US01,Alabama,01
149018,null,3290,null,106434,null,3482,null,4862,null,975,null,13906,null,1656,null,19264,null,1973,null,18046,null,2044,null,13067,null,1678,null,10365,null,1352,null,6963,null,1371,null,7770,null,1113,null,12079,null,1672,null,112,null,130,null,42584,null,2470,null,19710,null,1584,null,8149,null,1099,null,4928,null,932,null,3196,null,685,null,1708,null,538,null,1113,null,395,null,498,null,202,null,819,null,269,null,2237,null,492,null,226,null,177,null,0400000US02,Alaska,02
1533145,null,12918,null,1088152,null,14480,null,55434,null,3551,null,121955,null,5049,null,165644,null,6069,null,173918,null,5935,null,136613,null,5628,null,102636,null,5321,null,70992,null,4419,null,89610,null,4987,null,166365,null,6206,null,4985,null,1243,null,444993,null,8776,null,210458,null,7154,null,86608,null,4672,null,44831,null,2950,null,27577,null,2746,null,17656,null,2140,null,11619,null,1887,null,7361,null,1319,null,9793,null,1610,null,22831,null,2249,null,6259,null,1212,null,0400000US04,Arizona,04
746839,null,10273,null,444022,null,9086,null,34269,null,3032,null,85964,null,4782,null,93619,null,4221,null,67054,null,4199,null,44184,null,3317,null,27449,null,2565,null,23104,null,2350,null,23072,null,2013,null,44040,null,3299,null,1267,null,609,null,302817,null,6609,null,140378,null,5283,null,58224,null,3564,null,35555,null,2597,null,20270,null,2100,null,13133,null,1612,null,8135,null,1106,null,5333,null,1171,null,7911,null,1215,null,10571,null,1387,null,3307,null,949,null,0400000US05,Arkansas,05
7076972,null,24937,null,5381874,null,22097,null,188588,null,6010,null,404569,null,9144,null,598555,null,10429,null,675679,null,12830,null,637970,null,12624,null,535884,null,10179,null,420356,null,9539,null,606785,null,11127,null,1291907,null,17476,null,21581,null,2641,null,1695098,null,14541,null,764131,null,11684,null,306927,null,7887,null,174632,null,6125,null,114203,null,4821,null,74725,null,4246,null,48664,null,2486,null,38250,null,2592,null,46951,null,2788,null,112286,null,4495,null,14329,null,1768,null,0400000US06,California,06
1280207,null,11127,null,982672,null,12272,null,44689,null,3007,null,108510,null,5578,null,153640,null,5725,null,162976,null,4999,null,137420,null,5426,null,94525,null,4867,null,65616,null,3803,null,79788,null,3685,null,132201,null,5398,null,3307,null,930,null,297535,null,7908,null,148081,null,5780,null,50974,null,3522,null,29161,null,2336,null,17757,null,1585,null,11765,null,1363,null,8069,null,1255,null,4890,null,948,null,8583,null,1496,null,15423,null,1861,null,2832,null,984,null,0400000US08,Colorado,08
924839,null,7954,null,664729,null,8049,null,28581,null,2301,null,65781,null,3535,null,104649,null,4368,null,105366,null,4485,null,91389,null,3846,null,65815,null,3486,null,47005,null,3164,null,60139,null,3595,null,94840,null,4510,null,1164,null,487,null,260110,null,5917,null,69992,null,3664,null,50206,null,2847,null,36631,null,2622,null,25778,null,1869,null,16510,null,1776,null,12530,null,1389,null,9271,null,1396,null,13668,null,1767,null,24211,null,2437,null,1313,null,515,null,0400000US09,Connecticut,09
238141,null,4151,null,169331,null,3858,null,9644,null,1359,null,21721,null,2198,null,27539,null,2187,null,25802,null,2622,null,22774,null,2370,null,15776,null,2103,null,11517,null,1694,null,12225,null,1446,null,21323,null,2237,null,1010,null,588,null,68810,null,2781,null,30794,null,2057,null,12662,null,1274,null,7545,null,1009,null,4746,null,992,null,3207,null,845,null,1642,null,496,null,1453,null,463,null,2165,null,692,null,3788,null,742,null,808,null,471,null,0400000US10,Delaware,10
111813,null,2883,null,85774,null,3207,null,6589,null,1007,null,10307,null,1481,null,11895,null,1718,null,13396,null,1661,null,10181,null,1589,null,6813,null,1187,null,5959,null,1236,null,7171,null,1363,null,13272,null,1852,null,191,null,238,null,26039,null,2124,null,11740,null,1452,null,4804,null,1025,null,2518,null,741,null,2251,null,701,null,1029,null,418,null,1031,null,473,null,524,null,343,null,633,null,457,null,1127,null,469,null,382,null,265,null,0400000US11,District of Columbia,11
5005708,null,26411,null,3288932,null,22623,null,111840,null,4797,null,289632,null,7879,null,424125,null,10212,null,438756,null,9785,null,396296,null,9094,null,315666,null,9110,null,251361,null,8437,null,326679,null,10414,null,713572,null,13397,null,21005,null,2879,null,1716776,null,17430,null,570254,null,10058,null,329677,null,8520,null,221104,null,7494,null,148636,null,5502,null,97103,null,4307,null,69746,null,3796,null,55482,null,4306,null,65152,null,3811,null,137402,null,5666,null,22220,null,2158,null,0400000US12,Florida,12
