B22005G_001E,B22005G_001EA,B22005G_001M,B22005G_001MA,B22005G_002E,B22005G_002EA,B22005G_002M,B22005G_002MA,B22005G_003E,B22005G_003EA,B22005G_003M,B22005G_003MA,GEO_ID,NAME,state
17128,null,1926,null,2233,null,750,null,14895,null,1756,null,0400000US01,Alabama,01
9844,null,1435,null,1246,null,609,null,8598,null,1244,null,0400000US02,Alaska,02
31338,null,2985,null,4121,null,1073,null,27217,null,2679,null,0400000US04,Arizona,04
13414,null,1802,null,2669,null,721,null,10745,null,1625,null,0400000US05,Arkansas,05
273331,null,7376,null,15451,null,2087,null,257880,null,7495,null,0400000US06,California,06
29572,null,2903,null,3995,null,1080,null,25577,null,2728,null,0400000US08,Colorado,08
16315,null,1805,null,2661,null,1052,null,13654,null,1781,null,0400000US09,Connecticut,09
3169,null,934,null,455,null,246,null,2714,null,875,null,0400000US10,Delaware,10
3372,null,880,null,134,null,157,null,3238,null,890,null,0400000US11,District of Columbia,11
79546,null,4383,null,7371,null,1349,null,72175,null,4228,null,0400000US12,Florida,12
27627,null,2847,null,3300,null,1066,null,24327,null,2653,null,0400000US13,Georgia,13
65326,null,3371,null,6988,null,1257,null,58338,null,3477,null,0400000US15,Hawaii,15
8447,null,1296,null,1733,null,524,null,6714,null,1176,null,0400000US16,Idaho,16
42606,null,3522,null,5085,null,1052,null,37521,null,3221,null,0400000US17,Illinois,17
24478,null,2439,null,4353,null,1033,null,20125,null,2260,null,0400000US18,Indiana,18
8156,null,1426,null,1891,null,629,null,6265,null,1191,null,0400000US19,Iowa,19
18676,null,1946,null,3098,null,854,null,15578,null,1713,null,0400000US20,Kansas,20
14003,null,1964,null,3530,null,941,null,10473,null,1683,null,0400000US21,Kentucky,21
13065,null,1760,null,2257,null,654,null,10808,null,1637,null,0400000US22,Louisiana,22
6774,null,1239,null,2512,null,716,null,4262,null,983,null,0400000US23,Maine,23
27698,null,2737,null,1608,null,714,null,26090,null,2630,null,0400000US24,Maryland,24
30227,null,3081,null,4930,null,1081,null,25297,null,2974,null,0400000US25,Massachusetts,25
45998,null,2839,null,10860,null,1838,null,35138,null,2409,null,0400000US26,Michigan,26
19329,null,2153,null,1944,null,618,null,17385,null,2093,null,0400000US27,Minnesota,27
6652,null,1735,null,1567,null,850,null,5085,null,1415,null,0400000US28,Mississippi,28
28832,null,2572,null,6315,null,1274,null,22517,null,2696,null,0400000US29,Missouri,29
6175,null,1137,null,638,null,353,null,5537,null,1096,null,0400000US30,Montana,30
7059,null,1246,null,1801,null,869,null,5258,null,1016,null,0400000US31,Nebraska,31
18337,null,2145,null,1446,null,582,null,16891,null,2075,null,0400000US32,Nevada,32
3094,null,855,null,536,null,351,null,2558,null,748,null,0400000US33,New Hampshire,33
31776,null,2856,null,2265,null,778,null,29511,null,2694,null,0400000US34,New Jersey,34
12758,null,1491,null,2060,null,762,null,10698,null,1513,null,0400000US35,New Mexico,35
88975,null,4644,null,15250,null,1845,null,73725,null,4220,null,0400000US36,New York,36
34583,null,3208,null,5073,null,1215,null,29510,null,3070,null,0400000US37,North Carolina,37
2698,null,874,null,497,null,303,null,2201,null,853,null,0400000US38,North Dakota,38
40780,null,2679,null,7817,null,1262,null,32963,null,2482,null,0400000US39,Ohio,39
69321,null,3820,null,9361,null,1416,null,59960,null,3660,null,0400000US40,Oklahoma,40
30823,null,2722,null,6087,null,1551,null,24736,null,2553,null,0400000US41,Oregon,41
35912,null,2417,null,8407,null,1393,null,27505,null,2263,null,0400000US42,Pennsylvania,42
6357,null,1174,null,1170,null,702,null,5187,null,1036,null,0400000US44,Rhode Island,44
11777,null,1772,null,1973,null,886,null,9804,null,1541,null,0400000US45,South Carolina,45
3162,null,1002,null,591,null,432,null,2571,null,810,null,0400000US46,South Dakota,46
20387,null,2079,null,4221,null,1093,null,16166,null,1826,null,0400000US47,Tennessee,47
108956,null,6062,null,11833,null,1452,null,97123,null,5816,null,0400000US48,Texas,48
7718,null,1308,null,1007,null,535,null,6711,null,1196,null,0400000US49,Utah,49
3639,null,869,null,895,null,340,null,2744,null,838,null,0400000US50,Vermont,50
34691,null,3189,null,2779,null,901,null,31912,null,3073,null,0400000US51,Virginia,51
52749,null,3992,null,7890,null,1267,null,44859,null,3921,null,0400000US53,Washington,53
6398,null,1145,null,1139,null,468,null,5259,null,1051,null,0400000US54,West Virginia,54
15767,null,1672,null,1994,null,743,null,13773,null,1629,null,0400000US55,Wisconsin,55
3793,null,951,null,670,null,575,null,3123,null,913,null,0400000US56,Wyoming,56
52494,null,2458,null,15434,null,1773,null,37060,null,2440,null,0400000US72,Puerto Rico,72
