B17020I_001E,B17020I_001EA,B17020I_001M,B17020I_001MA,B17020I_002E,B17020I_002EA,B17020I_002M,B17020I_002MA,B17020I_003E,B17020I_003EA,B17020I_003M,B17020I_003MA,B17020I_004E,B17020I_004EA,B17020I_004M,B17020I_004MA,B17020I_005E,B17020I_005EA,B17020I_005M,B17020I_005MA,B17020I_006E,B17020I_006EA,B17020I_006M,B17020I_006MA,B17020I_007E,B17020I_007EA,B17020I_007M,B17020I_007MA,B17020I_008E,B17020I_008EA,B17020I_008M,B17020I_008MA,B17020I_009E,B17020I_009EA,B17020I_009M,B17020I_009MA,B17020I_010E,B17020I_010EA,B17020I_010M,B17020I_010MA,B17020I_011E,B17020I_011EA,B17020I_011M,B17020I_011MA,B17020I_012E,B17020I_012EA,B17020I_012M,B17020I_012MA,B17020I_013E,B17020I_013EA,B17020I_013M,B17020I_013MA,B17020I_014E,B17020I_014EA,B17020I_014M,B17020I_014MA,B17020I_015E,B17020I_015EA,B17020I_015M,B17020I_015MA,B17020I_016E,B17020I_016EA,B17020I_016M,B17020I_016MA,B17020I_017E,B17020I_017EA,B17020I_017M,B17020I_017MA,GEO_ID,NAME,state
117206,null,1415,null,33098,null,4483,null,6793,null,1477,null,871,null,552,null,4159,null,1226,null,3625,null,1051,null,17147,null,2392,null,481,null,384,null,22,null,39,null,84108,null,4526,null,11408,null,1506,null,1406,null,524,null,7624,null,1343,null,8438,null,1656,null,52109,null,2652,null,1942,null,679,null,1181,null,568,null,0400000US01,Alabama,01
37264,null,966,null,4128,null,1447,null,874,null,523,null,128,null,152,null,387,null,269,null,247,null,219,null,2492,null,866,null,0,null,237,null,0,null,237,null,33136,null,1603,null,3679,null,676,null,1137,null,423,null,3125,null,829,null,3727,null,787,null,20701,null,1035,null,460,null,287,null,307,null,255,null,0400000US02,Alaska,02
1844978,null,3730,null,405706,null,21264,null,69199,null,5694,null,11775,null,2183,null,63409,null,4835,null,52698,null,4950,null,193051,null,10339,null,8786,null,1353,null,6788,null,1456,null,1439272,null,21708,null,150039,null,5950,null,25786,null,2860,null,164731,null,6622,null,151989,null,4678,null,876213,null,10881,null,42554,null,1714,null,27960,null,1735,null,0400000US04,Arizona,04
143022,null,1384,null,40917,null,5442,null,7711,null,1833,null,1509,null,519,null,7681,null,1449,null,4800,null,1270,null,18560,null,3039,null,630,null,359,null,26,null,44,null,102105,null,5177,null,12331,null,1854,null,2265,null,974,null,11284,null,1484,null,8911,null,1904,null,65108,null,3138,null,1258,null,644,null,948,null,623,null,0400000US05,Arkansas,05
12971865,null,8896,null,2304991,null,41714,null,344648,null,11433,null,57166,null,3799,null,340851,null,10534,null,321348,null,10591,null,1158529,null,21509,null,46589,null,3484,null,35860,null,3374,null,10666874,null,41870,null,1002989,null,11463,null,172522,null,7113,null,1103841,null,12943,null,1156444,null,12345,null,6653764,null,21902,null,331761,null,4119,null,245553,null,4003,null,0400000US06,California,06
942886,null,2569,null,228496,null,14501,null,37659,null,3966,null,7563,null,1700,null,33816,null,4276,null,27694,null,3553,null,114791,null,7829,null,4108,null,1000,null,2865,null,843,null,714390,null,14235,null,71683,null,4143,null,12252,null,2100,null,72718,null,4007,null,67293,null,3827,null,449625,null,7716,null,25377,null,1475,null,15442,null,1385,null,0400000US08,Colorado,08
388427,null,1750,null,82640,null,6527,null,11442,null,1905,null,2314,null,855,null,10532,null,1891,null,13190,null,2108,null,40885,null,3488,null,2962,null,854,null,1315,null,604,null,305787,null,6377,null,27011,null,2106,null,4908,null,1055,null,28555,null,2714,null,30752,null,2540,null,201282,null,3569,null,8889,null,1191,null,4390,null,989,null,0400000US09,Connecticut,09
54220,null,666,null,13847,null,3183,null,2236,null,726,null,561,null,356,null,1985,null,800,null,1502,null,622,null,7219,null,1792,null,344,null,412,null,0,null,261,null,40373,null,3253,null,5316,null,863,null,995,null,467,null,4996,null,1165,null,3045,null,818,null,24760,null,1860,null,741,null,447,null,520,null,366,null,0400000US10,Delaware,10
48107,null,402,null,5317,null,2068,null,146,null,184,null,0,null,300,null,672,null,687,null,433,null,400,null,3405,null,1280,null,153,null,192,null,508,null,327,null,42790,null,2127,null,4030,null,184,null,587,null,517,null,2579,null,615,null,2749,null,723,null,30819,null,1364,null,1558,null,297,null,468,null,297,null,0400000US11,District of Columbia,11
3698182,null,4263,null,590096,null,21032,null,73362,null,5449,null,10961,null,2293,null,59039,null,4596,null,61601,null,5096,null,307857,null,12006,null,39266,null,2720,null,38010,null,3443,null,3108086,null,21645,null,241742,null,5751,null,38510,null,3192,null,241551,null,6885,null,244750,null,7086,null,2038827,null,11984,null,170048,null,3665,null,132658,null,4017,null,0400000US12,Florida,12
