B17020I_001E,B17020I_001EA,B17020I_001M,B17020I_001MA,B17020I_002E,B17020I_002EA,B17020I_002M,B17020I_002MA,B17020I_003E,B17020I_003EA,B17020I_003M,B17020I_003MA,B17020I_004E,B17020I_004EA,B17020I_004M,B17020I_004MA,B17020I_005E,B17020I_005EA,B17020I_005M,B17020I_005MA,B17020I_006E,B17020I_006EA,B17020I_006M,B17020I_006MA,B17020I_007E,B17020I_007EA,B17020I_007M,B17020I_007MA,B17020I_008E,B17020I_008EA,B17020I_008M,B17020I_008MA,B17020I_009E,B17020I_009EA,B17020I_009M,B17020I_009MA,B17020I_010E,B17020I_010EA,B17020I_010M,B17020I_010MA,B17020I_011E,B17020I_011EA,B17020I_011M,B17020I_011MA,B17020I_012E,B17020I_012EA,B17020I_012M,B17020I_012MA,B17020I_013E,B17020I_013EA,B17020I_013M,B17020I_013MA,B17020I_014E,B17020I_014EA,B17020I_014M,B17020I_014MA,B17020I_015E,B17020I_015EA,B17020I_015M,B17020I_015MA,B17020I_016E,B17020I_016EA,B17020I_016M,B17020I_016MA,B17020I_017E,B17020I_017EA,B17020I_017M,B17020I_017MA,GEO_ID,NAME,state
712267,null,3744,null,169240,null,11901,null,34701,null,3520,null,5802,null,1388,null,23558,null,3016,null,15357,null,2984,null,86886,null,7776,null,1693,null,797,null,1243,null,648,null,543027,null,12139,null,67497,null,4082,null,11899,null,2261,null,56811,null,3922,null,46557,null,3543,null,345840,null,7875,null,8834,null,1660,null,5589,null,1321,null,0400000US13,Georgia,13
103064,null,633,null,11095,null,2734,null,2018,null,741,null,466,null,380,null,1337,null,641,null,887,null,393,null,5971,null,1608,null,301,null,252,null,115,null,137,null,91969,null,2862,null,11219,null,739,null,1587,null,534,null,10145,null,970,null,9792,null,1007,null,54398,null,1815,null,3178,null,629,null,1650,null,733,null,0400000US15,Hawaii,15
144125,null,691,null,35478,null,5336,null,6328,null,1570,null,1007,null,497,null,5470,null,1740,null,5205,null,1385,null,16541,null,2450,null,456,null,337,null,471,null,366,null,108647,null,5381,null,12046,null,1499,null,3115,null,960,null,13619,null,1612,null,13158,null,1724,null,63613,null,2425,null,2330,null,660,null,766,null,455,null,0400000US16,Idaho,16
1888222,null,2866,null,298414,null,16927,null,43885,null,4852,null,6472,null,1449,null,49097,null,4683,null,38715,null,4320,null,149894,null,9024,null,7364,null,1735,null,2987,null,1000,null,1589808,null,17133,null,166829,null,4851,null,28426,null,2575,null,167359,null,5179,null,157270,null,5342,null,1006010,null,9225,null,39683,null,2354,null,24231,null,1660,null,0400000US17,Illinois,17
305043,null,1891,null,67850,null,6307,null,12839,null,1968,null,2522,null,958,null,11542,null,2055,null,6451,null,1511,null,33727,null,3532,null,470,null,306,null,299,null,269,null,237193,null,6323,null,27441,null,1878,null,5176,null,1408,null,28107,null,2598,null,19682,null,1939,null,147539,null,3308,null,5152,null,744,null,4096,null,747,null,0400000US18,Indiana,18
115392,null,1598,null,27067,null,3823,null,7053,null,1297,null,811,null,412,null,3985,null,1328,null,2139,null,675,null,12695,null,2037,null,309,null,275,null,75,null,97,null,88325,null,3877,null,9308,null,1290,null,2129,null,756,null,9963,null,1397,null,10455,null,1289,null,53041,null,2629,null,2030,null,760,null,1399,null,581,null,0400000US19,Iowa,19
236237,null,1652,null,59552,null,6605,null,10239,null,1917,null,1630,null,509,null,9759,null,1683,null,7447,null,1637,null,29096,null,3192,null,1157,null,620,null,224,null,156,null,176685,null,6634,null,17916,null,1998,null,2755,null,603,null,19922,null,2063,null,20649,null,2029,null,109613,null,3408,null,3422,null,742,null,2408,null,709,null,0400000US20,Kansas,20
85802,null,2431,null,24424,null,3806,null,5751,null,1304,null,751,null,484,null,4336,null,1346,null,1558,null,700,null,11932,null,2061,null,53,null,87,null,43,null,78,null,61378,null,3794,null,6191,null,1448,null,1851,null,833,null,7149,null,1214,null,4120,null,1059,null,40241,null,2546,null,1161,null,514,null,665,null,359,null,0400000US21,Kentucky,21
128597,null,2066,null,23610,null,3322,null,3224,null,1007,null,247,null,231,null,2390,null,917,null,1675,null,608,null,14490,null,2271,null,871,null,503,null,713,null,462,null,104987,null,3258,null,8076,null,1395,null,1732,null,774,null,10436,null,1654,null,9622,null,1228,null,64829,null,2573,null,5481,null,1064,null,4811,null,945,null,0400000US22,Louisiana,22
14332,null,806,null,3051,null,962,null,113,null,133,null,40,null,33,null,183,null,133,null,495,null,399,null,2142,null,796,null,78,null,128,null,0,null,226,null,11281,null,1039,null,1290,null,559,null,287,null,240,null,1411,null,429,null,1243,null,596,null,6400,null,881,null,257,null,251,null,393,null,324,null,0400000US23,Maine,23
346785,null,1898,null,34868,null,6150,null,3975,null,1495,null,647,null,416,null,4068,null,1450,null,3207,null,1283,null,20908,null,3242,null,1311,null,612,null,752,null,444,null,311917,null,6396,null,37714,null,1679,null,5060,null,1008,null,31753,null,1702,null,26387,null,2120,null,198197,null,3894,null,7821,null,837,null,4985,null,826,null,0400000US24,Maryland,24
511786,null,1805,null,153569,null,8384,null,19267,null,2173,null,2750,null,723,null,22386,null,2442,null,24160,null,2751,null,76931,null,4865,null,5485,null,1072,null,2590,null,982,null,358217,null,8390,null,30879,null,2038,null,3952,null,1048,null,32125,null,2677,null,34231,null,3018,null,243008,null,5147,null,8714,null,1227,null,5308,null,899,null,0400000US25,Massachusetts,25
389719,null,1892,null,96334,null,7464,null,15390,null,1935,null,3213,null,983,null,14290,null,2014,null,10920,null,1671,null,50955,null,4214,null,842,null,412,null,724,null,382,null,293385,null,7868,null,25770,null,1713,null,6218,null,1189,null,31550,null,2367,null,32998,null,2633,null,181797,null,4730,null,9137,null,1085,null,5915,null,1073,null,0400000US26,Michigan,26
199634,null,1363,null,44366,null,5757,null,8447,null,1745,null,1136,null,522,null,6285,null,1281,null,4262,null,1248,null,23736,null,3141,null,154,null,162,null,346,null,250,null,155268,null,5785,null,19322,null,1912,null,2985,null,795,null,18536,null,1586,null,15761,null,1708,null,94493,null,3541,null,2557,null,794,null,1614,null,613,null,0400000US27,Minnesota,27
51198,null,2874,null,11655,null,2659,null,1145,null,522,null,20,null,30,null,749,null,586,null,1517,null,799,null,7493,null,2036,null,203,null,184,null,528,null,547,null,39543,null,2855,null,2703,null,1078,null,437,null,296,null,5312,null,1501,null,3876,null,1206,null,25790,null,2641,null,808,null,364,null,617,null,426,null,0400000US28,Mississippi,28
170274,null,1766,null,35616,null,4799,null,6344,null,1508,null,926,null,541,null,7954,null,1779,null,2957,null,992,null,16787,null,2500,null,405,null,331,null,243,null,263,null,134658,null,4643,null,14302,null,1503,null,3017,null,857,null,14091,null,1624,null,14598,null,1704,null,82362,null,2709,null,3927,null,965,null,2361,null,867,null,0400000US29,Missouri,29
24240,null,1042,null,5671,null,1559,null,645,null,292,null,46,null,62,null,522,null,265,null,785,null,535,null,3471,null,1200,null,41,null,88,null,161,null,152,null,18569,null,1702,null,2776,null,640,null,429,null,310,null,2834,null,673,null,1862,null,524,null,10207,null,1403,null,226,null,192,null,235,null,197,null,0400000US30,Montana,30
126880,null,1767,null,29117,null,4403,null,5827,null,1337,null,655,null,349,null,4057,null,1352,null,3806,null,1174,null,13872,null,2310,null,715,null,405,null,185,null,171,null,97763,null,4899,null,10999,null,1494,null,2028,null,725,null,12039,null,2058,null,11229,null,1670,null,58912,null,2881,null,1796,null,541,null,760,null,502,null,0400000US31,Nebraska,31
636037,null,1917,null,102019,null,11178,null,14015,null,2833,null,3186,null,952,null,17582,null,2914,null,14776,null,2631,null,49028,null,5428,null,2418,null,1053,null,1014,null,571,null,534018,null,11328,null,60718,null,3087,null,10480,null,1821,null,63143,null,4283,null,55824,null,3033,null,323098,null,5903,null,12584,null,1170,null,8171,null,887,null,0400000US32,Nevada,32
31019,null,806,null,4280,null,1449,null,715,null,320,null,349,null,359,null,477,null,365,null,507,null,489,null,1971,null,711,null,218,null,314,null,43,null,76,null,26739,null,1455,null,2356,null,521,null,214,null,210,null,2476,null,623,null,3625,null,842,null,17051,null,971,null,812,null,395,null,205,null,196,null,0400000US33,New Hampshire,33
1356636,null,2381,null,216804,null,11284,null,29134,null,3590,null,3271,null,985,null,26369,null,2886,null,24219,null,3105,null,117035,null,6545,null,9333,null,1721,null,7443,null,1588,null,1139832,null,11866,null,101473,null,3705,null,15409,null,1995,null,100270,null,4087,null,98530,null,4215,null,756928,null,6982,null,44469,null,2303,null,22753,null,1987,null,0400000US34,New Jersey,34
853358,null,2291,null,196601,null,11883,null,28695,null,2993,null,5235,null,1184,null,25674,null,2893,null,22276,null,3518,null,99150,null,6405,null,8187,null,1195,null,7384,null,1378,null,656757,null,12060,null,47244,null,3118,null,8748,null,1382,null,59444,null,3525,null,65224,null,3494,null,412758,null,6324,null,37161,null,1840,null,26178,null,1945,null,0400000US35,New Mexico,35
3087706,null,4250,null,746232,null,21216,null,87709,null,5514,null,17382,null,2281,null,88380,null,4787,null,98746,null,5263,null,398895,null,12407,null,31738,null,2744,null,23382,null,2301,null,2341474,null,21252,null,181552,null,5824,null,30598,null,2760,null,185195,null,6652,null,197453,null,6461,null,1581471,null,12049,null,101741,null,2868,null,63464,null,2649,null,0400000US36,New York,36
622908,null,4636,null,160629,null,11418,null,31493,null,4014,null,5339,null,1242,null,23782,null,2637,null,13094,null,2316,null,85184,null,6745,null,1019,null,585,null,718,null,452,null,462279,null,11990,null,59372,null,3902,null,7950,null,1481,null,52928,null,4096,null,39301,null,3029,null,293617,null,7153,null,5889,null,1238,null,3222,null,1054,null,0400000US37,North Carolina,37
8787,null,859,null,2191,null,983,null,423,null,247,null,100,null,100,null,202,null,153,null,74,null,120,null,1392,null,668,null,0,null,203,null,0,null,203,null,6596,null,1054,null,755,null,445,null,310,null,278,null,550,null,328,null,587,null,324,null,4218,null,813,null,128,null,133,null,48,null,76,null,0400000US38,North Dakota,38
271968,null,2280,null,69374,null,6814,null,12756,null,1856,null,2466,null,871,null,8202,null,1530,null,6545,null,1591,null,35331,null,3949,null,3005,null,951,null,1069,null,478,null,202594,null,7342,null,19933,null,2008,null,4815,null,854,null,21771,null,1934,null,21712,null,1941,null,122707,null,4352,null,6853,null,1227,null,4803,null,1056,null,0400000US39,Ohio,39
252574,null,1700,null,73206,null,6403,null,13980,null,1852,null,1833,null,793,null,13303,null,2299,null,10617,null,1785,null,31893,null,3406,null,1243,null,506,null,337,null,266,null,179368,null,6586,null,20761,null,1826,null,3405,null,1048,null,19673,null,2048,null,16768,null,1996,null,112904,null,3835,null,3756,null,892,null,2101,null,645,null,0400000US40,Oklahoma,40
387434,null,1495,null,91436,null,9135,null,15743,null,2323,null,3030,null,1043,null,15462,null,2628,null,12283,null,2329,null,43699,null,4573,null,635,null,337,null,584,null,366,null,295998,null,9130,null,31504,null,2388,null,5474,null,1387,null,34614,null,3042,null,30260,null,2654,null,184605,null,4916,null,7133,null,1542,null,2408,null,804,null,0400000US41,Oregon,41
530954,null,2298,null,169302,null,8894,null,25975,null,2659,null,4598,null,954,null,25626,null,3034,null,22944,null,3090,null,83411,null,4979,null,4534,null,1083,null,2214,null,709,null,361652,null,8955,null,38528,null,2684,null,7897,null,1382,null,35666,null,3088,null,36531,null,3332,null,225021,null,5078,null,11139,null,1631,null,6870,null,1372,null,0400000US42,Pennsylvania,42
115668,null,969,null,35246,null,4782,null,6018,null,1244,null,1218,null,556,null,4481,null,1159,null,5578,null,1425,null,16597,null,2654,null,905,null,570,null,449,null,346,null,80422,null,4972,null,6572,null,1183,null,1114,null,526,null,9083,null,1598,null,7488,null,1375,null,52723,null,2758,null,2190,null,546,null,1252,null,420,null,0400000US44,Rhode Island,44
159377,null,1180,null,32750,null,4160,null,6644,null,1111,null,1443,null,562,null,4866,null,1207,null,2586,null,818,null,16746,null,2431,null,357,null,302,null,108,null,118,null,126627,null,4236,null,15524,null,1689,null,2804,null,1122,null,14364,null,1678,null,10263,null,1328,null,79867,null,2562,null,2691,null,756,null,1114,null,471,null,0400000US45,South Carolina,45
15626,null,1438,null,3808,null,1368,null,1165,null,490,null,0,null,221,null,820,null,569,null,55,null,86,null,1741,null,701,null,5,null,13,null,22,null,40,null,11818,null,1939,null,1168,null,557,null,435,null,415,null,1749,null,698,null,1065,null,499,null,6752,null,1125,null,293,null,295,null,356,null,266,null,0400000US46,South Dakota,46
206618,null,2784,null,57946,null,5999,null,11694,null,2493,null,1833,null,834,null,7775,null,1759,null,5020,null,1313,null,30698,null,3471,null,100,null,116,null,826,null,638,null,148672,null,6393,null,17426,null,2301,null,3081,null,1018,null,16907,null,1835,null,13246,null,2292,null,93549,null,3938,null,2861,null,1062,null,1602,null,693,null,0400000US47,Tennessee,47
8426817,null,6038,null,2092176,null,40024,null,348916,null,11950,null,58110,null,4104,null,310495,null,10589,null,260684,null,10251,null,1004227,null,22981,null,57593,null,3724,null,52151,null,3849,null,6334641,null,39742,null,610972,null,11984,null,111038,null,4709,null,631989,null,13009,null,630790,null,11616,null,4003861,null,22746,null,206130,null,4901,null,139861,null,4378,null,0400000US48,Texas,48
298654,null,1397,null,57571,null,7670,null,10657,null,2013,null,2709,null,874,null,10426,null,2360,null,6227,null,1447,null,26782,null,3739,null,347,null,279,null,423,null,301,null,241083,null,7847,null,28211,null,2220,null,4954,null,1120,null,29287,null,2408,null,26193,null,2572,null,143885,null,4031,null,5368,null,721,null,3185,null,603,null,0400000US49,Utah,49
7352,null,716,null,2100,null,624,null,385,null,269,null,0,null,208,null,305,null,219,null,119,null,107,null,1169,null,401,null,111,null,187,null,11,null,21,null,5252,null,905,null,473,null,245,null,56,null,91,null,296,null,163,null,774,null,333,null,3380,null,754,null,143,null,172,null,130,null,157,null,0400000US50,Vermont,50
487628,null,3090,null,66485,null,7381,null,9680,null,2067,null,1608,null,687,null,8228,null,1897,null,7118,null,1854,null,38415,null,4147,null,994,null,623,null,442,null,319,null,421143,null,7753,null,47973,null,2761,null,8239,null,1566,null,40506,null,3012,null,36117,null,2986,null,274247,null,4934,null,9078,null,1535,null,4983,null,1072,null,0400000US51,Virginia,51
597977,null,2106,null,137103,null,10221,null,25279,null,3129,null,5174,null,1325,null,20449,null,2486,null,19561,null,2718,null,64202,null,5091,null,1484,null,509,null,954,null,517,null,460874,null,10260,null,50943,null,3433,null,10085,null,1713,null,51963,null,3399,null,49693,null,3216,null,281663,null,5517,null,10665,null,1323,null,5862,null,1378,null,0400000US53,Washington,53
18340,null,1953,null,5238,null,1594,null,608,null,485,null,31,null,32,null,477,null,323,null,1035,null,660,null,2735,null,1085,null,13,null,25,null,339,null,385,null,13102,null,1881,null,730,null,426,null,261,null,273,null,1885,null,765,null,2096,null,1058,null,7493,null,1123,null,274,null,205,null,363,null,277,null,0400000US54,West Virginia,54
262298,null,1422,null,51584,null,4807,null,7371,null,1320,null,615,null,352,null,7110,null,1111,null,6926,null,1565,null,28156,null,2838,null,882,null,449,null,524,null,273,null,210714,null,4793,null,24886,null,1502,null,4424,null,982,null,26063,null,1847,null,21051,null,1804,null,126807,null,3288,null,4151,null,810,null,3332,null,755,null,0400000US55,Wisconsin,55
35250,null,730,null,4806,null,1832,null,803,null,543,null,303,null,316,null,953,null,736,null,483,null,408,null,2210,null,699,null,54,null,92,null,0,null,259,null,30444,null,2058,null,2626,null,691,null,481,null,302,null,3547,null,826,null,3061,null,675,null,19105,null,1592,null,1022,null,481,null,602,null,346,null,0400000US56,Wyoming,56
3826695,null,5324,null,1742182,null,26226,null,133492,null,4200,null,25986,null,2507,null,172200,null,6112,null,199013,null,6557,null,988110,null,16726,null,120190,null,4361,null,103191,null,3446,null,2084513,null,25962,null,103554,null,4045,null,20996,null,2065,null,147946,null,5335,null,154520,null,5662,null,1372068,null,16995,null,168716,null,4365,null,116713,null,3405,null,0400000US72,Puerto Rico,72
