B08008_001E,B08008_001EA,B08008_001M,B08008_001MA,B08008_002E,B08008_002EA,B08008_002M,B08008_002MA,B08008_003E,B08008_003EA,B08008_003M,B08008_003MA,B08008_004E,B08008_004EA,B08008_004M,B08008_004MA,B08008_005E,B08008_005EA,B08008_005M,B08008_005MA,B08008_006E,B08008_006EA,B08008_006M,B08008_006MA,B08008_007E,B08008_007EA,B08008_007M,B08008_007MA,B08008_008E,B08008_008EA,B08008_008M,B08008_008MA,B08008_009E,B08008_009EA,B08008_009M,B08008_009MA,B08008_010E,B08008_010EA,B08008_010M,B08008_010MA,B08008_011E,B08008_011EA,B08008_011M,B08008_011MA,B08008_012E,B08008_012EA,B08008_012M,B08008_012MA,B08008_013E,B08008_013EA,B08008_013M,B08008_013MA,B08008_014E,B08008_014EA,B08008_014M,B08008_014MA,B08008_015E,B08008_015EA,B08008_015M,B08008_015MA,GEO_ID,NAME,state
1982297,null,16571,null,1239661,null,16168,null,569268,null,10924,null,670393,null,13483,null,742636,null,13459,null,1070828,null,11207,null,651183,null,11254,null,282264,null,7863,null,368919,null,9044,null,419645,null,7985,null,911469,null,10983,null,588478,null,9455,null,287004,null,7414,null,301474,null,8259,null,322991,null,8929,null,0400000US01,Alabama,01
329649,null,4948,null,304697,null,5531,null,230230,null,5503,null,74467,null,3555,null,24952,null,2692,null,184507,null,3580,null,171066,null,3955,null,125534,null,4253,null,45532,null,2521,null,13441,null,1556,null,145142,null,3318,null,133631,null,3639,null,104696,null,3247,null,28935,null,2268,null,11511,null,1625,null,0400000US02,Alaska,02
2777552,null,16921,null,2537351,null,19453,null,1246986,null,18245,null,1290365,null,18800,null,240201,null,10305,null,1550661,null,10751,null,1414370,null,12159,null,668591,null,13169,null,745779,null,14091,null,136291,null,6537,null,1226891,null,11250,null,1122981,null,11952,null,578395,null,11237,null,544586,null,9775,null,103910,null,5453,null,0400000US04,Arizona,04
1209981,null,11399,null,803530,null,14036,null,426748,null,10556,null,376782,null,9647,null,406451,null,10567,null,645658,null,8005,null,421412,null,8435,null,210912,null,6529,null,210500,null,6612,null,224246,null,6475,null,564323,null,7436,null,382118,null,8323,null,215836,null,6930,null,166282,null,6223,null,182205,null,6103,null,0400000US05,Arkansas,05
16421576,null,43258,null,15165079,null,44905,null,5816649,null,41184,null,9348430,null,43130,null,1256497,null,19850,null,9172172,null,26851,null,8449830,null,27673,null,3014030,null,26399,null,5435800,null,32824,null,722342,null,13946,null,7249404,null,28609,null,6715249,null,28735,null,2802619,null,28616,null,3912630,null,23127,null,534155,null,10965,null,0400000US06,California,06
2445512,null,14273,null,2022689,null,15887,null,891837,null,14573,null,1130852,null,14403,null,422823,null,10394,null,1354742,null,9957,null,1119065,null,10154,null,463064,null,9234,null,656001,null,10477,null,235677,null,7360,null,1090770,null,9867,null,903624,null,10748,null,428773,null,9925,null,474851,null,8897,null,187146,null,5439,null,0400000US08,Colorado,08
1720206,null,10787,null,1001335,null,12299,null,316970,null,8614,null,684365,null,10726,null,718871,null,12354,null,905634,null,7130,null,525009,null,7813,null,152788,null,5985,null,372221,null,7574,null,380625,null,7055,null,814572,null,7608,null,476326,null,7976,null,164182,null,5758,null,312144,null,6694,null,338246,null,7684,null,0400000US09,Connecticut,09
406312,null,6741,null,171364,null,5709,null,40658,null,2955,null,130706,null,5354,null,234948,null,6931,null,212284,null,4219,null,87501,null,3779,null,19192,null,2222,null,68309,null,3279,null,124783,null,4443,null,194028,null,4192,null,83863,null,3529,null,21466,null,2206,null,62397,null,3281,null,110165,null,4242,null,0400000US10,Delaware,10
289798,null,5639,null,289798,null,5639,null,208014,null,5918,null,81784,null,4317,null,0,null,300,null,142517,null,4010,null,142517,null,4010,null,96113,null,4407,null,46404,null,3116,null,0,null,300,null,147281,null,4201,null,147281,null,4201,null,111901,null,4120,null,35380,null,3278,null,0,null,300,null,0400000US11,District of Columbia,11
8173299,null,32297,null,6086260,null,35677,null,1993397,null,23543,null,4092863,null,30751,null,2087039,null,28203,null,4385926,null,19830,null,3256198,null,21093,null,1033790,null,16489,null,2222408,null,19178,null,1129728,null,17239,null,3787373,null,23039,null,2830062,null,23553,null,959607,null,14872,null,1870455,null,20462,null,957311,null,17881,null,0400000US12,Florida,12
4331703,null,19834,null,1964589,null,21326,null,799948,null,15358,null,1164641,null,17949,null,2367114,null,21843,null,2338458,null,14269,null,1037541,null,13865,null,397129,null,11403,null,640412,null,13103,null,1300917,null,14778,null,1993245,null,13962,null,927048,null,13610,null,402819,null,9460,null,524229,null,10910,null,1066197,null,12820,null,0400000US13,Georgia,13
627314,null,6640,null,553795,null,8036,null,244181,null,8361,null,309614,null,9536,null,73519,null,5891,null,341820,null,4490,null,300176,null,4898,null,127844,null,5844,null,172332,null,6164,null,41644,null,3065,null,285494,null,4796,null,253619,null,5400,null,116337,null,4405,null,137282,null,5177,null,31875,null,3523,null,0400000US15,Hawaii,15
697827,null,6821,null,474924,null,7649,null,258796,null,7130,null,216128,null,7725,null,222903,null,6792,null,388844,null,4490,null,260774,null,5258,null,129204,null,4434,null,131570,null,5020,null,128070,null,4340,null,308983,null,4809,null,214150,null,4481,null,129592,null,4879,null,84558,null,4388,null,94833,null,3989,null,0400000US16,Idaho,16
6007749,null,21119,null,5214343,null,24980,null,1995456,null,19877,null,3218887,null,26654,null,793406,null,16476,null,3224688,null,14766,null,2784177,null,15792,null,994705,null,16140,null,1789472,null,19331,null,440511,null,10145,null,2783061,null,16413,null,2430166,null,17206,null,1000751,null,12212,null,1429415,null,16946,null,352895,null,8724,null,0400000US17,Illinois,17
2952890,null,15253,null,1903328,null,16162,null,922853,null,14398,null,980475,null,15522,null,1049562,null,14303,null,1591096,null,10123,null,1005353,null,10348,null,455223,null,9400,null,550130,null,10421,null,585743,null,8490,null,1361794,null,11515,null,897975,null,10703,null,467630,null,8921,null,430345,null,8291,null,463819,null,9999,null,0400000US18,Indiana,18
1509114,null,9352,null,1169200,null,10358,null,612686,null,8524,null,556514,null,10374,null,339914,null,7852,null,804011,null,6059,null,614099,null,6644,null,299603,null,5949,null,314496,null,6687,null,189912,null,4686,null,705103,null,7027,null,555101,null,6992,null,313083,null,5832,null,242018,null,6166,null,150002,null,4552,null,0400000US19,Iowa,19
1374749,null,10396,null,1126263,null,11456,null,608171,null,9865,null,518092,null,9625,null,248486,null,7140,null,739647,null,7960,null,603888,null,7994,null,302297,null,6972,null,301591,null,6455,null,135759,null,3965,null,635102,null,6698,null,522375,null,6686,null,305874,null,7057,null,216501,null,5565,null,112727,null,4242,null,0400000US20,Kansas,20
1864395,null,13981,null,1077502,null,12961,null,578424,null,10068,null,499078,null,10341,null,786893,null,13730,null,991041,null,10523,null,562083,null,8507,null,285600,null,7091,null,276483,null,7151,null,428958,null,9286,null,873354,null,8949,null,515419,null,8193,null,292824,null,6144,null,222595,null,6398,null,357935,null,8448,null,0400000US21,Kentucky,21
1849182,null,14359,null,1163763,null,17928,null,540548,null,12391,null,623215,null,13083,null,685419,null,12424,null,992718,null,9948,null,609357,null,12075,null,255602,null,7774,null,353755,null,8792,null,383361,null,7469,null,856464,null,11104,null,554406,null,10925,null,284946,null,8692,null,269460,null,7466,null,302058,null,7785,null,0400000US22,Louisiana,22
643147,null,6127,null,292541,null,7802,null,127359,null,4984,null,165182,null,6294,null,350606,null,6932,null,334450,null,3819,null,147385,null,4653,null,62262,null,3335,null,85123,null,3984,null,187065,null,4617,null,308697,null,4876,null,145156,null,4713,null,65097,null,3601,null,80059,null,4049,null,163541,null,4351,null,0400000US23,Maine,23
2782913,null,15412,null,2190780,null,15387,null,455974,null,9601,null,1734806,null,14399,null,592133,null,9751,null,1440695,null,9334,null,1127182,null,10202,null,216040,null,6529,null,911142,null,9968,null,313513,null,6569,null,1342218,null,12991,null,1063598,null,11962,null,239934,null,6837,null,823664,null,11027,null,278620,null,5507,null,0400000US24,Maryland,24
3181672,null,16521,null,2224844,null,19571,null,760831,null,13569,null,1464013,null,17068,null,956828,null,14236,null,1642571,null,11304,null,1138005,null,12970,null,356367,null,10272,null,781638,null,12968,null,504566,null,8324,null,1539101,null,11032,null,1086839,null,11296,null,404464,null,9488,null,682375,null,10161,null,452262,null,9594,null,0400000US25,Massachusetts,25
4400918,null,19556,null,2654993,null,18409,null,808701,null,13026,null,1846292,null,17061,null,1745925,null,16357,null,2318585,null,13285,null,1369235,null,12562,null,374406,null,9676,null,994829,null,11037,null,949350,null,10533,null,2082333,null,13710,null,1285758,null,12834,null,434295,null,8383,null,851463,null,12221,null,796575,null,10516,null,0400000US26,Michigan,26
2680541,null,11314,null,2164469,null,13793,null,757244,null,13237,null,1407225,null,11812,null,516072,null,10389,null,1416459,null,7687,null,1133682,null,8916,null,367117,null,8544,null,766565,null,8982,null,282777,null,6525,null,1264082,null,8090,null,1030787,null,8681,null,390127,null,8293,null,640660,null,7701,null,233295,null,5200,null,0400000US27,Minnesota,27
1182872,null,13822,null,627072,null,11809,null,289208,null,8982,null,337864,null,9253,null,555800,null,13504,null,623549,null,8246,null,318987,null,7552,null,139663,null,5214,null,179324,null,6210,null,304562,null,8459,null,559323,null,8793,null,308085,null,6817,null,149545,null,6935,null,158540,null,6243,null,251238,null,7764,null,0400000US28,Mississippi,28
2751664,null,15266,null,1895412,null,17937,null,767551,null,13842,null,1127861,null,14215,null,856252,null,12451,null,1439248,null,9931,null,975817,null,11233,null,365167,null,9680,null,610650,null,9764,null,463431,null,8130,null,1312416,null,11205,null,919595,null,10600,null,402384,null,8886,null,517211,null,9233,null,392821,null,7855,null,0400000US29,Missouri,29
460844,null,5972,null,308668,null,6055,null,209001,null,5149,null,99667,null,4163,null,152176,null,5594,null,246403,null,4276,null,162712,null,3744,null,102128,null,3700,null,60584,null,3188,null,83691,null,3488,null,214441,null,3830,null,145956,null,4001,null,106873,null,3487,null,39083,null,2734,null,68485,null,3409,null,0400000US30,Montana,30
