C08406_001E,C08406_001EA,C08406_001M,C08406_001MA,C08406_002E,C08406_002EA,C08406_002M,C08406_002MA,C08406_003E,C08406_003EA,C08406_003M,C08406_003MA,C08406_004E,C08406_004EA,C08406_004M,C08406_004MA,C08406_005E,C08406_005EA,C08406_005M,C08406_005MA,C08406_006E,C08406_006EA,C08406_006M,C08406_006MA,C08406_007E,C08406_007EA,C08406_007M,C08406_007MA,C08406_008E,C08406_008EA,C08406_008M,C08406_008MA,C08406_009E,C08406_009EA,C08406_009M,C08406_009MA,C08406_010E,C08406_010EA,C08406_010M,C08406_010MA,C08406_011E,C08406_011EA,C08406_011M,C08406_011MA,C08406_012E,C08406_012EA,C08406_012M,C08406_012MA,C08406_013E,C08406_013EA,C08406_013M,C08406_013MA,C08406_014E,C08406_014EA,C08406_014M,C08406_014MA,C08406_015E,C08406_015EA,C08406_015M,C08406_015MA,C08406_016E,C08406_016EA,C08406_016M,C08406_016MA,C08406_017E,C08406_017EA,C08406_017M,C08406_017MA,C08406_018E,C08406_018EA,C08406_018M,C08406_018MA,C08406_019E,C08406_019EA,C08406_019M,C08406_019MA,C08406_020E,C08406_020EA,C08406_020M,C08406_020MA,C08406_021E,C08406_021EA,C08406_021M,C08406_021MA,C08406_022E,C08406_022EA,C08406_022M,C08406_022MA,C08406_023E,C08406_023EA,C08406_023M,C08406_023MA,C08406_024E,C08406_024EA,C08406_024M,C08406_024MA,C08406_025E,C08406_025EA,C08406_025M,C08406_025MA,C08406_026E,C08406_026EA,C08406_026M,C08406_026MA,C08406_027E,C08406_027EA,C08406_027M,C08406_027MA,C08406_028E,C08406_028EA,C08406_028M,C08406_028MA,C08406_029E,C08406_029EA,C08406_029M,C08406_029MA,C08406_030E,C08406_030EA,C08406_030M,C08406_030MA,C08406_031E,C08406_031EA,C08406_031M,C08406_031MA,C08406_032E,C08406_032EA,C08406_032M,C08406_032MA,C08406_033E,C08406_033EA,C08406_033M,C08406_033MA,GEO_ID,NAME,state
4333325,null,21575,null,3893572,null,21388,null,3416499,null,20715,null,477073,null,14542,null,355882,null,12519,null,69431,null,5471,null,51760,null,4571,null,96130,null,7419,null,70839,null,6718,null,84228,null,6854,null,188556,null,8282,null,2331256,null,15728,null,2080042,null,15557,null,1802805,null,15516,null,277237,null,10491,null,200870,null,9065,null,41678,null,4064,null,34689,null,4173,null,50971,null,5230,null,41587,null,5343,null,57759,null,5805,null,100897,null,5975,null,2002069,null,15130,null,1813530,null,14716,null,1613694,null,14299,null,199836,null,8387,null,155012,null,7539,null,27753,null,3041,null,17071,null,2166,null,45159,null,3859,null,29252,null,3442,null,26469,null,3405,null,87659,null,5209,null,0400000US13,Georgia,13
628564,null,6795,null,522352,null,7454,null,426520,null,7854,null,95832,null,5110,null,70763,null,4409,null,14686,null,2219,null,10383,null,1794,null,35326,null,2785,null,27156,null,3179,null,17214,null,2489,null,26516,null,2681,null,342700,null,4695,null,288477,null,5068,null,243477,null,5225,null,45000,null,3289,null,32936,null,2749,null,7058,null,1663,null,5006,null,1049,null,14429,null,1662,null,14636,null,2183,null,11482,null,1900,null,13676,null,1927,null,285864,null,4820,null,233875,null,5198,null,183043,null,5408,null,50832,null,3111,null,37827,null,2924,null,7628,null,1184,null,5377,null,1247,null,20897,null,2164,null,12520,null,1887,null,5732,null,1383,null,12840,null,1713,null,0400000US15,Hawaii,15
682844,null,7481,null,600849,null,8564,null,521695,null,8565,null,79154,null,4463,null,59366,null,4235,null,12829,null,2007,null,6959,null,1263,null,5076,null,1006,null,21756,null,2308,null,18166,null,2641,null,36997,null,3222,null,378816,null,4818,null,329397,null,5916,null,282752,null,5979,null,46645,null,3213,null,34486,null,3101,null,7574,null,1684,null,4585,null,1024,null,3338,null,802,null,13717,null,1753,null,12752,null,1954,null,19612,null,2422,null,304028,null,5224,null,271452,null,5389,null,238943,null,5341,null,32509,null,2348,null,24880,null,2224,null,5255,null,880,null,2374,null,641,null,1738,null,531,null,8039,null,1417,null,5414,null,1462,null,17385,null,1850,null,0400000US16,Idaho,16
5997956,null,22464,null,4971766,null,25156,null,4413291,null,26930,null,558475,null,14809,null,441228,null,13939,null,71704,null,4466,null,45543,null,4145,null,531017,null,11771,null,183810,null,7041,null,91877,null,5049,null,219486,null,7761,null,3230782,null,16608,null,2698234,null,18717,null,2390512,null,18862,null,307722,null,10439,null,242386,null,9008,null,41662,null,3766,null,23674,null,3177,null,262060,null,9379,null,94792,null,5938,null,61317,null,4182,null,114379,null,5451,null,2767174,null,16495,null,2273532,null,18543,null,2022779,null,18272,null,250753,null,8086,null,198842,null,7614,null,30042,null,2613,null,21869,null,2523,null,268957,null,8647,null,89018,null,4504,null,30560,null,3658,null,105107,null,4340,null,0400000US17,Illinois,17
2900016,null,16823,null,2688043,null,17740,null,2413724,null,16018,null,274319,null,8582,null,222784,null,7734,null,33267,null,2837,null,18268,null,2451,null,20627,null,2403,null,62122,null,4481,null,34668,null,2921,null,94556,null,4721,null,1561358,null,10556,null,1441735,null,11621,null,1285906,null,11137,null,155829,null,7079,null,127466,null,5958,null,17938,null,2441,null,10425,null,1707,null,9861,null,1551,null,34517,null,3040,null,24984,null,2524,null,50261,null,3401,null,1338658,null,11865,null,1246308,null,12837,null,1127818,null,12003,null,118490,null,4626,null,95318,null,4216,null,15329,null,1730,null,7843,null,1379,null,10766,null,1793,null,27605,null,2846,null,9684,null,1635,null,44295,null,3155,null,0400000US18,Indiana,18
1501636,null,10108,null,1332056,null,11537,null,1181222,null,11059,null,150834,null,6471,null,119831,null,5585,null,18902,null,2262,null,12101,null,1714,null,17111,null,2205,null,58762,null,3423,null,19905,null,1891,null,73802,null,3925,null,802372,null,6629,null,708121,null,7667,null,624522,null,7263,null,83599,null,4102,null,66112,null,3564,null,10571,null,1537,null,6916,null,1241,null,9298,null,1667,null,33272,null,2601,null,14744,null,1431,null,36937,null,2619,null,699264,null,6827,null,623935,null,7839,null,556700,null,7248,null,67235,null,3759,null,53719,null,3334,null,8331,null,1469,null,5185,null,955,null,7813,null,1363,null,25490,null,2257,null,5161,null,1045,null,36865,null,2314,null,0400000US19,Iowa,19
1387425,null,11649,null,1264267,null,11794,null,1130916,null,11761,null,133351,null,6256,null,103710,null,5432,null,19441,null,2285,null,10200,null,1579,null,7161,null,1481,null,36912,null,3138,null,19017,null,2170,null,60068,null,3272,null,748237,null,9054,null,680260,null,9188,null,606453,null,8983,null,73807,null,4302,null,57104,null,3728,null,10495,null,1746,null,6208,null,1268,null,3925,null,1060,null,21835,null,2499,null,13586,null,1919,null,28631,null,2284,null,639188,null,7589,null,584007,null,7320,null,524463,null,7461,null,59544,null,3269,null,46606,null,2936,null,8946,null,1360,null,3992,null,842,null,3236,null,948,null,15077,null,1998,null,5431,null,1122,null,31437,null,2435,null,0400000US20,Kansas,20
1880402,null,16550,null,1735326,null,15466,null,1532402,null,15680,null,202924,null,7315,null,161227,null,6413,null,26751,null,3512,null,14946,null,2430,null,20770,null,2580,null,40285,null,3778,null,23907,null,2926,null,60114,null,4091,null,1001087,null,12103,null,921241,null,11027,null,809016,null,10432,null,112225,null,4917,null,89033,null,4300,null,14674,null,2590,null,8518,null,1924,null,8728,null,1616,null,22062,null,2482,null,17731,null,2571,null,31325,null,2687,null,879315,null,10115,null,814085,null,10241,null,723386,null,10344,null,90699,null,4708,null,72194,null,4242,null,12077,null,1916,null,6428,null,1338,null,12042,null,2134,null,18223,null,2312,null,6176,null,1327,null,28789,null,2502,null,0400000US21,Kentucky,21
1860956,null,16291,null,1715396,null,16699,null,1504472,null,16193,null,210924,null,7913,null,151153,null,5912,null,33091,null,3461,null,26680,null,3136,null,20935,null,2573,null,37268,null,3662,null,36519,null,3235,null,50838,null,4330,null,1002827,null,11611,null,921948,null,12399,null,800061,null,11847,null,121887,null,6124,null,84796,null,4614,null,21198,null,2828,null,15893,null,2393,null,8122,null,1503,null,21869,null,2889,null,25335,null,2686,null,25553,null,3445,null,858129,null,11394,null,793448,null,11088,null,704411,null,11195,null,89037,null,4889,null,66357,null,4283,null,11893,null,2058,null,10787,null,1551,null,12813,null,2113,null,15399,null,1808,null,11184,null,1925,null,25285,null,2120,null,0400000US22,Louisiana,22
632517,null,6177,null,562941,null,6669,null,502128,null,6289,null,60813,null,4185,null,49125,null,3436,null,6417,null,1401,null,5271,null,1468,null,4000,null,1205,null,25602,null,2764,null,8798,null,1583,null,31176,null,2397,null,325833,null,4205,null,287814,null,4588,null,252539,null,4372,null,35275,null,2904,null,27603,null,2234,null,3775,null,1179,null,3897,null,1076,null,2337,null,879,null,14772,null,1950,null,6445,null,1386,null,14465,null,1675,null,306684,null,4954,null,275127,null,5094,null,249589,null,4991,null,25538,null,2469,null,21522,null,2073,null,2642,null,696,null,1374,null,787,null,1663,null,708,null,10830,null,1593,null,2353,null,691,null,16711,null,1588,null,0400000US23,Maine,23
2533049,null,18945,null,2204380,null,19317,null,1941195,null,22040,null,263185,null,10066,null,202958,null,8732,null,34773,null,3729,null,25454,null,3563,null,131304,null,7534,null,71955,null,5027,null,25172,null,2779,null,100238,null,4509,null,1317273,null,12050,null,1152791,null,13125,null,1008835,null,15411,null,143956,null,6809,null,109295,null,5770,null,19101,null,2686,null,15560,null,2702,null,62620,null,4937,null,37448,null,3681,null,16373,null,2111,null,48041,null,3443,null,1215776,null,14245,null,1051589,null,13554,null,932360,null,13873,null,119229,null,5791,null,93663,null,5048,null,15672,null,2099,null,9894,null,1736,null,68684,null,4768,null,34507,null,3046,null,8799,null,1591,null,52197,null,2871,null,0400000US24,Maryland,24
3248181,null,20259,null,2643345,null,21848,null,2379417,null,21329,null,263928,null,11724,null,208887,null,10227,null,35260,null,4181,null,19781,null,2207,null,292831,null,11034,null,136013,null,6866,null,48836,null,5008,null,127156,null,6301,null,1692878,null,14024,null,1386784,null,14071,null,1246651,null,14043,null,140133,null,7949,null,109320,null,6800,null,19445,null,3024,null,11368,null,1719,null,146448,null,7770,null,65257,null,4844,null,32100,null,3792,null,62289,null,4189,null,1555303,null,13054,null,1256561,null,13577,null,1132766,null,13036,null,123795,null,6690,null,99567,null,5783,null,15815,null,2200,null,8413,null,1422,null,146383,null,6329,null,70756,null,4545,null,16736,null,2480,null,64867,null,4138,null,0400000US25,Massachusetts,25
4353614,null,19490,null,4001598,null,19465,null,3616966,null,19895,null,384632,null,10621,null,306997,null,8983,null,48054,null,3991,null,29581,null,3161,null,53364,null,4186,null,99599,null,5158,null,50333,null,3622,null,148720,null,5119,null,2289879,null,13415,null,2107298,null,14455,null,1897877,null,15593,null,209421,null,7028,null,166474,null,5806,null,26111,null,2880,null,16836,null,2305,null,26849,null,2584,null,51713,null,3042,null,33313,null,3120,null,70706,null,3844,null,2063735,null,13281,null,1894300,null,12812,null,1719089,null,12863,null,175211,null,5459,null,140523,null,4947,null,21943,null,2216,null,12745,null,1740,null,26515,null,3206,null,47886,null,3646,null,17020,null,2334,null,78014,null,3633,null,0400000US26,Michigan,26
2699357,null,11495,null,2354487,null,11837,null,2099771,null,11394,null,254716,null,7965,null,202530,null,6603,null,28091,null,2726,null,24095,null,2502,null,84080,null,4881,null,81048,null,4822,null,42062,null,2916,null,137680,null,5220,null,1424525,null,7765,null,1241896,null,8074,null,1100285,null,8419,null,141611,null,5616,null,111436,null,4502,null,14908,null,2077,null,15267,null,2045,null,36353,null,2507,null,45297,null,3591,null,29740,null,2457,null,71239,null,3504,null,1274832,null,8229,null,1112591,null,8766,null,999486,null,8068,null,113105,null,4344,null,91094,null,3699,null,13183,null,1557,null,8828,null,1284,null,47727,null,3811,null,35751,null,2632,null,12322,null,1709,null,66441,null,3861,null,0400000US27,Minnesota,27
1137160,null,13327,null,1066126,null,13388,null,937740,null,13896,null,128386,null,6542,null,91522,null,4895,null,21874,null,2857,null,14990,null,2599,null,4135,null,1177,null,20785,null,2344,null,17453,null,2429,null,28661,null,2447,null,593229,null,9188,null,550787,null,9411,null,480312,null,9348,null,70475,null,4911,null,47906,null,3327,null,12274,null,2387,null,10295,null,1847,null,1937,null,750,null,13836,null,1790,null,12036,null,2041,null,14633,null,1752,null,543931,null,8298,null,515339,null,8206,null,457428,null,8599,null,57911,null,3661,null,43616,null,3372,null,9600,null,1701,null,4695,null,1377,null,2198,null,783,null,6949,null,1341,null,5417,null,1336,null,14028,null,1705,null,0400000US28,Mississippi,28
2801049,null,17914,null,2552312,null,15574,null,2263740,null,16975,null,288572,null,8390,null,226197,null,7183,null,40678,null,3841,null,21697,null,2219,null,46241,null,3939,null,55844,null,4591,null,34729,null,3245,null,111923,null,4631,null,1461149,null,11459,null,1322743,null,10907,null,1169276,null,11896,null,153467,null,5292,null,119678,null,4443,null,20955,null,2589,null,12834,null,1834,null,22926,null,2868,null,33154,null,3416,null,24553,null,2491,null,57773,null,3414,null,1339900,null,13334,null,1229569,null,12177,null,1094464,null,12952,null,135105,null,5231,null,106519,null,4326,null,19723,null,2317,null,8863,null,1336,null,23315,null,2773,null,22690,null,2475,null,10176,null,1905,null,54150,null,2986,null,0400000US29,Missouri,29
460787,null,6510,null,388416,null,6820,null,339906,null,6372,null,48510,null,3479,null,38722,null,3213,null,4932,null,881,null,4856,null,1182,null,5862,null,1405,null,22053,null,2523,null,11147,null,1711,null,33309,null,2673,null,246252,null,4522,null,205783,null,4805,null,176921,null,4536,null,28862,null,2699,null,23064,null,2426,null,2654,null,700,null,3144,null,962,null,3353,null,1081,null,12464,null,1803,null,7557,null,1435,null,17095,null,1612,null,214535,null,3993,null,182633,null,3980,null,162985,null,4076,null,19648,null,2011,null,15658,null,1904,null,2278,null,546,null,1712,null,589,null,2509,null,1066,null,9589,null,1543,null,3590,null,1038,null,16214,null,1826,null,0400000US30,Montana,30
924995,null,7494,null,825597,null,7887,null,738747,null,8300,null,86850,null,4549,null,67030,null,3918,null,11998,null,1444,null,7822,null,1290,null,6303,null,1400,null,26782,null,2309,null,15059,null,2108,null,51254,null,3408,null,493269,null,5196,null,438045,null,5552,null,392329,null,5692,null,45716,null,3017,null,36183,null,2623,null,5338,null,829,null,4195,null,983,null,2710,null,946,null,15100,null,1655,null,11503,null,1708,null,25911,null,2292,null,431726,null,5757,null,387552,null,5877,null,346418,null,5893,null,41134,null,2872,null,30847,null,2400,null,6660,null,1151,null,3627,null,945,null,3593,null,1105,null,11682,null,1498,null,3556,null,1107,null,25343,null,2353,null,0400000US31,Nebraska,31
1239805,null,9794,null,1108422,null,11375,null,965221,null,12302,null,143201,null,6924,null,117739,null,6426,null,15043,null,2346,null,10419,null,2845,null,41611,null,3525,null,28791,null,2972,null,23780,null,2396,null,37201,null,3562,null,699451,null,6642,null,621470,null,7859,null,542049,null,8473,null,79421,null,4800,null,62394,null,3983,null,8952,null,2134,null,8075,null,2365,null,23797,null,2868,null,15158,null,2038,null,18771,null,2275,null,20255,null,2542,null,540354,null,7138,null,486952,null,7758,null,423172,null,7795,null,63780,null,4265,null,55345,null,4208,null,6091,null,942,null,2344,null,1068,null,17814,null,2106,null,13633,null,1996,null,5009,null,1315,null,16946,null,2012,null,0400000US32,Nevada,32
634899,null,8958,null,568830,null,8602,null,512269,null,8172,null,56561,null,4915,null,47536,null,4071,null,5770,null,1453,null,3255,null,1131,null,2673,null,789,null,22879,null,2383,null,6418,null,1379,null,34099,null,2689,null,325373,null,6166,null,288333,null,6098,null,258271,null,5586,null,30062,null,3141,null,25058,null,2591,null,2879,null,947,null,2125,null,821,null,1541,null,682,null,11582,null,1429,null,4637,null,1155,null,19280,null,1995,null,309526,null,5616,null,280497,null,5891,null,253998,null,5709,null,26499,null,2613,null,22478,null,2340,null,2891,null,934,null,1130,null,521,null,1132,null,430,null,11297,null,1675,null,1781,null,637,null,14819,null,1490,null,0400000US33,New Hampshire,33
3884858,null,25676,null,3318972,null,24002,null,2947462,null,22013,null,371510,null,11843,null,271913,null,9801,null,48235,null,4106,null,51362,null,5079,null,214564,null,9515,null,130749,null,6568,null,82885,null,6383,null,137688,null,6210,null,2084594,null,16853,null,1777743,null,16112,null,1569113,null,15802,null,208630,null,8912,null,144465,null,6421,null,29694,null,3301,null,34471,null,4390,null,110426,null,5949,null,68282,null,4392,null,55283,null,5011,null,72860,null,4776,null,1800264,null,16428,null,1541229,null,16191,null,1378349,null,14875,null,162880,null,7278,null,127448,null,6549,null,18541,null,2206,null,16891,null,2128,null,104138,null,6647,null,62467,null,4562,null,27602,null,3218,null,64828,null,4379,null,0400000US34,New Jersey,34
864109,null,11632,null,774930,null,10599,null,666547,null,10959,null,108383,null,7114,null,78036,null,5353,null,15960,null,2708,null,14387,null,3902,null,8710,null,1578,null,19769,null,2164,null,15719,null,2535,null,44981,null,3795,null,466184,null,7294,null,412412,null,6686,null,350100,null,7241,null,62312,null,5474,null,40759,null,3371,null,10534,null,2395,null,11019,null,3601,null,6470,null,1447,null,10825,null,1760,null,11856,null,2109,null,24621,null,2535,null,397925,null,8007,null,362518,null,8042,null,316447,null,8508,null,46071,null,3476,null,37277,null,3076,null,5426,null,1197,null,3368,null,897,null,2240,null,723,null,8944,null,1538,null,3863,null,1213,null,20360,null,2596,null,0400000US35,New Mexico,35
9125307,null,32776,null,5488887,null,31673,null,4819044,null,32240,null,669843,null,16238,null,528343,null,13674,null,82523,null,4880,null,58977,null,5072,null,2566071,null,23960,null,558988,null,12361,null,175898,null,7364,null,335463,null,10536,null,4843781,null,22164,null,2972910,null,21004,null,2608695,null,21002,null,364215,null,11521,null,279027,null,10214,null,48641,null,3922,null,36547,null,3772,null,1299261,null,16356,null,281902,null,10148,null,113366,null,6220,null,176342,null,7305,null,4281526,null,25309,null,2515977,null,21688,null,2210349,null,21668,null,305628,null,8959,null,249316,null,7859,null,33882,null,2850,null,22430,null,2477,null,1266810,null,14874,null,277086,null,8284,null,62532,null,4055,null,159121,null,6889,null,0400000US36,New York,36
4158877,null,23404,null,3820964,null,24359,null,3330962,null,25935,null,490002,null,13522,null,363780,null,11906,null,71503,null,4684,null,54719,null,4554,null,39822,null,3568,null,76980,null,4582,null,56734,null,5074,null,164377,null,6445,null,2228161,null,13869,null,2031616,null,15079,null,1738598,null,17119,null,293018,null,9905,null,205433,null,9219,null,45171,null,3989,null,42414,null,4110,null,21152,null,2812,null,49562,null,3717,null,38593,null,3890,null,87238,null,4523,null,1930716,null,17111,null,1789348,null,16670,null,1592364,null,17105,null,196984,null,7176,null,158347,null,6205,null,26332,null,2699,null,12305,null,1599,null,18670,null,2351,null,27418,null,2597,null,18141,null,2857,null,77139,null,4473,null,0400000US37,North Carolina,37
