B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
2864692,null,3917,null,1037773,null,4873,null,36190,null,3027,null,31964,null,2983,null,29209,null,2812,null,2755,null,972,null,4226,null,1035,null,1001583,null,5505,null,738814,null,10523,null,661421,null,11036,null,77393,null,4589,null,262769,null,8948,null,1300542,null,4656,null,121990,null,5868,null,98820,null,5414,null,94328,null,5005,null,4492,null,1336,null,23170,null,2371,null,1178552,null,7278,null,896773,null,9690,null,858945,null,10066,null,37828,null,3392,null,281779,null,6767,null,526377,null,2524,null,102096,null,3377,null,62132,null,3139,null,59453,null,3172,null,2679,null,910,null,39964,null,2557,null,424281,null,4076,null,223844,null,5268,null,216980,null,5230,null,6864,null,1104,null,200437,null,5370,null,0400000US01,Alabama,01
438097,null,1979,null,161534,null,2447,null,12282,null,1915,null,10897,null,1726,null,9910,null,1627,null,987,null,781,null,1385,null,621,null,149252,null,3039,null,116067,null,3489,null,100930,null,3349,null,15137,null,1806,null,33185,null,2691,null,203966,null,2328,null,28112,null,2413,null,24722,null,2306,null,23818,null,2279,null,904,null,403,null,3390,null,857,null,175854,null,2957,null,143495,null,3298,null,134683,null,3397,null,8812,null,1281,null,32359,null,2377,null,72597,null,1342,null,20007,null,1751,null,14409,null,1438,null,13590,null,1465,null,819,null,378,null,5598,null,1054,null,52590,null,1705,null,32735,null,2021,null,30879,null,1939,null,1856,null,480,null,19855,null,1692,null,0400000US02,Alaska,02
3829914,null,2618,null,1495165,null,3240,null,49397,null,4089,null,44896,null,3907,null,43032,null,3925,null,1864,null,817,null,4501,null,1224,null,1445768,null,4987,null,1082600,null,10139,null,1003954,null,10758,null,78646,null,5884,null,363168,null,9469,null,1679196,null,3045,null,141549,null,6158,null,121531,null,5889,null,115552,null,5515,null,5979,null,1462,null,20018,null,2300,null,1537647,null,6678,null,1208579,null,10323,null,1152950,null,9627,null,55629,null,4186,null,329068,null,9043,null,655553,null,1466,null,134082,null,4741,null,84844,null,4431,null,81671,null,4548,null,3173,null,932,null,49238,null,3325,null,521471,null,4556,null,300783,null,6444,null,289664,null,6055,null,11119,null,1587,null,220688,null,6158,null,0400000US04,Arizona,04
1730018,null,2972,null,634283,null,4748,null,20314,null,2984,null,16943,null,2684,null,15064,null,2331,null,1879,null,700,null,3371,null,1174,null,613969,null,5351,null,460968,null,6502,null,408623,null,7314,null,52345,null,4209,null,153001,null,6551,null,774974,null,4708,null,66795,null,3990,null,52457,null,3915,null,49842,null,3849,null,2615,null,833,null,14338,null,1716,null,708179,null,6094,null,544402,null,7560,null,518465,null,8317,null,25937,null,2843,null,163777,null,6277,null,320761,null,2152,null,63784,null,2641,null,37786,null,2228,null,36743,null,2300,null,1043,null,472,null,25998,null,2374,null,256977,null,3299,null,145527,null,4277,null,141164,null,4316,null,4363,null,1096,null,111450,null,3795,null,0400000US05,Arkansas,05
23032598,null,6703,null,8934559,null,7822,null,184558,null,9124,null,154787,null,7472,null,143340,null,7217,null,11447,null,1819,null,29771,null,3596,null,8750001,null,12104,null,6480681,null,25041,null,5898481,null,24212,null,582200,null,14819,null,2269320,null,25157,null,10536932,null,7074,null,526280,null,12617,null,442688,null,10948,null,420825,null,10800,null,21863,null,2764,null,83592,null,4499,null,10010652,null,14453,null,7921304,null,28286,null,7533689,null,28553,null,387615,null,11854,null,2089348,null,23790,null,3561107,null,3520,null,512614,null,8780,null,342523,null,8012,null,327402,null,7927,null,15121,null,1701,null,170091,null,6624,null,3048493,null,9277,null,1884744,null,16308,null,1801081,null,15972,null,83663,null,4414,null,1163749,null,14095,null,0400000US06,California,06
3150019,null,2921,null,1168609,null,5001,null,40435,null,3004,null,35352,null,2867,null,33606,null,3057,null,1746,null,865,null,5083,null,1351,null,1128174,null,5869,null,893504,null,9078,null,826998,null,10131,null,66506,null,4503,null,234670,null,7399,null,1460445,null,4817,null,129382,null,4998,null,115924,null,5007,null,110825,null,5115,null,5099,null,1149,null,13458,null,1613,null,1331063,null,5977,null,1106752,null,8503,null,1063160,null,9047,null,43592,null,3143,null,224311,null,6973,null,520965,null,1975,null,109644,null,3952,null,78337,null,2971,null,75364,null,2934,null,2973,null,703,null,31307,null,2531,null,411321,null,3907,null,270133,null,5763,null,260015,null,5550,null,10118,null,1565,null,141188,null,5232,null,0400000US08,Colorado,08
2203357,null,2012,null,719639,null,2385,null,12878,null,1901,null,10827,null,1665,null,9992,null,1509,null,835,null,499,null,2051,null,840,null,706761,null,3203,null,552001,null,6867,null,504847,null,7056,null,47154,null,3586,null,154760,null,6210,null,1081837,null,1731,null,53903,null,3537,null,49233,null,3166,null,46760,null,2987,null,2473,null,866,null,4670,null,1005,null,1027934,null,3888,null,868718,null,6625,null,829412,null,7292,null,39306,null,3371,null,159216,null,6504,null,401881,null,1246,null,63482,null,3123,null,46055,null,2685,null,44536,null,2687,null,1519,null,496,null,17427,null,1735,null,338399,null,3162,null,238437,null,4541,null,229491,null,4718,null,8946,null,1393,null,99962,null,3708,null,0400000US09,Connecticut,09
540011,null,1077,null,190088,null,1113,null,4999,null,1223,null,4505,null,1172,null,4073,null,1106,null,432,null,501,null,494,null,305,null,185089,null,1516,null,141158,null,3608,null,130773,null,3941,null,10385,null,1731,null,43931,null,3328,null,250729,null,1006,null,23050,null,2027,null,20415,null,1974,null,19652,null,1989,null,763,null,493,null,2635,null,671,null,227679,null,2325,null,185710,null,3166,null,178062,null,3259,null,7648,null,1312,null,41969,null,2775,null,99194,null,785,null,19733,null,1385,null,13571,null,1431,null,13316,null,1428,null,255,null,193,null,6162,null,1069,null,79461,null,1487,null,47654,null,2504,null,45849,null,2323,null,1805,null,610,null,31807,null,2336,null,0400000US10,Delaware,10
396604,null,1398,null,175860,null,1650,null,3636,null,1287,null,2332,null,817,null,2147,null,777,null,185,null,220,null,1304,null,1040,null,172224,null,1843,null,132149,null,3126,null,119274,null,3504,null,12875,null,1744,null,40075,null,2825,null,159814,null,1276,null,9797,null,1788,null,8314,null,1637,null,7472,null,1601,null,842,null,467,null,1483,null,744,null,150017,null,2195,null,119866,null,3346,null,111415,null,3443,null,8451,null,1470,null,30151,null,2393,null,60930,null,400,null,5401,null,1082,null,3391,null,782,null,3337,null,779,null,54,null,88,null,2010,null,696,null,55529,null,1114,null,36374,null,2046,null,34524,null,2117,null,1850,null,655,null,19155,null,2080,null,0400000US11,District of Columbia,11
11058524,null,5771,null,3830412,null,8096,null,116207,null,6660,null,103165,null,5759,null,95859,null,5477,null,7306,null,1665,null,13042,null,2553,null,3714205,null,10188,null,2832659,null,19453,null,2586597,null,19287,null,246062,null,9092,null,881546,null,16072,null,5123878,null,7303,null,429115,null,9796,null,363121,null,9351,null,347412,null,9357,null,15709,null,2057,null,65994,null,4212,null,4694763,null,12124,null,3796243,null,16859,null,3620636,null,16554,null,175607,null,7316,null,898520,null,14185,null,2104234,null,4146,null,378084,null,7418,null,237608,null,7096,null,226823,null,6630,null,10785,null,1775,null,140476,null,5975,null,1726150,null,7591,null,1033365,null,10344,null,991339,null,10725,null,42026,null,3327,null,692785,null,10337,null,0400000US12,Florida,12
6031836,null,4692,null,2245200,null,7166,null,66086,null,5318,null,57076,null,5267,null,52527,null,5258,null,4549,null,1297,null,9010,null,1621,null,2179114,null,9314,null,1628814,null,12713,null,1463751,null,12928,null,165063,null,7425,null,550300,null,11664,null,2810583,null,6592,null,247721,null,7908,null,214804,null,7279,null,205156,null,7278,null,9648,null,1628,null,32917,null,3285,null,2562862,null,9614,null,2044148,null,14261,null,1942622,null,15025,null,101526,null,6380,null,518714,null,11373,null,976053,null,4013,null,183960,null,5510,null,121484,null,5261,null,117161,null,5389,null,4323,null,1016,null,62476,null,3745,null,792093,null,5820,null,463278,null,7859,null,441673,null,7687,null,21605,null,2761,null,328815,null,7450,null,0400000US13,Georgia,13
775572,null,3120,null,272800,null,2808,null,19673,null,2188,null,16484,null,2314,null,16029,null,2337,null,455,null,413,null,3189,null,963,null,253127,null,2980,null,189916,null,5034,null,175845,null,5278,null,14071,null,2011,null,63211,null,4261,null,353620,null,1823,null,29500,null,2845,null,24777,null,2473,null,23969,null,2406,null,808,null,399,null,4723,null,1077,null,324120,null,3095,null,270090,null,4051,null,260936,null,4464,null,9154,null,1528,null,54030,null,2765,null,149152,null,861,null,30009,null,2158,null,20482,null,1724,null,19941,null,1662,null,541,null,271,null,9527,null,1245,null,119143,null,2266,null,77730,null,3119,null,75523,null,3001,null,2207,null,566,null,41413,null,2664,null,0400000US15,Hawaii,15
