B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
913395,null,2266,null,353166,null,2306,null,13173,null,2275,null,11687,null,2106,null,11091,null,1940,null,596,null,386,null,1486,null,649,null,339993,null,2973,null,265389,null,4428,null,247584,null,4151,null,17805,null,2053,null,74604,null,4176,null,399802,null,2018,null,38367,null,2558,null,33184,null,2431,null,31841,null,2444,null,1343,null,552,null,5183,null,1187,null,361435,null,3018,null,299498,null,3919,null,288681,null,3619,null,10817,null,1592,null,61937,null,3169,null,160427,null,1336,null,32000,null,2048,null,19785,null,1733,null,18856,null,1740,null,929,null,337,null,12215,null,1191,null,128427,null,2426,null,79489,null,2765,null,77144,null,2815,null,2345,null,670,null,48938,null,2766,null,0400000US16,Idaho,16
8088898,null,3106,null,3048709,null,4541,null,60756,null,4519,null,52623,null,4329,null,48054,null,4084,null,4569,null,1151,null,8133,null,1398,null,2987953,null,5888,null,2313191,null,12202,null,2079951,null,13265,null,233240,null,8555,null,674762,null,12260,null,3706435,null,4489,null,190875,null,5744,null,163101,null,5454,null,152938,null,5708,null,10163,null,1482,null,27774,null,2975,null,3515560,null,5946,null,2891427,null,12682,null,2743803,null,13748,null,147624,null,5371,null,624133,null,11189,null,1333754,null,2297,null,214781,null,4512,null,145422,null,4057,null,138813,null,3823,null,6609,null,1136,null,69359,null,3704,null,1118973,null,4847,null,724018,null,8597,null,693056,null,8305,null,30962,null,2280,null,394955,null,7728,null,0400000US17,Illinois,17
3961419,null,2883,null,1450636,null,3462,null,32962,null,3262,null,28807,null,2942,null,26809,null,2793,null,1998,null,799,null,4155,null,1058,null,1417674,null,4108,null,1082713,null,9878,null,978598,null,10352,null,104115,null,5763,null,334961,null,8488,null,1821492,null,3324,null,137666,null,5269,null,118720,null,4992,null,111290,null,4998,null,7430,null,1686,null,18946,null,2043,null,1683826,null,5903,null,1382594,null,9059,null,1320277,null,9293,null,62317,null,3641,null,301232,null,8129,null,689291,null,2141,null,136246,null,4532,null,92325,null,3864,null,88985,null,3794,null,3340,null,804,null,43921,null,2876,null,553045,null,5015,null,344641,null,7047,null,332745,null,7078,null,11896,null,1729,null,208404,null,5689,null,0400000US18,Indiana,18
1836220,null,2416,null,667979,null,3107,null,18413,null,1810,null,16669,null,1734,null,15451,null,1683,null,1218,null,606,null,1744,null,627,null,649566,null,3195,null,536441,null,4432,null,499458,null,5491,null,36983,null,3488,null,113125,null,4468,null,834284,null,3155,null,59233,null,3299,null,52328,null,3305,null,49812,null,3191,null,2516,null,713,null,6905,null,1238,null,775051,null,4744,null,669756,null,5604,null,646050,null,5856,null,23706,null,2321,null,105295,null,4036,null,333957,null,1551,null,67742,null,2612,null,48078,null,2443,null,46775,null,2388,null,1303,null,483,null,19664,null,1847,null,266215,null,2886,null,186039,null,3599,null,180905,null,3675,null,5134,null,936,null,80176,null,2968,null,0400000US19,Iowa,19
1708495,null,3130,null,637870,null,3386,null,20842,null,2623,null,18509,null,2559,null,17253,null,2472,null,1256,null,634,null,2333,null,807,null,617028,null,4380,null,488685,null,6550,null,452958,null,6933,null,35727,null,3235,null,128343,null,5111,null,775230,null,3191,null,59878,null,3675,null,52063,null,3472,null,50351,null,3507,null,1712,null,624,null,7815,null,980,null,715352,null,4802,null,603688,null,6407,null,581559,null,6375,null,22129,null,2272,null,111664,null,4586,null,295395,null,2029,null,62275,null,2564,null,44746,null,2305,null,43402,null,2232,null,1344,null,500,null,17529,null,1638,null,233120,null,3173,null,161596,null,3907,null,157964,null,3961,null,3632,null,765,null,71524,null,3364,null,0400000US20,Kansas,20
2674457,null,3255,null,958282,null,4144,null,28833,null,3237,null,24396,null,2827,null,21646,null,2660,null,2750,null,1046,null,4437,null,1069,null,929449,null,4743,null,697338,null,8582,null,627059,null,8415,null,70279,null,4841,null,232111,null,7637,null,1227496,null,4127,null,94818,null,3914,null,78604,null,3550,null,75127,null,3332,null,3477,null,726,null,16214,null,1786,null,1132678,null,5455,null,868652,null,8566,null,829249,null,9064,null,39403,null,3727,null,264026,null,7826,null,488679,null,1946,null,87127,null,3731,null,49976,null,3323,null,47427,null,3096,null,2549,null,767,null,37151,null,2653,null,401552,null,3907,null,208542,null,5569,null,203252,null,5614,null,5290,null,877,null,193010,null,4805,null,0400000US21,Kentucky,21
2677741,null,2788,null,1018033,null,4775,null,34320,null,3385,null,29183,null,2995,null,26664,null,2812,null,2519,null,928,null,5137,null,1250,null,983713,null,5223,null,710691,null,9915,null,642849,null,10083,null,67842,null,4806,null,273022,null,8229,null,1196418,null,4943,null,82704,null,4982,null,68702,null,4587,null,65201,null,4330,null,3501,null,1441,null,14002,null,1840,null,1113714,null,6808,null,849769,null,8733,null,813107,null,8981,null,36662,null,3492,null,263945,null,7154,null,463290,null,2313,null,80669,null,3507,null,49748,null,2419,null,47868,null,2336,null,1880,null,562,null,30921,null,2907,null,382621,null,3690,null,204731,null,5204,null,197235,null,5187,null,7496,null,1359,null,177890,null,4913,null,0400000US22,Louisiana,22
839933,null,1597,null,259892,null,1369,null,10034,null,1953,null,8746,null,1905,null,8010,null,1842,null,736,null,426,null,1288,null,627,null,249858,null,2427,null,195984,null,4290,null,178607,null,4377,null,17377,null,2335,null,53874,null,3148,null,406524,null,1457,null,39238,null,2883,null,33066,null,2640,null,31865,null,2569,null,1201,null,400,null,6172,null,1268,null,367286,null,3355,null,303623,null,4533,null,290757,null,4599,null,12866,null,1704,null,63663,null,3644,null,173517,null,950,null,37229,null,2044,null,24063,null,1975,null,22912,null,1944,null,1151,null,436,null,13166,null,1542,null,136288,null,2047,null,89651,null,2431,null,86101,null,2375,null,3550,null,726,null,46637,null,2077,null,0400000US23,Maine,23
3571146,null,2962,null,1245029,null,3545,null,46414,null,4976,null,41756,null,4877,null,39531,null,4824,null,2225,null,910,null,4658,null,1280,null,1198615,null,6170,null,936739,null,7595,null,859391,null,9352,null,77348,null,4477,null,261876,null,6776,null,1702767,null,3777,null,146483,null,5938,null,127842,null,5514,null,122887,null,5511,null,4955,null,1276,null,18641,null,2465,null,1556284,null,6963,null,1306449,null,8844,null,1253875,null,9420,null,52574,null,3622,null,249835,null,6354,null,623350,null,1687,null,108725,null,3922,null,74587,null,3261,null,72437,null,3339,null,2150,null,689,null,34138,null,2898,null,514625,null,4257,null,347440,null,5367,null,337120,null,5130,null,10320,null,1811,null,167185,null,4847,null,0400000US24,Maryland,24
4151994,null,2321,null,1457780,null,3370,null,25611,null,3198,null,22616,null,3149,null,20754,null,3080,null,1862,null,690,null,2995,null,1095,null,1432169,null,4432,null,1102191,null,11560,null,1012852,null,12667,null,89339,null,6072,null,329978,null,10802,null,1966056,null,3447,null,94831,null,4559,null,82639,null,4324,null,78498,null,4189,null,4141,null,1036,null,12192,null,1710,null,1871225,null,5390,null,1569764,null,9124,null,1498430,null,10210,null,71334,null,4527,null,301461,null,7969,null,728158,null,1657,null,108655,null,4470,null,77122,null,3786,null,72311,null,3460,null,4811,null,1154,null,31533,null,2459,null,619503,null,4805,null,424872,null,6606,null,404703,null,6685,null,20169,null,2351,null,194631,null,5974,null,0400000US25,Massachusetts,25
6337770,null,2918,null,2222551,null,4144,null,44537,null,3253,null,38198,null,2891,null,33308,null,2792,null,4890,null,1109,null,6339,null,1338,null,2178014,null,5298,null,1682263,null,11876,null,1462458,null,11973,null,219805,null,7744,null,495751,null,10707,null,2970644,null,4147,null,190916,null,5848,null,159157,null,5387,null,144629,null,5277,null,14528,null,1521,null,31759,null,2906,null,2779728,null,6578,null,2226857,null,11376,null,2068229,null,11681,null,158628,null,6609,null,552871,null,11212,null,1144575,null,2133,null,210468,null,5182,null,121849,null,4062,null,112258,null,3978,null,9591,null,1300,null,88619,null,3507,null,934107,null,5157,null,521782,null,7631,null,492063,null,7934,null,29719,null,2413,null,412325,null,7413,null,0400000US26,Michigan,26
3299586,null,2206,null,1185898,null,3100,null,24805,null,2553,null,22525,null,2488,null,20366,null,2281,null,2159,null,1019,null,2280,null,521,null,1161093,null,4115,null,969733,null,5679,null,899631,null,6691,null,70102,null,4135,null,191360,null,5440,null,1550022,null,3526,null,103394,null,4134,null,89719,null,3938,null,85061,null,3744,null,4658,null,983,null,13675,null,1559,null,1446628,null,5439,null,1258678,null,7561,null,1209878,null,7832,null,48800,null,3004,null,187950,null,5293,null,563666,null,1695,null,114403,null,3129,null,83063,null,2952,null,78809,null,2918,null,4254,null,971,null,31340,null,1968,null,449263,null,3068,null,310874,null,4201,null,300125,null,4209,null,10749,null,1259,null,138389,null,4007,null,0400000US27,Minnesota,27
1779039,null,3300,null,672128,null,5206,null,20121,null,2213,null,17687,null,2270,null,15329,null,2092,null,2358,null,926,null,2434,null,1028,null,652007,null,5360,null,468612,null,7077,null,401175,null,7431,null,67437,null,4138,null,183395,null,6759,null,792488,null,4624,null,64524,null,3996,null,52527,null,4112,null,49552,null,4028,null,2975,null,1190,null,11997,null,1680,null,727964,null,5227,null,549176,null,8551,null,515912,null,9392,null,33264,null,3184,null,178788,null,6345,null,314423,null,2655,null,53998,null,3312,null,33989,null,2806,null,32773,null,2856,null,1216,null,497,null,20009,null,2153,null,260425,null,3362,null,133562,null,4128,null,127547,null,4346,null,6015,null,1106,null,126863,null,4766,null,0400000US28,Mississippi,28
3648176,null,2716,null,1312302,null,3868,null,37790,null,3556,null,33645,null,3567,null,30187,null,3349,null,3458,null,1028,null,4145,null,790,null,1274512,null,5001,null,999429,null,9655,null,911606,null,9393,null,87823,null,5147,null,275083,null,9428,null,1677412,null,3946,null,134720,null,5101,null,113598,null,5218,null,107940,null,5282,null,5658,null,1025,null,21122,null,2413,null,1542692,null,6127,null,1261399,null,9184,null,1201380,null,9899,null,60019,null,3951,null,281293,null,6856,null,658462,null,1968,null,137775,null,3955,null,89215,null,4043,null,86795,null,3947,null,2420,null,746,null,48560,null,2408,null,520687,null,4142,null,316874,null,5199,null,305213,null,5162,null,11661,null,1589,null,203813,null,4858,null,0400000US29,Missouri,29
603592,null,1421,null,211432,null,2372,null,9486,null,1789,null,8584,null,1759,null,8133,null,1721,null,451,null,371,null,902,null,401,null,201946,null,3118,null,154617,null,4179,null,143948,null,4291,null,10669,null,1876,null,47329,null,3135,null,270813,null,2055,null,25972,null,2359,null,22115,null,2072,null,21110,null,2075,null,1005,null,515,null,3857,null,928,null,244841,null,3096,null,200317,null,3571,null,191920,null,3541,null,8397,null,1612,null,44524,null,2549,null,121347,null,818,null,29808,null,1787,null,20851,null,1764,null,19581,null,1690,null,1270,null,547,null,8957,null,1254,null,91539,null,1839,null,59338,null,2630,null,57468,null,2533,null,1870,null,570,null,32201,null,1999,null,0400000US30,Montana,30
1084517,null,2052,null,409072,null,2592,null,15244,null,1954,null,13251,null,1695,null,12495,null,1620,null,756,null,480,null,1993,null,1196,null,393828,null,3268,null,326951,null,4593,null,305284,null,4635,null,21667,null,2496,null,66877,null,3897,null,488270,null,2394,null,37677,null,2646,null,33920,null,2538,null,32567,null,2441,null,1353,null,464,null,3757,null,752,null,450593,null,3180,null,388826,null,3821,null,376029,null,3832,null,12797,null,1619,null,61767,null,3041,null,187175,null,1034,null,36773,null,1721,null,27729,null,1614,null,27018,null,1653,null,711,null,308,null,9044,null,1115,null,150402,null,1985,null,108003,null,2156,null,105226,null,2142,null,2777,null,772,null,42399,null,2287,null,0400000US31,Nebraska,31
1607618,null,2060,null,585180,null,3415,null,18916,null,2853,null,16218,null,2659,null,15315,null,2575,null,903,null,611,null,2698,null,825,null,566264,null,3905,null,446673,null,5684,null,415409,null,6139,null,31264,null,3561,null,119591,null,5439,null,736416,null,3385,null,69173,null,4145,null,58110,null,4203,null,55517,null,4098,null,2593,null,831,null,11063,null,1555,null,667243,null,5178,null,547641,null,6038,null,522763,null,5683,null,24878,null,2691,null,119602,null,4464,null,286022,null,1489,null,62696,null,2949,null,42052,null,2866,null,40718,null,2905,null,1334,null,469,null,20644,null,2043,null,223326,null,3171,null,136747,null,4669,null,131327,null,4468,null,5420,null,1073,null,86579,null,3752,null,0400000US32,Nevada,32
850487,null,1192,null,270499,null,2168,null,8002,null,1838,null,7596,null,1802,null,7164,null,1669,null,432,null,340,null,406,null,287,null,262497,null,2474,null,209236,null,3661,null,194137,null,4048,null,15099,null,2135,null,53261,null,2791,null,420881,null,1907,null,32864,null,2485,null,28789,null,2366,null,27559,null,2246,null,1230,null,557,null,4075,null,983,null,388017,null,3068,null,329960,null,3923,null,318236,null,4359,null,11724,null,1902,null,58057,null,3446,null,159107,null,897,null,33698,null,1957,null,24518,null,1641,null,23339,null,1619,null,1179,null,476,null,9180,null,1379,null,125409,null,2181,null,90662,null,2828,null,87687,null,2867,null,2975,null,930,null,34747,null,2488,null,0400000US33,New Hampshire,33
5481243,null,2826,null,1827546,null,2698,null,29591,null,2968,null,25200,null,2507,null,23893,null,2450,null,1307,null,489,null,4391,null,1248,null,1797955,null,3921,null,1355084,null,12009,null,1240791,null,11677,null,114293,null,5425,null,442871,null,11594,null,2693260,null,2476,null,97810,null,4661,null,87435,null,4783,null,81069,null,4642,null,6366,null,1450,null,10375,null,1355,null,2595450,null,5543,null,2147309,null,8583,null,2052735,null,9694,null,94574,null,5320,null,448141,null,8237,null,960437,null,2081,null,130551,null,5103,null,92274,null,4090,null,88143,null,3929,null,4131,null,816,null,38277,null,2770,null,829886,null,5632,null,557239,null,7860,null,534097,null,7883,null,23142,null,2345,null,272647,null,7880,null,0400000US34,New Jersey,34
1212766,null,2441,null,458323,null,3684,null,16472,null,2110,null,13683,null,2234,null,13276,null,2200,null,407,null,283,null,2789,null,796,null,441851,null,3868,null,321170,null,6285,null,296751,null,5870,null,24419,null,2881,null,120681,null,5922,null,539274,null,4003,null,52345,null,3773,null,43001,null,3442,null,41134,null,3470,null,1867,null,852,null,9344,null,1868,null,486929,null,4984,null,380394,null,6605,null,362612,null,6898,null,17782,null,2229,null,106535,null,4623,null,215169,null,1572,null,42956,null,2263,null,26003,null,2130,null,25528,null,2141,null,475,null,275,null,16953,null,1931,null,172213,null,2710,null,100412,null,3370,null,97463,null,3266,null,2949,null,783,null,71801,null,3339,null,0400000US35,New Mexico,35
12313833,null,4498,null,4459495,null,4953,null,71308,null,4984,null,58916,null,4243,null,52556,null,4193,null,6360,null,1246,null,12392,null,2039,null,4388187,null,6549,null,3168966,null,16224,null,2879300,null,16954,null,289666,null,7004,null,1219221,null,14776,null,5708721,null,4014,null,225683,null,6989,null,191133,null,6844,null,180648,null,6796,null,10485,null,1706,null,34550,null,2664,null,5483038,null,7962,null,4419450,null,16213,null,4226987,null,16672,null,192463,null,8060,null,1063588,null,13667,null,2145617,null,2220,null,265341,null,6701,null,166698,null,5198,null,160011,null,5294,null,6687,null,1098,null,98643,null,4201,null,1880276,null,6664,null,1182659,null,12717,null,1135553,null,13068,null,47106,null,3795,null,697617,null,10533,null,0400000US36,New York,36
