B07404A_001E,B07404A_001EA,B07404A_001M,B07404A_001MA,B07404A_002E,B07404A_002EA,B07404A_002M,B07404A_002MA,B07404A_003E,B07404A_003EA,B07404A_003M,B07404A_003MA,B07404A_004E,B07404A_004EA,B07404A_004M,B07404A_004MA,B07404A_005E,B07404A_005EA,B07404A_005M,B07404A_005MA,GEO_ID,NAME,state
3187774,null,12317,null,2715859,null,18474,null,274328,null,13531,null,117336,null,8613,null,80251,null,6857,null,0400000US01,Alabama,01
473978,null,7049,null,366700,null,8239,null,46997,null,6001,null,12048,null,2686,null,48233,null,5496,null,0400000US02,Alaska,02
4680414,null,27453,null,3866539,null,31060,null,589126,null,18949,null,74579,null,7821,null,150170,null,10872,null,0400000US04,Arizona,04
2188962,null,11644,null,1823257,null,15393,null,219455,null,11507,null,87020,null,6688,null,59230,null,5898,null,0400000US05,Arkansas,05
21742788,null,65806,null,18539678,null,73518,null,2091154,null,44889,null,655044,null,21228,null,456912,null,16947,null,0400000US06,California,06
3971903,null,18262,null,3256066,null,23503,null,380727,null,17371,null,192478,null,11082,null,142632,null,9415,null,0400000US08,Colorado,08
2764302,null,12404,null,2457434,null,14114,null,179020,null,10536,null,49184,null,5147,null,78664,null,6278,null,0400000US09,Connecticut,09
610945,null,5006,null,539748,null,6944,null,44284,null,5153,null,5539,null,1723,null,21374,null,3302,null,0400000US10,Delaware,10
202175,null,5283,null,158677,null,4924,null,18104,null,3023,null,0,null,267,null,25394,null,3224,null,0400000US11,District of Columbia,11
13700163,null,33421,null,11657519,null,35509,null,1222707,null,30469,null,418247,null,15710,null,401690,null,14549,null,0400000US12,Florida,12
5794106,null,23317,null,4930768,null,28101,null,419924,null,18468,null,282929,null,12934,null,160485,null,11444,null,0400000US13,Georgia,13
340785,null,8138,null,253138,null,6626,null,42952,null,5369,null,2958,null,1515,null,41737,null,6319,null,0400000US15,Hawaii,15
1343082,null,9053,null,1106523,null,10258,null,144969,null,8731,null,47036,null,5073,null,44554,null,5217,null,0400000US16,Idaho,16
8965940,null,20653,null,7826530,null,27783,null,657365,null,20522,null,271501,null,11347,null,210544,null,9795,null,0400000US17,Illinois,17
5365469,null,14850,null,4557726,null,23089,null,484677,null,21145,null,202031,null,9083,null,121035,null,8429,null,0400000US18,Indiana,18
2720274,null,8849,null,2316957,null,15467,null,240045,null,10025,null,103768,null,6892,null,59504,null,5103,null,0400000US19,Iowa,19
2339302,null,12066,null,1942770,null,16889,null,231613,null,11560,null,92833,null,6935,null,72086,null,6861,null,0400000US20,Kansas,20
3708937,null,12256,null,3157495,null,17409,null,325994,null,13625,null,139296,null,8316,null,86152,null,7050,null,0400000US21,Kentucky,21
2720305,null,11051,null,2341152,null,15701,null,211803,null,12965,null,94858,null,6780,null,72492,null,7568,null,0400000US22,Louisiana,22
1237850,null,7261,null,1073130,null,8840,null,94754,null,6254,null,38491,null,4654,null,31475,null,3969,null,0400000US23,Maine,23
3382216,null,15758,null,2958482,null,16038,null,203944,null,11525,null,99638,null,6709,null,120152,null,7400,null,0400000US24,Maryland,24
5285912,null,19749,null,4653192,null,22086,null,359658,null,16939,null,135104,null,9604,null,137958,null,9697,null,0400000US25,Massachusetts,25
7946113,null,16214,null,6904931,null,26785,null,611251,null,20488,null,277614,null,11147,null,152317,null,10426,null,0400000US26,Michigan,26
4519760,null,10881,null,3938413,null,17146,null,307634,null,13357,null,180935,null,8893,null,92778,null,6603,null,0400000US27,Minnesota,27
1717431,null,9897,null,1451302,null,12000,null,144367,null,9011,null,67477,null,6011,null,54285,null,6176,null,0400000US28,Mississippi,28
4849122,null,11775,null,4118247,null,20764,null,397330,null,17884,null,215226,null,9334,null,118319,null,8581,null,0400000US29,Missouri,29
842493,null,5765,null,710808,null,8558,null,80960,null,6510,null,23463,null,3458,null,27262,null,3747,null,0400000US30,Montana,30
1552406,null,8452,null,1302505,null,10451,null,151676,null,9068,null,56768,null,4628,null,41457,null,4465,null,0400000US31,Nebraska,31
1854929,null,18397,null,1501764,null,21211,null,249089,null,13812,null,19066,null,3935,null,85010,null,7177,null,0400000US32,Nevada,32
1228410,null,7522,null,1064524,null,11256,null,94363,null,7763,null,28676,null,3860,null,40847,null,4787,null,0400000US33,New Hampshire,33
6003305,null,21548,null,5431146,null,25832,null,289842,null,14359,null,138840,null,9226,null,143477,null,9758,null,0400000US34,New Jersey,34
1339048,null,13898,null,1125065,null,15772,null,124480,null,10068,null,36046,null,5061,null,53457,null,6043,null,0400000US35,New Mexico,35
12642218,null,34483,null,11253880,null,36879,null,814925,null,24135,null,291692,null,10302,null,281721,null,11856,null,0400000US36,New York,36
6170874,null,19427,null,5294714,null,28231,null,496282,null,21310,null,217388,null,11733,null,162490,null,11707,null,0400000US37,North Carolina,37
570478,null,4110,null,481399,null,5576,null,52188,null,4288,null,18712,null,2761,null,18179,null,2389,null,0400000US38,North Dakota,38
9521999,null,16688,null,8204302,null,26186,null,819042,null,23634,null,330134,null,15199,null,168521,null,9926,null,0400000US39,Ohio,39
2643870,null,12783,null,2175329,null,19168,null,285010,null,13753,null,114000,null,7462,null,69531,null,5485,null,0400000US40,Oklahoma,40
3157478,null,15029,null,2597211,null,18047,null,347408,null,15740,null,123720,null,8255,null,89139,null,7955,null,0400000US41,Oregon,41
10261579,null,14635,null,9116862,null,26620,null,677073,null,22590,null,283285,null,11484,null,184359,null,9047,null,0400000US42,Pennsylvania,42
866216,null,6577,null,768549,null,8827,null,55969,null,5835,null,12394,null,2230,null,29304,null,4630,null,0400000US44,Rhode Island,44
2871206,null,10837,null,2494174,null,15429,null,213790,null,13278,null,92623,null,7007,null,70619,null,6384,null,0400000US45,South Carolina,45
