B19215_001E,B19215_001EA,B19215_001M,B19215_001MA,B19215_002E,B19215_002EA,B19215_002M,B19215_002MA,B19215_003E,B19215_003EA,B19215_003M,B19215_003MA,B19215_004E,B19215_004EA,B19215_004M,B19215_004MA,B19215_005E,B19215_005EA,B19215_005M,B19215_005MA,B19215_006E,B19215_006EA,B19215_006M,B19215_006MA,B19215_007E,B19215_007EA,B19215_007M,B19215_007MA,B19215_008E,B19215_008EA,B19215_008M,B19215_008MA,B19215_009E,B19215_009EA,B19215_009M,B19215_009MA,B19215_010E,B19215_010EA,B19215_010M,B19215_010MA,B19215_011E,B19215_011EA,B19215_011M,B19215_011MA,B19215_012E,B19215_012EA,B19215_012M,B19215_012MA,B19215_013E,B19215_013EA,B19215_013M,B19215_013MA,B19215_014E,B19215_014EA,B19215_014M,B19215_014MA,B19215_015E,B19215_015EA,B19215_015M,B19215_015MA,GEO_ID,NAME,state
22221,null,487,null,28370,null,1471,null,25701,null,1263,null,29000,null,1872,null,17469,null,1232,null,40790,null,4006,null,41586,null,4540,null,33233,null,7044,null,18674,null,613,null,17174,null,400,null,20843,null,825,null,14811,null,464,null,36230,null,1964,null,36857,null,2571,null,27363,null,7904,null,0400000US01,Alabama,01
41302,null,2394,null,44025,null,4876,null,38095,null,3041,null,40664,null,3969,null,22938,null,4663,null,74145,null,11833,null,74239,null,11721,null,69795,null,42448,null,38368,null,4245,null,31334,null,3911,null,38392,null,4146,null,20821,null,2181,null,64984,null,10650,null,68707,null,9715,null,48564,null,28809,null,0400000US02,Alaska,02
32345,null,465,null,37546,null,1221,null,32238,null,648,null,34774,null,1394,null,24466,null,1701,null,59722,null,2271,null,60334,null,2119,null,49535,null,9025,null,28425,null,975,null,25339,null,701,null,31313,null,770,null,19151,null,1013,null,54309,null,3741,null,56215,null,3665,null,45499,null,4725,null,0400000US04,Arizona,04
20946,null,701,null,25307,null,1231,null,22512,null,1273,null,23976,null,1699,null,18723,null,1416,null,40431,null,3062,null,40933,null,3001,null,32545,null,5677,null,17727,null,845,null,16408,null,781,null,20621,null,1611,null,14057,null,601,null,34721,null,2955,null,36017,null,3971,null,20964,null,5117,null,0400000US05,Arkansas,05
40382,null,324,null,47948,null,780,null,40800,null,416,null,45202,null,812,null,26172,null,1003,null,71947,null,1825,null,73019,null,1962,null,58276,null,4443,null,33740,null,565,null,29143,null,513,null,39264,null,859,null,20073,null,345,null,66503,null,1974,null,67642,null,2659,null,55246,null,5912,null,0400000US06,California,06
35472,null,696,null,40828,null,918,null,36572,null,1125,null,38437,null,1272,null,26821,null,1299,null,61896,null,3554,null,62445,null,3703,null,46391,null,19802,null,30441,null,888,null,26709,null,978,null,33064,null,1328,null,18211,null,1000,null,55565,null,3123,null,55746,null,3136,null,50556,null,17138,null,0400000US08,Colorado,08
38610,null,1458,null,46386,null,1879,null,40593,null,1209,null,44865,null,2971,null,27612,null,1570,null,77366,null,5317,null,78474,null,5348,null,67085,null,10064,null,32397,null,1372,null,27569,null,1421,null,40087,null,1866,null,19392,null,758,null,70786,null,4068,null,71745,null,4449,null,56530,null,12479,null,0400000US09,Connecticut,09
34656,null,2146,null,40217,null,3712,null,35986,null,2630,null,40600,null,3896,null,22458,null,2981,null,61153,null,6880,null,62151,null,9394,null,48777,null,18272,null,28812,null,1836,null,25146,null,1823,null,34958,null,3678,null,19244,null,1353,null,60083,null,8797,null,61054,null,15665,null,58177,null,13358,null,0400000US10,Delaware,10
47294,null,2645,null,53679,null,4058,null,46211,null,5008,null,49352,null,4561,null,31044,null,10569,null,107954,null,12668,null,110471,null,13510,null,50500,null,42031,null,42751,null,2427,null,39705,null,2414,null,45564,null,2359,null,19088,null,2207,null,85816,null,12667,null,85031,null,12653,null,132527,null,91644,null,0400000US11,District of Columbia,11
30954,null,339,null,37283,null,564,null,32162,null,443,null,35686,null,504,null,23148,null,977,null,59408,null,1811,null,60538,null,1547,null,48467,null,4788,null,25704,null,486,null,22702,null,521,null,30232,null,674,null,18063,null,365,null,50778,null,1676,null,52016,null,1931,null,43616,null,2128,null,0400000US12,Florida,12
31234,null,477,null,37487,null,954,null,34214,null,1355,null,36794,null,1113,null,22265,null,1690,null,50477,null,2088,null,50616,null,2234,null,43795,null,13325,null,26113,null,652,null,23721,null,789,null,30643,null,757,null,15807,null,668,null,47179,null,3920,null,49053,null,3861,null,35505,null,7741,null,0400000US13,Georgia,13
37798,null,1996,null,43728,null,3581,null,36748,null,2621,null,38438,null,3593,null,31691,null,7962,null,64843,null,12090,null,64765,null,11585,null,68016,null,52278,null,31830,null,1989,null,25616,null,1974,null,33709,null,3681,null,21647,null,2203,null,72864,null,13580,null,72955,null,15082,null,72500,null,28584,null,0400000US15,Hawaii,15
28273,null,1214,null,33266,null,2343,null,29642,null,1730,null,31131,null,1217,null,21417,null,3293,null,47888,null,5174,null,47565,null,5340,null,53534,null,42431,null,23633,null,1013,null,20309,null,1371,null,25874,null,2396,null,16426,null,1180,null,45636,null,5062,null,46172,null,4456,null,39003,null,8149,null,0400000US16,Idaho,16
