C24010H_001E,C24010H_001EA,C24010H_001M,C24010H_001MA,C24010H_002E,C24010H_002EA,C24010H_002M,C24010H_002MA,C24010H_003E,C24010H_003EA,C24010H_003M,C24010H_003MA,C24010H_004E,C24010H_004EA,C24010H_004M,C24010H_004MA,C24010H_005E,C24010H_005EA,C24010H_005M,C24010H_005MA,C24010H_006E,C24010H_006EA,C24010H_006M,C24010H_006MA,C24010H_007E,C24010H_007EA,C24010H_007M,C24010H_007MA,C24010H_008E,C24010H_008EA,C24010H_008M,C24010H_008MA,C24010H_009E,C24010H_009EA,C24010H_009M,C24010H_009MA,C24010H_010E,C24010H_010EA,C24010H_010M,C24010H_010MA,C24010H_011E,C24010H_011EA,C24010H_011M,C24010H_011MA,C24010H_012E,C24010H_012EA,C24010H_012M,C24010H_012MA,C24010H_013E,C24010H_013EA,C24010H_013M,C24010H_013MA,C24010H_014E,C24010H_014EA,C24010H_014M,C24010H_014MA,C24010H_015E,C24010H_015EA,C24010H_015M,C24010H_015MA,GEO_ID,NAME,state
2711067,null,14558,null,1473646,null,9752,null,530533,null,9416,null,150235,null,6008,null,280749,null,9423,null,10670,null,1967,null,273753,null,9136,null,227706,null,8546,null,1237421,null,9995,null,527310,null,10722,null,185013,null,7815,null,448513,null,9739,null,2569,null,936,null,11451,null,2083,null,62565,null,4371,null,0400000US13,Georgia,13
153128,null,3062,null,85368,null,2609,null,35216,null,2345,null,12518,null,1898,null,13179,null,2060,null,1018,null,544,null,15937,null,1980,null,7500,null,1394,null,67760,null,2162,null,33963,null,2304,null,11719,null,1668,null,19856,null,1785,null,88,null,142,null,264,null,187,null,1870,null,766,null,0400000US15,Hawaii,15
623402,null,5761,null,340723,null,3874,null,111479,null,4355,null,33663,null,2806,null,55482,null,3524,null,7823,null,1384,null,71898,null,3767,null,60378,null,3936,null,282679,null,4506,null,103845,null,4005,null,55543,null,3211,null,104336,null,4227,null,1221,null,442,null,2966,null,850,null,14768,null,1946,null,0400000US16,Idaho,16
4264211,null,14763,null,2266379,null,10061,null,820133,null,11834,null,239181,null,8025,null,431990,null,10092,null,10714,null,1419,null,349445,null,8717,null,414916,null,8919,null,1997832,null,11615,null,808865,null,10591,null,352885,null,8230,null,724865,null,10846,null,1645,null,596,null,12535,null,1902,null,97037,null,5199,null,0400000US17,Illinois,17
2607951,null,12294,null,1400479,null,8507,null,393717,null,7759,null,151375,null,5198,null,233146,null,6355,null,8193,null,1482,null,246433,null,8398,null,367615,null,8604,null,1207472,null,10031,null,427650,null,9014,null,233976,null,6504,null,422067,null,8269,null,1810,null,629,null,9063,null,1443,null,112906,null,5125,null,0400000US18,Indiana,18
1432398,null,8325,null,752044,null,5161,null,231371,null,6152,null,77610,null,3767,null,128311,null,4861,null,12296,null,1618,null,124003,null,3991,null,178453,null,5045,null,680354,null,6307,null,244242,null,5544,null,141833,null,4431,null,235100,null,5424,null,2865,null,758,null,5358,null,821,null,50956,null,3302,null,0400000US19,Iowa,19
1167756,null,8413,null,615947,null,5959,null,214554,null,5388,null,67698,null,3978,null,110714,null,5212,null,7670,null,1263,null,97084,null,4514,null,118227,null,4524,null,551809,null,5397,null,225598,null,5388,null,103786,null,4606,null,187978,null,5570,null,1302,null,473,null,3918,null,845,null,29227,null,2527,null,0400000US20,Kansas,20
1699786,null,12640,null,895887,null,8135,null,244766,null,6806,null,99138,null,5896,null,150104,null,4732,null,9196,null,1447,null,172408,null,7070,null,220275,null,6923,null,803899,null,8362,null,290598,null,6779,null,152732,null,5866,null,286026,null,7362,null,2221,null,745,null,6670,null,1193,null,65652,null,4006,null,0400000US21,Kentucky,21
1266934,null,10691,null,697963,null,6822,null,213418,null,6359,null,66942,null,3867,null,120468,null,5238,null,4890,null,1077,null,164337,null,6467,null,127908,null,5883,null,568971,null,7861,null,223715,null,6673,null,93400,null,5181,null,223449,null,5692,null,586,null,277,null,5772,null,1193,null,22049,null,2485,null,0400000US22,Louisiana,22
636493,null,5981,null,329403,null,3842,null,97321,null,4108,null,42268,null,2963,null,53870,null,3525,null,8544,null,1511,null,62639,null,3072,null,64761,null,3193,null,307090,null,4659,null,118202,null,3873,null,66780,null,3042,null,103698,null,4403,null,981,null,460,null,2321,null,693,null,15108,null,1804,null,0400000US23,Maine,23
1704951,null,9474,null,901079,null,6827,null,400633,null,8132,null,88659,null,4821,null,160184,null,5596,null,3495,null,873,null,152088,null,7024,null,96020,null,5077,null,803872,null,7321,null,396829,null,7710,null,116901,null,4719,null,263693,null,6864,null,1013,null,440,null,4554,null,1086,null,20882,null,2361,null,0400000US24,Maryland,24
2676091,null,13793,null,1368772,null,9079,null,566819,null,10194,null,170471,null,7284,null,254388,null,7448,null,3717,null,1179,null,200016,null,7095,null,173361,null,7211,null,1307319,null,9475,null,629797,null,9882,null,205191,null,7427,null,421030,null,9207,null,1505,null,617,null,5813,null,1175,null,43983,null,3025,null,0400000US25,Massachusetts,25
3699020,null,15056,null,1965915,null,9838,null,633204,null,9460,null,232128,null,5801,null,333039,null,8083,null,12941,null,1570,null,314828,null,7595,null,439775,null,8557,null,1733105,null,10750,null,628679,null,9484,null,361499,null,8410,null,605065,null,9499,null,3368,null,672,null,10024,null,1235,null,124470,null,4884,null,0400000US26,Michigan,26
2434283,null,10087,null,1271055,null,6377,null,452193,null,7395,null,132999,null,5415,null,234142,null,6375,null,12528,null,1219,null,200928,null,5404,null,238265,null,5920,null,1163228,null,7679,null,484095,null,7375,null,219128,null,5875,null,384757,null,7120,null,3664,null,564,null,6639,null,1098,null,64945,null,2852,null,0400000US27,Minnesota,27
772448,null,9333,null,423966,null,5808,null,123985,null,5362,null,45481,null,3413,null,73779,null,3987,null,4689,null,1311,null,93074,null,5259,null,82958,null,4555,null,348482,null,6183,null,139149,null,4804,null,50504,null,3328,null,137934,null,5496,null,532,null,346,null,3844,null,1075,null,16519,null,1995,null,0400000US28,Mississippi,28
2389762,null,11932,null,1253901,null,7759,null,377880,null,8223,null,144869,null,6131,null,227187,null,6855,null,11791,null,1698,null,234276,null,7082,null,257898,null,8037,null,1135861,null,8628,null,429777,null,8989,null,214877,null,7510,null,412102,null,9033,null,2020,null,606,null,8062,null,1338,null,69023,null,3784,null,0400000US29,Missouri,29
428132,null,5259,null,228768,null,3666,null,70373,null,3697,null,28896,null,2785,null,39264,null,2598,null,5536,null,815,null,48323,null,2815,null,36376,null,2574,null,199364,null,3883,null,71719,null,3239,null,43323,null,2845,null,71539,null,4181,null,1295,null,448,null,2828,null,933,null,8660,null,1225,null,0400000US30,Montana,30
808485,null,5514,null,424250,null,3869,null,146414,null,4313,null,44241,null,3136,null,77556,null,3949,null,10849,null,1134,null,71234,null,3466,null,73956,null,3234,null,384235,null,4502,null,148729,null,4178,null,77453,null,3655,null,131716,null,3987,null,2145,null,532,null,2129,null,495,null,22063,null,2042,null,0400000US31,Nebraska,31
763986,null,8215,null,419142,null,5474,null,126939,null,4554,null,78283,null,4488,null,79957,null,4673,null,939,null,607,null,78325,null,4251,null,54699,null,4187,null,344844,null,5402,null,123177,null,4629,null,72299,null,4571,null,134052,null,5069,null,326,null,360,null,3074,null,996,null,11916,null,2170,null,0400000US32,Nevada,32
661284,null,7119,null,346566,null,3975,null,117909,null,4405,null,42551,null,3330,null,67514,null,3370,null,1540,null,577,null,62226,null,3311,null,54826,null,3255,null,314718,null,4793,null,129759,null,5273,null,59901,null,3894,null,104875,null,4564,null,288,null,207,null,1521,null,535,null,18374,null,2087,null,0400000US33,New Hampshire,33
2709187,null,15384,null,1448818,null,8662,null,588440,null,10035,null,165994,null,5850,null,303805,null,9389,null,3090,null,907,null,221184,null,6604,null,166305,null,5863,null,1260369,null,11564,null,570777,null,8976,null,172567,null,6613,null,474761,null,9463,null,369,null,251,null,5643,null,1106,null,36252,null,3186,null,0400000US34,New Jersey,34
411180,null,5275,null,217826,null,3618,null,91870,null,3639,null,24746,null,2893,null,37038,null,2913,null,2120,null,687,null,33148,null,2647,null,28904,null,2489,null,193354,null,4028,null,90060,null,3907,null,26525,null,3216,null,67255,null,3568,null,496,null,304,null,2361,null,856,null,6657,null,1439,null,0400000US35,New Mexico,35
5740637,null,20218,null,3018802,null,15023,null,1198668,null,14779,null,390737,null,8715,null,565846,null,10846,null,14386,null,1665,null,437807,null,11108,null,411358,null,10363,null,2721835,null,16597,null,1252366,null,15938,null,423391,null,10126,null,929014,null,12404,null,3526,null,704,null,12164,null,1620,null,101374,null,4640,null,0400000US36,New York,36
2981799,null,15622,null,1583650,null,10831,null,536878,null,9706,null,166919,null,7803,null,299584,null,8320,null,12182,null,2046,null,296331,null,8008,null,271756,null,7273,null,1398149,null,12511,null,597147,null,9754,null,226450,null,7900,null,477668,null,9861,null,1376,null,521,null,12516,null,1977,null,82992,null,4305,null,0400000US37,North Carolina,37
318255,null,3490,null,168657,null,2476,null,55887,null,2644,null,18603,null,2099,null,26517,null,1943,null,4065,null,638,null,32720,null,2243,null,30865,null,2023,null,149598,null,2662,null,54873,null,2357,null,35837,null,1918,null,49858,null,2791,null,714,null,264,null,1427,null,494,null,6889,null,1075,null,0400000US38,North Dakota,38
4661043,null,19447,null,2450108,null,11269,null,750272,null,11071,null,291909,null,8192,null,424297,null,8131,null,11719,null,1656,null,385553,null,9215,null,586358,null,10326,null,2210935,null,13005,null,820366,null,10444,null,427498,null,8602,null,779037,null,11405,null,2710,null,695,null,14070,null,1733,null,167254,null,5902,null,0400000US39,Ohio,39
1242371,null,10444,null,671024,null,6596,null,212904,null,5678,null,72679,null,4637,null,113831,null,4578,null,7695,null,1552,null,126386,null,5176,null,137529,null,5725,null,571347,null,7855,null,219152,null,5815,null,106475,null,4524,null,211397,null,6204,null,1842,null,837,null,5083,null,1146,null,27398,null,2394,null,0400000US40,Oklahoma,40
1484166,null,11067,null,781976,null,7376,null,266360,null,6466,null,89262,null,5374,null,144322,null,6513,null,12238,null,1932,null,130421,null,5653,null,139373,null,6416,null,702190,null,8102,null,272095,null,7026,null,139153,null,5592,null,251242,null,8115,null,1521,null,524,null,4002,null,998,null,34177,null,3118,null,0400000US41,Oregon,41
5041842,null,17944,null,2663836,null,11140,null,867116,null,10724,null,301847,null,8188,null,467449,null,8596,null,15064,null,1756,null,455569,null,9005,null,556791,null,9160,null,2378006,null,12300,null,908078,null,12543,null,450966,null,9143,null,853268,null,11321,null,4595,null,965,null,15438,null,1767,null,145661,null,4701,null,0400000US42,Pennsylvania,42
426411,null,6116,null,218838,null,3995,null,77289,null,4040,null,31686,null,2844,null,42584,null,3160,null,749,null,384,null,33102,null,3254,null,33428,null,2811,null,207573,null,4313,null,88460,null,3907,null,36531,null,3155,null,71190,null,3263,null,170,null,148,null,873,null,373,null,10349,null,1713,null,0400000US44,Rhode Island,44
1374570,null,12512,null,744871,null,6960,null,241107,null,6475,null,82256,null,5215,null,139354,null,5062,null,4551,null,1255,null,151076,null,6873,null,126527,null,5517,null,629699,null,9144,null,258232,null,7784,null,103290,null,4467,null,227369,null,6624,null,701,null,389,null,5499,null,1227,null,34608,null,2857,null,0400000US45,South Carolina,45
379140,null,4843,null,198285,null,3410,null,66186,null,3376,null,20298,null,2138,null,33166,null,2394,null,6964,null,1143,null,32169,null,2144,null,39502,null,3070,null,180855,null,3054,null,62897,null,3229,null,39749,null,2646,null,65876,null,2724,null,1320,null,428,null,1226,null,483,null,9787,null,1439,null,0400000US46,South Dakota,46
2251675,null,11409,null,1215053,null,8140,null,356059,null,7336,null,133986,null,5777,null,225588,null,7540,null,8344,null,1460,null,222164,null,7674,null,268912,null,7337,null,1036622,null,9463,null,370955,null,7750,null,190212,null,6220,null,378575,null,8717,null,1078,null,512,null,8320,null,1615,null,87482,null,4438,null,0400000US47,Tennessee,47
5665408,null,22042,null,3096318,null,13190,null,1268199,null,13888,null,295421,null,9343,null,604759,null,11594,null,17794,null,2243,null,475041,null,10451,null,435104,null,10469,null,2569090,null,17393,null,1147951,null,17461,null,375518,null,8816,null,943358,null,15421,null,3754,null,993,null,18688,null,2512,null,79821,null,4689,null,0400000US48,Texas,48
1071551,null,8958,null,599831,null,5519,null,218156,null,6132,null,63002,null,3765,null,120007,null,5669,null,2040,null,677,null,104354,null,5798,null,92272,null,4298,null,471720,null,6534,null,169243,null,5279,null,80057,null,4202,null,195986,null,5548,null,772,null,434,null,3946,null,907,null,21716,null,2518,null,0400000US49,Utah,49
322738,null,3769,null,164668,null,2756,null,57632,null,2938,null,20583,null,2161,null,24599,null,1901,null,2500,null,500,null,31703,null,2059,null,27651,null,1865,null,158070,null,2250,null,70677,null,2648,null,31225,null,2074,null,45823,null,2433,null,1048,null,372,null,1174,null,431,null,8123,null,1182,null,0400000US50,Vermont,50
2616723,null,13137,null,1387577,null,8396,null,598664,null,7552,null,137374,null,5432,null,227192,null,6751,null,8491,null,1476,null,238545,null,6251,null,177311,null,5337,null,1229146,null,10492,null,576997,null,9320,null,183909,null,7907,null,409005,null,10764,null,2270,null,843,null,8277,null,1640,null,48688,null,3781,null,0400000US51,Virginia,51
2459151,null,12719,null,1310914,null,10636,null,491463,null,10152,null,142266,null,5621,null,224321,null,7521,null,11909,null,1792,null,227024,null,7829,null,213931,null,6708,null,1148237,null,9531,null,481175,null,9125,null,212963,null,6905,null,394363,null,8926,null,2338,null,710,null,10617,null,1565,null,46781,null,3309,null,0400000US53,Washington,53
715697,null,9105,null,382737,null,5561,null,92843,null,4569,null,43809,null,3607,null,62802,null,4221,null,3084,null,845,null,92595,null,4320,null,87604,null,4245,null,332960,null,6354,null,121030,null,4067,null,74218,null,3877,null,116439,null,4515,null,229,null,208,null,3847,null,1018,null,17197,null,1948,null,0400000US54,West Virginia,54
2560831,null,10348,null,1344292,null,5873,null,412387,null,7190,null,142958,null,4477,null,227179,null,7480,null,15644,null,1245,null,215852,null,6012,null,330272,null,5467,null,1216539,null,7123,null,445405,null,7942,null,239376,null,5658,null,418232,null,8029,null,6988,null,960,null,7109,null,1144,null,99429,null,3657,null,0400000US55,Wisconsin,55
250824,null,4239,null,134899,null,2896,null,38700,null,3124,null,15344,null,1905,null,18301,null,2310,null,2241,null,761,null,35907,null,2600,null,24406,null,2441,null,115925,null,3308,null,40394,null,2818,null,26047,null,2595,null,39916,null,2793,null,559,null,368,null,1856,null,583,null,7153,null,1221,null,0400000US56,Wyoming,56
16628,null,1857,null,10700,null,1716,null,3328,null,923,null,1672,null,621,null,2266,null,569,null,0,null,283,null,2158,null,815,null,1276,null,586,null,5928,null,1398,null,2084,null,608,null,1386,null,792,null,2422,null,794,null,0,null,283,null,0,null,283,null,36,null,59,null,0400000US72,Puerto Rico,72
