B25055_001E,B25055_001EA,B25055_001M,B25055_001MA,B25055_002E,B25055_002EA,B25055_002M,B25055_002MA,B25055_003E,B25055_003EA,B25055_003M,B25055_003MA,B25055_004E,B25055_004EA,B25055_004M,B25055_004MA,B25055_005E,B25055_005EA,B25055_005M,B25055_005MA,B25055_006E,B25055_006EA,B25055_006M,B25055_006MA,B25055_007E,B25055_007EA,B25055_007M,B25055_007MA,B25055_008E,B25055_008EA,B25055_008M,B25055_008MA,B25055_009E,B25055_009EA,B25055_009M,B25055_009MA,B25055_010E,B25055_010EA,B25055_010M,B25055_010MA,B25055_011E,B25055_011EA,B25055_011M,B25055_011MA,B25055_012E,B25055_012EA,B25055_012M,B25055_012MA,B25055_013E,B25055_013EA,B25055_013M,B25055_013MA,GEO_ID,NAME,state
457669,null,10006,null,367309,null,9565,null,998,null,491,null,366311,null,9581,null,42172,null,3282,null,303,null,245,null,41869,null,3330,null,23794,null,2093,null,645,null,427,null,23149,null,2103,null,24394,null,2141,null,4126,null,898,null,20268,null,2205,null,0400000US01,Alabama,01
77349,null,3753,null,63166,null,3457,null,325,null,314,null,62841,null,3464,null,8076,null,1280,null,45,null,74,null,8031,null,1270,null,3447,null,786,null,139,null,229,null,3308,null,765,null,2660,null,703,null,86,null,147,null,2574,null,693,null,0400000US02,Alaska,02
683508,null,13057,null,548783,null,11319,null,1334,null,650,null,547449,null,11403,null,64205,null,4484,null,416,null,234,null,63789,null,4480,null,28923,null,2469,null,475,null,305,null,28448,null,2454,null,41597,null,2973,null,13789,null,1763,null,27808,null,2526,null,0400000US04,Arizona,04
315674,null,8130,null,250347,null,7420,null,1095,null,615,null,249252,null,7403,null,30273,null,2758,null,15,null,29,null,30258,null,2759,null,16912,null,2001,null,68,null,113,null,16844,null,2001,null,18142,null,1768,null,3141,null,774,null,15001,null,1588,null,0400000US05,Arkansas,05
4948558,null,28474,null,3885806,null,25733,null,17090,null,2156,null,3868716,null,25610,null,520942,null,11549,null,3079,null,909,null,517863,null,11560,null,266781,null,7763,null,5771,null,1308,null,261010,null,7843,null,275029,null,7470,null,43254,null,2876,null,231775,null,7146,null,0400000US06,California,06
555780,null,10177,null,453176,null,10054,null,1508,null,682,null,451668,null,10057,null,49360,null,3199,null,265,null,192,null,49095,null,3215,null,23533,null,2117,null,623,null,414,null,22910,null,2177,null,29711,null,2449,null,7195,null,1099,null,22516,null,2246,null,0400000US08,Colorado,08
378198,null,6865,null,274830,null,6507,null,1228,null,631,null,273602,null,6503,null,41604,null,2822,null,742,null,493,null,40862,null,2781,null,27363,null,2677,null,760,null,427,null,26603,null,2621,null,34401,null,2301,null,5427,null,1084,null,28974,null,2163,null,0400000US09,Connecticut,09
83320,null,3470,null,65462,null,3161,null,220,null,170,null,65242,null,3154,null,7039,null,1214,null,64,null,111,null,6975,null,1225,null,4575,null,884,null,145,null,116,null,4430,null,874,null,6244,null,1202,null,1195,null,485,null,5049,null,1108,null,0400000US10,Delaware,10
134723,null,3522,null,101308,null,3731,null,585,null,417,null,100723,null,3801,null,17086,null,1763,null,238,null,311,null,16848,null,1725,null,8378,null,1178,null,215,null,230,null,8163,null,1175,null,7951,null,957,null,752,null,370,null,7199,null,924,null,0400000US11,District of Columbia,11
1979429,null,21041,null,1521565,null,20151,null,4923,null,1302,null,1516642,null,20124,null,203350,null,7268,null,1075,null,544,null,202275,null,7323,null,106150,null,5016,null,2127,null,603,null,104023,null,4987,null,148364,null,5744,null,36789,null,2696,null,111575,null,5619,null,0400000US12,Florida,12
1004594,null,12529,null,823723,null,12803,null,4759,null,1427,null,818964,null,12688,null,97293,null,4843,null,435,null,430,null,96858,null,4863,null,42346,null,3132,null,685,null,421,null,41661,null,3089,null,41232,null,2908,null,6593,null,1252,null,34639,null,2692,null,0400000US13,Georgia,13
163722,null,4685,null,122913,null,4291,null,366,null,380,null,122547,null,4345,null,18981,null,1941,null,114,null,132,null,18867,null,1942,null,10323,null,1566,null,132,null,162,null,10191,null,1552,null,11505,null,1484,null,898,null,336,null,10607,null,1461,null,0400000US15,Hawaii,15
144173,null,5438,null,120240,null,5466,null,407,null,319,null,119833,null,5493,null,11546,null,1671,null,280,null,354,null,11266,null,1649,null,4700,null,987,null,29,null,49,null,4671,null,973,null,7687,null,1160,null,2341,null,782,null,5346,null,882,null,0400000US16,Idaho,16
1362661,null,15838,null,1040963,null,14155,null,4299,null,1322,null,1036664,null,14060,null,140054,null,5426,null,999,null,557,null,139055,null,5469,null,82947,null,4058,null,2161,null,690,null,80786,null,4147,null,98697,null,3994,null,20669,null,1963,null,78028,null,3520,null,0400000US17,Illinois,17
