B17001A_001E,B17001A_001EA,B17001A_001M,B17001A_001MA,B17001A_002E,B17001A_002EA,B17001A_002M,B17001A_002MA,B17001A_003E,B17001A_003EA,B17001A_003M,B17001A_003MA,B17001A_004E,B17001A_004EA,B17001A_004M,B17001A_004MA,B17001A_005E,B17001A_005EA,B17001A_005M,B17001A_005MA,B17001A_006E,B17001A_006EA,B17001A_006M,B17001A_006MA,B17001A_007E,B17001A_007EA,B17001A_007M,B17001A_007MA,B17001A_008E,B17001A_008EA,B17001A_008M,B17001A_008MA,B17001A_009E,B17001A_009EA,B17001A_009M,B17001A_009MA,B17001A_010E,B17001A_010EA,B17001A_010M,B17001A_010MA,B17001A_011E,B17001A_011EA,B17001A_011M,B17001A_011MA,B17001A_012E,B17001A_012EA,B17001A_012M,B17001A_012MA,B17001A_013E,B17001A_013EA,B17001A_013M,B17001A_013MA,B17001A_014E,B17001A_014EA,B17001A_014M,B17001A_014MA,B17001A_015E,B17001A_015EA,B17001A_015M,B17001A_015MA,B17001A_016E,B17001A_016EA,B17001A_016M,B17001A_016MA,B17001A_017E,B17001A_017EA,B17001A_017M,B17001A_017MA,B17001A_018E,B17001A_018EA,B17001A_018M,B17001A_018MA,B17001A_019E,B17001A_019EA,B17001A_019M,B17001A_019MA,B17001A_020E,B17001A_020EA,B17001A_020M,B17001A_020MA,B17001A_021E,B17001A_021EA,B17001A_021M,B17001A_021MA,B17001A_022E,B17001A_022EA,B17001A_022M,B17001A_022MA,B17001A_023E,B17001A_023EA,B17001A_023M,B17001A_023MA,B17001A_024E,B17001A_024EA,B17001A_024M,B17001A_024MA,B17001A_025E,B17001A_025EA,B17001A_025M,B17001A_025MA,B17001A_026E,B17001A_026EA,B17001A_026M,B17001A_026MA,B17001A_027E,B17001A_027EA,B17001A_027M,B17001A_027MA,B17001A_028E,B17001A_028EA,B17001A_028M,B17001A_028MA,B17001A_029E,B17001A_029EA,B17001A_029M,B17001A_029MA,B17001A_030E,B17001A_030EA,B17001A_030M,B17001A_030MA,B17001A_031E,B17001A_031EA,B17001A_031M,B17001A_031MA,B17001A_032E,B17001A_032EA,B17001A_032M,B17001A_032MA,B17001A_033E,B17001A_033EA,B17001A_033M,B17001A_033MA,B17001A_034E,B17001A_034EA,B17001A_034M,B17001A_034MA,B17001A_035E,B17001A_035EA,B17001A_035M,B17001A_035MA,B17001A_036E,B17001A_036EA,B17001A_036M,B17001A_036MA,B17001A_037E,B17001A_037EA,B17001A_037M,B17001A_037MA,B17001A_038E,B17001A_038EA,B17001A_038M,B17001A_038MA,B17001A_039E,B17001A_039EA,B17001A_039M,B17001A_039MA,B17001A_040E,B17001A_040EA,B17001A_040M,B17001A_040MA,B17001A_041E,B17001A_041EA,B17001A_041M,B17001A_041MA,B17001A_042E,B17001A_042EA,B17001A_042M,B17001A_042MA,B17001A_043E,B17001A_043EA,B17001A_043M,B17001A_043MA,B17001A_044E,B17001A_044EA,B17001A_044M,B17001A_044MA,B17001A_045E,B17001A_045EA,B17001A_045M,B17001A_045MA,B17001A_046E,B17001A_046EA,B17001A_046M,B17001A_046MA,B17001A_047E,B17001A_047EA,B17001A_047M,B17001A_047MA,B17001A_048E,B17001A_048EA,B17001A_048M,B17001A_048MA,B17001A_049E,B17001A_049EA,B17001A_049M,B17001A_049MA,B17001A_050E,B17001A_050EA,B17001A_050M,B17001A_050MA,B17001A_051E,B17001A_051EA,B17001A_051M,B17001A_051MA,B17001A_052E,B17001A_052EA,B17001A_052M,B17001A_052MA,B17001A_053E,B17001A_053EA,B17001A_053M,B17001A_053MA,B17001A_054E,B17001A_054EA,B17001A_054M,B17001A_054MA,B17001A_055E,B17001A_055EA,B17001A_055M,B17001A_055MA,B17001A_056E,B17001A_056EA,B17001A_056M,B17001A_056MA,B17001A_057E,B17001A_057EA,B17001A_057M,B17001A_057MA,B17001A_058E,B17001A_058EA,B17001A_058M,B17001A_058MA,B17001A_059E,B17001A_059EA,B17001A_059M,B17001A_059MA,GEO_ID,NAME,state
3188357,null,6110,null,367213,null,16457,null,157775,null,8287,null,17646,null,2177,null,3413,null,932,null,16374,null,2407,null,8224,null,1701,null,3224,null,988,null,5155,null,973,null,26327,null,3223,null,17157,null,2144,null,15117,null,1875,null,17302,null,2096,null,15420,null,1909,null,6560,null,1110,null,5856,null,1129,null,209438,null,10604,null,15934,null,2431,null,3108,null,901,null,18051,null,2809,null,7659,null,1459,null,2739,null,896,null,6257,null,1489,null,31751,null,2326,null,32068,null,3222,null,23565,null,2374,null,19825,null,2234,null,19986,null,2416,null,12156,null,1433,null,16339,null,1866,null,2821144,null,16657,null,1401564,null,8066,null,81147,null,2623,null,15892,null,1848,null,104005,null,3101,null,51422,null,2839,null,17813,null,2168,null,37786,null,2266,null,115233,null,4228,null,177074,null,2597,null,209079,null,2847,null,219444,null,2349,null,179403,null,2226,null,115337,null,1469,null,77929,null,1317,null,1419580,null,11189,null,80009,null,2633,null,15490,null,1825,null,95785,null,3812,null,51675,null,3232,null,17828,null,1842,null,35609,null,2114,null,99169,null,2846,null,166201,null,2989,null,198747,null,2887,null,221989,null,2171,null,189018,null,2397,null,129727,null,1703,null,118333,null,2031,null,0400000US01,Alabama,01
456149,null,2688,null,25875,null,3558,null,12394,null,2340,null,1328,null,734,null,179,null,176,null,824,null,371,null,452,null,365,null,347,null,245,null,485,null,260,null,2497,null,1212,null,1284,null,731,null,1113,null,440,null,1912,null,560,null,1263,null,454,null,323,null,182,null,387,null,267,null,13481,null,1956,null,1554,null,752,null,0,null,237,null,912,null,516,null,563,null,401,null,508,null,288,null,238,null,173,null,2700,null,829,null,2235,null,726,null,1328,null,582,null,1928,null,565,null,822,null,383,null,384,null,237,null,309,null,246,null,430274,null,4446,null,225722,null,2852,null,13956,null,788,null,3379,null,804,null,15134,null,1079,null,9251,null,1227,null,3270,null,619,null,6914,null,681,null,23552,null,1948,null,31807,null,1174,null,33201,null,1223,null,40035,null,877,null,29016,null,474,null,10927,null,351,null,5280,null,456,null,204552,null,2520,null,11935,null,956,null,2874,null,737,null,14370,null,1525,null,8681,null,1437,null,2392,null,671,null,6754,null,699,null,18645,null,1286,null,27297,null,1396,null,31780,null,968,null,38411,null,767,null,24554,null,543,null,10335,null,478,null,6524,null,352,null,0400000US02,Alaska,02
4765568,null,22472,null,551872,null,23833,null,253670,null,13400,null,33562,null,3771,null,6051,null,1517,null,27565,null,3109,null,13510,null,1887,null,5620,null,1397,null,9155,null,1566,null,40029,null,4203,null,32638,null,3874,null,25739,null,2773,null,23828,null,2837,null,16118,null,2314,null,10705,null,1722,null,9150,null,1400,null,298202,null,12928,null,29671,null,3428,null,5337,null,1249,null,30860,null,3022,null,11238,null,2052,null,5572,null,1323,null,7822,null,1407,null,40895,null,3774,null,42776,null,3808,null,36875,null,3541,null,29258,null,3120,null,22768,null,2409,null,15503,null,1897,null,19627,null,2024,null,4213696,null,30708,null,2111787,null,18502,null,134120,null,4368,null,24384,null,2323,null,159598,null,4988,null,81257,null,4280,null,26781,null,2179,null,55358,null,3053,null,168096,null,5534,null,303791,null,5780,null,299556,null,5335,null,298160,null,4441,null,251338,null,2658,null,164330,null,2094,null,145018,null,1678,null,2101909,null,16079,null,131455,null,4776,null,26156,null,2349,null,145580,null,5239,null,76718,null,3287,null,26819,null,2761,null,52747,null,2553,null,150996,null,4375,null,271439,null,4532,null,280445,null,4009,null,302242,null,3398,null,270911,null,2946,null,180175,null,2200,null,186226,null,2266,null,0400000US04,Arizona,04
2169353,null,6336,null,300190,null,13073,null,134924,null,7685,null,15932,null,1960,null,3025,null,879,null,15151,null,2023,null,6791,null,1294,null,2375,null,806,null,4689,null,1099,null,19389,null,2825,null,16570,null,2147,null,16422,null,1909,null,13713,null,1694,null,9970,null,1536,null,6284,null,1244,null,4613,null,978,null,165266,null,7225,null,12062,null,1922,null,2648,null,823,null,14978,null,2231,null,5042,null,1090,null,2367,null,811,null,5569,null,1099,null,23049,null,2478,null,24821,null,2638,null,20503,null,1993,null,16872,null,1935,null,13885,null,1600,null,9977,null,1249,null,13493,null,1728,null,1869163,null,14568,null,931235,null,8701,null,52362,null,2350,null,10650,null,1588,null,67102,null,3108,null,33439,null,2695,null,13013,null,1516,null,24709,null,1863,null,73894,null,2966,null,122316,null,3126,null,132739,null,2599,null,142662,null,2271,null,122601,null,1789,null,78578,null,1418,null,57170,null,1225,null,937928,null,8405,null,56398,null,2440,null,9439,null,1202,null,64958,null,3443,null,34458,null,2620,null,10821,null,1512,null,22822,null,1689,null,63516,null,2820,null,111734,null,3002,null,130495,null,2142,null,142919,null,2399,null,128245,null,1738,null,85384,null,1322,null,76739,null,1797,null,0400000US05,Arkansas,05
21606420,null,60476,null,2303650,null,49459,null,1044492,null,26373,null,123083,null,6576,null,20740,null,2433,null,123887,null,7092,null,59129,null,4937,null,23526,null,2358,null,37138,null,3090,null,148337,null,7731,null,138482,null,7204,null,114438,null,6217,null,110353,null,5109,null,79890,null,4662,null,31466,null,2868,null,34023,null,2688,null,1259158,null,27347,null,111254,null,6322,null,20268,null,2361,null,112525,null,6559,null,58333,null,4034,null,18700,null,2408,null,40335,null,4192,null,188894,null,8444,null,189929,null,7637,null,159252,null,6438,null,130998,null,6340,null,97767,null,4934,null,54055,null,3757,null,76848,null,4405,null,19302770,null,64336,null,9713868,null,37712,null,597286,null,9236,null,109186,null,5550,null,700062,null,11601,null,380290,null,9411,null,134165,null,5310,null,278617,null,7167,null,894936,null,11217,null,1339723,null,14848,null,1475756,null,11236,null,1521220,null,9318,null,1115132,null,7259,null,635170,null,4366,null,532325,null,3763,null,9588902,null,34985,null,586938,null,8758,null,111146,null,5029,null,663231,null,12749,null,362587,null,8667,null,129174,null,5269,null,254659,null,5077,null,799863,null,10885,null,1176680,null,8912,null,1376455,null,9560,null,1484196,null,8630,null,1148382,null,6861,null,713338,null,4893,null,782253,null,5575,null,0400000US06,California,06
3983920,null,15307,null,419608,null,18422,null,184857,null,10126,null,21486,null,2874,null,3722,null,1094,null,18427,null,2518,null,8501,null,1804,null,2849,null,854,null,6568,null,1325,null,34811,null,3503,null,26533,null,3188,null,21498,null,2852,null,18258,null,2412,null,12767,null,1852,null,4816,null,983,null,4621,null,1039,null,234751,null,10716,null,21960,null,2840,null,3860,null,1324,null,21254,null,2996,null,8036,null,1648,null,3200,null,1019,null,6885,null,1475,null,43456,null,3809,null,36891,null,3480,null,27947,null,3047,null,20831,null,2495,null,16120,null,1995,null,9766,null,1232,null,14545,null,1724,null,3564312,null,20416,null,1813439,null,12647,null,115593,null,3653,null,21566,null,2385,null,134921,null,4372,null,66015,null,2955,null,22852,null,1850,null,47999,null,2247,null,147029,null,4612,null,275949,null,4758,null,286371,null,3937,null,294515,null,2907,null,218587,null,2394,null,107862,null,1542,null,74180,null,1329,null,1750873,null,11943,null,110517,null,3539,null,20098,null,1964,null,122117,null,3849,null,65118,null,3534,null,21359,null,1521,null,46060,null,2296,null,124349,null,4133,null,240032,null,3697,null,263331,null,3276,null,299662,null,3361,null,219643,null,1990,null,114915,null,1570,null,103672,null,2051,null,0400000US08,Colorado,08
2705050,null,9887,null,156633,null,9823,null,67971,null,5532,null,6025,null,1582,null,1243,null,663,null,8357,null,1761,null,3746,null,986,null,1355,null,627,null,2403,null,748,null,11566,null,2257,null,5873,null,1145,null,7750,null,1418,null,8392,null,1371,null,5760,null,1305,null,2803,null,855,null,2698,null,735,null,88662,null,6258,null,5991,null,1594,null,1522,null,696,null,5401,null,1113,null,2640,null,915,null,1389,null,475,null,2653,null,771,null,11270,null,2131,null,11486,null,1689,null,11454,null,1617,null,9407,null,1391,null,8464,null,1600,null,6745,null,1135,null,10240,null,1442,null,2548417,null,11306,null,1251687,null,6920,null,70113,null,2051,null,13311,null,1803,null,95686,null,3127,null,49543,null,2620,null,16336,null,1630,null,38010,null,1940,null,93861,null,2926,null,136326,null,2490,null,192235,null,2052,null,222082,null,1960,null,161184,null,1608,null,88281,null,1196,null,74719,null,1267,null,1296730,null,6959,null,65675,null,1430,null,13112,null,1685,null,89746,null,3331,null,49281,null,2718,null,16067,null,1506,null,35745,null,1736,null,86501,null,2540,null,129836,null,1640,null,196991,null,2115,null,227285,null,1939,null,170721,null,1910,null,100205,null,1633,null,115565,null,1808,null,0400000US09,Connecticut,09
609138,null,3239,null,48916,null,5240,null,19356,null,2630,null,2295,null,949,null,363,null,313,null,1872,null,774,null,467,null,224,null,664,null,370,null,318,null,229,null,2808,null,819,null,1810,null,696,null,2669,null,807,null,2216,null,852,null,1362,null,488,null,1252,null,543,null,1260,null,725,null,29560,null,3597,null,1606,null,635,null,434,null,290,null,1428,null,697,null,1185,null,672,null,284,null,238,null,1057,null,548,null,5925,null,1293,null,3603,null,870,null,4774,null,1453,null,2596,null,708,null,2569,null,924,null,1666,null,576,null,2433,null,681,null,560222,null,5609,null,278263,null,3285,null,16694,null,1045,null,4050,null,1066,null,18608,null,1647,null,10813,null,1358,null,3262,null,636,null,7999,null,694,null,24004,null,945,null,33217,null,790,null,39623,null,1133,null,44236,null,877,null,36010,null,605,null,22321,null,678,null,17426,null,816,null,281959,null,3743,null,15978,null,708,null,2276,null,694,null,18235,null,1816,null,9453,null,1329,null,3394,null,667,null,6998,null,811,null,19256,null,1243,null,32727,null,960,null,39396,null,1275,null,45600,null,764,null,39276,null,972,null,25280,null,700,null,24090,null,770,null,0400000US10,Delaware,10
196396,null,3637,null,15157,null,2881,null,6220,null,2117,null,210,null,249,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,134,null,190,null,2541,null,1218,null,1273,null,795,null,657,null,530,null,491,null,343,null,474,null,448,null,199,null,187,null,241,null,244,null,8937,null,1898,null,0,null,300,null,0,null,300,null,0,null,300,null,230,null,361,null,0,null,300,null,0,null,300,null,4033,null,1158,null,2019,null,848,null,258,null,373,null,811,null,489,null,597,null,394,null,251,null,281,null,738,null,409,null,181239,null,4066,null,91986,null,2886,null,6071,null,451,null,751,null,423,null,4226,null,628,null,664,null,463,null,317,null,264,null,1171,null,481,null,6086,null,1435,null,23230,null,1180,null,18097,null,924,null,11721,null,632,null,10562,null,415,null,5415,null,333,null,3675,null,281,null,89253,null,2426,null,5354,null,502,null,580,null,307,null,3712,null,600,null,636,null,334,null,561,null,235,null,486,null,231,null,7889,null,1193,null,24484,null,958,null,14586,null,860,null,9308,null,666,null,11632,null,440,null,5164,null,377,null,4861,null,483,null,0400000US11,District of Columbia,11
13666970,null,25454,null,1322945,null,32503,null,569533,null,18880,null,53978,null,5024,null,9356,null,2096,null,49432,null,3993,null,22727,null,2810,null,11285,null,2095,null,20957,null,2661,null,83170,null,5444,null,58854,null,5848,null,62285,null,4385,null,61525,null,4507,null,56674,null,4337,null,39717,null,3774,null,39573,null,3224,null,753412,null,18962,null,56882,null,4105,null,8533,null,1724,null,45409,null,4639,null,21366,null,2739,null,9701,null,1846,null,18886,null,2318,null,101074,null,5340,null,92792,null,4876,null,91713,null,5868,null,80923,null,4498,null,80758,null,4910,null,58320,null,3453,null,87055,null,4848,null,12344025,null,37596,null,6125787,null,23314,null,324446,null,6009,null,62131,null,3962,null,395694,null,7566,null,207274,null,6415,null,74081,null,4114,null,146427,null,4308,null,454498,null,7287,null,739983,null,10265,null,891978,null,6595,null,925927,null,5524,null,776756,null,5001,null,557872,null,4507,null,568720,null,4103,null,6218238,null,21635,null,308405,null,5230,null,54601,null,3936,null,376761,null,6867,null,198560,null,7631,null,68753,null,4023,null,140524,null,4371,null,411375,null,6852,null,677920,null,7023,null,846625,null,7156,null,945813,null,5578,null,837844,null,4949,null,628401,null,4251,null,722656,null,5597,null,0400000US12,Florida,12
