B24091_001E,B24091_001EA,B24091_001M,B24091_001MA,B24091_002E,B24091_002EA,B24091_002M,B24091_002MA,B24091_003E,B24091_003EA,B24091_003M,B24091_003MA,B24091_004E,B24091_004EA,B24091_004M,B24091_004MA,B24091_005E,B24091_005EA,B24091_005M,B24091_005MA,B24091_006E,B24091_006EA,B24091_006M,B24091_006MA,B24091_007E,B24091_007EA,B24091_007M,B24091_007MA,B24091_008E,B24091_008EA,B24091_008M,B24091_008MA,B24091_009E,B24091_009EA,B24091_009M,B24091_009MA,B24091_010E,B24091_010EA,B24091_010M,B24091_010MA,GEO_ID,NAME,state
35659,null,387,null,34156,null,608,null,33516,null,596,null,51062,null,2029,null,35350,null,2013,null,37105,null,1117,null,40745,null,1096,null,54931,null,2555,null,32471,null,4917,null,9184,null,9185,null,0400000US01,Alabama,01
46584,null,1021,null,44173,null,2595,null,42983,null,2389,null,81358,null,14191,null,43446,null,4527,null,51168,null,4718,null,49705,null,3299,null,51933,null,1619,null,42406,null,6166,null,50707,null,76507,null,0400000US02,Alaska,02
37941,null,638,null,36897,null,379,null,36352,null,392,null,54628,null,4130,null,40960,null,1365,null,40911,null,1039,null,39541,null,1611,null,50461,null,1375,null,35674,null,2339,null,18233,null,9389,null,0400000US04,Arizona,04
31836,null,337,null,31394,null,395,null,30874,null,419,null,50913,null,1951,null,31989,null,1131,null,31891,null,1026,null,34848,null,1324,null,49180,null,2106,null,26754,null,2240,null,11706,null,4994,null,0400000US05,Arkansas,05
42497,null,268,null,40991,null,139,null,40386,null,148,null,71456,null,1171,null,46048,null,811,null,52848,null,950,null,53958,null,1352,null,53012,null,1377,null,40075,null,989,null,28020,null,5321,null,0400000US06,California,06
41854,null,342,null,41322,null,443,null,40823,null,457,null,54966,null,4072,null,40127,null,1309,null,44675,null,1162,null,45215,null,1255,null,55936,null,2239,null,35511,null,1356,null,26336,null,19679,null,0400000US08,Colorado,08
50352,null,304,null,50079,null,603,null,48723,null,1088,null,75075,null,8933,null,46640,null,1705,null,51897,null,1316,null,57033,null,2088,null,55041,null,2927,null,45735,null,4566,null,40229,null,56958,null,0400000US09,Connecticut,09
42938,null,1368,null,42367,null,1236,null,41989,null,872,null,54759,null,9284,null,41951,null,2205,null,44915,null,4781,null,43906,null,2745,null,50698,null,1917,null,39939,null,6337,null,22031,null,151452,null,0400000US10,Delaware,10
51856,null,1310,null,46089,null,3064,null,44961,null,3211,null,72510,null,15895,null,52478,null,4284,null,51834,null,6198,null,55179,null,10879,null,67940,null,3886,null,40115,null,12616,null,-666666666,-,0,**,0400000US11,District of Columbia,11
36297,null,167,null,35450,null,199,null,34340,null,357,null,51443,null,544,null,38474,null,1059,null,40666,null,406,null,38537,null,935,null,50947,null,568,null,30380,null,1060,null,31794,null,11118,null,0400000US12,Florida,12
38425,null,414,null,37729,null,514,null,36934,null,278,null,54627,null,3850,null,40133,null,952,null,38492,null,850,null,37366,null,1083,null,52622,null,2071,null,32175,null,1322,null,11853,null,6332,null,0400000US13,Georgia,13
40699,null,528,null,37169,null,872,null,36425,null,819,null,56250,null,9225,null,41784,null,2213,null,46791,null,2451,null,44084,null,2003,null,52527,null,4289,null,39764,null,6036,null,20215,null,16667,null,0400000US15,Hawaii,15
35285,null,561,null,34324,null,1090,null,33097,null,1114,null,52827,null,9105,null,37430,null,4229,null,37180,null,1691,null,37235,null,3018,null,47940,null,2449,null,30532,null,3312,null,16765,null,11348,null,0400000US16,Idaho,16
42120,null,186,null,41520,null,241,null,41035,null,247,null,61394,null,1087,null,41119,null,669,null,47620,null,1618,null,46856,null,999,null,53139,null,1449,null,35598,null,1720,null,35021,null,12823,null,0400000US17,Illinois,17
37463,null,307,null,37456,null,344,null,37105,null,247,null,52238,null,3558,null,36830,null,808,null,36980,null,723,null,36298,null,1151,null,53268,null,1688,null,31716,null,818,null,22169,null,24617,null,0400000US18,Indiana,18
