B07404B_001E,B07404B_001EA,B07404B_001M,B07404B_001MA,B07404B_002E,B07404B_002EA,B07404B_002M,B07404B_002MA,B07404B_003E,B07404B_003EA,B07404B_003M,B07404B_003MA,B07404B_004E,B07404B_004EA,B07404B_004M,B07404B_004MA,B07404B_005E,B07404B_005EA,B07404B_005M,B07404B_005MA,GEO_ID,NAME,state
1182996,null,8792,null,965135,null,12046,null,158744,null,10190,null,33489,null,3581,null,25628,null,5064,null,0400000US01,Alabama,01
30802,null,3719,null,16262,null,2565,null,5474,null,2528,null,726,null,614,null,8340,null,2814,null,0400000US02,Alaska,02
212878,null,7276,null,149285,null,8341,null,48932,null,7759,null,5083,null,1418,null,9578,null,2644,null,0400000US04,Arizona,04
432777,null,6112,null,325071,null,8875,null,75188,null,6840,null,17276,null,2729,null,15242,null,3377,null,0400000US05,Arkansas,05
2240529,null,13850,null,1786506,null,20779,null,290224,null,14460,null,108119,null,8292,null,55680,null,5841,null,0400000US06,California,06
182228,null,5449,null,139840,null,6144,null,20360,null,4402,null,11742,null,3086,null,10286,null,2516,null,0400000US08,Colorado,08
325969,null,6291,null,267722,null,7365,null,42519,null,4940,null,7100,null,1120,null,8628,null,2378,null,0400000US09,Connecticut,09
170179,null,4935,null,136609,null,5743,null,25002,null,4318,null,2262,null,652,null,6306,null,2651,null,0400000US10,Delaware,10
330534,null,5616,null,268137,null,6311,null,33965,null,5738,null,0,null,267,null,28432,null,4690,null,0400000US11,District of Columbia,11
2741474,null,17401,null,2155720,null,28894,null,402002,null,19168,null,112751,null,10239,null,71001,null,7471,null,0400000US12,Florida,12
2761586,null,14435,null,2191531,null,23363,null,333093,null,17731,null,164591,null,11379,null,72371,null,7494,null,0400000US13,Georgia,13
27863,null,3754,null,19421,null,2771,null,2690,null,1355,null,268,null,444,null,5484,null,2332,null,0400000US15,Hawaii,15
8406,null,1733,null,6005,null,1682,null,1580,null,1062,null,671,null,697,null,150,null,157,null,0400000US16,Idaho,16
1860332,null,11090,null,1473458,null,16080,null,276045,null,14467,null,64015,null,7106,null,46814,null,5526,null,0400000US17,Illinois,17
539554,null,7013,null,403594,null,9349,null,101381,null,9406,null,17545,null,2647,null,17034,null,2951,null,0400000US18,Indiana,18
65882,null,3565,null,44627,null,4122,null,12985,null,2922,null,3669,null,1226,null,4601,null,1552,null,0400000US19,Iowa,19
156199,null,5562,null,115058,null,5639,null,27735,null,4466,null,4985,null,1550,null,8421,null,2734,null,0400000US20,Kansas,20
309974,null,6243,null,249102,null,7738,null,38682,null,5365,null,12890,null,2445,null,9300,null,1837,null,0400000US21,Kentucky,21
