B12002G_001E,B12002G_001EA,B12002G_001M,B12002G_001MA,B12002G_002E,B12002G_002EA,B12002G_002M,B12002G_002MA,B12002G_003E,B12002G_003EA,B12002G_003M,B12002G_003MA,B12002G_004E,B12002G_004EA,B12002G_004M,B12002G_004MA,B12002G_005E,B12002G_005EA,B12002G_005M,B12002G_005MA,B12002G_006E,B12002G_006EA,B12002G_006M,B12002G_006MA,B12002G_007E,B12002G_007EA,B12002G_007M,B12002G_007MA,B12002G_008E,B12002G_008EA,B12002G_008M,B12002G_008MA,B12002G_009E,B12002G_009EA,B12002G_009M,B12002G_009MA,B12002G_010E,B12002G_010EA,B12002G_010M,B12002G_010MA,B12002G_011E,B12002G_011EA,B12002G_011M,B12002G_011MA,B12002G_012E,B12002G_012EA,B12002G_012M,B12002G_012MA,B12002G_013E,B12002G_013EA,B12002G_013M,B12002G_013MA,GEO_ID,NAME,state
57138,null,4090,null,27095,null,2301,null,13419,null,1603,null,8843,null,1318,null,182,null,208,null,472,null,338,null,4179,null,867,null,30043,null,2955,null,14113,null,2057,null,9909,null,1514,null,505,null,326,null,1180,null,469,null,4336,null,1062,null,0400000US18,Indiana,18
20281,null,2336,null,9791,null,1417,null,5855,null,1180,null,2909,null,691,null,119,null,149,null,84,null,103,null,824,null,399,null,10490,null,1430,null,4446,null,1023,null,3797,null,883,null,759,null,412,null,576,null,255,null,912,null,405,null,0400000US19,Iowa,19
41320,null,3420,null,20320,null,2184,null,9384,null,1605,null,7990,null,1358,null,721,null,461,null,372,null,329,null,1853,null,548,null,21000,null,2422,null,8665,null,1677,null,6784,null,1086,null,603,null,396,null,759,null,299,null,4189,null,960,null,0400000US20,Kansas,20
31778,null,3293,null,14753,null,1684,null,6792,null,1334,null,5437,null,1055,null,326,null,292,null,377,null,288,null,1821,null,670,null,17025,null,2438,null,6885,null,1428,null,5551,null,1459,null,508,null,375,null,1896,null,710,null,2185,null,706,null,0400000US21,Kentucky,21
29760,null,3535,null,12908,null,1870,null,6126,null,1383,null,4654,null,939,null,701,null,356,null,251,null,232,null,1176,null,521,null,16852,null,2579,null,6770,null,2021,null,5958,null,1284,null,437,null,329,null,1645,null,533,null,2042,null,568,null,0400000US22,Louisiana,22
14750,null,1702,null,6311,null,969,null,2351,null,625,null,2746,null,802,null,75,null,98,null,90,null,113,null,1049,null,462,null,8439,null,1396,null,3721,null,1062,null,2260,null,679,null,276,null,277,null,863,null,465,null,1319,null,502,null,0400000US23,Maine,23
65250,null,5138,null,31566,null,2830,null,14753,null,2243,null,12095,null,1769,null,1021,null,503,null,482,null,445,null,3215,null,921,null,33684,null,3236,null,15307,null,2140,null,11445,null,1448,null,1414,null,742,null,1913,null,769,null,3605,null,1112,null,0400000US24,Maryland,24
69966,null,5536,null,34309,null,3777,null,18399,null,3039,null,12358,null,1989,null,671,null,701,null,234,null,176,null,2647,null,945,null,35657,null,3158,null,19306,null,2680,null,10900,null,1630,null,1096,null,589,null,1084,null,556,null,3271,null,912,null,0400000US25,Massachusetts,25
109114,null,5671,null,50459,null,3611,null,25433,null,2644,null,17227,null,1948,null,1590,null,706,null,717,null,323,null,5492,null,963,null,58655,null,4032,null,27549,null,3454,null,17578,null,1775,null,2477,null,852,null,3737,null,678,null,7314,null,1158,null,0400000US26,Michigan,26
48134,null,4247,null,24747,null,3042,null,14660,null,2125,null,7285,null,1232,null,402,null,277,null,128,null,116,null,2272,null,757,null,23387,null,2314,null,12477,null,1900,null,6640,null,1005,null,368,null,212,null,598,null,284,null,3304,null,1173,null,0400000US27,Minnesota,27
14262,null,2642,null,6684,null,1394,null,2881,null,934,null,2795,null,1021,null,141,null,176,null,157,null,151,null,710,null,429,null,7578,null,1640,null,2656,null,1166,null,2641,null,837,null,510,null,490,null,828,null,487,null,943,null,517,null,0400000US28,Mississippi,28
67960,null,4714,null,34691,null,2991,null,15739,null,2094,null,12098,null,1708,null,1212,null,534,null,979,null,504,null,4663,null,1056,null,33269,null,3103,null,12704,null,2085,null,11724,null,1823,null,1304,null,659,null,2222,null,765,null,5315,null,1153,null,0400000US29,Missouri,29
13184,null,1966,null,6260,null,1206,null,2270,null,873,null,2416,null,670,null,47,null,89,null,92,null,130,null,1435,null,595,null,6924,null,1362,null,3084,null,1062,null,2270,null,702,null,324,null,278,null,207,null,209,null,1039,null,478,null,0400000US30,Montana,30
17572,null,2522,null,8075,null,1649,null,4795,null,1086,null,2477,null,778,null,251,null,220,null,127,null,186,null,425,null,300,null,9497,null,1674,null,4127,null,1200,null,3458,null,911,null,185,null,186,null,143,null,136,null,1584,null,766,null,0400000US31,Nebraska,31
42305,null,3928,null,20875,null,2236,null,10129,null,1634,null,7769,null,1564,null,613,null,353,null,201,null,246,null,2163,null,742,null,21430,null,2410,null,7377,null,1480,null,8488,null,1392,null,733,null,348,null,1058,null,476,null,3774,null,950,null,0400000US32,Nevada,32
8487,null,1337,null,3551,null,876,null,1499,null,592,null,1208,null,467,null,195,null,218,null,349,null,276,null,300,null,269,null,4936,null,1037,null,2040,null,551,null,1832,null,591,null,102,null,136,null,245,null,278,null,717,null,446,null,0400000US33,New Hampshire,33
82517,null,5185,null,41378,null,3455,null,20837,null,2545,null,16205,null,1704,null,784,null,307,null,998,null,717,null,2554,null,907,null,41139,null,3306,null,18611,null,2359,null,13750,null,1594,null,1356,null,585,null,2272,null,790,null,5150,null,1197,null,0400000US34,New Jersey,34
30190,null,2841,null,17296,null,1981,null,8598,null,1453,null,6025,null,1125,null,343,null,318,null,223,null,247,null,2107,null,627,null,12894,null,1824,null,4806,null,1342,null,5124,null,1055,null,517,null,315,null,1109,null,457,null,1338,null,529,null,0400000US35,New Mexico,35
229022,null,10912,null,110046,null,5670,null,58136,null,4254,null,39238,null,3352,null,3897,null,1204,null,1821,null,658,null,6954,null,1314,null,118976,null,6941,null,57775,null,4830,null,36205,null,3105,null,4440,null,976,null,7295,null,1423,null,13261,null,2003,null,0400000US36,New York,36
74879,null,5017,null,36463,null,3241,null,18527,null,2319,null,12959,null,1843,null,1311,null,606,null,646,null,419,null,3020,null,952,null,38416,null,3290,null,15837,null,2184,null,12993,null,2024,null,1988,null,1024,null,2428,null,740,null,5170,null,1107,null,0400000US37,North Carolina,37
4846,null,1087,null,2570,null,857,null,1220,null,582,null,1132,null,539,null,40,null,70,null,0,null,203,null,178,null,161,null,2276,null,643,null,1065,null,495,null,759,null,392,null,0,null,203,null,59,null,67,null,393,null,362,null,0400000US38,North Dakota,38
95974,null,4574,null,48414,null,3217,null,22077,null,2503,null,18260,null,1703,null,1881,null,918,null,1426,null,556,null,4770,null,1032,null,47560,null,3133,null,21241,null,2584,null,15883,null,1999,null,1833,null,702,null,2434,null,603,null,6169,null,1078,null,0400000US39,Ohio,39
151780,null,7309,null,75759,null,4623,null,32469,null,3030,null,30695,null,2526,null,1187,null,471,null,1656,null,577,null,9752,null,1387,null,76021,null,4156,null,23832,null,2651,null,31899,null,2363,null,2292,null,857,null,5964,null,962,null,12034,null,1889,null,0400000US40,Oklahoma,40
75837,null,4829,null,35075,null,3120,null,15912,null,1870,null,13045,null,1875,null,783,null,630,null,902,null,465,null,4433,null,1041,null,40762,null,3197,null,16630,null,2240,null,15012,null,1629,null,2398,null,1047,null,1938,null,677,null,4784,null,1065,null,0400000US41,Oregon,41
88339,null,5271,null,43205,null,3931,null,25462,null,3200,null,12968,null,1715,null,1154,null,545,null,584,null,376,null,3037,null,963,null,45134,null,3304,null,23071,null,2448,null,13562,null,1739,null,1533,null,518,null,1994,null,656,null,4974,null,1057,null,0400000US42,Pennsylvania,42
13873,null,2430,null,6623,null,1439,null,3531,null,1104,null,2812,null,831,null,0,null,285,null,100,null,165,null,180,null,152,null,7250,null,1377,null,3339,null,994,null,2324,null,765,null,303,null,294,null,316,null,346,null,968,null,512,null,0400000US44,Rhode Island,44
29565,null,3039,null,14065,null,1977,null,7477,null,1377,null,5326,null,1241,null,364,null,318,null,0,null,287,null,898,null,469,null,15500,null,2178,null,7874,null,1681,null,4442,null,868,null,651,null,392,null,989,null,482,null,1544,null,597,null,0400000US45,South Carolina,45
8227,null,1763,null,3758,null,1037,null,2077,null,853,null,1411,null,649,null,0,null,221,null,12,null,27,null,258,null,192,null,4469,null,1296,null,2586,null,886,null,1308,null,710,null,82,null,146,null,64,null,70,null,429,null,328,null,0400000US46,South Dakota,46
44525,null,3966,null,22363,null,2604,null,9531,null,1544,null,9278,null,1473,null,363,null,321,null,393,null,225,null,2798,null,787,null,22162,null,2418,null,7641,null,1722,null,8105,null,1170,null,449,null,336,null,2623,null,724,null,3344,null,789,null,0400000US47,Tennessee,47
254183,null,9972,null,129311,null,6857,null,58167,null,4897,null,52670,null,3804,null,2383,null,795,null,1970,null,814,null,14121,null,1909,null,124872,null,5367,null,43170,null,2754,null,51892,null,3420,null,3998,null,1208,null,7373,null,1271,null,18439,null,2009,null,0400000US48,Texas,48
23846,null,2893,null,12442,null,1973,null,6059,null,1222,null,5106,null,1202,null,50,null,83,null,27,null,48,null,1200,null,630,null,11404,null,1769,null,5421,null,1280,null,4473,null,903,null,139,null,121,null,170,null,153,null,1201,null,622,null,0400000US49,Utah,49
6359,null,1047,null,2569,null,657,null,924,null,341,null,1066,null,441,null,42,null,53,null,82,null,84,null,455,null,274,null,3790,null,823,null,1844,null,633,null,1104,null,364,null,148,null,160,null,167,null,170,null,527,null,390,null,0400000US50,Vermont,50
86755,null,6360,null,42450,null,4093,null,22147,null,3028,null,16639,null,2322,null,752,null,445,null,404,null,293,null,2508,null,712,null,44305,null,3753,null,18573,null,2428,null,16808,null,2153,null,1929,null,775,null,2663,null,801,null,4332,null,1133,null,0400000US51,Virginia,51
139430,null,7024,null,69247,null,4210,null,38256,null,3746,null,22916,null,2315,null,627,null,445,null,603,null,392,null,6845,null,1268,null,70183,null,4833,null,32021,null,3309,null,24572,null,2534,null,1963,null,869,null,1941,null,604,null,9686,null,1616,null,0400000US53,Washington,53
12866,null,1687,null,5348,null,1069,null,2485,null,754,null,1874,null,665,null,187,null,276,null,39,null,65,null,763,null,356,null,7518,null,1181,null,2993,null,933,null,2743,null,880,null,219,null,179,null,482,null,256,null,1081,null,608,null,0400000US54,West Virginia,54
39530,null,3024,null,20599,null,2043,null,10851,null,1505,null,6689,null,1117,null,210,null,144,null,237,null,167,null,2612,null,806,null,18931,null,1983,null,10501,null,1600,null,5236,null,1023,null,466,null,344,null,981,null,402,null,1747,null,632,null,0400000US55,Wisconsin,55
8495,null,1884,null,3802,null,1096,null,2238,null,1048,null,1118,null,532,null,54,null,85,null,120,null,142,null,272,null,222,null,4693,null,1130,null,2125,null,1065,null,1360,null,488,null,232,null,240,null,82,null,99,null,894,null,666,null,0400000US56,Wyoming,56
134658,null,6845,null,65564,null,4145,null,28593,null,3023,null,25779,null,2183,null,2767,null,905,null,2147,null,850,null,6278,null,1401,null,69094,null,4343,null,25564,null,2861,null,24776,null,1913,null,3003,null,869,null,5462,null,1039,null,10289,null,1594,null,0400000US72,Puerto Rico,72
