B16006_001E,B16006_001EA,B16006_001M,B16006_001MA,B16006_002E,B16006_002EA,B16006_002M,B16006_002MA,B16006_003E,B16006_003EA,B16006_003M,B16006_003MA,B16006_004E,B16006_004EA,B16006_004M,B16006_004MA,B16006_005E,B16006_005EA,B16006_005M,B16006_005MA,B16006_006E,B16006_006EA,B16006_006M,B16006_006MA,B16006_007E,B16006_007EA,B16006_007M,B16006_007MA,B16006_008E,B16006_008EA,B16006_008M,B16006_008MA,GEO_ID,NAME,state
312547,null,631,null,66470,null,6034,null,242159,null,6138,null,104808,null,5351,null,53988,null,3902,null,55654,null,4292,null,27709,null,3803,null,3918,null,1738,null,0400000US24,Maryland,24
475830,null,525,null,94574,null,6017,null,375839,null,6350,null,194401,null,8666,null,77592,null,4830,null,64072,null,4930,null,39774,null,4396,null,5417,null,1782,null,0400000US25,Massachusetts,25
358802,null,1437,null,152064,null,6813,null,204068,null,6659,null,104082,null,5915,null,42950,null,3278,null,35689,null,4149,null,21347,null,3549,null,2670,null,825,null,0400000US26,Michigan,26
176484,null,1278,null,55664,null,4230,null,119336,null,4142,null,54990,null,3748,null,24955,null,2469,null,26732,null,3473,null,12659,null,2725,null,1484,null,665,null,0400000US27,Minnesota,27
48394,null,2896,null,13672,null,2108,null,34577,null,3224,null,13246,null,2229,null,5003,null,1300,null,8645,null,1793,null,7683,null,2308,null,145,null,165,null,0400000US28,Mississippi,28
155564,null,1627,null,64079,null,4688,null,91163,null,4288,null,42014,null,3438,null,19195,null,2367,null,20007,null,2744,null,9947,null,2043,null,322,null,196,null,0400000US29,Missouri,29
21904,null,1058,null,18119,null,1268,null,3609,null,919,null,2473,null,704,null,736,null,357,null,295,null,242,null,105,null,101,null,176,null,211,null,0400000US30,Montana,30
115128,null,1399,null,34946,null,3417,null,80128,null,3684,null,36910,null,3351,null,17655,null,2479,null,15813,null,2159,null,9750,null,1698,null,54,null,62,null,0400000US31,Nebraska,31
568051,null,460,null,126732,null,8122,null,440353,null,8099,null,209328,null,7722,null,96003,null,5627,null,89808,null,5679,null,45214,null,4768,null,966,null,650,null,0400000US32,Nevada,32
29512,null,708,null,11067,null,2206,null,17968,null,2147,null,10205,null,1658,null,3845,null,1263,null,3373,null,1251,null,545,null,383,null,477,null,427,null,0400000US33,New Hampshire,33
1248739,null,363,null,211522,null,10955,null,1029847,null,11343,null,516954,null,13437,null,206884,null,9066,null,205301,null,9097,null,100708,null,6952,null,7370,null,2158,null,0400000US34,New Jersey,34
797316,null,631,null,309681,null,9574,null,485639,null,9559,null,341343,null,9001,null,68469,null,4236,null,48575,null,3956,null,27252,null,3421,null,1996,null,860,null,0400000US35,New Mexico,35
2883843,null,1790,null,499031,null,15049,null,2371821,null,15724,null,1200830,null,17338,null,464270,null,13050,null,494993,null,15561,null,211728,null,9865,null,12991,null,1846,null,0400000US36,New York,36
546689,null,4057,null,78897,null,5686,null,466283,null,6126,null,178007,null,6928,null,97520,null,6142,null,126535,null,6307,null,64221,null,4773,null,1509,null,781,null,0400000US37,North Carolina,37
8526,null,797,null,4978,null,1034,null,3519,null,837,null,2703,null,910,null,450,null,329,null,219,null,210,null,147,null,176,null,29,null,61,null,0400000US38,North Dakota,38
249029,null,2412,null,110722,null,5185,null,136367,null,4356,null,71946,null,4409,null,26768,null,2796,null,24671,null,2688,null,12982,null,2460,null,1940,null,838,null,0400000US39,Ohio,39
224350,null,1928,null,66319,null,5643,null,156803,null,5540,null,68904,null,5121,null,32247,null,3268,null,38252,null,3231,null,17400,null,2840,null,1228,null,719,null,0400000US40,Oklahoma,40
347620,null,1157,null,82101,null,6160,null,264139,null,6084,null,111607,null,6534,null,51373,null,4447,null,65635,null,5526,null,35524,null,4264,null,1380,null,733,null,0400000US41,Oregon,41
489245,null,1446,null,138720,null,7632,null,347516,null,7789,null,192819,null,8374,null,67692,null,4871,null,60487,null,4997,null,26518,null,3257,null,3009,null,889,null,0400000US42,Pennsylvania,42
106084,null,527,null,14061,null,2359,null,91730,null,2321,null,42756,null,3412,null,17699,null,2597,null,19221,null,2690,null,12054,null,2406,null,293,null,268,null,0400000US44,Rhode Island,44
143569,null,1701,null,30500,null,3772,null,112630,null,4018,null,45120,null,3736,null,22999,null,2306,null,29431,null,3130,null,15080,null,2638,null,439,null,282,null,0400000US45,South Carolina,45
14199,null,1461,null,7212,null,1182,null,6710,null,1132,null,4211,null,1015,null,597,null,387,null,1311,null,704,null,591,null,374,null,277,null,338,null,0400000US46,South Dakota,46
180621,null,2627,null,37045,null,4038,null,142665,null,3955,null,52712,null,4281,null,31582,null,2767,null,37820,null,3803,null,20551,null,3203,null,911,null,644,null,0400000US47,Tennessee,47
7628340,null,1523,null,1542120,null,24430,null,6076493,null,24636,null,3272683,null,28481,null,1060296,null,18412,null,1021057,null,22453,null,722457,null,17983,null,9727,null,1760,null,0400000US48,Texas,48
266662,null,771,null,85168,null,5726,null,181209,null,5788,null,76880,null,5117,null,40688,null,3619,null,40493,null,3831,null,23148,null,3431,null,285,null,188,null,0400000US49,Utah,49
7203,null,754,null,4408,null,950,null,2547,null,684,null,1671,null,563,null,328,null,285,null,95,null,88,null,453,null,357,null,248,null,234,null,0400000US50,Vermont,50
441601,null,2471,null,95219,null,6392,null,343583,null,6264,null,165817,null,6592,null,71898,null,4788,null,74475,null,4857,null,31393,null,3419,null,2799,null,1028,null,0400000US51,Virginia,51
532410,null,1169,null,152432,null,8270,null,377879,null,8612,null,175052,null,7968,null,80711,null,5598,null,72277,null,5592,null,49839,null,4847,null,2099,null,777,null,0400000US53,Washington,53
17706,null,1892,null,10396,null,1646,null,7053,null,1681,null,4695,null,1531,null,1050,null,458,null,927,null,633,null,381,null,404,null,257,null,321,null,0400000US54,West Virginia,54
237391,null,1243,null,67531,null,3993,null,168326,null,3974,null,82360,null,4733,null,37446,null,3220,null,34067,null,3287,null,14453,null,2218,null,1534,null,788,null,0400000US55,Wisconsin,55
33362,null,650,null,18916,null,2402,null,14446,null,2413,null,7512,null,1314,null,3132,null,1375,null,2390,null,985,null,1412,null,613,null,0,null,259,null,0400000US56,Wyoming,56
3646876,null,4491,null,167966,null,9926,null,3476421,null,10738,null,491889,null,12256,null,531850,null,12783,null,714156,null,14311,null,1738526,null,16016,null,2489,null,600,null,0400000US72,Puerto Rico,72
