B23004_001E,B23004_001EA,B23004_001M,B23004_001MA,B23004_002E,B23004_002EA,B23004_002M,B23004_002MA,B23004_003E,B23004_003EA,B23004_003M,B23004_003MA,B23004_004E,B23004_004EA,B23004_004M,B23004_004MA,B23004_005E,B23004_005EA,B23004_005M,B23004_005MA,B23004_006E,B23004_006EA,B23004_006M,B23004_006MA,B23004_007E,B23004_007EA,B23004_007M,B23004_007MA,B23004_008E,B23004_008EA,B23004_008M,B23004_008MA,B23004_009E,B23004_009EA,B23004_009M,B23004_009MA,B23004_010E,B23004_010EA,B23004_010M,B23004_010MA,B23004_011E,B23004_011EA,B23004_011M,B23004_011MA,B23004_012E,B23004_012EA,B23004_012M,B23004_012MA,B23004_013E,B23004_013EA,B23004_013M,B23004_013MA,B23004_014E,B23004_014EA,B23004_014M,B23004_014MA,B23004_015E,B23004_015EA,B23004_015M,B23004_015MA,B23004_016E,B23004_016EA,B23004_016M,B23004_016MA,B23004_017E,B23004_017EA,B23004_017M,B23004_017MA,B23004_018E,B23004_018EA,B23004_018M,B23004_018MA,B23004_019E,B23004_019EA,B23004_019M,B23004_019MA,GEO_ID,NAME,state
624747,null,2202,null,98290,null,4023,null,79767,null,3242,null,65617,null,2835,null,64550,null,2710,null,1067,null,396,null,14150,null,1694,null,18523,null,1747,null,14777,null,1616,null,14606,null,1616,null,171,null,155,null,3746,null,795,null,526457,null,4770,null,256275,null,3767,null,387,null,205,null,255888,null,3752,null,270182,null,3082,null,262,null,232,null,269920,null,3127,null,0400000US01,Alabama,01
47081,null,1179,null,12301,null,1411,null,9635,null,1167,null,7411,null,1136,null,7033,null,1174,null,378,null,228,null,2224,null,529,null,2666,null,994,null,1989,null,871,null,1509,null,777,null,480,null,447,null,677,null,346,null,34780,null,1544,null,19828,null,1323,null,16,null,27,null,19812,null,1326,null,14952,null,1075,null,0,null,237,null,14952,null,1075,null,0400000US02,Alaska,02
819176,null,1434,null,138217,null,5211,null,111631,null,4927,null,89627,null,4891,null,87363,null,4873,null,2264,null,718,null,22004,null,2094,null,26586,null,2276,null,19437,null,1915,null,18854,null,1870,null,583,null,339,null,7149,null,1240,null,680959,null,5714,null,309600,null,5246,null,1179,null,467,null,308421,null,5238,null,371359,null,2838,null,592,null,389,null,370767,null,2891,null,0400000US04,Arizona,04
397936,null,2038,null,65699,null,3825,null,53854,null,2989,null,43870,null,2952,null,42853,null,2976,null,1017,null,468,null,9984,null,1254,null,11845,null,1690,null,8904,null,1270,null,8681,null,1240,null,223,null,200,null,2941,null,862,null,332237,null,4130,null,156012,null,3288,null,793,null,460,null,155219,null,3274,null,176225,null,2202,null,66,null,86,null,176159,null,2178,null,0400000US05,Arkansas,05
4000949,null,3352,null,706304,null,10714,null,573974,null,10262,null,479420,null,9829,null,466158,null,9525,null,13262,null,2055,null,94554,null,3996,null,132330,null,5230,null,107042,null,4614,null,104525,null,4609,null,2517,null,726,null,25288,null,2368,null,3294645,null,10803,null,1474357,null,10241,null,7450,null,1397,null,1466907,null,10253,null,1820288,null,6269,null,1721,null,560,null,1818567,null,6238,null,0400000US06,California,06
493393,null,1635,null,103704,null,3943,null,86911,null,3711,null,68998,null,3302,null,68076,null,3289,null,922,null,380,null,17913,null,2091,null,16793,null,1555,null,12737,null,1339,null,12561,null,1315,null,176,null,187,null,4056,null,825,null,389689,null,4295,null,179252,null,4088,null,811,null,397,null,178441,null,4050,null,210437,null,2512,null,336,null,253,null,210101,null,2550,null,0400000US08,Colorado,08
471460,null,1098,null,93533,null,3847,null,75279,null,3467,null,62527,null,3076,null,61063,null,3173,null,1464,null,468,null,12752,null,1600,null,18254,null,1556,null,14905,null,1306,null,14646,null,1303,null,259,null,182,null,3349,null,759,null,377927,null,3962,null,153409,null,3600,null,1120,null,446,null,152289,null,3649,null,224518,null,1675,null,337,null,255,null,224181,null,1690,null,0400000US09,Connecticut,09
117081,null,845,null,21458,null,1977,null,17088,null,1743,null,13654,null,1588,null,13202,null,1501,null,452,null,278,null,3434,null,681,null,4370,null,1057,null,3324,null,810,null,3296,null,815,null,28,null,34,null,1046,null,452,null,95623,null,2109,null,44649,null,1859,null,266,null,183,null,44383,null,1896,null,50974,null,1205,null,200,null,199,null,50774,null,1282,null,0400000US10,Delaware,10
70264,null,549,null,15740,null,1523,null,12013,null,1130,null,10052,null,1023,null,9915,null,1021,null,137,null,107,null,1961,null,580,null,3727,null,925,null,3173,null,882,null,3173,null,882,null,0,null,300,null,554,null,272,null,54524,null,1597,null,24270,null,1192,null,99,null,112,null,24171,null,1179,null,30254,null,1092,null,82,null,132,null,30172,null,1062,null,0400000US11,District of Columbia,11
3096575,null,4348,null,504386,null,9519,null,396815,null,8061,null,326337,null,7638,null,318616,null,7672,null,7721,null,1220,null,70478,null,3287,null,107571,null,4667,null,82868,null,4272,null,80604,null,4225,null,2264,null,619,null,24703,null,2244,null,2592189,null,10334,null,1087850,null,7969,null,5753,null,1074,null,1082097,null,8034,null,1504339,null,6700,null,2405,null,907,null,1501934,null,6674,null,0400000US12,Florida,12
