B10058_001E,B10058_001EA,B10058_001M,B10058_001MA,B10058_002E,B10058_002EA,B10058_002M,B10058_002MA,B10058_003E,B10058_003EA,B10058_003M,B10058_003MA,B10058_004E,B10058_004EA,B10058_004M,B10058_004MA,B10058_005E,B10058_005EA,B10058_005M,B10058_005MA,B10058_006E,B10058_006EA,B10058_006M,B10058_006MA,B10058_007E,B10058_007EA,B10058_007M,B10058_007MA,B10058_008E,B10058_008EA,B10058_008M,B10058_008MA,B10058_009E,B10058_009EA,B10058_009M,B10058_009MA,B10058_010E,B10058_010EA,B10058_010M,B10058_010MA,B10058_011E,B10058_011EA,B10058_011M,B10058_011MA,GEO_ID,NAME,state
109141,null,5275,null,53829,null,4075,null,33827,null,3733,null,28063,null,3530,null,5764,null,1383,null,20002,null,2342,null,55312,null,3689,null,24967,null,2471,null,12517,null,2029,null,12450,null,1842,null,30345,null,2992,null,0400000US01,Alabama,01
15875,null,2786,null,9192,null,2526,null,4164,null,1154,null,3083,null,964,null,1081,null,527,null,5028,null,1980,null,6683,null,1138,null,1789,null,476,null,680,null,280,null,1109,null,364,null,4894,null,1044,null,0400000US02,Alaska,02
149205,null,8551,null,78230,null,5679,null,39189,null,3717,null,31936,null,3554,null,7253,null,1543,null,39041,null,4453,null,70975,null,5211,null,24085,null,2941,null,12576,null,2055,null,11509,null,1802,null,46890,null,4288,null,0400000US04,Arizona,04
68828,null,5019,null,35868,null,4089,null,22839,null,3086,null,18604,null,2779,null,4235,null,893,null,13029,null,2232,null,32960,null,3095,null,17509,null,2392,null,9117,null,1517,null,8392,null,1621,null,15451,null,2189,null,0400000US05,Arkansas,05
964937,null,17706,null,423355,null,9800,null,154077,null,5956,null,122639,null,5541,null,31438,null,2755,null,269278,null,9278,null,541582,null,13607,null,121910,null,5717,null,51054,null,3366,null,70856,null,4958,null,419672,null,11905,null,0400000US06,California,06
80887,null,5552,null,41858,null,3745,null,21097,null,2763,null,17187,null,2545,null,3910,null,904,null,20761,null,2612,null,39029,null,3651,null,13865,null,1909,null,7481,null,1666,null,6384,null,1228,null,25164,null,3087,null,0400000US08,Colorado,08
59095,null,5080,null,31279,null,3381,null,13381,null,2338,null,10070,null,1754,null,3311,null,1215,null,17898,null,2204,null,27816,null,2966,null,6873,null,1332,null,3177,null,1056,null,3696,null,924,null,20943,null,2366,null,0400000US09,Connecticut,09
18132,null,2776,null,8903,null,1804,null,5015,null,1089,null,4337,null,972,null,678,null,368,null,3888,null,1180,null,9229,null,1936,null,3210,null,830,null,1337,null,479,null,1873,null,706,null,6019,null,1587,null,0400000US10,Delaware,10
13258,null,2201,null,5989,null,1700,null,2506,null,1100,null,2003,null,943,null,503,null,340,null,3483,null,1172,null,7269,null,1604,null,3658,null,1133,null,1809,null,890,null,1849,null,723,null,3611,null,1131,null,0400000US11,District of Columbia,11
396952,null,14654,null,194454,null,10687,null,95606,null,7103,null,73334,null,5684,null,22272,null,2494,null,98848,null,7277,null,202498,null,9416,null,55651,null,4257,null,24184,null,2548,null,31467,null,3411,null,146847,null,8702,null,0400000US12,Florida,12
227160,null,9803,null,115276,null,6805,null,58184,null,4507,null,45506,null,3864,null,12678,null,2118,null,57092,null,5141,null,111884,null,6565,null,42311,null,4316,null,22063,null,3118,null,20248,null,2876,null,69573,null,5123,null,0400000US13,Georgia,13
