B25093_001E,B25093_001EA,B25093_001M,B25093_001MA,B25093_002E,B25093_002EA,B25093_002M,B25093_002MA,B25093_003E,B25093_003EA,B25093_003M,B25093_003MA,B25093_004E,B25093_004EA,B25093_004M,B25093_004MA,B25093_005E,B25093_005EA,B25093_005M,B25093_005MA,B25093_006E,B25093_006EA,B25093_006M,B25093_006MA,B25093_007E,B25093_007EA,B25093_007M,B25093_007MA,B25093_008E,B25093_008EA,B25093_008M,B25093_008MA,B25093_009E,B25093_009EA,B25093_009M,B25093_009MA,B25093_010E,B25093_010EA,B25093_010M,B25093_010MA,B25093_011E,B25093_011EA,B25093_011M,B25093_011MA,B25093_012E,B25093_012EA,B25093_012M,B25093_012MA,B25093_013E,B25093_013EA,B25093_013M,B25093_013MA,B25093_014E,B25093_014EA,B25093_014M,B25093_014MA,B25093_015E,B25093_015EA,B25093_015M,B25093_015MA,B25093_016E,B25093_016EA,B25093_016M,B25093_016MA,B25093_017E,B25093_017EA,B25093_017M,B25093_017MA,B25093_018E,B25093_018EA,B25093_018M,B25093_018MA,B25093_019E,B25093_019EA,B25093_019M,B25093_019MA,B25093_020E,B25093_020EA,B25093_020M,B25093_020MA,B25093_021E,B25093_021EA,B25093_021M,B25093_021MA,B25093_022E,B25093_022EA,B25093_022M,B25093_022MA,B25093_023E,B25093_023EA,B25093_023M,B25093_023MA,B25093_024E,B25093_024EA,B25093_024M,B25093_024MA,B25093_025E,B25093_025EA,B25093_025M,B25093_025MA,B25093_026E,B25093_026EA,B25093_026M,B25093_026MA,B25093_027E,B25093_027EA,B25093_027M,B25093_027MA,B25093_028E,B25093_028EA,B25093_028M,B25093_028MA,B25093_029E,B25093_029EA,B25093_029M,B25093_029MA,GEO_ID,NAME,state
1287825,null,11794,null,22849,null,2682,null,8591,null,1617,null,3740,null,956,null,2754,null,1002,null,1578,null,608,null,5959,null,1334,null,227,null,180,null,140326,null,5380,null,66932,null,3910,null,22313,null,2316,null,14428,null,2007,null,11071,null,1839,null,24711,null,3045,null,871,null,470,null,788834,null,7863,null,444382,null,7057,null,102202,null,4129,null,65089,null,3676,null,45327,null,3296,null,125937,null,5177,null,5897,null,952,null,335816,null,4745,null,201997,null,4099,null,30202,null,2420,null,23218,null,2059,null,17500,null,1554,null,61356,null,3059,null,1543,null,499,null,0400000US01,Alabama,01
149018,null,3290,null,2075,null,591,null,504,null,287,null,20,null,31,null,184,null,236,null,144,null,145,null,1223,null,558,null,0,null,237,null,16848,null,1834,null,5257,null,990,null,2606,null,684,null,2718,null,906,null,2033,null,884,null,4234,null,814,null,0,null,237,null,109262,null,2736,null,53031,null,2555,null,16378,null,1942,null,10356,null,1569,null,8077,null,1097,null,21149,null,2248,null,271,null,192,null,20833,null,1349,null,12027,null,1124,null,2238,null,586,null,1517,null,480,null,1224,null,405,null,3760,null,753,null,67,null,106,null,0400000US02,Alaska,02
1533145,null,12918,null,20080,null,2223,null,5393,null,1087,null,2824,null,1074,null,1674,null,667,null,1912,null,865,null,7719,null,1427,null,558,null,359,null,182307,null,6188,null,47548,null,2826,null,29726,null,2690,null,25771,null,2669,null,21309,null,2845,null,57228,null,4499,null,725,null,544,null,924329,null,10433,null,390370,null,7870,null,131744,null,5926,null,98840,null,4399,null,68989,null,3674,null,227458,null,7882,null,6928,null,1208,null,406429,null,5336,null,241619,null,5930,null,37201,null,2617,null,27984,null,2611,null,22045,null,2590,null,74547,null,3139,null,3033,null,852,null,0400000US04,Arizona,04
746839,null,10273,null,12358,null,1930,null,5560,null,1177,null,1268,null,613,null,1453,null,647,null,985,null,508,null,2927,null,1018,null,165,null,160,null,81060,null,3812,null,42083,null,3288,null,13780,null,1621,null,8819,null,1628,null,3277,null,714,null,12648,null,1696,null,453,null,404,null,450731,null,7979,null,274645,null,6636,null,51370,null,3868,null,32528,null,3006,null,22047,null,2280,null,67187,null,3750,null,2954,null,962,null,202690,null,4240,null,125721,null,3665,null,20906,null,1781,null,14517,null,1658,null,9275,null,1282,null,31269,null,2470,null,1002,null,504,null,0400000US05,Arkansas,05
7076972,null,24937,null,54395,null,3713,null,10357,null,1530,null,3503,null,784,null,4462,null,1189,null,3966,null,1055,null,31360,null,3230,null,747,null,307,null,666603,null,10684,null,106533,null,4905,null,69206,null,4959,null,77314,null,4274,null,73658,null,3936,null,336794,null,7871,null,3098,null,1051,null,4642687,null,21994,null,1429911,null,17276,null,566180,null,11814,null,512816,null,10904,null,416512,null,9119,null,1692212,null,16177,null,25056,null,2560,null,1713287,null,13457,null,890601,null,10777,null,150993,null,4832,null,118103,null,4972,null,90412,null,4192,null,456169,null,9272,null,7009,null,1173,null,0400000US06,California,06
1280207,null,11127,null,18084,null,2010,null,4560,null,1189,null,1747,null,729,null,3051,null,959,null,1524,null,616,null,7169,null,1241,null,33,null,58,null,163468,null,5575,null,40589,null,3101,null,28282,null,2762,null,24215,null,2221,null,21174,null,2176,null,48803,null,3532,null,405,null,383,null,852793,null,8205,null,351489,null,7205,null,127546,null,4632,null,103704,null,4458,null,67260,null,3977,null,198860,null,5828,null,3934,null,949,null,245862,null,4044,null,138417,null,4235,null,23158,null,1996,null,18215,null,1586,null,12636,null,1765,null,51669,null,3192,null,1767,null,788,null,0400000US08,Colorado,08
924839,null,7954,null,6170,null,1572,null,588,null,307,null,484,null,288,null,369,null,292,null,860,null,602,null,3869,null,1210,null,0,null,273,null,87870,null,4282,null,20247,null,2087,null,13366,null,1727,null,14497,null,1831,null,10361,null,1630,null,29088,null,2891,null,311,null,319,null,617247,null,6282,null,246095,null,6004,null,91135,null,4333,null,73676,null,3528,null,52698,null,3272,null,152222,null,5060,null,1421,null,509,null,213552,null,3789,null,88910,null,3468,null,26159,null,2006,null,19357,null,2079,null,14426,null,1295,null,63955,null,2922,null,745,null,393,null,0400000US09,Connecticut,09
238141,null,4151,null,3206,null,952,null,737,null,514,null,219,null,206,null,934,null,541,null,234,null,235,null,1082,null,522,null,0,null,261,null,28293,null,2102,null,8998,null,1655,null,4992,null,1039,null,4749,null,1223,null,2823,null,991,null,6718,null,1274,null,13,null,23,null,148826,null,3043,null,67743,null,3187,null,19893,null,2297,null,15263,null,2039,null,11428,null,1845,null,33113,null,2285,null,1386,null,658,null,57816,null,1913,null,32427,null,1941,null,5444,null,882,null,5035,null,923,null,2933,null,691,null,11558,null,1169,null,419,null,313,null,0400000US10,Delaware,10
111813,null,2883,null,759,null,497,null,28,null,49,null,0,null,300,null,57,null,97,null,90,null,154,null,584,null,458,null,0,null,300,null,14472,null,1592,null,3244,null,765,null,2410,null,753,null,1766,null,663,null,1878,null,590,null,5094,null,1029,null,80,null,133,null,66997,null,2693,null,28203,null,2217,null,10255,null,1406,null,7628,null,1523,null,4503,null,1003,null,15975,null,2127,null,433,null,360,null,29585,null,1424,null,16378,null,1399,null,2982,null,792,null,1759,null,457,null,1373,null,461,null,7033,null,1007,null,60,null,111,null,0400000US11,District of Columbia,11
5005708,null,26411,null,53977,null,4230,null,11467,null,1838,null,5444,null,1428,null,6327,null,1305,null,4712,null,1220,null,24633,null,2846,null,1394,null,571,null,460786,null,10050,null,102697,null,5688,null,67297,null,4607,null,57722,null,3997,null,48457,null,3914,null,182520,null,7144,null,2093,null,935,null,2929535,null,19198,null,1074642,null,14499,null,358004,null,9135,null,312572,null,8153,null,236088,null,7425,null,921685,null,14946,null,26544,null,2965,null,1561410,null,12822,null,757826,null,10671,null,156647,null,5915,null,116778,null,4173,null,96155,null,4641,null,420810,null,9330,null,13194,null,1889,null,0400000US12,Florida,12
