B15002A_001E,B15002A_001EA,B15002A_001M,B15002A_001MA,B15002A_002E,B15002A_002EA,B15002A_002M,B15002A_002MA,B15002A_003E,B15002A_003EA,B15002A_003M,B15002A_003MA,B15002A_004E,B15002A_004EA,B15002A_004M,B15002A_004MA,B15002A_005E,B15002A_005EA,B15002A_005M,B15002A_005MA,B15002A_006E,B15002A_006EA,B15002A_006M,B15002A_006MA,B15002A_007E,B15002A_007EA,B15002A_007M,B15002A_007MA,B15002A_008E,B15002A_008EA,B15002A_008M,B15002A_008MA,B15002A_009E,B15002A_009EA,B15002A_009M,B15002A_009MA,B15002A_010E,B15002A_010EA,B15002A_010M,B15002A_010MA,B15002A_011E,B15002A_011EA,B15002A_011M,B15002A_011MA,B15002A_012E,B15002A_012EA,B15002A_012M,B15002A_012MA,B15002A_013E,B15002A_013EA,B15002A_013M,B15002A_013MA,B15002A_014E,B15002A_014EA,B15002A_014M,B15002A_014MA,B15002A_015E,B15002A_015EA,B15002A_015M,B15002A_015MA,B15002A_016E,B15002A_016EA,B15002A_016M,B15002A_016MA,B15002A_017E,B15002A_017EA,B15002A_017M,B15002A_017MA,GEO_ID,NAME,state
3972006,null,9208,null,1927906,null,6711,null,109546,null,6052,null,195591,null,7357,null,559356,null,11897,null,350321,null,8493,null,112091,null,5807,null,391073,null,9220,null,209928,null,7284,null,2044100,null,4740,null,90561,null,5066,null,190192,null,7672,null,627755,null,11899,null,395570,null,9788,null,143753,null,5651,null,383921,null,9394,null,212348,null,8014,null,0400000US13,Georgia,13
248534,null,2516,null,133252,null,1738,null,1412,null,672,null,4712,null,1145,null,30364,null,2675,null,29586,null,2364,null,12135,null,1853,null,30394,null,2403,null,24649,null,2007,null,115282,null,1340,null,1963,null,660,null,4871,null,1038,null,23410,null,2179,null,26596,null,2081,null,10161,null,1698,null,29704,null,2476,null,18577,null,1966,null,0400000US15,Hawaii,15
887843,null,2855,null,439024,null,2055,null,16371,null,1864,null,32554,null,2785,null,129641,null,5226,null,108335,null,4824,null,36124,null,3081,null,76214,null,4263,null,39785,null,2884,null,448819,null,1614,null,13731,null,1787,null,34171,null,2702,null,138484,null,4371,null,116174,null,3592,null,40966,null,2689,null,76865,null,3809,null,28428,null,2310,null,0400000US16,Idaho,16
6167659,null,11742,null,2980885,null,7498,null,128783,null,4915,null,197320,null,6698,null,857741,null,12657,null,602041,null,10676,null,209526,null,6385,null,608505,null,8529,null,376969,null,7040,null,3186774,null,5804,null,137614,null,4850,null,199593,null,7945,null,959900,null,12577,null,662906,null,12101,null,251232,null,8227,null,613605,null,8957,null,361924,null,8479,null,0400000US17,Illinois,17
3643476,null,4959,null,1755505,null,3653,null,65891,null,3292,null,171014,null,6664,null,657448,null,9915,null,335765,null,7851,null,116578,null,4955,null,264928,null,6421,null,143881,null,5901,null,1887971,null,2647,null,69432,null,4119,null,176468,null,4919,null,720522,null,9392,null,366929,null,8778,null,143161,null,4847,null,263889,null,7056,null,147570,null,4817,null,0400000US18,Indiana,18
1861208,null,3630,null,896290,null,2396,null,33426,null,2564,null,56289,null,3217,null,335152,null,5408,null,172953,null,5015,null,79371,null,3756,null,145573,null,4984,null,73526,null,3511,null,964918,null,1887,null,31714,null,1951,null,54478,null,2806,null,337928,null,5425,null,210021,null,5579,null,97806,null,3629,null,170276,null,4452,null,62695,null,2976,null,0400000US19,Iowa,19
1570897,null,4276,null,758002,null,3225,null,27289,null,2229,null,50139,null,3094,null,230050,null,5941,null,167113,null,4678,null,49742,null,3195,null,154270,null,4957,null,79399,null,3208,null,812895,null,2239,null,23827,null,2249,null,48277,null,2984,null,243572,null,5944,null,195238,null,5314,null,65155,null,3447,null,159249,null,4396,null,77577,null,3949,null,0400000US20,Kansas,20
2582181,null,3195,null,1233996,null,2660,null,116017,null,4801,null,144136,null,5909,null,445194,null,7037,null,217349,null,6255,null,59079,null,3723,null,153817,null,4942,null,98404,null,5159,null,1348185,null,1879,null,113290,null,5240,null,137230,null,5701,null,470581,null,9247,null,254657,null,6920,null,99836,null,4415,null,161169,null,5856,null,111422,null,4763,null,0400000US21,Kentucky,21
1868135,null,3629,null,898665,null,2576,null,60094,null,4030,null,99781,null,5130,null,305640,null,6845,null,182860,null,6362,null,33330,null,2779,null,144858,null,6060,null,72102,null,3145,null,969470,null,2111,null,54784,null,3743,null,96700,null,4686,null,349933,null,5852,null,189613,null,5080,null,52786,null,3303,null,156225,null,5935,null,69429,null,3803,null,0400000US22,Louisiana,22
892569,null,1980,null,425336,null,1299,null,17431,null,2143,null,31058,null,2683,null,157013,null,4790,null,72315,null,3694,null,34459,null,2690,null,72654,null,3328,null,40406,null,2804,null,467233,null,1395,null,15909,null,1422,null,25930,null,2047,null,169312,null,4642,null,81717,null,3791,null,46675,null,2789,null,85377,null,3713,null,42313,null,2380,null,0400000US23,Maine,23
2352659,null,6357,null,1127263,null,4206,null,37644,null,3320,null,84875,null,4467,null,290616,null,8206,null,199419,null,6058,null,56812,null,3701,null,248233,null,7194,null,209664,null,5725,null,1225396,null,3268,null,41557,null,2906,null,82279,null,4041,null,335005,null,6223,null,224037,null,7104,null,88730,null,4266,null,251430,null,7174,null,202358,null,6012,null,0400000US24,Maryland,24
3719672,null,7303,null,1757880,null,5217,null,66519,null,3798,null,113104,null,5734,null,499529,null,11123,null,267893,null,6428,null,110468,null,5250,null,406286,null,9990,null,294081,null,7490,null,1961792,null,4236,null,75420,null,4566,null,106929,null,4950,null,538693,null,10074,null,311319,null,7720,null,172586,null,6095,null,442019,null,8712,null,314826,null,7916,null,0400000US25,Massachusetts,25
5442689,null,5799,null,2644509,null,3879,null,78967,null,3667,null,221451,null,6096,null,848907,null,11852,null,597572,null,9694,null,192074,null,5561,null,432841,null,8647,null,272697,null,6521,null,2798180,null,3209,null,85073,null,3883,null,211667,null,6254,null,935326,null,10297,null,620153,null,9344,null,256534,null,6923,null,439413,null,7720,null,250014,null,6643,null,0400000US26,Michigan,26
3103517,null,4125,null,1517877,null,3109,null,46960,null,2912,null,79526,null,2907,null,442644,null,7056,null,328978,null,6072,null,143882,null,4187,null,316657,null,6103,null,159230,null,4198,null,1585640,null,2206,null,43155,null,2413,null,66434,null,2850,null,452209,null,6797,null,361942,null,6250,null,161473,null,4944,null,351377,null,6059,null,149050,null,4770,null,0400000US27,Minnesota,27
1185558,null,3063,null,566292,null,2444,null,37058,null,3212,null,66700,null,4096,null,174794,null,5775,null,119519,null,5080,null,38492,null,2791,null,83591,null,3899,null,46138,null,2920,null,619266,null,1961,null,28466,null,2378,null,69886,null,4733,null,197558,null,6516,null,129245,null,5516,null,55426,null,3142,null,92496,null,4655,null,46189,null,3575,null,0400000US28,Mississippi,28
3341587,null,4209,null,1602161,null,2983,null,74019,null,3988,null,139914,null,5406,null,548300,null,8271,null,331191,null,8011,null,92701,null,4510,null,266256,null,6866,null,149780,null,5033,null,1739426,null,2477,null,75332,null,4103,null,156265,null,5367,null,581495,null,8960,null,368468,null,7905,null,121764,null,4511,null,281079,null,6850,null,155023,null,6720,null,0400000US29,Missouri,29
591459,null,1735,null,290997,null,1126,null,10438,null,1469,null,17641,null,1855,null,97170,null,3303,null,61568,null,2970,null,19489,null,2109,null,55120,null,3038,null,29571,null,2014,null,300462,null,1141,null,7452,null,1134,null,18637,null,2162,null,94850,null,3692,null,73048,null,3528,null,24065,null,2252,null,58349,null,3715,null,24061,null,2399,null,0400000US30,Montana,30
1041759,null,2541,null,504682,null,2048,null,18516,null,1669,null,29957,null,2768,null,158300,null,4169,null,109642,null,4046,null,45628,null,3199,null,94730,null,3486,null,47909,null,2299,null,537077,null,1197,null,17111,null,1753,null,30052,null,2666,null,164195,null,4307,null,124259,null,4359,null,50017,null,2769,null,107198,null,3832,null,44245,null,2968,null,0400000US31,Nebraska,31
1292408,null,7223,null,658122,null,4757,null,34485,null,3190,null,59813,null,4808,null,201760,null,6882,null,157817,null,6167,null,49470,null,3396,null,98299,null,5247,null,56478,null,3391,null,634286,null,4072,null,33541,null,3203,null,56970,null,4328,null,201619,null,5650,null,158972,null,6378,null,48554,null,3083,null,88109,null,4573,null,46521,null,3304,null,0400000US32,Nevada,32
859208,null,1902,null,415789,null,1269,null,15009,null,2066,null,29164,null,2696,null,130109,null,4816,null,71594,null,3865,null,31084,null,2406,null,89129,null,3828,null,49700,null,2967,null,443419,null,1208,null,9573,null,1610,null,26261,null,2660,null,138372,null,5066,null,83218,null,4232,null,47680,null,2983,null,92547,null,5028,null,45768,null,3000,null,0400000US33,New Hampshire,33
4214714,null,11928,null,2010276,null,7072,null,84337,null,4915,null,136477,null,5462,null,610115,null,11153,null,326108,null,6971,null,111859,null,4991,null,454405,null,11089,null,286975,null,7452,null,2204438,null,6548,null,99310,null,4660,null,139448,null,6182,null,727545,null,11408,null,356522,null,8666,null,153645,null,5657,null,466433,null,9110,null,261535,null,6821,null,0400000US34,New Jersey,34
920242,null,6945,null,442555,null,4437,null,34428,null,3617,null,38444,null,3141,null,115469,null,4107,null,92629,null,4195,null,30221,null,2395,null,74827,null,4308,null,56537,null,3518,null,477687,null,4273,null,32954,null,2684,null,38496,null,2952,null,129956,null,5777,null,108491,null,5032,null,32118,null,2399,null,80061,null,4114,null,55611,null,3693,null,0400000US35,New Mexico,35
8871926,null,21481,null,4237522,null,12329,null,184639,null,6489,null,309021,null,8761,null,1225310,null,14833,null,664085,null,13438,null,324837,null,8433,null,870036,null,11707,null,659594,null,11459,null,4634404,null,11391,null,221072,null,8571,null,315327,null,7756,null,1391038,null,15579,null,684819,null,10208,null,434202,null,11017,null,842709,null,11017,null,745237,null,10383,null,0400000US36,New York,36
4372316,null,8858,null,2082473,null,6046,null,116065,null,5535,null,216107,null,7461,null,594324,null,10208,null,399629,null,8652,null,152560,null,6196,null,397338,null,9014,null,206450,null,5949,null,2289843,null,4329,null,95446,null,5016,null,204404,null,6866,null,648097,null,12264,null,469822,null,11123,null,228961,null,6179,null,432586,null,9155,null,210527,null,6889,null,0400000US37,North Carolina,37
386332,null,1283,null,189934,null,802,null,11619,null,1257,null,10431,null,1283,null,54638,null,2432,null,43055,null,2449,null,22212,null,1883,null,36031,null,1887,null,11948,null,1306,null,196398,null,809,null,11287,null,1031,null,8182,null,1038,null,55014,null,2366,null,45342,null,2486,null,23825,null,1809,null,40486,null,2057,null,12262,null,1324,null,0400000US38,North Dakota,38
6572642,null,4258,null,3145426,null,2902,null,104716,null,5617,null,283369,null,7852,null,1165055,null,13410,null,585660,null,9995,null,196739,null,6256,null,510072,null,8393,null,299815,null,6678,null,3427216,null,2681,null,107739,null,4985,null,293858,null,6563,null,1278294,null,12800,null,649368,null,9488,null,279551,null,7907,null,529548,null,9801,null,288858,null,6469,null,0400000US39,Ohio,39
1840645,null,4266,null,882982,null,2645,null,38806,null,2799,null,83451,null,4544,null,280325,null,6885,null,198804,null,5505,null,55429,null,3551,null,145889,null,4793,null,80278,null,3547,null,957663,null,2539,null,36852,null,3247,null,90622,null,4133,null,320861,null,6753,null,217560,null,5902,null,67257,null,3856,null,153186,null,4847,null,71325,null,3585,null,0400000US40,Oklahoma,40
2249923,null,6326,null,1093752,null,4180,null,34908,null,3505,null,81557,null,5159,null,303628,null,7618,null,261338,null,6529,null,85962,null,4424,null,205241,null,6107,null,121118,null,4249,null,1156171,null,3420,null,35066,null,3307,null,73567,null,4068,null,323349,null,7709,null,308314,null,6977,null,95066,null,4211,null,204657,null,5967,null,116152,null,5101,null,0400000US41,Oregon,41
7281814,null,6031,null,3467105,null,4049,null,125975,null,5216,null,289028,null,6292,null,1318521,null,13983,null,527837,null,9352,null,237552,null,6366,null,608010,null,11649,null,360182,null,7244,null,3814709,null,4029,null,139766,null,5583,null,313901,null,6829,null,1523950,null,12576,null,565495,null,10816,null,303792,null,6682,null,602458,null,8447,null,365347,null,6589,null,0400000US42,Pennsylvania,42
613853,null,3071,null,288752,null,1788,null,18710,null,2516,null,27877,null,2905,null,77997,null,3725,null,50142,null,3231,null,21634,null,2271,null,55626,null,3527,null,36766,null,2350,null,325101,null,2111,null,19428,null,2412,null,26487,null,2490,null,98750,null,4396,null,54491,null,3724,null,25150,null,2412,null,61074,null,3309,null,39721,null,3487,null,0400000US44,Rhode Island,44
2056848,null,3625,null,986693,null,2595,null,51234,null,3638,null,101954,null,5634,null,294514,null,7877,null,182155,null,6194,null,76309,null,4927,null,185335,null,5997,null,95192,null,4242,null,1070155,null,2052,null,47320,null,3119,null,99921,null,4790,null,338443,null,8581,null,205610,null,6522,null,99218,null,5311,null,181575,null,6050,null,98068,null,4852,null,0400000US45,South Carolina,45
467003,null,2311,null,228142,null,1373,null,12278,null,1341,null,14420,null,1577,null,76498,null,3541,null,46160,null,2832,null,19109,null,1789,null,41413,null,2550,null,18264,null,1652,null,238861,null,1542,null,12053,null,1528,null,12558,null,1706,null,80305,null,2699,null,47991,null,2358,null,24219,null,1857,null,46417,null,2567,null,15318,null,1532,null,0400000US46,South Dakota,46
3376233,null,4330,null,1619531,null,2892,null,122336,null,5256,null,179853,null,6024,null,545744,null,8515,null,307707,null,7432,null,81939,null,4161,null,245826,null,5495,null,136126,null,4390,null,1756702,null,2528,null,115606,null,4950,null,179998,null,6842,null,615476,null,10624,null,344159,null,8513,null,112843,null,4432,null,255333,null,7875,null,133287,null,5195,null,0400000US47,Tennessee,47
10780670,null,28343,null,5261119,null,17723,null,479392,null,12814,null,504688,null,14374,null,1352014,null,18384,null,1082698,null,14492,null,324637,null,9562,null,997137,null,12909,null,520553,null,10018,null,5519551,null,15888,null,484300,null,12433,null,503063,null,12794,null,1493282,null,19800,null,1231115,null,13103,null,363564,null,10324,null,1002520,null,14374,null,441707,null,10002,null,0400000US48,Texas,48
1370810,null,3944,null,677764,null,2533,null,16137,null,2818,null,43270,null,3505,null,171559,null,6171,null,165078,null,6036,null,58742,null,3195,null,142807,null,4742,null,80171,null,3744,null,693046,null,2247,null,17078,null,2116,null,40669,null,2767,null,192073,null,5774,null,194808,null,5647,null,67996,null,3309,null,134387,null,4337,null,46035,null,2942,null,0400000US49,Utah,49
415032,null,692,null,200317,null,477,null,8059,null,1065,null,14126,null,1427,null,69212,null,3068,null,28702,null,2080,null,14340,null,1664,null,41059,null,2471,null,24819,null,1846,null,214715,null,531,null,5680,null,1019,null,11792,null,1375,null,66159,null,2750,null,36955,null,2115,null,20343,null,1598,null,44864,null,2493,null,28922,null,1893,null,0400000US50,Vermont,50
3728580,null,7085,null,1796184,null,4599,null,88043,null,4636,null,139449,null,5705,null,461876,null,8516,null,323442,null,8108,null,99645,null,5283,null,372627,null,8528,null,311102,null,8195,null,1932396,null,4002,null,77408,null,4246,null,138929,null,5303,null,515157,null,10207,null,377543,null,10432,null,144814,null,5770,null,419881,null,8421,null,258664,null,7404,null,0400000US51,Virginia,51
3608503,null,6996,null,1766043,null,4701,null,50699,null,4079,null,115764,null,6007,null,453155,null,9549,null,414920,null,8401,null,163276,null,6547,null,353771,null,8237,null,214458,null,6474,null,1842460,null,4165,null,43747,null,3590,null,106905,null,5325,null,476006,null,10286,null,479937,null,9637,null,189076,null,7062,null,360195,null,6968,null,186594,null,5659,null,0400000US53,Washington,53
1202194,null,2632,null,575104,null,1770,null,42896,null,2663,null,70396,null,3764,null,245256,null,5157,null,90668,null,4281,null,28242,null,2329,null,62328,null,3618,null,35318,null,2773,null,627090,null,1629,null,42025,null,2818,null,72053,null,3459,null,253790,null,5937,null,107705,null,5088,null,43116,null,3025,null,66253,null,4019,null,42148,null,2895,null,0400000US54,West Virginia,54
3360536,null,3568,null,1641520,null,2417,null,52236,null,2652,null,114679,null,4373,null,574711,null,7851,null,323193,null,6369,null,140011,null,4281,null,287676,null,5822,null,149014,null,4593,null,1719016,null,2150,null,49577,null,2718,null,99169,null,4287,null,605047,null,8552,null,352766,null,6583,null,166173,null,5262,null,303928,null,6279,null,142356,null,4518,null,0400000US55,Wisconsin,55
321795,null,1895,null,160813,null,1544,null,4354,null,1033,null,9161,null,1479,null,53946,null,3297,null,39803,null,2695,null,14274,null,1850,null,25655,null,2628,null,13620,null,1544,null,160982,null,851,null,2979,null,743,null,10100,null,1665,null,48649,null,2844,null,43021,null,2494,null,18544,null,2106,null,25658,null,2044,null,12031,null,1630,null,0400000US56,Wyoming,56
1935612,null,13539,null,886123,null,8091,null,205547,null,6504,null,107287,null,5035,null,240401,null,7791,null,101923,null,4737,null,63210,null,3945,null,117839,null,4486,null,49916,null,2660,null,1049489,null,8249,null,235531,null,6119,null,97135,null,4387,null,243096,null,6682,null,116286,null,5341,null,94133,null,5020,null,198802,null,6498,null,64506,null,4248,null,0400000US72,Puerto Rico,72
