B11009_001E,B11009_001EA,B11009_001M,B11009_001MA,B11009_002E,B11009_002EA,B11009_002M,B11009_002MA,B11009_003E,B11009_003EA,B11009_003M,B11009_003MA,B11009_004E,B11009_004EA,B11009_004M,B11009_004MA,B11009_005E,B11009_005EA,B11009_005M,B11009_005MA,B11009_006E,B11009_006EA,B11009_006M,B11009_006MA,B11009_007E,B11009_007EA,B11009_007M,B11009_007MA,GEO_ID,NAME,state
1816313,null,9214,null,65862,null,4784,null,3708,null,667,null,31739,null,3078,null,3881,null,878,null,26534,null,3047,null,1750451,null,10309,null,0400000US01,Alabama,01
236421,null,2731,null,18682,null,1956,null,579,null,336,null,8964,null,1564,null,883,null,576,null,8256,null,1324,null,217739,null,3300,null,0400000US02,Alaska,02
2251546,null,9458,null,151848,null,5992,null,8959,null,1334,null,70241,null,4639,null,8868,null,1302,null,63780,null,4749,null,2099698,null,11499,null,0400000US04,Arizona,04
1102734,null,8133,null,46306,null,3894,null,4248,null,981,null,19849,null,2646,null,1980,null,624,null,20229,null,2317,null,1056428,null,8383,null,0400000US05,Arkansas,05
12200672,null,20297,null,734861,null,15557,null,57662,null,3353,null,332414,null,11000,null,47061,null,3632,null,297724,null,10565,null,11465811,null,21308,null,0400000US06,California,06
1859965,null,9746,null,103851,null,5283,null,7983,null,1252,null,48138,null,4004,null,7289,null,1241,null,40441,null,3312,null,1756114,null,9566,null,0400000US08,Colorado,08
1320714,null,5183,null,75810,null,4290,null,4445,null,810,null,30786,null,3176,null,5101,null,1038,null,35478,null,3251,null,1244904,null,6604,null,0400000US09,Connecticut,09
328477,null,3041,null,18605,null,1941,null,1298,null,398,null,8851,null,1497,null,1300,null,396,null,7156,null,1240,null,309872,null,3668,null,0400000US10,Delaware,10
251039,null,2911,null,13623,null,1881,null,3155,null,790,null,4739,null,1134,null,1165,null,456,null,4564,null,973,null,237416,null,2987,null,0400000US11,District of Columbia,11
7088960,null,21361,null,435492,null,10925,null,30522,null,2643,null,196261,null,7318,null,23126,null,2458,null,185583,null,7110,null,6653468,null,24353,null,0400000US12,Florida,12
3417115,null,14784,null,160821,null,7126,null,13994,null,2091,null,68581,null,4423,null,10272,null,1542,null,67974,null,5283,null,3256294,null,14983,null,0400000US13,Georgia,13
439685,null,3621,null,25962,null,2722,null,1382,null,428,null,11109,null,1621,null,971,null,378,null,12500,null,2069,null,413723,null,4321,null,0400000US15,Hawaii,15
560567,null,4368,null,29562,null,2699,null,1346,null,520,null,13659,null,1914,null,1311,null,451,null,13246,null,1699,null,531005,null,5004,null,0400000US16,Idaho,16
4759579,null,13538,null,243720,null,7023,null,17287,null,2075,null,113722,null,4973,null,13237,null,1490,null,99474,null,4787,null,4515859,null,14168,null,0400000US17,Illinois,17
2462278,null,10822,null,142518,null,5501,null,7683,null,1349,null,68620,null,4533,null,6410,null,976,null,59805,null,3811,null,2319760,null,11691,null,0400000US18,Indiana,18
1214353,null,5829,null,71491,null,4218,null,3441,null,687,null,34026,null,2831,null,2683,null,790,null,31341,null,2620,null,1142862,null,6185,null,0400000US19,Iowa,19
1088835,null,6197,null,50343,null,2835,null,2213,null,592,null,23831,null,2204,null,2825,null,792,null,21474,null,2552,null,1038492,null,5936,null,0400000US20,Kansas,20
