B23005_001E,B23005_001EA,B23005_001M,B23005_001MA,B23005_002E,B23005_002EA,B23005_002M,B23005_002MA,B23005_003E,B23005_003EA,B23005_003M,B23005_003MA,B23005_004E,B23005_004EA,B23005_004M,B23005_004MA,B23005_005E,B23005_005EA,B23005_005M,B23005_005MA,B23005_006E,B23005_006EA,B23005_006M,B23005_006MA,B23005_007E,B23005_007EA,B23005_007M,B23005_007MA,B23005_008E,B23005_008EA,B23005_008M,B23005_008MA,B23005_009E,B23005_009EA,B23005_009M,B23005_009MA,B23005_010E,B23005_010EA,B23005_010M,B23005_010MA,B23005_011E,B23005_011EA,B23005_011M,B23005_011MA,B23005_012E,B23005_012EA,B23005_012M,B23005_012MA,B23005_013E,B23005_013EA,B23005_013M,B23005_013MA,B23005_014E,B23005_014EA,B23005_014M,B23005_014MA,B23005_015E,B23005_015EA,B23005_015M,B23005_015MA,B23005_016E,B23005_016EA,B23005_016M,B23005_016MA,B23005_017E,B23005_017EA,B23005_017M,B23005_017MA,B23005_018E,B23005_018EA,B23005_018M,B23005_018MA,B23005_019E,B23005_019EA,B23005_019M,B23005_019MA,B23005_020E,B23005_020EA,B23005_020M,B23005_020MA,B23005_021E,B23005_021EA,B23005_021M,B23005_021MA,B23005_022E,B23005_022EA,B23005_022M,B23005_022MA,B23005_023E,B23005_023EA,B23005_023M,B23005_023MA,B23005_024E,B23005_024EA,B23005_024M,B23005_024MA,B23005_025E,B23005_025EA,B23005_025M,B23005_025MA,B23005_026E,B23005_026EA,B23005_026M,B23005_026MA,B23005_027E,B23005_027EA,B23005_027M,B23005_027MA,B23005_028E,B23005_028EA,B23005_028M,B23005_028MA,B23005_029E,B23005_029EA,B23005_029M,B23005_029MA,B23005_030E,B23005_030EA,B23005_030M,B23005_030MA,B23005_031E,B23005_031EA,B23005_031M,B23005_031MA,GEO_ID,NAME,state
2690427,null,5790,null,392150,null,13075,null,140231,null,5990,null,25925,null,2814,null,0,null,267,null,25925,null,2814,null,17264,null,2209,null,8661,null,1741,null,114306,null,5500,null,251919,null,10521,null,156068,null,7258,null,231,null,195,null,155837,null,7274,null,122283,null,6749,null,33554,null,3248,null,95851,null,6045,null,2298277,null,14281,null,365931,null,11052,null,151346,null,6876,null,324,null,312,null,151022,null,6832,null,137843,null,6244,null,13179,null,1740,null,214585,null,8110,null,1932346,null,16585,null,1653805,null,15644,null,10511,null,1626,null,1643294,null,15898,null,1584111,null,16872,null,59183,null,4003,null,278541,null,7205,null,0400000US01,Alabama,01
422185,null,1964,null,32822,null,2994,null,8787,null,1402,null,3220,null,880,null,0,null,237,null,3220,null,880,null,1765,null,644,null,1455,null,543,null,5567,null,1078,null,24035,null,2593,null,15416,null,2129,null,0,null,237,null,15416,null,2129,null,10760,null,1767,null,4656,null,1040,null,8619,null,1431,null,389363,null,3750,null,50556,null,3582,null,27117,null,2610,null,251,null,194,null,26866,null,2607,null,23520,null,2432,null,3346,null,952,null,23439,null,2477,null,338807,null,4389,null,292827,null,4674,null,11370,null,1549,null,281457,null,4423,null,265812,null,4749,null,15645,null,2008,null,45980,null,2970,null,0400000US02,Alaska,02
3625938,null,3762,null,445276,null,16591,null,98553,null,5585,null,22228,null,2985,null,84,null,139,null,22144,null,3003,null,15257,null,2166,null,6887,null,1699,null,76325,null,5273,null,346723,null,15073,null,193079,null,10619,null,193,null,159,null,192886,null,10628,null,156384,null,9582,null,36502,null,4548,null,153644,null,9143,null,3180662,null,16983,null,332638,null,10482,null,156384,null,5711,null,344,null,261,null,156040,null,5717,null,141743,null,6036,null,14297,null,1763,null,176254,null,7414,null,2848024,null,17860,null,2391323,null,19128,null,13854,null,2071,null,2377469,null,19149,null,2295064,null,18607,null,82405,null,5482,null,456701,null,10639,null,0400000US04,Arizona,04
1618055,null,4478,null,250022,null,8391,null,85951,null,5000,null,16503,null,2200,null,0,null,267,null,16503,null,2200,null,11627,null,1786,null,4876,null,1365,null,69448,null,4728,null,164071,null,7227,null,108345,null,5446,null,221,null,295,null,108124,null,5423,null,85274,null,4744,null,22850,null,2837,null,55726,null,4101,null,1368033,null,9078,null,219126,null,7289,null,94218,null,5569,null,11,null,19,null,94207,null,5570,null,87115,null,4840,null,7092,null,1506,null,124908,null,5867,null,1148907,null,10814,null,990680,null,11147,null,4304,null,1197,null,986376,null,11153,null,945249,null,10885,null,41127,null,3400,null,158227,null,6344,null,0400000US05,Arkansas,05
21667336,null,7694,null,2344728,null,33507,null,486198,null,12611,null,107938,null,6316,null,0,null,292,null,107938,null,6316,null,68676,null,4597,null,39262,null,3655,null,378260,null,11235,null,1858530,null,30310,null,1021374,null,20121,null,1278,null,593,null,1020096,null,20142,null,822677,null,17664,null,197419,null,9270,null,837156,null,19564,null,19322608,null,33209,null,1823223,null,22758,null,856757,null,17244,null,2379,null,823,null,854378,null,17306,null,769889,null,16092,null,84489,null,4966,null,966466,null,17359,null,17499385,null,42616,null,14702566,null,43357,null,72054,null,4689,null,14630512,null,43067,null,13972658,null,40532,null,657854,null,16484,null,2796819,null,25586,null,0400000US06,California,06
2996090,null,3553,null,315679,null,12057,null,71721,null,4663,null,21682,null,3020,null,0,null,275,null,21682,null,3020,null,15210,null,2631,null,6472,null,1271,null,50039,null,4089,null,243958,null,11014,null,150594,null,7523,null,219,null,278,null,150375,null,7476,null,125771,null,6935,null,24604,null,3218,null,93364,null,6358,null,2680411,null,11535,null,243367,null,8590,null,137506,null,6783,null,725,null,398,null,136781,null,6629,null,122352,null,6472,null,14429,null,2217,null,105861,null,5497,null,2437044,null,12872,null,2125526,null,13119,null,16106,null,1958,null,2109420,null,12896,null,2038602,null,13062,null,70818,null,4230,null,311518,null,7975,null,0400000US08,Colorado,08
2063472,null,1898,null,141793,null,7347,null,43598,null,3396,null,10484,null,1618,null,0,null,273,null,10484,null,1618,null,6321,null,1266,null,4163,null,1080,null,33114,null,3052,null,98195,null,6608,null,61364,null,4936,null,150,null,182,null,61214,null,4910,null,43877,null,3778,null,17337,null,2224,null,36831,null,4042,null,1921679,null,7239,null,169432,null,6015,null,94198,null,4893,null,94,null,162,null,94104,null,4879,null,84788,null,4624,null,9316,null,1620,null,75234,null,4276,null,1752247,null,9221,null,1535432,null,11157,null,3742,null,931,null,1531690,null,11169,null,1471686,null,11294,null,60004,null,3726,null,216815,null,6323,null,0400000US09,Connecticut,09
506517,null,1531,null,47405,null,4320,null,12043,null,2073,null,3258,null,892,null,0,null,261,null,3258,null,892,null,2514,null,784,null,744,null,447,null,8785,null,1567,null,35362,null,3753,null,19563,null,2397,null,0,null,261,null,19563,null,2397,null,15446,null,2129,null,4117,null,1169,null,15799,null,2585,null,459112,null,4333,null,49101,null,3362,null,23906,null,2175,null,76,null,134,null,23830,null,2169,null,21842,null,2089,null,1988,null,774,null,25195,null,2429,null,410011,null,5354,null,351884,null,5636,null,1669,null,547,null,350215,null,5678,null,338379,null,6187,null,11836,null,1747,null,58127,null,3408,null,0400000US10,Delaware,10
369232,null,1322,null,54953,null,4631,null,16302,null,2144,null,3660,null,838,null,0,null,300,null,3660,null,838,null,1666,null,630,null,1994,null,691,null,12642,null,1895,null,38651,null,4204,null,19941,null,2689,null,97,null,160,null,19844,null,2696,null,14213,null,2397,null,5631,null,1419,null,18710,null,2656,null,314279,null,4764,null,26476,null,2977,null,14403,null,2078,null,58,null,96,null,14345,null,2069,null,12713,null,1876,null,1632,null,594,null,12073,null,1994,null,287803,null,4721,null,257634,null,4833,null,1690,null,545,null,255944,null,4932,null,242844,null,4939,null,13100,null,1818,null,30169,null,3077,null,0400000US11,District of Columbia,11
10442103,null,7918,null,1115704,null,20959,null,274956,null,10935,null,62456,null,4657,null,0,null,303,null,62456,null,4657,null,42305,null,3876,null,20151,null,3015,null,212500,null,9151,null,840748,null,19720,null,485458,null,14227,null,587,null,357,null,484871,null,14187,null,388470,null,13270,null,96401,null,5374,null,355290,null,11770,null,9326399,null,21283,null,984613,null,17317,null,471333,null,12302,null,933,null,489,null,470400,null,12335,null,427652,null,11859,null,42748,null,3798,null,513280,null,11933,null,8341786,null,23898,null,7110263,null,26591,null,36221,null,2893,null,7074042,null,26848,null,6787563,null,27796,null,286479,null,9432,null,1231523,null,20321,null,0400000US12,Florida,12
