B99172_001E,B99172_001EA,B99172_002E,B99172_002EA,B99172_003E,B99172_003EA,B99172_004E,B99172_004EA,B99172_005E,B99172_005EA,B99172_006E,B99172_006EA,B99172_007E,B99172_007EA,B99172_008E,B99172_008EA,B99172_009E,B99172_009EA,B99172_010E,B99172_010EA,B99172_011E,B99172_011EA,B99172_012E,B99172_012EA,B99172_013E,B99172_013EA,B99172_014E,B99172_014EA,B99172_015E,B99172_015EA,GEO_ID,NAME,state
1245126,null,119577,null,4714,null,3425,null,2469,null,3167,null,6459,null,23132,null,791124,null,17688,null,32639,null,26495,null,34936,null,61168,null,118133,null,0400000US01,Alabama,01
162345,null,7331,null,192,null,538,null,382,null,365,null,833,null,838,null,116882,null,522,null,6854,null,2666,null,5342,null,12978,null,6622,null,0400000US02,Alaska,02
1491772,null,110446,null,4120,null,1631,null,2567,null,2169,null,5306,null,25734,null,991758,null,18374,null,39053,null,28604,null,37697,null,63107,null,161206,null,0400000US04,Arizona,04
756113,null,78998,null,2091,null,1182,null,1899,null,2472,null,4558,null,12329,null,490873,null,8486,null,16855,null,15729,null,21567,null,32825,null,66249,null,0400000US05,Arkansas,05
8330684,null,575990,null,20702,null,11107,null,10239,null,14561,null,28139,null,113445,null,5468004,null,112748,null,241162,null,196910,null,276031,null,453760,null,807886,null,0400000US06,California,06
1202485,null,79575,null,1703,null,1411,null,1745,null,2143,null,3558,null,10627,null,872714,null,13563,null,33996,null,20744,null,29467,null,44752,null,86487,null,0400000US08,Colorado,08
885471,null,37263,null,1945,null,815,null,505,null,697,null,1448,null,7680,null,609332,null,15261,null,29205,null,21405,null,25144,null,44259,null,90512,null,0400000US09,Connecticut,09
224451,null,11664,null,834,null,215,null,270,null,197,null,796,null,2940,null,151794,null,3059,null,6411,null,4937,null,6237,null,11653,null,23444,null,0400000US10,Delaware,10
108181,null,8520,null,648,null,444,null,388,null,354,null,354,null,3390,null,63337,null,830,null,3923,null,2658,null,2613,null,9282,null,11440,null,0400000US11,District of Columbia,11
4626215,null,279814,null,12250,null,6088,null,4734,null,7460,null,11783,null,75642,null,3030629,null,72306,null,118582,null,97860,null,139985,null,227467,null,541615,null,0400000US12,Florida,12
2328569,null,176496,null,8611,null,4020,null,3064,null,4691,null,8304,null,44107,null,1447446,null,33596,null,58330,null,46066,null,73525,null,117229,null,303084,null,0400000US13,Georgia,13
306623,null,12910,null,669,null,274,null,19,null,332,null,210,null,2032,null,194518,null,3222,null,9002,null,9251,null,13607,null,22390,null,38187,null,0400000US15,Hawaii,15
397576,null,26638,null,1115,null,1160,null,426,null,427,null,1488,null,3986,null,289684,null,4148,null,10806,null,7474,null,8505,null,15469,null,26250,null,0400000US16,Idaho,16
3180087,null,203615,null,8399,null,5058,null,3877,null,5700,null,9157,null,43717,null,2093365,null,43889,null,102493,null,68559,null,92625,null,152593,null,347040,null,0400000US17,Illinois,17
1662403,null,108501,null,3948,null,2355,null,2567,null,3465,null,5609,null,18669,null,1192771,null,23128,null,44297,null,31715,null,39484,null,61363,null,124531,null,0400000US18,Indiana,18
794320,null,46365,null,1585,null,843,null,1114,null,1404,null,2258,null,4864,null,580355,null,9941,null,23720,null,13929,null,20778,null,31965,null,55199,null,0400000US19,Iowa,19
728136,null,44451,null,1364,null,980,null,569,null,1202,null,2308,null,5035,null,536332,null,9846,null,22502,null,13225,null,16430,null,29737,null,44155,null,0400000US20,Kansas,20
1114146,null,111775,null,3716,null,2000,null,2194,null,2895,null,4558,null,20223,null,737643,null,12590,null,28134,null,21973,null,29295,null,47387,null,89763,null,0400000US21,Kentucky,21
