B19081_001E,B19081_001EA,B19081_001M,B19081_001MA,B19081_002E,B19081_002EA,B19081_002M,B19081_002MA,B19081_003E,B19081_003EA,B19081_003M,B19081_003MA,B19081_004E,B19081_004EA,B19081_004M,B19081_004MA,B19081_005E,B19081_005EA,B19081_005M,B19081_005MA,B19081_006E,B19081_006EA,B19081_006M,B19081_006MA,GEO_ID,NAME,state
8089,null,259,null,20820,null,485,null,36529,null,688,null,59153,null,970,null,130518,null,3033,null,228125,null,9689,null,0400000US28,Mississippi,28
10869,null,207,null,27442,null,346,null,45358,null,434,null,68977,null,604,null,144843,null,2394,null,252002,null,8001,null,0400000US29,Missouri,29
10513,null,565,null,26505,null,820,null,43620,null,922,null,65354,null,1316,null,134832,null,5666,null,235657,null,19467,null,0400000US30,Montana,30
12169,null,323,null,29310,null,501,null,47075,null,655,null,70185,null,891,null,140266,null,3332,null,238122,null,11076,null,0400000US31,Nebraska,31
15308,null,506,null,35941,null,656,null,55276,null,764,null,81692,null,1037,null,174371,null,4774,null,315626,null,15213,null,0400000US32,Nevada,32
16584,null,637,null,39944,null,915,null,62699,null,1148,null,91861,null,1620,null,179224,null,5456,null,297623,null,18042,null,0400000US33,New Hampshire,33
15106,null,264,null,40449,null,458,null,67535,null,585,null,103716,null,654,null,225509,null,2733,null,401690,null,8818,null,0400000US34,New Jersey,34
9662,null,362,null,24894,null,635,null,41709,null,743,null,65992,null,1120,null,138592,null,4101,null,234201,null,13782,null,0400000US35,New Mexico,35
11264,null,132,null,31079,null,275,null,53952,null,321,null,85940,null,457,null,207089,null,2103,null,394870,null,7176,null,0400000US36,New York,36
10317,null,183,null,26792,null,307,null,44859,null,395,null,69440,null,524,null,151953,null,1880,null,268043,null,5901,null,0400000US37,North Carolina,37
10674,null,585,null,26025,null,849,null,43921,null,1060,null,66491,null,1220,null,133454,null,5880,null,227909,null,20245,null,0400000US38,North Dakota,38
10798,null,150,null,28301,null,252,null,46837,null,336,null,71300,null,386,null,147350,null,1535,null,252963,null,5624,null,0400000US39,Ohio,39
9875,null,242,null,25061,null,376,null,41797,null,418,null,65043,null,669,null,140824,null,3051,null,250686,null,10840,null,0400000US40,Oklahoma,40
11972,null,296,null,29861,null,460,null,48628,null,584,null,73437,null,711,null,151385,null,2604,null,260506,null,8946,null,0400000US41,Oregon,41
11573,null,141,null,29095,null,236,null,48605,null,250,null,74766,null,338,null,161470,null,1745,null,287792,null,6128,null,0400000US42,Pennsylvania,42
11273,null,608,null,30726,null,962,null,53963,null,1341,null,84284,null,1641,null,170795,null,5626,null,286613,null,17432,null,0400000US44,Rhode Island,44
9702,null,222,null,26115,null,385,null,43599,null,513,null,67903,null,657,null,142737,null,2734,null,247482,null,8970,null,0400000US45,South Carolina,45
11670,null,517,null,27363,null,653,null,43431,null,826,null,64330,null,1115,null,128068,null,4014,null,215513,null,12659,null,0400000US46,South Dakota,46
9807,null,169,null,25535,null,272,null,42637,null,344,null,65368,null,527,null,147472,null,2474,null,270527,null,8251,null,0400000US47,Tennessee,47
11108,null,106,null,28587,null,167,null,47771,null,284,null,75593,null,393,null,168903,null,1533,null,300828,null,4994,null,0400000US48,Texas,48
15914,null,446,null,36472,null,668,null,55292,null,745,null,79847,null,884,null,157547,null,3655,null,267491,null,12111,null,0400000US49,Utah,49
13139,null,509,null,31548,null,916,null,50265,null,1208,null,74604,null,1634,null,150055,null,5617,null,253708,null,16981,null,0400000US50,Vermont,50
14037,null,256,null,36412,null,394,null,59645,null,483,null,91637,null,676,null,196822,null,2577,null,338910,null,8879,null,0400000US51,Virginia,51
13679,null,272,null,34637,null,381,null,55908,null,481,null,84322,null,688,null,175210,null,2625,null,306248,null,8779,null,0400000US53,Washington,53
8591,null,307,null,21487,null,475,null,37109,null,702,null,58865,null,984,null,119247,null,3386,null,198680,null,10965,null,0400000US54,West Virginia,54
12973,null,196,null,31461,null,315,null,50508,null,413,null,74590,null,527,null,149098,null,2016,null,256552,null,6732,null,0400000US55,Wisconsin,55
14290,null,853,null,32447,null,1108,null,52231,null,1415,null,77994,null,1804,null,161644,null,13265,null,289535,null,49917,null,0400000US56,Wyoming,56
2120,null,103,null,9289,null,193,null,17970,null,362,null,31993,null,498,null,78910,null,1998,null,143040,null,6489,null,0400000US72,Puerto Rico,72
