B19081_001E,B19081_001EA,B19081_001M,B19081_001MA,B19081_002E,B19081_002EA,B19081_002M,B19081_002MA,B19081_003E,B19081_003EA,B19081_003M,B19081_003MA,B19081_004E,B19081_004EA,B19081_004M,B19081_004MA,B19081_005E,B19081_005EA,B19081_005M,B19081_005MA,B19081_006E,B19081_006EA,B19081_006M,B19081_006MA,GEO_ID,NAME,state
9016,null,172,null,23516,null,365,null,40755,null,477,null,65072,null,650,null,139403,null,2697,null,243452,null,9002,null,0400000US01,Alabama,01
16466,null,838,null,41243,null,1390,null,64780,null,1610,null,94495,null,2066,null,176839,null,9257,null,290590,null,32827,null,0400000US02,Alaska,02
12431,null,259,null,30926,null,414,null,49888,null,498,null,76290,null,757,null,161127,null,2481,null,280687,null,7802,null,0400000US04,Arizona,04
9100,null,244,null,22699,null,460,null,38294,null,603,null,59968,null,875,null,128680,null,3197,null,222614,null,10695,null,0400000US05,Arkansas,05
13905,null,129,null,35548,null,198,null,59760,null,245,null,93541,null,378,null,206941,null,1470,null,367229,null,4878,null,0400000US06,California,06
12991,null,318,null,34059,null,420,null,55461,null,600,null,84245,null,784,null,178429,null,3276,null,313137,null,10809,null,0400000US08,Colorado,08
15491,null,425,null,40420,null,620,null,66286,null,758,null,100874,null,1133,null,240360,null,4868,null,461509,null,15203,null,0400000US09,Connecticut,09
13354,null,817,null,34462,null,990,null,55360,null,1403,null,84173,null,1975,null,168002,null,6255,null,275757,null,19327,null,0400000US10,Delaware,10
9427,null,869,null,30233,null,1185,null,55118,null,1821,null,95612,null,2891,null,251286,null,11254,null,486687,null,37297,null,0400000US11,District of Columbia,11
12143,null,129,null,29672,null,205,null,47984,null,283,null,73596,null,399,null,168675,null,1944,null,315336,null,6648,null,0400000US12,Florida,12
11293,null,208,null,29910,null,285,null,49139,null,364,null,75835,null,535,null,166430,null,2496,null,295244,null,8141,null,0400000US13,Georgia,13
15432,null,778,null,40839,null,1124,null,64203,null,1429,null,94443,null,1857,null,183828,null,5846,null,305171,null,18547,null,0400000US15,Hawaii,15
12986,null,467,null,29665,null,583,null,46209,null,698,null,68524,null,983,null,145591,null,5429,null,260993,null,18483,null,0400000US16,Idaho,16
12463,null,184,null,32703,null,289,null,54430,null,302,null,83140,null,391,null,183639,null,2155,null,333920,null,6864,null,0400000US17,Illinois,17
11915,null,212,null,29749,null,327,null,47543,null,363,null,70738,null,484,null,140747,null,2059,null,238680,null,6812,null,0400000US18,Indiana,18
12210,null,272,null,29196,null,408,null,47389,null,513,null,70061,null,656,null,138399,null,2675,null,236115,null,8842,null,0400000US19,Iowa,19
12472,null,315,null,29769,null,402,null,47719,null,577,null,72737,null,908,null,152479,null,3639,null,265420,null,11370,null,0400000US20,Kansas,20
8934,null,218,null,23487,null,390,null,40444,null,547,null,64000,null,601,null,135017,null,2670,null,235482,null,9737,null,0400000US21,Kentucky,21
8591,null,193,null,23319,null,368,null,41008,null,499,null,66727,null,697,null,143904,null,2544,null,247925,null,8655,null,0400000US22,Louisiana,22
11616,null,345,null,28066,null,532,null,45924,null,658,null,68863,null,847,null,141721,null,4738,null,248147,null,16847,null,0400000US23,Maine,23
16469,null,337,null,42214,null,542,null,68424,null,601,null,102927,null,850,null,212673,null,3041,null,362487,null,9766,null,0400000US24,Maryland,24
12987,null,276,null,36374,null,409,null,62862,null,511,null,96689,null,691,null,207773,null,3239,null,367639,null,10354,null,0400000US25,Massachusetts,25
11191,null,172,null,29021,null,225,null,48097,null,321,null,74155,null,414,null,152147,null,1468,null,257207,null,4969,null,0400000US26,Michigan,26
14066,null,266,null,35089,null,398,null,55997,null,559,null,83026,null,651,null,170930,null,2554,null,296788,null,8004,null,0400000US27,Minnesota,27
