B22005H_001E,B22005H_001EA,B22005H_001M,B22005H_001MA,B22005H_002E,B22005H_002EA,B22005H_002M,B22005H_002MA,B22005H_003E,B22005H_003EA,B22005H_003M,B22005H_003MA,GEO_ID,NAME,state
1285734,null,7159,null,71622,null,4298,null,1214112,null,8434,null,0400000US01,Alabama,01
173902,null,2666,null,7422,null,1264,null,166480,null,2510,null,0400000US02,Alaska,02
1556528,null,8288,null,60513,null,3822,null,1496015,null,8976,null,0400000US04,Arizona,04
871428,null,5904,null,75250,null,4393,null,796178,null,6919,null,0400000US05,Arkansas,05
6501897,null,18904,null,138235,null,6713,null,6363662,null,19642,null,0400000US06,California,06
1438221,null,9161,null,46144,null,3357,null,1392077,null,9396,null,0400000US08,Colorado,08
1028676,null,4999,null,30561,null,3163,null,998115,null,5747,null,0400000US09,Connecticut,09
239442,null,3003,null,8487,null,1416,null,230955,null,3141,null,0400000US10,Delaware,10
93972,null,2850,null,542,null,380,null,93430,null,2786,null,0400000US11,District of Columbia,11
4768927,null,17226,null,139327,null,6775,null,4629600,null,17162,null,0400000US12,Florida,12
2143746,null,11246,null,98773,null,5488,null,2044973,null,12785,null,0400000US13,Georgia,13
137970,null,2820,null,4545,null,1066,null,133425,null,3004,null,0400000US15,Hawaii,15
499785,null,3643,null,27497,null,2516,null,472288,null,4121,null,0400000US16,Idaho,16
3394652,null,12337,null,160661,null,6647,null,3233991,null,13188,null,0400000US17,Illinois,17
2103817,null,8862,null,141304,null,4159,null,1962513,null,10000,null,0400000US18,Indiana,18
1129933,null,5819,null,79004,null,3882,null,1050929,null,6412,null,0400000US19,Iowa,19
920034,null,5661,null,45434,null,3335,null,874600,null,6404,null,0400000US20,Kansas,20
1478561,null,9436,null,171423,null,5857,null,1307138,null,10148,null,0400000US21,Kentucky,21
1049826,null,7238,null,67358,null,3705,null,982468,null,7213,null,0400000US22,Louisiana,22
523232,null,4983,null,60026,null,2917,null,463206,null,4967,null,0400000US23,Maine,23
1295744,null,7064,null,38074,null,3058,null,1257670,null,7327,null,0400000US24,Maryland,24
2031048,null,10382,null,88439,null,4447,null,1942609,null,10590,null,0400000US25,Massachusetts,25
3101747,null,10512,null,232025,null,6450,null,2869722,null,11956,null,0400000US26,Michigan,26
1839091,null,6794,null,65114,null,3501,null,1773977,null,7050,null,0400000US27,Minnesota,27
673826,null,6127,null,37415,null,2651,null,636411,null,6964,null,0400000US28,Mississippi,28
1949583,null,9642,null,153201,null,5755,null,1796382,null,9820,null,0400000US29,Missouri,29
340751,null,3230,null,20076,null,2164,null,320675,null,3909,null,0400000US30,Montana,30
617302,null,4367,null,32775,null,2491,null,584527,null,4467,null,0400000US31,Nebraska,31
628317,null,5975,null,19643,null,2080,null,608674,null,6099,null,0400000US32,Nevada,32
475780,null,3950,null,20145,null,2429,null,455635,null,4572,null,0400000US33,New Hampshire,33
2102422,null,9015,null,38878,null,3237,null,2063544,null,9188,null,0400000US34,New Jersey,34
371647,null,4399,null,17560,null,2402,null,354087,null,4985,null,0400000US35,New Mexico,35
4682525,null,11404,null,249580,null,6940,null,4432945,null,13102,null,0400000US36,New York,36
2519190,null,11618,null,139181,null,6073,null,2380009,null,12055,null,0400000US37,North Carolina,37
251325,null,2656,null,13660,null,1838,null,237665,null,2809,null,0400000US38,North Dakota,38
3791059,null,12721,null,269084,null,7206,null,3521975,null,13849,null,0400000US39,Ohio,39
1063181,null,6165,null,84796,null,4577,null,978385,null,7591,null,0400000US40,Oklahoma,40
1261148,null,8123,null,115552,null,5203,null,1145596,null,8421,null,0400000US41,Oregon,41
4119282,null,11424,null,233431,null,7747,null,3885851,null,12574,null,0400000US42,Pennsylvania,42
335986,null,4281,null,15190,null,1936,null,320796,null,4346,null,0400000US44,Rhode Island,44
1167519,null,7631,null,60042,null,4079,null,1107477,null,8436,null,0400000US45,South Carolina,45
284507,null,2956,null,14837,null,1854,null,269670,null,3034,null,0400000US46,South Dakota,46
1920158,null,9297,null,177946,null,5870,null,1742212,null,8983,null,0400000US47,Tennessee,47
4546434,null,13963,null,184622,null,6786,null,4361812,null,14051,null,0400000US48,Texas,48
721399,null,5578,null,30476,null,2551,null,690923,null,5864,null,0400000US49,Utah,49
243269,null,2322,null,18809,null,1641,null,224460,null,2748,null,0400000US50,Vermont,50
2098086,null,9037,null,87535,null,5115,null,2010551,null,10093,null,0400000US51,Virginia,51
2041038,null,7759,null,128543,null,6302,null,1912495,null,9231,null,0400000US53,Washington,53
692522,null,6397,null,83640,null,3805,null,608882,null,6592,null,0400000US54,West Virginia,54
1996315,null,7844,null,93315,null,4372,null,1903000,null,9188,null,0400000US55,Wisconsin,55
187570,null,3006,null,7434,null,1442,null,180136,null,2993,null,0400000US56,Wyoming,56
15715,null,1433,null,2782,null,665,null,12933,null,1303,null,0400000US72,Puerto Rico,72
