C14005_001E,C14005_001EA,C14005_001M,C14005_001MA,C14005_002E,C14005_002EA,C14005_002M,C14005_002MA,C14005_003E,C14005_003EA,C14005_003M,C14005_003MA,C14005_004E,C14005_004EA,C14005_004M,C14005_004MA,C14005_005E,C14005_005EA,C14005_005M,C14005_005MA,C14005_006E,C14005_006EA,C14005_006M,C14005_006MA,C14005_007E,C14005_007EA,C14005_007M,C14005_007MA,C14005_008E,C14005_008EA,C14005_008M,C14005_008MA,C14005_009E,C14005_009EA,C14005_009M,C14005_009MA,C14005_010E,C14005_010EA,C14005_010M,C14005_010MA,C14005_011E,C14005_011EA,C14005_011M,C14005_011MA,C14005_012E,C14005_012EA,C14005_012M,C14005_012MA,C14005_013E,C14005_013EA,C14005_013M,C14005_013MA,C14005_014E,C14005_014EA,C14005_014M,C14005_014MA,C14005_015E,C14005_015EA,C14005_015M,C14005_015MA,C14005_016E,C14005_016EA,C14005_016M,C14005_016MA,C14005_017E,C14005_017EA,C14005_017M,C14005_017MA,C14005_018E,C14005_018EA,C14005_018M,C14005_018MA,C14005_019E,C14005_019EA,C14005_019M,C14005_019MA,GEO_ID,NAME,state
267971,null,5074,null,138574,null,4075,null,107991,null,4029,null,30583,null,2321,null,15287,null,1767,null,11519,null,1504,null,3768,null,1131,null,15296,null,1723,null,9760,null,1709,null,5536,null,1123,null,129397,null,3894,null,106961,null,3960,null,22436,null,2337,null,11460,null,1577,null,7823,null,1393,null,3637,null,1028,null,10976,null,1767,null,3950,null,997,null,7026,null,1365,null,0400000US01,Alabama,01
46283,null,2482,null,24398,null,1844,null,18988,null,1604,null,5410,null,999,null,3926,null,814,null,2902,null,780,null,1024,null,535,null,1484,null,548,null,713,null,407,null,771,null,364,null,21885,null,1744,null,16914,null,1561,null,4971,null,1086,null,3144,null,822,null,2212,null,640,null,932,null,449,null,1827,null,809,null,1322,null,768,null,505,null,252,null,0400000US02,Alaska,02
344349,null,5628,null,179711,null,4095,null,137874,null,4245,null,41837,null,3077,null,22318,null,2697,null,17105,null,2217,null,5213,null,1810,null,19519,null,2607,null,12687,null,1929,null,6832,null,1474,null,164638,null,3930,null,132593,null,3817,null,32045,null,2444,null,17333,null,1949,null,11827,null,1629,null,5506,null,1446,null,14712,null,1989,null,5888,null,1288,null,8824,null,1667,null,0400000US04,Arizona,04
163639,null,4445,null,81900,null,3524,null,64890,null,3184,null,17010,null,2052,null,11101,null,1949,null,9277,null,1733,null,1824,null,806,null,5909,null,1200,null,2835,null,919,null,3074,null,876,null,81739,null,3121,null,67349,null,3127,null,14390,null,2131,null,9380,null,1777,null,7050,null,1493,null,2330,null,820,null,5010,null,1151,null,1788,null,648,null,3222,null,980,null,0400000US05,Arkansas,05
2215110,null,10872,null,1135585,null,8537,null,922082,null,9708,null,213503,null,6691,null,124853,null,5550,null,95088,null,4713,null,29765,null,2900,null,88650,null,4958,null,54510,null,4390,null,34140,null,3378,null,1079525,null,7090,null,923154,null,8392,null,156371,null,5437,null,100996,null,4682,null,67935,null,3530,null,33061,null,3337,null,55375,null,4722,null,22395,null,2927,null,32980,null,3470,null,0400000US06,California,06
263672,null,4578,null,137441,null,3588,null,109935,null,4028,null,27506,null,2581,null,16116,null,2147,null,13312,null,1860,null,2804,null,1033,null,11390,null,1890,null,8678,null,1666,null,2712,null,783,null,126231,null,3044,null,105695,null,3065,null,20536,null,2101,null,13939,null,1794,null,10744,null,1379,null,3195,null,1034,null,6597,null,1434,null,4444,null,1236,null,2153,null,635,null,0400000US08,Colorado,08
204199,null,3185,null,105603,null,2697,null,90052,null,2699,null,15551,null,2336,null,9933,null,1870,null,7919,null,1631,null,2014,null,619,null,5618,null,1173,null,3252,null,945,null,2366,null,781,null,98596,null,1963,null,89089,null,2296,null,9507,null,1348,null,7185,null,1196,null,5356,null,1191,null,1829,null,665,null,2322,null,776,null,401,null,246,null,1921,null,732,null,0400000US09,Connecticut,09
50682,null,1815,null,25635,null,1372,null,19906,null,1501,null,5729,null,1249,null,2637,null,1063,null,2117,null,912,null,520,null,356,null,3092,null,890,null,1895,null,802,null,1197,null,486,null,25047,null,1194,null,22463,null,1228,null,2584,null,616,null,1178,null,456,null,1003,null,440,null,175,null,193,null,1406,null,521,null,1087,null,458,null,319,null,290,null,0400000US10,Delaware,10
32723,null,1252,null,15689,null,979,null,12638,null,1217,null,3051,null,813,null,1785,null,761,null,1170,null,775,null,615,null,419,null,1266,null,486,null,560,null,405,null,706,null,296,null,17034,null,958,null,14602,null,1103,null,2432,null,913,null,1131,null,765,null,678,null,520,null,453,null,521,null,1301,null,585,null,663,null,443,null,638,null,451,null,0400000US11,District of Columbia,11
952996,null,9898,null,490598,null,7947,null,381004,null,8512,null,109594,null,4799,null,62181,null,4420,null,48376,null,3953,null,13805,null,2266,null,47413,null,3923,null,27659,null,3178,null,19754,null,2932,null,462398,null,7414,null,382873,null,7453,null,79525,null,5592,null,45758,null,4671,null,30761,null,2916,null,14997,null,3669,null,33767,null,4041,null,15622,null,3109,null,18145,null,2482,null,0400000US12,Florida,12
574022,null,7439,null,303340,null,7089,null,231277,null,6268,null,72063,null,4752,null,35532,null,3507,null,27412,null,2894,null,8120,null,1851,null,36531,null,3772,null,21678,null,3412,null,14853,null,2496,null,270682,null,5216,null,226373,null,5465,null,44309,null,3474,null,23896,null,2429,null,16406,null,2128,null,7490,null,1532,null,20413,null,2789,null,9102,null,1848,null,11311,null,2203,null,0400000US13,Georgia,13
66273,null,2358,null,34180,null,1569,null,25573,null,1642,null,8607,null,1542,null,6802,null,1413,null,5205,null,1189,null,1597,null,816,null,1805,null,629,null,1180,null,513,null,625,null,385,null,32093,null,1722,null,27412,null,1846,null,4681,null,1052,null,3742,null,977,null,3005,null,930,null,737,null,467,null,939,null,452,null,178,null,132,null,761,null,427,null,0400000US15,Hawaii,15
86564,null,2967,null,43003,null,2243,null,34397,null,2162,null,8606,null,1351,null,5299,null,1059,null,4056,null,950,null,1243,null,616,null,3307,null,774,null,2229,null,734,null,1078,null,424,null,43561,null,2067,null,34586,null,1936,null,8975,null,1283,null,5788,null,1190,null,4625,null,1074,null,1163,null,593,null,3187,null,927,null,1802,null,872,null,1385,null,487,null,0400000US16,Idaho,16
758065,null,5955,null,389362,null,3929,null,322483,null,4676,null,66879,null,3807,null,39536,null,3061,null,32138,null,2985,null,7398,null,1430,null,27343,null,2574,null,14237,null,1863,null,13106,null,2054,null,368703,null,4431,null,324028,null,4260,null,44675,null,2692,null,26852,null,2303,null,20008,null,2078,null,6844,null,1220,null,17823,null,2123,null,10505,null,1729,null,7318,null,1372,null,0400000US17,Illinois,17
376583,null,5319,null,193747,null,4298,null,162631,null,4822,null,31116,null,2419,null,16603,null,1943,null,14047,null,1814,null,2556,null,794,null,14513,null,1855,null,9504,null,1647,null,5009,null,1105,null,182836,null,3691,null,155234,null,3793,null,27602,null,2482,null,17297,null,2059,null,12261,null,1568,null,5036,null,1267,null,10305,null,1507,null,4232,null,935,null,6073,null,1270,null,0400000US18,Indiana,18
176695,null,3463,null,90016,null,2349,null,77770,null,2216,null,12246,null,1324,null,8632,null,1281,null,7861,null,1220,null,771,null,329,null,3614,null,883,null,2205,null,668,null,1409,null,531,null,86679,null,2286,null,75313,null,2238,null,11366,null,1695,null,7492,null,1389,null,5865,null,1219,null,1627,null,584,null,3874,null,1038,null,2144,null,675,null,1730,null,727,null,0400000US19,Iowa,19
167282,null,4100,null,88405,null,2959,null,75823,null,2711,null,12582,null,1566,null,9324,null,1393,null,8230,null,1383,null,1094,null,438,null,3258,null,824,null,2058,null,590,null,1200,null,529,null,78877,null,2695,null,68470,null,2637,null,10407,null,1456,null,6312,null,1140,null,5087,null,1002,null,1225,null,517,null,4095,null,1010,null,2197,null,757,null,1898,null,557,null,0400000US20,Kansas,20
243090,null,5242,null,126824,null,4158,null,101322,null,4065,null,25502,null,2670,null,14552,null,1780,null,11720,null,1670,null,2832,null,808,null,10950,null,2112,null,5906,null,1580,null,5044,null,1089,null,116266,null,2997,null,96557,null,2980,null,19709,null,2403,null,11602,null,1917,null,8431,null,1683,null,3171,null,954,null,8107,null,1628,null,3840,null,1066,null,4267,null,1213,null,0400000US21,Kentucky,21
264193,null,5609,null,136380,null,4341,null,106369,null,4663,null,30011,null,2781,null,14442,null,1942,null,11269,null,1680,null,3173,null,1043,null,15569,null,1986,null,6841,null,1370,null,8728,null,1648,null,127813,null,4123,null,101592,null,3908,null,26221,null,2487,null,15350,null,2166,null,10485,null,1614,null,4865,null,1257,null,10871,null,1848,null,4854,null,1238,null,6017,null,1523,null,0400000US22,Louisiana,22
75341,null,2159,null,39109,null,1593,null,33669,null,1626,null,5440,null,1123,null,3483,null,976,null,3125,null,881,null,358,null,343,null,1957,null,631,null,1451,null,556,null,506,null,374,null,36232,null,1366,null,31289,null,1492,null,4943,null,915,null,3344,null,845,null,2463,null,684,null,881,null,492,null,1599,null,682,null,768,null,385,null,831,null,469,null,0400000US23,Maine,23
332827,null,5183,null,169909,null,3706,null,135653,null,3875,null,34256,null,2544,null,20065,null,1955,null,15987,null,1887,null,4078,null,1180,null,14191,null,2019,null,8504,null,1566,null,5687,null,1345,null,162918,null,3654,null,140142,null,3717,null,22776,null,2425,null,14861,null,2006,null,12084,null,1835,null,2777,null,995,null,7915,null,1543,null,3887,null,1024,null,4028,null,1131,null,0400000US24,Maryland,24
373618,null,4417,null,193196,null,3996,null,168001,null,4250,null,25195,null,2225,null,13178,null,1747,null,10893,null,1615,null,2285,null,805,null,12017,null,1867,null,6538,null,1524,null,5479,null,1371,null,180422,null,3395,null,160315,null,3531,null,20107,null,2271,null,11681,null,1966,null,9084,null,1692,null,2597,null,1036,null,8426,null,1663,null,4513,null,1338,null,3913,null,918,null,0400000US25,Massachusetts,25
606441,null,5470,null,310167,null,4102,null,264259,null,4345,null,45908,null,2942,null,26211,null,2384,null,21727,null,2186,null,4484,null,904,null,19697,null,1958,null,9659,null,1501,null,10038,null,1721,null,296274,null,3875,null,257795,null,4130,null,38479,null,2425,null,25270,null,2298,null,19010,null,2089,null,6260,null,1346,null,13209,null,1771,null,5979,null,1251,null,7230,null,1233,null,0400000US26,Michigan,26
302687,null,4719,null,157525,null,3363,null,138381,null,3346,null,19144,null,1901,null,13770,null,1770,null,11663,null,1716,null,2107,null,570,null,5374,null,1044,null,2906,null,728,null,2468,null,755,null,145162,null,2771,null,132149,null,2797,null,13013,null,1456,null,9228,null,1161,null,7985,null,1055,null,1243,null,509,null,3785,null,845,null,2347,null,676,null,1438,null,533,null,0400000US27,Minnesota,27
195713,null,5725,null,101368,null,4446,null,80513,null,4315,null,20855,null,2341,null,11189,null,1597,null,9029,null,1596,null,2160,null,775,null,9666,null,1861,null,6684,null,1635,null,2982,null,906,null,94345,null,3528,null,79185,null,3728,null,15160,null,1951,null,9109,null,1683,null,6938,null,1594,null,2171,null,738,null,6051,null,1319,null,2493,null,853,null,3558,null,890,null,0400000US28,Mississippi,28
339503,null,4737,null,173771,null,3762,null,139650,null,3345,null,34121,null,2842,null,19411,null,2167,null,16592,null,2044,null,2819,null,888,null,14710,null,1814,null,7972,null,1482,null,6738,null,1551,null,165732,null,3195,null,140974,null,3635,null,24758,null,2054,null,14410,null,1753,null,11163,null,1474,null,3247,null,850,null,10348,null,1666,null,4548,null,1029,null,5800,null,1398,null,0400000US29,Missouri,29
56511,null,2626,null,28400,null,1760,null,22998,null,1764,null,5402,null,1106,null,3541,null,880,null,2442,null,723,null,1099,null,591,null,1861,null,798,null,516,null,269,null,1345,null,731,null,28111,null,1664,null,21935,null,1605,null,6176,null,1091,null,4149,null,994,null,3020,null,872,null,1129,null,529,null,2027,null,645,null,1116,null,510,null,911,null,404,null,0400000US30,Montana,30
