B20017A_001E,B20017A_001EA,B20017A_001M,B20017A_001MA,B20017A_002E,B20017A_002EA,B20017A_002M,B20017A_002MA,B20017A_003E,B20017A_003EA,B20017A_003M,B20017A_003MA,B20017A_004E,B20017A_004EA,B20017A_004M,B20017A_004MA,B20017A_005E,B20017A_005EA,B20017A_005M,B20017A_005MA,B20017A_006E,B20017A_006EA,B20017A_006M,B20017A_006MA,B20017A_007E,B20017A_007EA,B20017A_007M,B20017A_007MA,GEO_ID,NAME,state
27889,null,506,null,34783,null,686,null,43064,null,782,null,11700,null,416,null,21120,null,339,null,31558,null,396,null,9657,null,394,null,0400000US01,Alabama,01
35840,null,1029,null,44824,null,2198,null,55785,null,3162,null,24002,null,2451,null,27631,null,1340,null,40291,null,1596,null,15034,null,2806,null,0400000US02,Alaska,02
30435,null,291,null,35607,null,472,null,44017,null,997,null,15085,null,586,null,24992,null,517,null,35402,null,530,null,11422,null,278,null,0400000US04,Arizona,04
24538,null,498,null,30381,null,419,null,38224,null,980,null,11632,null,456,null,20004,null,511,null,27903,null,842,null,9562,null,415,null,0400000US05,Arkansas,05
32530,null,243,null,40127,null,207,null,51405,null,223,null,17038,null,328,null,26629,null,233,null,41372,null,240,null,12399,null,121,null,0400000US06,California,06
31395,null,273,null,37248,null,431,null,48223,null,829,null,15477,null,600,null,24895,null,435,null,37947,null,862,null,11161,null,264,null,0400000US08,Colorado,08
37702,null,601,null,46993,null,591,null,59627,null,1588,null,15458,null,653,null,30418,null,382,null,44181,null,992,null,12997,null,765,null,0400000US09,Connecticut,09
33469,null,1463,null,40291,null,1136,null,50669,null,770,null,12125,null,897,null,27678,null,1283,null,40410,null,1198,null,11005,null,675,null,0400000US10,Delaware,10
52278,null,1896,null,61626,null,5173,null,81548,null,4271,null,29744,null,4669,null,45859,null,3052,null,66240,null,2428,null,16655,null,3027,null,0400000US11,District of Columbia,11
30029,null,208,null,34388,null,418,null,41946,null,241,null,14344,null,564,null,25089,null,242,null,34131,null,398,null,11533,null,155,null,0400000US12,Florida,12
31152,null,261,null,37179,null,376,null,46915,null,463,null,13089,null,730,null,24741,null,562,null,35765,null,489,null,10977,null,227,null,0400000US13,Georgia,13
35236,null,1796,null,41589,null,979,null,50176,null,1048,null,21713,null,2029,null,27342,null,2584,null,39965,null,2902,null,12415,null,1661,null,0400000US15,Hawaii,15
25203,null,405,null,31345,null,481,null,40225,null,717,null,14737,null,1229,null,19119,null,638,null,29136,null,827,null,10011,null,492,null,0400000US16,Idaho,16
31995,null,163,null,41081,null,236,null,52075,null,244,null,13058,null,623,null,24773,null,306,null,37336,null,330,null,10790,null,153,null,0400000US17,Illinois,17
28410,null,298,null,35743,null,271,null,44916,null,515,null,11749,null,331,null,21546,null,245,null,31459,null,280,null,9877,null,255,null,0400000US18,Indiana,18
26780,null,251,null,32797,null,516,null,41845,null,290,null,10871,null,319,null,21157,null,259,null,31160,null,299,null,9290,null,350,null,0400000US19,Iowa,19
27179,null,306,null,34213,null,649,null,43463,null,806,null,10405,null,529,null,21415,null,316,null,31465,null,388,null,9664,null,397,null,0400000US20,Kansas,20
25715,null,237,null,31307,null,302,null,40547,null,457,null,11694,null,377,null,20425,null,282,null,30272,null,309,null,9359,null,356,null,0400000US21,Kentucky,21
30186,null,390,null,38741,null,969,null,47168,null,731,null,16055,null,864,null,21345,null,395,null,31390,null,456,null,10103,null,391,null,0400000US22,Louisiana,22
26131,null,370,null,32102,null,533,null,41939,null,548,null,11574,null,731,null,21189,null,359,null,31722,null,552,null,10310,null,376,null,0400000US23,Maine,23
40345,null,347,null,49135,null,993,null,60729,null,517,null,13909,null,1112,null,31711,null,441,null,46444,null,708,null,12726,null,736,null,0400000US24,Maryland,24
36471,null,286,null,44726,null,840,null,56720,null,716,null,14748,null,768,null,30005,null,417,null,43701,null,671,null,13089,null,535,null,0400000US25,Massachusetts,25
28277,null,352,null,36398,null,288,null,50119,null,333,null,12256,null,214,null,21299,null,192,null,35172,null,371,null,10027,null,160,null,0400000US26,Michigan,26
31631,null,177,null,38262,null,571,null,49037,null,724,null,13202,null,787,null,25391,null,267,null,37111,null,356,null,11598,null,170,null,0400000US27,Minnesota,27
27182,null,403,null,33390,null,1153,null,41541,null,616,null,11853,null,596,null,21453,null,452,null,31150,null,473,null,9960,null,575,null,0400000US28,Mississippi,28
26771,null,251,null,32747,null,608,null,42207,null,381,null,11513,null,315,null,21448,null,308,null,31124,null,305,null,9785,null,282,null,0400000US29,Missouri,29
22873,null,502,null,29452,null,1160,null,38885,null,1800,null,12472,null,1091,null,18246,null,931,null,26815,null,636,null,10112,null,430,null,0400000US30,Montana,30
26400,null,352,null,32175,null,423,null,40103,null,609,null,10804,null,564,null,21079,null,383,null,30759,null,518,null,8876,null,462,null,0400000US31,Nebraska,31
31960,null,387,null,37356,null,801,null,46634,null,1163,null,16752,null,1054,null,27127,null,504,null,35920,null,677,null,13126,null,1056,null,0400000US32,Nevada,32
