B20017A_001E,B20017A_001EA,B20017A_001M,B20017A_001MA,B20017A_002E,B20017A_002EA,B20017A_002M,B20017A_002MA,B20017A_003E,B20017A_003EA,B20017A_003M,B20017A_003MA,B20017A_004E,B20017A_004EA,B20017A_004M,B20017A_004MA,B20017A_005E,B20017A_005EA,B20017A_005M,B20017A_005MA,B20017A_006E,B20017A_006EA,B20017A_006M,B20017A_006MA,B20017A_007E,B20017A_007EA,B20017A_007M,B20017A_007MA,GEO_ID,NAME,state
31744,null,419,null,41104,null,497,null,51417,null,514,null,12385,null,809,null,25056,null,693,null,35915,null,720,null,11511,null,354,null,0400000US33,New Hampshire,33
40292,null,277,null,49701,null,895,null,60821,null,448,null,16694,null,538,null,31185,null,294,null,45070,null,631,null,13726,null,534,null,0400000US34,New Jersey,34
25109,null,578,null,30420,null,667,null,40578,null,867,null,10891,null,620,null,20487,null,625,null,31606,null,799,null,9608,null,644,null,0400000US35,New Mexico,35
34167,null,334,null,41337,null,225,null,52370,null,306,null,13904,null,558,null,27534,null,365,null,41090,null,292,null,11975,null,159,null,0400000US36,New York,36
29550,null,340,null,34656,null,524,null,42388,null,343,null,12050,null,292,null,23755,null,397,null,33975,null,448,null,10680,null,216,null,0400000US37,North Carolina,37
25067,null,528,null,31148,null,546,null,40087,null,1019,null,11167,null,886,null,20012,null,519,null,27906,null,867,null,9043,null,541,null,0400000US38,North Dakota,38
28481,null,301,null,35673,null,288,null,45478,null,325,null,11588,null,200,null,21900,null,205,null,33437,null,413,null,10127,null,173,null,0400000US39,Ohio,39
26452,null,300,null,32239,null,362,null,40784,null,456,null,11779,null,481,null,20783,null,348,null,30505,null,429,null,9281,null,391,null,0400000US40,Oklahoma,40
27407,null,298,null,33600,null,714,null,44711,null,875,null,13780,null,682,null,22062,null,310,null,33512,null,791,null,11418,null,228,null,0400000US41,Oregon,41
29490,null,236,null,36186,null,212,null,45882,null,313,null,11391,null,225,null,22469,null,219,null,33936,null,369,null,10068,null,149,null,0400000US42,Pennsylvania,42
32182,null,619,null,39257,null,1771,null,50969,null,925,null,11560,null,1064,null,25959,null,897,null,40076,null,1262,null,11695,null,555,null,0400000US44,Rhode Island,44
29751,null,491,null,35491,null,484,null,42959,null,1003,null,11557,null,490,null,23313,null,690,null,32377,null,450,null,10707,null,300,null,0400000US45,South Carolina,45
24625,null,564,null,30819,null,484,null,37176,null,898,null,9721,null,721,null,20486,null,457,null,27015,null,642,null,9403,null,715,null,0400000US46,South Dakota,46
26607,null,204,null,31974,null,247,null,40742,null,322,null,12028,null,301,null,21555,null,273,null,30770,null,340,null,9697,null,297,null,0400000US47,Tennessee,47
29008,null,321,null,34269,null,407,null,43421,null,545,null,12420,null,201,null,22518,null,286,null,33821,null,442,null,9922,null,193,null,0400000US48,Texas,48
25697,null,329,null,33242,null,992,null,44693,null,863,null,11688,null,335,null,17598,null,634,null,31371,null,502,null,8797,null,411,null,0400000US49,Utah,49
26878,null,544,null,31592,null,628,null,40911,null,740,null,11753,null,539,null,22348,null,878,null,34401,null,1064,null,10814,null,644,null,0400000US50,Vermont,50
34507,null,427,null,41523,null,331,null,51992,null,430,null,12418,null,634,null,27170,null,311,null,40044,null,545,null,11335,null,248,null,0400000US51,Virginia,51
32272,null,238,null,41044,null,253,null,51748,null,371,null,16402,null,496,null,25113,null,403,null,38873,null,677,null,11971,null,205,null,0400000US53,Washington,53
24100,null,662,null,30888,null,465,null,40183,null,743,null,11448,null,576,null,18493,null,680,null,26757,null,542,null,8622,null,511,null,0400000US54,West Virginia,54
29470,null,283,null,36359,null,308,null,45468,null,393,null,12275,null,289,null,22729,null,283,null,32767,null,420,null,10693,null,162,null,0400000US55,Wisconsin,55
27175,null,699,null,36947,null,1432,null,45949,null,1367,null,16148,null,1801,null,20860,null,676,null,28909,null,1974,null,9792,null,902,null,0400000US56,Wyoming,56
14492,null,265,null,14610,null,406,null,20347,null,497,null,6586,null,263,null,14383,null,315,null,20128,null,437,null,6671,null,247,null,0400000US72,Puerto Rico,72
