C08012_001E,C08012_001EA,C08012_001M,C08012_001MA,C08012_002E,C08012_002EA,C08012_002M,C08012_002MA,C08012_003E,C08012_003EA,C08012_003M,C08012_003MA,C08012_004E,C08012_004EA,C08012_004M,C08012_004MA,C08012_005E,C08012_005EA,C08012_005M,C08012_005MA,C08012_006E,C08012_006EA,C08012_006M,C08012_006MA,C08012_007E,C08012_007EA,C08012_007M,C08012_007MA,C08012_008E,C08012_008EA,C08012_008M,C08012_008MA,C08012_009E,C08012_009EA,C08012_009M,C08012_009MA,C08012_010E,C08012_010EA,C08012_010M,C08012_010MA,C08012_011E,C08012_011EA,C08012_011M,C08012_011MA,C08012_012E,C08012_012EA,C08012_012M,C08012_012MA,C08012_013E,C08012_013EA,C08012_013M,C08012_013MA,C08012_014E,C08012_014EA,C08012_014M,C08012_014MA,C08012_015E,C08012_015EA,C08012_015M,C08012_015MA,C08012_016E,C08012_016EA,C08012_016M,C08012_016MA,C08012_017E,C08012_017EA,C08012_017M,C08012_017MA,C08012_018E,C08012_018EA,C08012_018M,C08012_018MA,C08012_019E,C08012_019EA,C08012_019M,C08012_019MA,C08012_020E,C08012_020EA,C08012_020M,C08012_020MA,C08012_021E,C08012_021EA,C08012_021M,C08012_021MA,C08012_022E,C08012_022EA,C08012_022M,C08012_022MA,C08012_023E,C08012_023EA,C08012_023M,C08012_023MA,C08012_024E,C08012_024EA,C08012_024M,C08012_024MA,C08012_025E,C08012_025EA,C08012_025M,C08012_025MA,C08012_026E,C08012_026EA,C08012_026M,C08012_026MA,C08012_027E,C08012_027EA,C08012_027M,C08012_027MA,C08012_028E,C08012_028EA,C08012_028M,C08012_028MA,C08012_029E,C08012_029EA,C08012_029M,C08012_029MA,C08012_030E,C08012_030EA,C08012_030M,C08012_030MA,GEO_ID,NAME,state
1931752,null,17030,null,264948,null,8960,null,282626,null,10188,null,346842,null,11606,null,284728,null,9229,null,122316,null,6609,null,264945,null,8817,null,106685,null,5472,null,140726,null,6501,null,117936,null,6062,null,1042172,null,11666,null,134245,null,5868,null,140797,null,6650,null,179515,null,8228,null,151217,null,6908,null,65938,null,4043,null,145672,null,6681,null,61228,null,4728,null,82626,null,4897,null,80934,null,4652,null,889580,null,11264,null,130703,null,6148,null,141829,null,5777,null,167327,null,6882,null,133511,null,5190,null,56378,null,4073,null,119273,null,5505,null,45457,null,3463,null,58100,null,4110,null,37002,null,2783,null,0400000US01,Alabama,01
310040,null,5764,null,89702,null,4275,null,61593,null,3756,null,53569,null,3681,null,40938,null,3283,null,14460,null,2292,null,19697,null,2301,null,6369,null,1257,null,8715,null,1338,null,14997,null,2155,null,171676,null,4018,null,48178,null,3053,null,33315,null,2665,null,29039,null,2460,null,23957,null,2373,null,7401,null,1582,null,10103,null,1581,null,4038,null,1086,null,4925,null,1028,null,10720,null,1834,null,138364,null,3493,null,41524,null,2674,null,28278,null,2276,null,24530,null,2462,null,16981,null,2012,null,7059,null,1488,null,9594,null,1516,null,2331,null,657,null,3790,null,754,null,4277,null,937,null,0400000US02,Alaska,02
2642986,null,18647,null,334592,null,10464,null,358143,null,11513,null,403693,null,12318,null,392891,null,12430,null,161621,null,6873,null,421960,null,11166,null,181873,null,7496,null,208600,null,9747,null,179613,null,7397,null,1482039,null,11411,null,166077,null,6529,null,191010,null,7808,null,215281,null,7834,null,217489,null,7470,null,88679,null,5427,null,256603,null,9218,null,106033,null,5552,null,122221,null,7185,null,118646,null,5764,null,1160947,null,11824,null,168515,null,7100,null,167133,null,6850,null,188412,null,8595,null,175402,null,7832,null,72942,null,4059,null,165357,null,6546,null,75840,null,4831,null,86379,null,5144,null,60967,null,4239,null,0400000US04,Arizona,04
1167743,null,11208,null,231959,null,7584,null,200668,null,6727,null,199712,null,7998,null,165468,null,6655,null,58544,null,3562,null,142222,null,6184,null,55726,null,3972,null,60884,null,3909,null,52560,null,3489,null,623858,null,7735,null,118931,null,5378,null,101501,null,5436,null,104315,null,5691,null,89114,null,4635,null,31029,null,2541,null,78601,null,4833,null,30140,null,2708,null,35474,null,2517,null,34753,null,2787,null,543885,null,7381,null,113028,null,4559,null,99167,null,4538,null,95397,null,4763,null,76354,null,4299,null,27515,null,2488,null,63621,null,3777,null,25586,null,2878,null,25410,null,2577,null,17807,null,2236,null,0400000US05,Arkansas,05
15634233,null,44250,null,1806806,null,22253,null,2126391,null,20532,null,2402160,null,26032,null,2247834,null,26795,null,845584,null,16917,null,2298946,null,25056,null,1011049,null,19418,null,1240924,null,19674,null,1654539,null,24366,null,8773259,null,29725,null,898995,null,16272,null,1095611,null,17001,null,1291203,null,19105,null,1256298,null,18780,null,473740,null,12753,null,1351762,null,21582,null,603868,null,13364,null,738069,null,14084,null,1063713,null,19811,null,6860974,null,27708,null,907811,null,14548,null,1030780,null,15403,null,1110957,null,16711,null,991536,null,15779,null,371844,null,10005,null,947184,null,13908,null,407181,null,11844,null,502855,null,13429,null,590826,null,13720,null,0400000US06,California,06
2298971,null,14641,null,338254,null,9195,null,330385,null,8291,null,366943,null,9864,null,337600,null,10275,null,163190,null,6375,null,304483,null,9135,null,138672,null,5932,null,177317,null,7276,null,142127,null,7056,null,1279451,null,9866,null,167621,null,6867,null,169553,null,6617,null,201175,null,7513,null,186736,null,6637,null,90264,null,5304,null,179870,null,6647,null,77755,null,4678,null,110832,null,5283,null,95645,null,6284,null,1019520,null,10550,null,170633,null,6302,null,160832,null,5711,null,165768,null,5670,null,150864,null,6552,null,72926,null,3685,null,124613,null,6489,null,60917,null,3736,null,66485,null,4016,null,46482,null,3220,null,0400000US08,Colorado,08
1655115,null,11515,null,226070,null,7781,null,260362,null,7363,null,274136,null,9309,null,252142,null,6419,null,110905,null,5343,null,201487,null,6312,null,102132,null,5123,null,102113,null,4607,null,125768,null,6209,null,871082,null,7226,null,105835,null,5059,null,128834,null,5051,null,135604,null,6284,null,129435,null,4903,null,57066,null,3973,null,109173,null,4464,null,59456,null,4490,null,62312,null,4052,null,83367,null,4522,null,784033,null,8003,null,120235,null,5397,null,131528,null,5446,null,138532,null,5854,null,122707,null,4421,null,53839,null,3496,null,92314,null,4055,null,42676,null,3394,null,39801,null,2740,null,42401,null,3349,null,0400000US09,Connecticut,09
393470,null,6858,null,50731,null,3401,null,59524,null,4078,null,70183,null,4123,null,61298,null,4037,null,23696,null,2327,null,53718,null,4321,null,22061,null,2200,null,26983,null,2911,null,25276,null,2421,null,206357,null,4326,null,26072,null,2511,null,28767,null,2811,null,35594,null,3112,null,30256,null,2554,null,12801,null,1790,null,27432,null,2570,null,13141,null,1745,null,15613,null,2047,null,16681,null,1797,null,187113,null,4247,null,24659,null,2254,null,30757,null,3139,null,34589,null,2773,null,31042,null,2798,null,10895,null,1450,null,26286,null,2714,null,8920,null,1434,null,11370,null,1633,null,8595,null,1510,null,0400000US10,Delaware,10
275190,null,5842,null,18374,null,2510,null,22000,null,2438,null,37371,null,3091,null,43447,null,3484,null,17400,null,2101,null,51542,null,3979,null,24645,null,2973,null,31555,null,3383,null,28856,null,2711,null,134596,null,3981,null,8845,null,1811,null,10266,null,1607,null,20583,null,2611,null,21354,null,2420,null,9158,null,1515,null,23553,null,2530,null,10377,null,1890,null,14568,null,2451,null,15892,null,2347,null,140594,null,4405,null,9529,null,1665,null,11734,null,1952,null,16788,null,2289,null,22093,null,2459,null,8242,null,1490,null,27989,null,3087,null,14268,null,2505,null,16987,null,2173,null,12964,null,1819,null,0400000US11,District of Columbia,11
7832529,null,34096,null,850064,null,18621,null,1017234,null,21643,null,1189198,null,19125,null,1248369,null,18869,null,488592,null,14689,null,1276984,null,19716,null,545173,null,12640,null,649350,null,14641,null,567565,null,15425,null,4197726,null,21457,null,421822,null,13188,null,502851,null,13751,null,604641,null,12612,null,663454,null,12738,null,261463,null,10338,null,715788,null,16629,null,303961,null,8595,null,369605,null,11622,null,354141,null,11663,null,3634803,null,23322,null,428242,null,11263,null,514383,null,13077,null,584557,null,14162,null,584915,null,12375,null,227129,null,8565,null,561196,null,12588,null,241212,null,9414,null,279745,null,8884,null,213424,null,8156,null,0400000US12,Florida,12
