B19101I_001E,B19101I_001EA,B19101I_001M,B19101I_001MA,B19101I_002E,B19101I_002EA,B19101I_002M,B19101I_002MA,B19101I_003E,B19101I_003EA,B19101I_003M,B19101I_003MA,B19101I_004E,B19101I_004EA,B19101I_004M,B19101I_004MA,B19101I_005E,B19101I_005EA,B19101I_005M,B19101I_005MA,B19101I_006E,B19101I_006EA,B19101I_006M,B19101I_006MA,B19101I_007E,B19101I_007EA,B19101I_007M,B19101I_007MA,B19101I_008E,B19101I_008EA,B19101I_008M,B19101I_008MA,B19101I_009E,B19101I_009EA,B19101I_009M,B19101I_009MA,B19101I_010E,B19101I_010EA,B19101I_010M,B19101I_010MA,B19101I_011E,B19101I_011EA,B19101I_011M,B19101I_011MA,B19101I_012E,B19101I_012EA,B19101I_012M,B19101I_012MA,B19101I_013E,B19101I_013EA,B19101I_013M,B19101I_013MA,B19101I_014E,B19101I_014EA,B19101I_014M,B19101I_014MA,B19101I_015E,B19101I_015EA,B19101I_015M,B19101I_015MA,B19101I_016E,B19101I_016EA,B19101I_016M,B19101I_016MA,B19101I_017E,B19101I_017EA,B19101I_017M,B19101I_017MA,GEO_ID,NAME,state
25204,null,1974,null,2015,null,769,null,1902,null,840,null,3024,null,906,null,2765,null,1029,null,1857,null,733,null,2060,null,755,null,1078,null,546,null,1027,null,504,null,1245,null,589,null,2760,null,892,null,2034,null,744,null,1539,null,516,null,657,null,319,null,314,null,233,null,453,null,276,null,474,null,542,null,0400000US01,Alabama,01
8559,null,1059,null,104,null,110,null,623,null,444,null,291,null,302,null,505,null,327,null,631,null,525,null,466,null,403,null,510,null,339,null,216,null,269,null,570,null,408,null,2095,null,767,null,607,null,381,null,730,null,484,null,889,null,585,null,152,null,153,null,47,null,79,null,123,null,224,null,0400000US02,Alaska,02
371249,null,6665,null,27030,null,2756,null,19102,null,2521,null,24858,null,2464,null,29367,null,3602,null,30175,null,3114,null,25487,null,2730,null,24186,null,2745,null,22287,null,2514,null,19600,null,2497,null,36077,null,3115,null,37965,null,3276,null,39459,null,3454,null,17030,null,1905,null,8375,null,1572,null,6287,null,1468,null,3964,null,1233,null,0400000US04,Arizona,04
29580,null,1693,null,1963,null,784,null,2091,null,783,null,2888,null,922,null,4836,null,1269,null,2515,null,917,null,2411,null,848,null,2010,null,625,null,2231,null,706,null,1725,null,661,null,2180,null,740,null,1936,null,688,null,1441,null,654,null,604,null,313,null,546,null,367,null,80,null,132,null,123,null,156,null,0400000US05,Arkansas,05
2648917,null,15716,null,138743,null,5387,null,123871,null,6143,null,166736,null,6145,null,179002,null,6950,null,172632,null,7499,null,180379,null,7111,null,168092,null,6955,null,155761,null,7325,null,142725,null,6148,null,241031,null,9279,null,298170,null,8254,null,303965,null,8857,null,173322,null,6828,null,89852,null,4508,null,69563,null,3841,null,45073,null,4051,null,0400000US06,California,06
207789,null,4714,null,18885,null,2473,null,13678,null,2027,null,18023,null,2784,null,16090,null,2204,null,13039,null,2376,null,13739,null,1909,null,14235,null,2482,null,11838,null,2007,null,9803,null,1597,null,15532,null,2008,null,21011,null,2388,null,21403,null,2217,null,10191,null,1451,null,4939,null,1108,null,3946,null,1053,null,1437,null,576,null,0400000US08,Colorado,08
91588,null,3299,null,9156,null,1660,null,5059,null,1106,null,6844,null,1513,null,6787,null,1459,null,4307,null,1217,null,5733,null,1241,null,4872,null,1330,null,4006,null,1121,null,5373,null,1429,null,7765,null,1570,null,7294,null,1349,null,9453,null,1751,null,6939,null,1517,null,2640,null,866,null,1891,null,703,null,3469,null,1019,null,0400000US09,Connecticut,09
11838,null,1068,null,1088,null,612,null,338,null,305,null,1693,null,646,null,1326,null,619,null,470,null,320,null,1006,null,496,null,611,null,402,null,573,null,360,null,1090,null,419,null,784,null,443,null,483,null,300,null,1134,null,465,null,206,null,188,null,702,null,440,null,121,null,147,null,213,null,185,null,0400000US10,Delaware,10
9739,null,1245,null,839,null,502,null,319,null,444,null,105,null,178,null,1071,null,765,null,483,null,453,null,239,null,284,null,874,null,672,null,734,null,619,null,734,null,590,null,841,null,519,null,850,null,413,null,876,null,485,null,710,null,519,null,312,null,347,null,467,null,345,null,285,null,252,null,0400000US11,District of Columbia,11
897776,null,11745,null,44120,null,3992,null,49414,null,4067,null,57696,null,4280,null,68402,null,5298,null,59332,null,4232,null,58879,null,4006,null,56522,null,3994,null,54638,null,4588,null,43963,null,4468,null,81378,null,5678,null,94219,null,5565,null,96764,null,4344,null,55991,null,4141,null,26361,null,2694,null,27153,null,2613,null,22944,null,2401,null,0400000US12,Florida,12
136161,null,5396,null,8920,null,1669,null,7831,null,1550,null,11370,null,2215,null,11905,null,1912,null,11207,null,1915,null,12575,null,2096,null,8254,null,1581,null,8113,null,1540,null,6234,null,1489,null,14168,null,2362,null,12638,null,2142,null,11306,null,1873,null,4364,null,1067,null,2573,null,856,null,2906,null,980,null,1797,null,585,null,0400000US13,Georgia,13
