C22007_001E,C22007_001EA,C22007_001M,C22007_001MA,C22007_002E,C22007_002EA,C22007_002M,C22007_002MA,C22007_003E,C22007_003EA,C22007_003M,C22007_003MA,C22007_004E,C22007_004EA,C22007_004M,C22007_004MA,C22007_005E,C22007_005EA,C22007_005M,C22007_005MA,C22007_006E,C22007_006EA,C22007_006M,C22007_006MA,C22007_007E,C22007_007EA,C22007_007M,C22007_007MA,C22007_008E,C22007_008EA,C22007_008M,C22007_008MA,C22007_009E,C22007_009EA,C22007_009M,C22007_009MA,C22007_010E,C22007_010EA,C22007_010M,C22007_010MA,C22007_011E,C22007_011EA,C22007_011M,C22007_011MA,C22007_012E,C22007_012EA,C22007_012M,C22007_012MA,C22007_013E,C22007_013EA,C22007_013M,C22007_013MA,C22007_014E,C22007_014EA,C22007_014M,C22007_014MA,C22007_015E,C22007_015EA,C22007_015M,C22007_015MA,C22007_016E,C22007_016EA,C22007_016M,C22007_016MA,C22007_017E,C22007_017EA,C22007_017M,C22007_017MA,C22007_018E,C22007_018EA,C22007_018M,C22007_018MA,C22007_019E,C22007_019EA,C22007_019M,C22007_019MA,C22007_020E,C22007_020EA,C22007_020M,C22007_020MA,C22007_021E,C22007_021EA,C22007_021M,C22007_021MA,C22007_022E,C22007_022EA,C22007_022M,C22007_022MA,C22007_023E,C22007_023EA,C22007_023M,C22007_023MA,C22007_024E,C22007_024EA,C22007_024M,C22007_024MA,C22007_025E,C22007_025EA,C22007_025M,C22007_025MA,C22007_026E,C22007_026EA,C22007_026M,C22007_026MA,C22007_027E,C22007_027EA,C22007_027M,C22007_027MA,C22007_028E,C22007_028EA,C22007_028M,C22007_028MA,C22007_029E,C22007_029EA,C22007_029M,C22007_029MA,GEO_ID,NAME,state
2328569,null,18597,null,206652,null,7341,null,58475,null,4251,null,9088,null,1841,null,21542,null,2561,null,27845,null,2494,null,148177,null,6076,null,13642,null,2075,null,2474,null,827,null,7962,null,1507,null,3206,null,901,null,134535,null,5696,null,35738,null,3070,null,74499,null,4209,null,24298,null,2481,null,2121917,null,17570,null,1611950,null,16942,null,175553,null,5193,null,392362,null,8703,null,1044035,null,15480,null,509967,null,12739,null,139040,null,7217,null,9808,null,1670,null,69846,null,5343,null,59386,null,4500,null,370927,null,10175,null,39434,null,3557,null,209269,null,8242,null,122224,null,6517,null,0400000US13,Georgia,13
306623,null,4387,null,18822,null,2277,null,7760,null,1504,null,1652,null,629,null,1997,null,703,null,4111,null,1129,null,11062,null,1736,null,2180,null,733,null,555,null,412,null,920,null,362,null,705,null,421,null,8882,null,1579,null,2690,null,909,null,4020,null,1086,null,2172,null,890,null,287801,null,4414,null,219349,null,5192,null,24372,null,1734,null,44810,null,2777,null,150167,null,4405,null,68452,null,3925,null,20485,null,2219,null,1479,null,466,null,9902,null,1791,null,9104,null,1694,null,47967,null,3217,null,3960,null,999,null,23506,null,2627,null,20501,null,2219,null,0400000US15,Hawaii,15
397576,null,5484,null,25291,null,2444,null,10859,null,1509,null,900,null,489,null,4353,null,1023,null,5606,null,1089,null,14432,null,2074,null,2681,null,822,null,451,null,274,null,1380,null,623,null,850,null,494,null,11751,null,1942,null,2843,null,898,null,7211,null,1591,null,1697,null,641,null,372285,null,5865,null,312565,null,6046,null,38137,null,2055,null,72040,null,3256,null,202388,null,5259,null,59720,null,3456,null,22036,null,2214,null,1310,null,498,null,12508,null,1896,null,8218,null,1343,null,37684,null,2514,null,3714,null,868,null,21005,null,2173,null,12965,null,1800,null,0400000US16,Idaho,16
3180087,null,18931,null,283033,null,8859,null,84833,null,4553,null,11357,null,1608,null,29578,null,2595,null,43898,null,3357,null,198200,null,7823,null,30429,null,3052,null,5556,null,1258,null,17008,null,2191,null,7865,null,1647,null,167771,null,6887,null,40471,null,3829,null,97506,null,4904,null,29794,null,2823,null,2897054,null,18193,null,2273370,null,16737,null,254085,null,5455,null,515765,null,10638,null,1503520,null,13806,null,623684,null,11515,null,187744,null,6631,null,12214,null,1672,null,91138,null,4877,null,84392,null,4728,null,435940,null,9984,null,41808,null,2976,null,228639,null,8287,null,165493,null,6398,null,0400000US17,Illinois,17
1662403,null,13308,null,139923,null,5611,null,42373,null,2942,null,7466,null,1238,null,15013,null,2028,null,19894,null,2079,null,97550,null,4396,null,15564,null,2085,null,3818,null,1067,null,9233,null,1511,null,2513,null,777,null,81986,null,3715,null,22791,null,2198,null,47634,null,3259,null,11561,null,1847,null,1522480,null,13009,null,1223606,null,12762,null,147463,null,3990,null,269592,null,7134,null,806551,null,11076,null,298874,null,8813,null,92934,null,4904,null,6105,null,1219,null,53334,null,3820,null,33495,null,2994,null,205940,null,7136,null,18800,null,2333,null,118371,null,5217,null,68769,null,4310,null,0400000US18,Indiana,18
794320,null,8485,null,64504,null,3542,null,23042,null,2172,null,1704,null,504,null,7229,null,1349,null,14109,null,1494,null,41462,null,3125,null,6702,null,1340,null,1308,null,558,null,4020,null,965,null,1374,null,582,null,34760,null,2717,null,7110,null,1236,null,20858,null,2321,null,6792,null,1200,null,729816,null,8454,null,617233,null,8318,null,74976,null,2477,null,108157,null,3589,null,434100,null,7057,null,112583,null,4597,null,36872,null,2701,null,1869,null,655,null,22341,null,1971,null,12662,null,1715,null,75711,null,3551,null,5907,null,1040,null,42976,null,2644,null,26828,null,2210,null,0400000US19,Iowa,19
728136,null,8195,null,44864,null,3489,null,16259,null,1913,null,2008,null,754,null,5265,null,1161,null,8986,null,1367,null,28605,null,2818,null,4484,null,954,null,781,null,466,null,2473,null,700,null,1230,null,573,null,24121,null,2813,null,5586,null,1318,null,15065,null,2176,null,3470,null,1014,null,683272,null,8509,null,558910,null,8534,null,59243,null,2588,null,111273,null,4211,null,388394,null,6697,null,124362,null,4749,null,40134,null,3114,null,2239,null,745,null,22417,null,2245,null,15478,null,2005,null,84228,null,4260,null,6371,null,930,null,48176,null,3614,null,29681,null,2384,null,0400000US20,Kansas,20
1114146,null,13621,null,143645,null,5934,null,61533,null,4328,null,16490,null,1999,null,24256,null,2851,null,20787,null,2461,null,82112,null,4214,null,11714,null,1845,null,4000,null,1046,null,6306,null,1434,null,1408,null,622,null,70398,null,3829,null,23111,null,2230,null,38661,null,3509,null,8626,null,1396,null,970501,null,12923,null,771467,null,12268,null,115047,null,4441,null,179937,null,6124,null,476483,null,9784,null,199034,null,7361,null,61709,null,3768,null,6598,null,1255,null,34362,null,2841,null,20749,null,2266,null,137325,null,6383,null,19610,null,2285,null,77410,null,4747,null,40305,null,3249,null,0400000US21,Kentucky,21
1080025,null,10940,null,139372,null,5774,null,36931,null,2845,null,7801,null,1428,null,12486,null,1713,null,16644,null,1834,null,102441,null,5462,null,11925,null,2008,null,2974,null,788,null,6878,null,1598,null,2073,null,821,null,90516,null,4864,null,22897,null,2625,null,53681,null,3509,null,13938,null,1870,null,940653,null,10842,null,709057,null,10321,null,94577,null,3474,null,185838,null,6558,null,428642,null,8331,null,231596,null,7128,null,65271,null,3987,null,6934,null,1285,null,34546,null,2680,null,23791,null,2702,null,166325,null,5811,null,23949,null,2781,null,90109,null,4624,null,52267,null,2982,null,0400000US22,Louisiana,22
355547,null,6511,null,38307,null,2599,null,16092,null,1647,null,2829,null,673,null,5738,null,963,null,7525,null,1234,null,22215,null,2331,null,4085,null,1136,null,688,null,367,null,2897,null,1008,null,500,null,352,null,18130,null,2068,null,5330,null,1038,null,9811,null,1604,null,2989,null,787,null,317240,null,6169,null,267114,null,5659,null,39339,null,2381,null,49706,null,2343,null,178069,null,4044,null,50126,null,3460,null,17051,null,2042,null,1046,null,409,null,9385,null,1597,null,6620,null,1047,null,33075,null,2609,null,3821,null,984,null,18327,null,1964,null,10927,null,1570,null,0400000US23,Maine,23
1392247,null,11564,null,77366,null,4252,null,21334,null,2200,null,3123,null,917,null,5907,null,1326,null,12304,null,1924,null,56032,null,4013,null,7518,null,1745,null,1049,null,521,null,5133,null,1575,null,1336,null,604,null,48514,null,3912,null,11880,null,1878,null,27103,null,3171,null,9531,null,1632,null,1314881,null,10793,null,987563,null,10841,null,96556,null,3484,null,200892,null,5827,null,690115,null,10627,null,327318,null,8269,null,92925,null,4599,null,5060,null,1087,null,47675,null,3630,null,40190,null,3333,null,234393,null,7611,null,17752,null,1946,null,124289,null,5769,null,92352,null,5090,null,0400000US24,Maryland,24
1561198,null,13396,null,102827,null,5358,null,27254,null,2858,null,7007,null,1268,null,9864,null,1782,null,10383,null,1858,null,75573,null,4920,null,9960,null,1684,null,3419,null,1142,null,5024,null,1221,null,1517,null,567,null,65613,null,4516,null,23556,null,2691,null,34397,null,3225,null,7660,null,1303,null,1458371,null,12892,null,1138769,null,11623,null,121973,null,4145,null,236100,null,7024,null,780696,null,10071,null,319602,null,8808,null,90170,null,5008,null,6124,null,1195,null,45220,null,3507,null,38826,null,3242,null,229432,null,7581,null,21292,null,2682,null,119208,null,5478,null,88932,null,5148,null,0400000US25,Massachusetts,25
2560681,null,14089,null,278474,null,6934,null,88176,null,3652,null,13764,null,1340,null,32416,null,2719,null,41996,null,2978,null,190298,null,5651,null,29351,null,2593,null,7898,null,1591,null,15910,null,1944,null,5543,null,1202,null,160947,null,4960,null,44880,null,3275,null,93637,null,3440,null,22430,null,2360,null,2282207,null,14199,null,1825291,null,14072,null,269034,null,6029,null,417933,null,7880,null,1138324,null,13190,null,456916,null,9116,null,135020,null,5381,null,10048,null,1368,null,76439,null,4406,null,48533,null,3594,null,321896,null,7692,null,35941,null,2472,null,180279,null,6452,null,105676,null,5508,null,0400000US26,Michigan,26
1353390,null,9195,null,70190,null,4061,null,21608,null,2123,null,3392,null,880,null,6227,null,1267,null,11989,null,1831,null,48582,null,3515,null,7360,null,1347,null,1937,null,752,null,3436,null,901,null,1987,null,676,null,41222,null,3207,null,8286,null,1581,null,25923,null,2468,null,7013,null,1292,null,1283200,null,9790,null,1052730,null,9671,null,116700,null,3225,null,183031,null,4692,null,752999,null,9341,null,230470,null,7255,null,77472,null,3630,null,3681,null,835,null,43728,null,2879,null,30063,null,2525,null,152998,null,6758,null,11180,null,1677,null,86571,null,4879,null,55247,null,3437,null,0400000US27,Minnesota,27
753797,null,9564,null,102241,null,4688,null,25279,null,2703,null,5513,null,1183,null,8846,null,1646,null,10920,null,1859,null,76962,null,4222,null,7762,null,1865,null,2026,null,865,null,4597,null,1398,null,1139,null,740,null,69200,null,3879,null,18026,null,2545,null,37565,null,3164,null,13609,null,1808,null,651556,null,9624,null,486404,null,9743,null,71388,null,3182,null,120256,null,4917,null,294760,null,8318,null,165152,null,5982,null,41451,null,3612,null,5799,null,1186,null,20963,null,2677,null,14689,null,2006,null,123701,null,4927,null,15377,null,1898,null,70505,null,3886,null,37819,null,2810,null,0400000US28,Mississippi,28
1534274,null,13026,null,159208,null,5786,null,53497,null,3539,null,9533,null,1503,null,16746,null,1996,null,27218,null,2505,null,105711,null,5100,null,15318,null,2126,null,3401,null,897,null,9689,null,1768,null,2228,null,779,null,90393,null,4419,null,21204,null,2676,null,54046,null,4155,null,15143,null,1789,null,1375066,null,12657,null,1103249,null,13145,null,149565,null,3763,null,230717,null,7036,null,722967,null,10721,null,271817,null,8235,null,85253,null,5237,null,7300,null,1629,null,43470,null,3341,null,34483,null,3136,null,186564,null,6109,null,16898,null,1846,null,105891,null,4707,null,63775,null,3667,null,0400000US29,Missouri,29
240727,null,4609,null,18332,null,2229,null,7220,null,1271,null,950,null,574,null,2277,null,732,null,3993,null,907,null,11112,null,1727,null,1362,null,502,null,125,null,118,null,1132,null,486,null,105,null,120,null,9750,null,1623,null,1925,null,723,null,5682,null,1204,null,2143,null,750,null,222395,null,4404,null,187777,null,4352,null,26386,null,1817,null,39422,null,2526,null,121969,null,4040,null,34618,null,2877,null,13045,null,1924,null,897,null,451,null,7188,null,1183,null,4960,null,1264,null,21573,null,2108,null,2432,null,576,null,11546,null,1458,null,7595,null,1204,null,0400000US30,Montana,30
459503,null,6026,null,34074,null,2775,null,10935,null,1652,null,1100,null,456,null,3500,null,965,null,6335,null,1114,null,23139,null,2236,null,3929,null,1287,null,646,null,378,null,2716,null,1062,null,567,null,387,null,19210,null,1793,null,3827,null,989,null,13509,null,1502,null,1874,null,714,null,425429,null,5829,null,353593,null,6088,null,38404,null,1756,null,62993,null,2910,null,252196,null,5234,null,71836,null,3446,null,22673,null,2212,null,728,null,353,null,13036,null,1805,null,8909,null,1384,null,49163,null,2995,null,2915,null,699,null,27186,null,2454,null,19062,null,1867,null,0400000US31,Nebraska,31
631720,null,7910,null,26441,null,3059,null,7999,null,1558,null,1188,null,430,null,1846,null,667,null,4965,null,1273,null,18442,null,2467,null,2622,null,765,null,258,null,208,null,1516,null,526,null,848,null,532,null,15820,null,2247,null,5357,null,1410,null,7889,null,1506,null,2574,null,764,null,605279,null,8110,null,451558,null,7587,null,52453,null,2252,null,114570,null,5029,null,284535,null,7215,null,153721,null,5246,null,56999,null,3750,null,3113,null,1016,null,30150,null,3092,null,23736,null,2509,null,96722,null,4547,null,8992,null,1699,null,54996,null,4053,null,32734,null,3157,null,0400000US32,Nevada,32
341922,null,5518,null,14417,null,1989,null,3963,null,946,null,546,null,324,null,879,null,400,null,2538,null,727,null,10454,null,1818,null,2565,null,991,null,723,null,593,null,1712,null,744,null,130,null,122,null,7889,null,1444,null,2848,null,824,null,4230,null,1138,null,811,null,482,null,327505,null,5667,null,271711,null,5595,null,27948,null,1666,null,55578,null,3211,null,188185,null,5301,null,55794,null,3598,null,17027,null,1989,null,1033,null,563,null,9719,null,1561,null,6275,null,1204,null,38767,null,3013,null,2433,null,730,null,19019,null,2243,null,17315,null,1836,null,0400000US33,New Hampshire,33
2185324,null,16317,null,95435,null,5002,null,25466,null,2101,null,5701,null,1224,null,9058,null,1686,null,10707,null,1617,null,69969,null,4616,null,10423,null,1877,null,1833,null,707,null,6404,null,1616,null,2186,null,837,null,59546,null,4003,null,18204,null,2063,null,30915,null,3511,null,10427,null,1555,null,2089889,null,15097,null,1607798,null,15303,null,171762,null,5304,null,373406,null,10080,null,1062630,null,11121,null,482091,null,11225,null,138457,null,6240,null,10031,null,1699,null,65525,null,4792,null,62901,null,3798,null,343634,null,8452,null,29895,null,2751,null,176025,null,6558,null,137714,null,5429,null,0400000US34,New Jersey,34
482543,null,6995,null,52594,null,3743,null,17981,null,2379,null,3023,null,772,null,5709,null,1408,null,9249,null,1830,null,34613,null,2484,null,5909,null,1307,null,1024,null,506,null,4461,null,1220,null,424,null,231,null,28704,null,2517,null,5871,null,1132,null,17664,null,2436,null,5169,null,1244,null,429949,null,7383,null,320866,null,7224,null,50376,null,2329,null,80583,null,3809,null,189907,null,6642,null,109083,null,4841,null,35895,null,2692,null,3192,null,1060,null,21291,null,2138,null,11412,null,1656,null,73188,null,4913,null,9876,null,1883,null,38819,null,3643,null,24493,null,2906,null,0400000US35,New Mexico,35
4594823,null,21017,null,438327,null,9313,null,136115,null,5602,null,36380,null,3036,null,43136,null,3171,null,56599,null,3835,null,302212,null,8384,null,42007,null,3663,null,9838,null,1685,null,22589,null,2534,null,9580,null,1531,null,260205,null,7893,null,85972,null,4327,null,131822,null,6028,null,42411,null,3137,null,4156496,null,21104,null,3085997,null,21959,null,373967,null,7225,null,754371,null,12769,null,1957659,null,18931,null,1070499,null,14478,null,307981,null,8457,null,22219,null,2089,null,148569,null,6529,null,137193,null,5834,null,762518,null,11181,null,80815,null,4273,null,392628,null,9260,null,289075,null,7456,null,0400000US36,New York,36
2366894,null,16505,null,223021,null,8591,null,66406,null,5227,null,10657,null,1942,null,24452,null,3129,null,31297,null,3393,null,156615,null,6512,null,19178,null,2726,null,5417,null,1426,null,10520,null,1674,null,3241,null,1029,null,137437,null,5850,null,33569,null,3349,null,82128,null,4666,null,21740,null,2285,null,2143873,null,16864,null,1697391,null,14587,null,218876,null,5855,null,404748,null,7732,null,1073767,null,14210,null,446482,null,11651,null,131616,null,7221,null,8894,null,1538,null,71120,null,5273,null,51602,null,4036,null,314866,null,7918,null,32059,null,2717,null,181296,null,6932,null,101511,null,5233,null,0400000US37,North Carolina,37
168128,null,3882,null,11049,null,1518,null,2936,null,765,null,450,null,214,null,959,null,518,null,1527,null,457,null,8113,null,1258,null,964,null,359,null,266,null,201,null,673,null,285,null,25,null,29,null,7149,null,1246,null,1365,null,642,null,4509,null,1067,null,1275,null,499,null,157079,null,3721,null,134196,null,4011,null,14352,null,1132,null,21050,null,1746,null,98794,null,3834,null,22883,null,1991,null,9621,null,1594,null,565,null,265,null,4871,null,856,null,4185,null,1137,null,13262,null,1155,null,1540,null,453,null,6408,null,960,null,5314,null,904,null,0400000US38,North Dakota,38
2962303,null,17567,null,288613,null,7737,null,82799,null,4684,null,15494,null,1829,null,25837,null,2586,null,41468,null,3395,null,205814,null,6407,null,28694,null,2492,null,7818,null,1375,null,16640,null,1707,null,4236,null,1119,null,177120,null,5853,null,50892,null,3408,null,105071,null,5153,null,21157,null,2333,null,2673690,null,16424,null,2126886,null,16840,null,281708,null,5927,null,464373,null,10110,null,1380805,null,14253,null,546804,null,9737,null,162488,null,6534,null,12928,null,1756,null,95513,null,5016,null,54047,null,3560,null,384316,null,8878,null,39842,null,3381,null,218605,null,6720,null,125869,null,5412,null,0400000US39,Ohio,39
936378,null,8406,null,101006,null,4807,null,36384,null,2539,null,4369,null,856,null,14617,null,1776,null,17398,null,2178,null,64622,null,3981,null,8797,null,1632,null,2618,null,913,null,4398,null,983,null,1781,null,638,null,55825,null,3592,null,14837,null,1659,null,32419,null,2932,null,8569,null,1417,null,835372,null,8618,null,671113,null,8816,null,94081,null,3785,null,161763,null,4722,null,415269,null,7931,null,164259,null,6111,null,51319,null,3485,null,4246,null,1130,null,26500,null,2608,null,20573,null,2262,null,112940,null,4978,null,13058,null,1869,null,63039,null,3638,null,36843,null,2988,null,0400000US40,Oklahoma,40
940771,null,9074,null,99461,null,5415,null,37767,null,3515,null,5113,null,1063,null,12226,null,1982,null,20428,null,2526,null,61694,null,4216,null,10152,null,1854,null,2140,null,820,null,6013,null,1533,null,1999,null,587,null,51542,null,3640,null,11512,null,1863,null,31726,null,2905,null,8304,null,1336,null,841310,null,8673,null,696596,null,9768,null,104765,null,4126,null,160732,null,4410,null,431099,null,9940,null,144714,null,6029,null,48306,null,3778,null,2830,null,748,null,25966,null,2758,null,19510,null,2459,null,96408,null,4421,null,8771,null,1601,null,56253,null,4274,null,31384,null,2561,null,0400000US41,Oregon,41
3198199,null,17145,null,253577,null,8521,null,73427,null,4143,null,14854,null,1707,null,24888,null,2358,null,33685,null,2797,null,180150,null,7349,null,25113,null,2373,null,6928,null,1425,null,13751,null,1743,null,4434,null,1223,null,155037,null,6795,null,46971,null,3888,null,86773,null,4879,null,21293,null,2058,null,2944622,null,16873,null,2347753,null,16428,null,325057,null,4590,null,510842,null,9415,null,1511854,null,14478,null,596869,null,10164,null,176748,null,6132,null,16580,null,2103,null,94019,null,3718,null,66149,null,4216,null,420121,null,8371,null,45999,null,3014,null,219521,null,7135,null,154601,null,5733,null,0400000US42,Pennsylvania,42
253941,null,4954,null,17929,null,2066,null,5227,null,973,null,829,null,453,null,2266,null,638,null,2132,null,802,null,12702,null,1610,null,634,null,316,null,130,null,157,null,456,null,306,null,48,null,81,null,12068,null,1618,null,3792,null,978,null,6221,null,1081,null,2055,null,795,null,236012,null,4892,null,184343,null,4861,null,22766,null,1850,null,36132,null,2731,null,125445,null,4458,null,51669,null,3748,null,13787,null,2060,null,888,null,464,null,6340,null,1370,null,6559,null,1424,null,37882,null,3095,null,2829,null,952,null,20827,null,2190,null,14226,null,2063,null,0400000US44,Rhode Island,44
