B21003_001E,B21003_001EA,B21003_001M,B21003_001MA,B21003_002E,B21003_002EA,B21003_002M,B21003_002MA,B21003_003E,B21003_003EA,B21003_003M,B21003_003MA,B21003_004E,B21003_004EA,B21003_004M,B21003_004MA,B21003_005E,B21003_005EA,B21003_005M,B21003_005MA,B21003_006E,B21003_006EA,B21003_006M,B21003_006MA,B21003_007E,B21003_007EA,B21003_007M,B21003_007MA,B21003_008E,B21003_008EA,B21003_008M,B21003_008MA,B21003_009E,B21003_009EA,B21003_009M,B21003_009MA,B21003_010E,B21003_010EA,B21003_010M,B21003_010MA,B21003_011E,B21003_011EA,B21003_011M,B21003_011MA,GEO_ID,NAME,state
3036061,null,4764,null,399286,null,7868,null,45823,null,3249,null,120393,null,4848,null,139791,null,6092,null,93279,null,4256,null,2636775,null,8929,null,551308,null,12448,null,856573,null,13116,null,674469,null,10932,null,554425,null,12215,null,0400000US01,Alabama,01
412416,null,2804,null,72463,null,3689,null,4534,null,933,null,19858,null,2054,null,30229,null,2945,null,17842,null,1976,null,339953,null,4635,null,35565,null,2919,null,106763,null,4881,null,108541,null,4632,null,89084,null,3988,null,0400000US02,Alaska,02
4063107,null,3824,null,546447,null,9555,null,40171,null,2918,null,139485,null,6293,null,215507,null,8058,null,151284,null,5688,null,3516660,null,9339,null,633688,null,11489,null,951620,null,17469,null,1053488,null,15789,null,877864,null,13636,null,0400000US04,Arizona,04
1858273,null,4985,null,246738,null,5792,null,30618,null,2460,null,84556,null,3989,null,82663,null,3753,null,48901,null,3064,null,1611535,null,7903,null,320457,null,7640,null,578885,null,10715,null,402303,null,9036,null,309890,null,8824,null,0400000US05,Arkansas,05
23264808,null,7556,null,2035659,null,18582,null,146242,null,6217,null,471365,null,12603,null,799152,null,15928,null,618900,null,10815,null,21229149,null,18650,null,4465774,null,36364,null,4910947,null,37588,null,5609468,null,33290,null,6242960,null,38120,null,0400000US06,California,06
3188425,null,4646,null,407456,null,7443,null,23704,null,2307,null,100631,null,4554,null,144590,null,5604,null,138531,null,5187,null,2780969,null,7842,null,331620,null,9371,null,694510,null,14457,null,778420,null,15334,null,976419,null,14544,null,0400000US08,Colorado,08
2356100,null,1818,null,242542,null,6337,null,24116,null,2133,null,81308,null,4256,null,68445,null,3622,null,68673,null,3257,null,2113558,null,6698,null,258228,null,7852,null,613389,null,10961,null,494038,null,8249,null,747903,null,10673,null,0400000US09,Connecticut,09
572635,null,1061,null,76707,null,2828,null,7664,null,1217,null,25762,null,2105,null,26175,null,2381,null,17106,null,2009,null,495928,null,2992,null,64523,null,3694,null,164919,null,5279,null,134179,null,4703,null,132307,null,4810,null,0400000US10,Delaware,10
397601,null,1461,null,32696,null,2690,null,3883,null,849,null,6584,null,1405,null,9030,null,1720,null,13199,null,2012,null,364905,null,2961,null,53331,null,3810,null,79733,null,4734,null,56020,null,3784,null,175821,null,4683,null,0400000US11,District of Columbia,11
12554558,null,7891,null,1691703,null,15321,null,145268,null,6754,null,506927,null,12050,null,569160,null,10982,null,470348,null,9657,null,10862855,null,16544,null,1753976,null,21058,null,3450867,null,31829,null,2900003,null,28304,null,2758009,null,26201,null,0400000US12,Florida,12
6045825,null,7471,null,698278,null,10851,null,64080,null,3938,null,211450,null,6983,null,242571,null,7833,null,180177,null,6393,null,5347547,null,13205,null,974616,null,16487,null,1636173,null,22584,null,1281535,null,19476,null,1455223,null,17160,null,0400000US13,Georgia,13
850116,null,2829,null,119548,null,4876,null,7671,null,1205,null,35681,null,2810,null,39554,null,2947,null,36642,null,2352,null,730568,null,5088,null,84759,null,4091,null,221655,null,6933,null,212775,null,7720,null,211379,null,6620,null,0400000US15,Hawaii,15
943703,null,2457,null,129601,null,3754,null,10308,null,1408,null,36478,null,2607,null,49999,null,3128,null,32816,null,2771,null,814102,null,4139,null,99863,null,5156,null,245978,null,7394,null,270467,null,7264,null,197794,null,5904,null,0400000US16,Idaho,16
8345385,null,4553,null,790736,null,9538,null,83422,null,4202,null,257645,null,7072,null,260626,null,7469,null,189043,null,5671,null,7554649,null,10989,null,1111968,null,16349,null,2174208,null,21771,null,1999630,null,15486,null,2268843,null,19930,null,0400000US17,Illinois,17
