B22002_001E,B22002_001EA,B22002_001M,B22002_001MA,B22002_002E,B22002_002EA,B22002_002M,B22002_002MA,B22002_003E,B22002_003EA,B22002_003M,B22002_003MA,B22002_004E,B22002_004EA,B22002_004M,B22002_004MA,B22002_005E,B22002_005EA,B22002_005M,B22002_005MA,B22002_006E,B22002_006EA,B22002_006M,B22002_006MA,B22002_007E,B22002_007EA,B22002_007M,B22002_007MA,B22002_008E,B22002_008EA,B22002_008M,B22002_008MA,B22002_009E,B22002_009EA,B22002_009M,B22002_009MA,B22002_010E,B22002_010EA,B22002_010M,B22002_010MA,B22002_011E,B22002_011EA,B22002_011M,B22002_011MA,B22002_012E,B22002_012EA,B22002_012M,B22002_012MA,B22002_013E,B22002_013EA,B22002_013M,B22002_013MA,B22002_014E,B22002_014EA,B22002_014M,B22002_014MA,B22002_015E,B22002_015EA,B22002_015M,B22002_015MA,B22002_016E,B22002_016EA,B22002_016M,B22002_016MA,B22002_017E,B22002_017EA,B22002_017M,B22002_017MA,B22002_018E,B22002_018EA,B22002_018M,B22002_018MA,B22002_019E,B22002_019EA,B22002_019M,B22002_019MA,B22002_020E,B22002_020EA,B22002_020M,B22002_020MA,B22002_021E,B22002_021EA,B22002_021M,B22002_021MA,B22002_022E,B22002_022EA,B22002_022M,B22002_022MA,B22002_023E,B22002_023EA,B22002_023M,B22002_023MA,B22002_024E,B22002_024EA,B22002_024M,B22002_024MA,B22002_025E,B22002_025EA,B22002_025M,B22002_025MA,B22002_026E,B22002_026EA,B22002_026M,B22002_026MA,B22002_027E,B22002_027EA,B22002_027M,B22002_027MA,GEO_ID,NAME,state
1816313,null,9214,null,177891,null,5673,null,112235,null,4433,null,27802,null,2540,null,83038,null,4152,null,7579,null,1621,null,75459,null,4469,null,1395,null,811,null,65656,null,4073,null,8309,null,1587,null,16169,null,2147,null,3388,null,1042,null,12781,null,1894,null,41178,null,3294,null,1638422,null,10835,null,507362,null,8653,null,354535,null,7563,null,150627,null,6270,null,39462,null,3276,null,111165,null,5340,null,2200,null,828,null,1131060,null,11414,null,500827,null,8547,null,103819,null,4773,null,33097,null,2808,null,70722,null,3908,null,526414,null,9083,null,0400000US01,Alabama,01
236421,null,2731,null,17462,null,1903,null,11727,null,1779,null,4384,null,1062,null,7161,null,1368,null,1457,null,479,null,5704,null,1277,null,182,null,188,null,5735,null,994,null,1376,null,540,null,457,null,194,null,142,null,115,null,315,null,174,null,3902,null,910,null,218959,null,2847,null,79568,null,3094,null,56605,null,2917,null,22141,null,2510,null,7210,null,1354,null,14931,null,1833,null,822,null,510,null,139391,null,3173,null,59896,null,2459,null,10325,null,1313,null,4630,null,1062,null,5695,null,1123,null,69170,null,3321,null,0400000US02,Alaska,02
2251546,null,9458,null,155043,null,6571,null,102717,null,5858,null,37323,null,3239,null,64145,null,5206,null,10049,null,1843,null,54096,null,4419,null,1249,null,683,null,52326,null,3760,null,8484,null,1290,null,11925,null,1659,null,2965,null,899,null,8960,null,1565,null,31917,null,2880,null,2096503,null,11070,null,669326,null,10799,null,461441,null,10451,null,201346,null,6821,null,62954,null,4585,null,138392,null,5700,null,6539,null,1299,null,1427177,null,10688,null,607296,null,8414,null,99812,null,4438,null,36733,null,3020,null,63079,null,3196,null,720069,null,11743,null,0400000US04,Arizona,04
1102734,null,8133,null,131688,null,5916,null,81391,null,4891,null,27368,null,2763,null,53165,null,4054,null,6383,null,1359,null,46782,null,3841,null,858,null,542,null,50297,null,3839,null,7616,null,1366,null,8565,null,1311,null,1688,null,541,null,6877,null,1174,null,34116,null,3497,null,971046,null,8082,null,296493,null,5921,null,215701,null,5788,null,78026,null,4451,null,21443,null,2611,null,56583,null,3958,null,2766,null,826,null,674553,null,7046,null,319390,null,6803,null,46282,null,3558,null,15363,null,2452,null,30919,null,2424,null,308881,null,7528,null,0400000US05,Arkansas,05
12200672,null,20297,null,525622,null,12422,null,435666,null,11635,null,150408,null,6737,null,280268,null,9442,null,40913,null,4056,null,239355,null,9280,null,4990,null,1298,null,89956,null,4196,null,19599,null,2058,null,24544,null,2233,null,7332,null,1474,null,17212,null,1873,null,45813,null,3264,null,11675050,null,21931,null,4221891,null,21651,null,3025330,null,23497,null,1164238,null,17001,null,357051,null,9854,null,807187,null,13234,null,32323,null,3307,null,7453159,null,26141,null,2870409,null,16810,null,795888,null,13974,null,296156,null,9731,null,499732,null,10771,null,3786862,null,28196,null,0400000US06,California,06
1859965,null,9746,null,91624,null,5510,null,57932,null,5124,null,18524,null,2826,null,38372,null,4092,null,7050,null,1766,null,31322,null,3444,null,1036,null,680,null,33692,null,2928,null,5367,null,1345,null,4982,null,1096,null,1436,null,673,null,3546,null,845,null,23343,null,2395,null,1768341,null,10801,null,572821,null,9766,null,418726,null,8281,null,149311,null,6577,null,49642,null,3958,null,99669,null,5140,null,4784,null,1196,null,1195520,null,13569,null,491809,null,8428,null,75394,null,4888,null,29673,null,3077,null,45721,null,3536,null,628317,null,11161,null,0400000US08,Colorado,08
1320714,null,5183,null,74637,null,4907,null,35777,null,3556,null,5792,null,1175,null,29490,null,3108,null,3129,null,1046,null,26361,null,2925,null,495,null,301,null,38860,null,3526,null,4728,null,1006,null,8108,null,1442,null,1362,null,587,null,6746,null,1407,null,26024,null,2556,null,1246077,null,6962,null,415781,null,7148,null,309138,null,5909,null,103876,null,4498,null,24485,null,2387,null,79391,null,3843,null,2767,null,788,null,830296,null,7348,null,354084,null,6756,null,70255,null,4283,null,22645,null,3041,null,47610,null,3061,null,405957,null,6953,null,0400000US09,Connecticut,09
328477,null,3041,null,23266,null,2821,null,14621,null,2251,null,3335,null,971,null,10713,null,1984,null,1385,null,790,null,9328,null,1655,null,573,null,485,null,8645,null,1454,null,2039,null,794,null,2282,null,759,null,1024,null,562,null,1258,null,469,null,4324,null,1041,null,305211,null,3513,null,96897,null,3572,null,64701,null,3357,null,30863,null,2594,null,7645,null,1628,null,23218,null,2307,null,1333,null,654,null,208314,null,3940,null,92907,null,3659,null,17611,null,1945,null,6154,null,1303,null,11457,null,1789,null,97796,null,3626,null,0400000US10,Delaware,10
251039,null,2911,null,23092,null,2442,null,12240,null,1955,null,2245,null,1021,null,9888,null,1634,null,546,null,351,null,9342,null,1565,null,107,null,175,null,10852,null,1632,null,651,null,383,null,2623,null,686,null,509,null,343,null,2114,null,601,null,7578,null,1425,null,227947,null,3498,null,41881,null,2830,null,18722,null,1877,null,23098,null,2392,null,3804,null,1147,null,19294,null,2173,null,61,null,101,null,186066,null,3784,null,34172,null,2443,null,16782,null,1984,null,4575,null,1090,null,12207,null,1739,null,135112,null,4243,null,0400000US11,District of Columbia,11
7088960,null,21361,null,412606,null,9989,null,213184,null,8500,null,66873,null,4631,null,143565,null,7087,null,21117,null,2895,null,122448,null,7026,null,2746,null,992,null,199422,null,7106,null,38958,null,2839,null,43621,null,3113,null,10972,null,1948,null,32649,null,2407,null,116843,null,5431,null,6676354,null,23148,null,1930987,null,17101,null,1271639,null,17903,null,633441,null,12698,null,162773,null,7403,null,470668,null,11586,null,25907,null,3819,null,4745367,null,19593,null,2037542,null,18513,null,390576,null,10452,null,136452,null,7260,null,254124,null,8012,null,2317249,null,19177,null,0400000US12,Florida,12
