B19101H_001E,B19101H_001EA,B19101H_001M,B19101H_001MA,B19101H_002E,B19101H_002EA,B19101H_002M,B19101H_002MA,B19101H_003E,B19101H_003EA,B19101H_003M,B19101H_003MA,B19101H_004E,B19101H_004EA,B19101H_004M,B19101H_004MA,B19101H_005E,B19101H_005EA,B19101H_005M,B19101H_005MA,B19101H_006E,B19101H_006EA,B19101H_006M,B19101H_006MA,B19101H_007E,B19101H_007EA,B19101H_007M,B19101H_007MA,B19101H_008E,B19101H_008EA,B19101H_008M,B19101H_008MA,B19101H_009E,B19101H_009EA,B19101H_009M,B19101H_009MA,B19101H_010E,B19101H_010EA,B19101H_010M,B19101H_010MA,B19101H_011E,B19101H_011EA,B19101H_011M,B19101H_011MA,B19101H_012E,B19101H_012EA,B19101H_012M,B19101H_012MA,B19101H_013E,B19101H_013EA,B19101H_013M,B19101H_013MA,B19101H_014E,B19101H_014EA,B19101H_014M,B19101H_014MA,B19101H_015E,B19101H_015EA,B19101H_015M,B19101H_015MA,B19101H_016E,B19101H_016EA,B19101H_016M,B19101H_016MA,B19101H_017E,B19101H_017EA,B19101H_017M,B19101H_017MA,GEO_ID,NAME,state
893708,null,7611,null,35027,null,3561,null,28008,null,2755,null,38879,null,3292,null,41075,null,3059,null,45033,null,3041,null,49116,null,3075,null,44769,null,2536,null,50863,null,3352,null,42094,null,2894,null,84274,null,3674,null,108994,null,5045,null,139944,null,5927,null,79711,null,3916,null,40431,null,2918,null,34331,null,2348,null,31159,null,1924,null,0400000US01,Alabama,01
117066,null,2535,null,2676,null,773,null,1853,null,568,null,2180,null,769,null,2102,null,704,null,3345,null,938,null,3756,null,823,null,3541,null,852,null,4334,null,951,null,4215,null,948,null,9971,null,1395,null,14411,null,1680,null,20459,null,1793,null,17833,null,1816,null,10277,null,1304,null,9598,null,1361,null,6515,null,1005,null,0400000US02,Alaska,02
973293,null,9022,null,28008,null,3241,null,17557,null,2364,null,23781,null,2266,null,33875,null,3247,null,42076,null,3365,null,45204,null,3297,null,41201,null,3309,null,46866,null,3440,null,46996,null,3519,null,90674,null,4508,null,122158,null,5862,null,159667,null,6390,null,104036,null,4659,null,59952,null,3734,null,53657,null,3156,null,57585,null,3320,null,0400000US04,Arizona,04
599641,null,8174,null,27735,null,2907,null,24065,null,2320,null,32166,null,2300,null,32719,null,2949,null,34086,null,2721,null,34530,null,2736,null,35559,null,3000,null,35616,null,2749,null,32230,null,2944,null,55870,null,3520,null,74320,null,3370,null,78892,null,3869,null,45850,null,3054,null,21020,null,2079,null,17465,null,1924,null,17518,null,1775,null,0400000US05,Arkansas,05
3963110,null,18904,null,92393,null,5709,null,69329,null,4973,null,97228,null,5475,null,112423,null,5771,null,116688,null,4679,null,127787,null,5923,null,121930,null,5878,null,138342,null,6303,null,134715,null,5236,null,271082,null,8304,null,421817,null,10376,null,599380,null,11252,null,485388,null,9507,null,331170,null,8596,null,383777,null,7687,null,459661,null,10129,null,0400000US06,California,06
899850,null,8924,null,21369,null,2397,null,15424,null,2067,null,19660,null,2335,null,24724,null,2478,null,27887,null,2625,null,30228,null,2297,null,33480,null,2856,null,40076,null,3344,null,37640,null,2919,null,76314,null,3768,null,117774,null,4672,null,154736,null,5586,null,108336,null,4665,null,66490,null,3870,null,63759,null,3613,null,61953,null,3251,null,0400000US08,Colorado,08
679270,null,6427,null,9710,null,1488,null,8422,null,1771,null,10897,null,1776,null,13748,null,1632,null,15781,null,1706,null,19464,null,2147,null,18766,null,1807,null,21850,null,2083,null,26333,null,2694,null,49025,null,3060,null,72268,null,3342,null,115528,null,4860,null,93642,null,4651,null,58116,null,3480,null,61287,null,3099,null,84433,null,3598,null,0400000US09,Connecticut,09
159404,null,3480,null,3727,null,935,null,2698,null,825,null,3403,null,821,null,3679,null,899,null,5351,null,1222,null,7533,null,1300,null,5471,null,909,null,6396,null,1284,null,7425,null,1164,null,14035,null,1618,null,19765,null,2064,null,28156,null,2384,null,19263,null,1762,null,11746,null,1306,null,11593,null,1670,null,9163,null,1255,null,0400000US10,Delaware,10
30564,null,1626,null,219,null,229,null,288,null,367,null,41,null,67,null,302,null,390,null,114,null,136,null,620,null,424,null,139,null,172,null,476,null,312,null,96,null,114,null,1088,null,500,null,1027,null,445,null,2654,null,695,null,3001,null,717,null,3772,null,949,null,5067,null,809,null,11660,null,1313,null,0400000US11,District of Columbia,11
2963574,null,18366,null,74687,null,5008,null,58539,null,3491,null,93957,null,6411,null,117852,null,6500,null,137559,null,5760,null,144034,null,6073,null,142688,null,6008,null,148490,null,5438,null,144365,null,6763,null,290954,null,9058,null,377888,null,9229,null,454645,null,11458,null,291939,null,8388,null,157868,null,5918,null,154309,null,6197,null,173800,null,6768,null,0400000US12,Florida,12
