B23006_001E,B23006_001EA,B23006_001M,B23006_001MA,B23006_002E,B23006_002EA,B23006_002M,B23006_002MA,B23006_003E,B23006_003EA,B23006_003M,B23006_003MA,B23006_004E,B23006_004EA,B23006_004M,B23006_004MA,B23006_005E,B23006_005EA,B23006_005M,B23006_005MA,B23006_006E,B23006_006EA,B23006_006M,B23006_006MA,B23006_007E,B23006_007EA,B23006_007M,B23006_007MA,B23006_008E,B23006_008EA,B23006_008M,B23006_008MA,B23006_009E,B23006_009EA,B23006_009M,B23006_009MA,B23006_010E,B23006_010EA,B23006_010M,B23006_010MA,B23006_011E,B23006_011EA,B23006_011M,B23006_011MA,B23006_012E,B23006_012EA,B23006_012M,B23006_012MA,B23006_013E,B23006_013EA,B23006_013M,B23006_013MA,B23006_014E,B23006_014EA,B23006_014M,B23006_014MA,B23006_015E,B23006_015EA,B23006_015M,B23006_015MA,B23006_016E,B23006_016EA,B23006_016M,B23006_016MA,B23006_017E,B23006_017EA,B23006_017M,B23006_017MA,B23006_018E,B23006_018EA,B23006_018M,B23006_018MA,B23006_019E,B23006_019EA,B23006_019M,B23006_019MA,B23006_020E,B23006_020EA,B23006_020M,B23006_020MA,B23006_021E,B23006_021EA,B23006_021M,B23006_021MA,B23006_022E,B23006_022EA,B23006_022M,B23006_022MA,B23006_023E,B23006_023EA,B23006_023M,B23006_023MA,B23006_024E,B23006_024EA,B23006_024M,B23006_024MA,B23006_025E,B23006_025EA,B23006_025M,B23006_025MA,B23006_026E,B23006_026EA,B23006_026M,B23006_026MA,B23006_027E,B23006_027EA,B23006_027M,B23006_027MA,B23006_028E,B23006_028EA,B23006_028M,B23006_028MA,B23006_029E,B23006_029EA,B23006_029M,B23006_029MA,GEO_ID,NAME,state
2421146,null,4942,null,383935,null,11757,null,200891,null,9038,null,199,null,228,null,200692,null,9010,null,181491,null,8294,null,19201,null,2555,null,183044,null,8142,null,773375,null,13500,null,544119,null,12443,null,1164,null,528,null,542955,null,12399,null,510551,null,12215,null,32404,null,3468,null,229256,null,6757,null,706248,null,11558,null,547604,null,9985,null,4764,null,1147,null,542840,null,10188,null,519424,null,10311,null,23416,null,2766,null,158644,null,6170,null,557588,null,12615,null,466015,null,11181,null,3705,null,941,null,462310,null,11072,null,452986,null,10922,null,9324,null,1116,null,91573,null,4272,null,0400000US01,Alabama,01
374737,null,3020,null,29660,null,2803,null,16863,null,1947,null,37,null,63,null,16826,null,1943,null,14679,null,1860,null,2147,null,629,null,12797,null,1897,null,112236,null,4832,null,85144,null,4253,null,820,null,460,null,84324,null,4264,null,75510,null,4073,null,8814,null,1575,null,27092,null,2446,null,133299,null,5037,null,109343,null,4540,null,5864,null,1047,null,103479,null,4448,null,96813,null,4499,null,6666,null,1395,null,23956,null,1932,null,99542,null,4061,null,85592,null,4087,null,2681,null,796,null,82911,null,4099,null,81163,null,4005,null,1748,null,622,null,13950,null,1624,null,0400000US02,Alaska,02
3256649,null,3369,null,508456,null,11210,null,323833,null,9612,null,0,null,292,null,323833,null,9612,null,298454,null,9403,null,25379,null,2565,null,184623,null,7075,null,842598,null,18519,null,610107,null,15945,null,2157,null,1005,null,607950,null,15854,null,573866,null,14862,null,34084,null,4224,null,232491,null,9458,null,1058189,null,16450,null,819471,null,15943,null,7122,null,1544,null,812349,null,15883,null,776818,null,14948,null,35531,null,3251,null,238718,null,8083,null,847406,null,13389,null,693824,null,12849,null,3439,null,799,null,690385,null,12774,null,672970,null,12764,null,17415,null,2570,null,153582,null,6914,null,0400000US04,Arizona,04
1463874,null,5017,null,224371,null,6431,null,125602,null,5889,null,0,null,267,null,125602,null,5889,null,111911,null,5698,null,13691,null,1854,null,98769,null,5150,null,521686,null,10248,null,375729,null,8590,null,410,null,284,null,375319,null,8644,null,351815,null,7974,null,23504,null,2602,null,145957,null,6086,null,414614,null,9276,null,319324,null,8294,null,1678,null,601,null,317646,null,8286,null,301340,null,7858,null,16306,null,2300,null,95290,null,4610,null,303203,null,9117,null,253377,null,8549,null,1449,null,662,null,251928,null,8536,null,248161,null,8356,null,3767,null,1012,null,49826,null,3040,null,0400000US05,Arkansas,05
19330813,null,6779,null,3599175,null,32910,null,2328900,null,26995,null,732,null,367,null,2328168,null,26921,null,2135140,null,26478,null,193028,null,8256,null,1270275,null,17964,null,4351894,null,39052,null,3173222,null,32060,null,13941,null,2260,null,3159281,null,31718,null,2944272,null,32732,null,215009,null,8967,null,1178672,null,20441,null,5454468,null,36593,null,4263830,null,33221,null,30617,null,2625,null,4233213,null,33131,null,4017622,null,33520,null,215591,null,7477,null,1190638,null,19604,null,5925276,null,38011,null,4991906,null,37376,null,21664,null,2577,null,4970242,null,37266,null,4817989,null,36412,null,152253,null,6503,null,933370,null,15602,null,0400000US06,California,06
2710311,null,4175,null,270607,null,9332,null,182004,null,8347,null,52,null,89,null,181952,null,8329,null,169015,null,7726,null,12937,null,2164,null,88603,null,4885,null,643365,null,14202,null,497074,null,12252,null,2211,null,875,null,494863,null,12192,null,469143,null,12607,null,25720,null,2543,null,146291,null,6609,null,807416,null,16524,null,656798,null,15198,null,6698,null,1530,null,650100,null,14871,null,620410,null,13881,null,29690,null,2754,null,150618,null,6657,null,988923,null,15017,null,843894,null,14492,null,6318,null,1239,null,837576,null,14318,null,814903,null,13838,null,22673,null,2313,null,145029,null,6134,null,0400000US08,Colorado,08
1888108,null,1911,null,170451,null,6704,null,106905,null,5804,null,84,null,142,null,106821,null,5805,null,93269,null,5356,null,13552,null,2181,null,63546,null,3571,null,530024,null,9876,null,425252,null,10088,null,486,null,400,null,424766,null,10080,null,400445,null,9656,null,24321,null,2468,null,104772,null,4848,null,481228,null,8599,null,404542,null,8712,null,1734,null,580,null,402808,null,8761,null,384182,null,8941,null,18626,null,2063,null,76686,null,4813,null,706405,null,10303,null,607240,null,9602,null,1164,null,483,null,606076,null,9623,null,589628,null,9542,null,16448,null,1967,null,99165,null,4522,null,0400000US09,Connecticut,09
456854,null,1173,null,45535,null,3379,null,27735,null,2656,null,0,null,261,null,27735,null,2656,null,25566,null,2393,null,2169,null,790,null,17800,null,2311,null,146968,null,4988,null,109749,null,4523,null,563,null,423,null,109186,null,4494,null,103908,null,4519,null,5278,null,1203,null,37219,null,2760,null,138602,null,4921,null,111499,null,4032,null,277,null,204,null,111222,null,4034,null,107060,null,4039,null,4162,null,1096,null,27103,null,2655,null,125749,null,4609,null,107274,null,4689,null,460,null,304,null,106814,null,4703,null,104044,null,4479,null,2770,null,859,null,18475,null,2104,null,0400000US10,Delaware,10
330754,null,860,null,39720,null,3287,null,23628,null,2805,null,0,null,300,null,23628,null,2805,null,20551,null,2712,null,3077,null,923,null,16092,null,2096,null,69679,null,4398,null,48201,null,3733,null,1127,null,915,null,47074,null,3715,null,40583,null,3386,null,6491,null,1440,null,21478,null,2299,null,55021,null,3789,null,42481,null,3649,null,907,null,927,null,41574,null,3562,null,37170,null,3341,null,4404,null,1138,null,12540,null,2120,null,166334,null,4376,null,149225,null,4258,null,1383,null,543,null,147842,null,4286,null,143789,null,4131,null,4053,null,985,null,17109,null,2003,null,0400000US11,District of Columbia,11
9491508,null,8102,null,1204199,null,19492,null,768751,null,16956,null,231,null,326,null,768520,null,16916,null,697267,null,16827,null,71253,null,5752,null,435448,null,10641,null,2890736,null,29523,null,2149010,null,26380,null,4666,null,1210,null,2144344,null,26269,null,2022355,null,25241,null,121989,null,6687,null,741726,null,13870,null,2800171,null,28303,null,2217503,null,25172,null,14541,null,2005,null,2202962,null,24932,null,2098844,null,24008,null,104118,null,5480,null,582668,null,12372,null,2596402,null,24422,null,2158261,null,22479,null,14087,null,1496,null,2144174,null,22301,null,2082295,null,22094,null,61879,null,4153,null,438141,null,10771,null,0400000US12,Florida,12
