C12002_001E,C12002_001EA,C12002_001M,C12002_001MA,C12002_002E,C12002_002EA,C12002_002M,C12002_002MA,C12002_003E,C12002_003EA,C12002_003M,C12002_003MA,C12002_004E,C12002_004EA,C12002_004M,C12002_004MA,C12002_005E,C12002_005EA,C12002_005M,C12002_005MA,C12002_006E,C12002_006EA,C12002_006M,C12002_006MA,C12002_007E,C12002_007EA,C12002_007M,C12002_007MA,C12002_008E,C12002_008EA,C12002_008M,C12002_008MA,C12002_009E,C12002_009EA,C12002_009M,C12002_009MA,C12002_010E,C12002_010EA,C12002_010M,C12002_010MA,C12002_011E,C12002_011EA,C12002_011M,C12002_011MA,C12002_012E,C12002_012EA,C12002_012M,C12002_012MA,C12002_013E,C12002_013EA,C12002_013M,C12002_013MA,C12002_014E,C12002_014EA,C12002_014M,C12002_014MA,C12002_015E,C12002_015EA,C12002_015M,C12002_015MA,C12002_016E,C12002_016EA,C12002_016M,C12002_016MA,C12002_017E,C12002_017EA,C12002_017M,C12002_017MA,C12002_018E,C12002_018EA,C12002_018M,C12002_018MA,C12002_019E,C12002_019EA,C12002_019M,C12002_019MA,C12002_020E,C12002_020EA,C12002_020M,C12002_020MA,C12002_021E,C12002_021EA,C12002_021M,C12002_021MA,C12002_022E,C12002_022EA,C12002_022M,C12002_022MA,C12002_023E,C12002_023EA,C12002_023M,C12002_023MA,C12002_024E,C12002_024EA,C12002_024M,C12002_024MA,C12002_025E,C12002_025EA,C12002_025M,C12002_025MA,C12002_026E,C12002_026EA,C12002_026M,C12002_026MA,C12002_027E,C12002_027EA,C12002_027M,C12002_027MA,C12002_028E,C12002_028EA,C12002_028M,C12002_028MA,C12002_029E,C12002_029EA,C12002_029M,C12002_029MA,C12002_030E,C12002_030EA,C12002_030M,C12002_030MA,C12002_031E,C12002_031EA,C12002_031M,C12002_031MA,C12002_032E,C12002_032EA,C12002_032M,C12002_032MA,C12002_033E,C12002_033EA,C12002_033M,C12002_033MA,C12002_034E,C12002_034EA,C12002_034M,C12002_034MA,C12002_035E,C12002_035EA,C12002_035M,C12002_035MA,C12002_036E,C12002_036EA,C12002_036M,C12002_036MA,C12002_037E,C12002_037EA,C12002_037M,C12002_037MA,C12002_038E,C12002_038EA,C12002_038M,C12002_038MA,C12002_039E,C12002_039EA,C12002_039M,C12002_039MA,C12002_040E,C12002_040EA,C12002_040M,C12002_040MA,C12002_041E,C12002_041EA,C12002_041M,C12002_041MA,C12002_042E,C12002_042EA,C12002_042M,C12002_042MA,C12002_043E,C12002_043EA,C12002_043M,C12002_043MA,C12002_044E,C12002_044EA,C12002_044M,C12002_044MA,C12002_045E,C12002_045EA,C12002_045M,C12002_045MA,C12002_046E,C12002_046EA,C12002_046M,C12002_046MA,C12002_047E,C12002_047EA,C12002_047M,C12002_047MA,C12002_048E,C12002_048EA,C12002_048M,C12002_048MA,C12002_049E,C12002_049EA,C12002_049M,C12002_049MA,C12002_050E,C12002_050EA,C12002_050M,C12002_050MA,C12002_051E,C12002_051EA,C12002_051M,C12002_051MA,C12002_052E,C12002_052EA,C12002_052M,C12002_052MA,C12002_053E,C12002_053EA,C12002_053M,C12002_053MA,C12002_054E,C12002_054EA,C12002_054M,C12002_054MA,C12002_055E,C12002_055EA,C12002_055M,C12002_055MA,C12002_056E,C12002_056EA,C12002_056M,C12002_056MA,C12002_057E,C12002_057EA,C12002_057M,C12002_057MA,C12002_058E,C12002_058EA,C12002_058M,C12002_058MA,C12002_059E,C12002_059EA,C12002_059M,C12002_059MA,C12002_060E,C12002_060EA,C12002_060M,C12002_060MA,C12002_061E,C12002_061EA,C12002_061M,C12002_061MA,C12002_062E,C12002_062EA,C12002_062M,C12002_062MA,C12002_063E,C12002_063EA,C12002_063M,C12002_063MA,C12002_064E,C12002_064EA,C12002_064M,C12002_064MA,C12002_065E,C12002_065EA,C12002_065M,C12002_065MA,C12002_066E,C12002_066EA,C12002_066M,C12002_066MA,C12002_067E,C12002_067EA,C12002_067M,C12002_067MA,C12002_068E,C12002_068EA,C12002_068M,C12002_068MA,C12002_069E,C12002_069EA,C12002_069M,C12002_069MA,C12002_070E,C12002_070EA,C12002_070M,C12002_070MA,C12002_071E,C12002_071EA,C12002_071M,C12002_071MA,C12002_072E,C12002_072EA,C12002_072M,C12002_072MA,C12002_073E,C12002_073EA,C12002_073M,C12002_073MA,GEO_ID,NAME,state
3702685,null,3710,null,1768636,null,3902,null,529137,null,10075,null,169264,null,3489,null,248969,null,6777,null,54087,null,3998,null,36468,null,2680,null,13733,null,1667,null,6616,null,1147,null,957437,null,13135,null,1897,null,746,null,168521,null,6855,null,198477,null,5141,null,217096,null,4120,null,183554,null,3611,null,187892,null,3721,null,35146,null,2788,null,102,null,127,null,6335,null,1383,null,10822,null,1814,null,8551,null,1535,null,5490,null,1114,null,3846,null,924,null,52633,null,3810,null,662,null,635,null,441,null,332,null,1145,null,678,null,5044,null,1120,null,8442,null,1245,null,36899,null,2932,null,194283,null,6858,null,223,null,288,null,27264,null,2917,null,49445,null,3488,null,56535,null,2996,null,38963,null,3077,null,21853,null,2291,null,1934049,null,3097,null,473181,null,8286,null,155401,null,3670,null,212191,null,5288,null,43759,null,3126,null,34229,null,2684,null,14482,null,1446,null,13119,null,1667,null,936751,null,11124,null,6189,null,1576,null,191225,null,5836,null,203109,null,4713,null,219937,null,4845,null,172101,null,3052,null,144190,null,4579,null,54806,null,3946,null,133,null,114,null,15729,null,2479,null,15008,null,2042,null,12122,null,1712,null,8116,null,1408,null,3698,null,884,null,226604,null,6868,null,659,null,446,null,2524,null,886,null,4884,null,1281,null,14787,null,1986,null,31727,null,2280,null,172023,null,5034,null,242707,null,7229,null,106,null,155,null,38208,null,3289,null,55667,null,3725,null,63936,null,3737,null,50179,null,3156,null,34611,null,2368,null,0400000US01,Alabama,01
537579,null,1393,null,281531,null,1691,null,103632,null,3579,null,30033,null,1619,null,50832,null,2546,null,11021,null,1357,null,7742,null,1366,null,3250,null,796,null,754,null,330,null,139205,null,3692,null,321,null,253,null,29261,null,2261,null,30882,null,1933,null,38013,null,1804,null,25357,null,1335,null,15371,null,954,null,4980,null,1188,null,194,null,225,null,798,null,484,null,1206,null,599,null,1041,null,457,null,1431,null,731,null,310,null,242,null,4243,null,784,null,19,null,43,null,82,null,106,null,187,null,142,null,711,null,520,null,724,null,329,null,2520,null,551,null,29471,null,2588,null,51,null,86,null,3847,null,1189,null,6456,null,1269,null,8260,null,1140,null,7633,null,1184,null,3224,null,687,null,256048,null,1625,null,70899,null,3090,null,25661,null,1726,null,32428,null,2328,null,5607,null,1300,null,5222,null,1218,null,1591,null,537,null,390,null,252,null,133174,null,3923,null,661,null,413,null,31129,null,2227,null,32385,null,1792,null,35735,null,1842,null,22206,null,1461,null,11058,null,985,null,6024,null,1353,null,0,null,237,null,1051,null,461,null,2157,null,940,null,1350,null,465,null,976,null,512,null,490,null,324,null,13458,null,1346,null,21,null,36,null,144,null,140,null,232,null,183,null,1214,null,436,null,2066,null,552,null,9781,null,1202,null,32493,null,3163,null,0,null,237,null,3962,null,1085,null,7258,null,1229,null,10667,null,1448,null,7423,null,1275,null,3183,null,739,null,0400000US02,Alaska,02
4937757,null,1440,null,2457859,null,1950,null,851113,null,12722,null,222062,null,2663,null,428496,null,7282,null,109985,null,6135,null,57038,null,4106,null,22990,null,2634,null,10542,null,1550,null,1239820,null,14518,null,2599,null,1071,null,234487,null,7102,null,258535,null,5871,null,255238,null,6108,null,217101,null,3852,null,271860,null,4410,null,36009,null,3784,null,111,null,137,null,7316,null,1675,null,10956,null,2307,null,9023,null,1873,null,4967,null,1155,null,3636,null,1009,null,61919,null,4630,null,390,null,418,null,1538,null,1266,null,2096,null,950,null,3666,null,1128,null,7520,null,1336,null,46709,null,3474,null,268998,null,9420,null,369,null,317,null,34353,null,3570,null,60654,null,4883,null,79003,null,4731,null,59951,null,3653,null,34668,null,2794,null,2479898,null,1886,null,661042,null,10969,null,202373,null,2708,null,309150,null,7165,null,71911,null,4597,null,44275,null,3735,null,18371,null,2072,null,14962,null,1616,null,1192719,null,14331,null,5195,null,1326,null,265985,null,6068,null,259670,null,6077,null,249669,null,5351,null,207744,null,4529,null,204456,null,5042,null,57302,null,5439,null,701,null,439,null,18922,null,2840,null,15413,null,2303,null,12204,null,1975,null,6486,null,1462,null,3576,null,1080,null,227372,null,6606,null,365,null,356,null,2104,null,1105,null,6178,null,1689,null,12503,null,1756,null,32393,null,2522,null,173829,null,5134,null,341463,null,9562,null,379,null,385,null,41096,null,3357,null,69262,null,4613,null,97758,null,4164,null,78030,null,4113,null,54938,null,3517,null,0400000US04,Arizona,04
2251796,null,2484,null,1091269,null,3770,null,302479,null,6872,null,101450,null,3359,null,140140,null,5672,null,27970,null,2587,null,20735,null,2271,null,7535,null,1198,null,4649,null,872,null,611941,null,8860,null,1575,null,726,null,115786,null,4829,null,123484,null,3992,null,132682,null,3861,null,115096,null,2492,null,123318,null,2782,null,22339,null,2353,null,8,null,26,null,5910,null,1439,null,6099,null,1268,null,4875,null,1033,null,3483,null,1006,null,1964,null,624,null,31552,null,2194,null,175,null,169,null,401,null,276,null,902,null,518,null,1991,null,677,null,4355,null,1048,null,23728,null,1764,null,122958,null,5376,null,59,null,102,null,18096,null,2286,null,29698,null,2870,null,34765,null,2882,null,23874,null,2097,null,16466,null,1922,null,1160527,null,3073,null,251020,null,6798,null,96146,null,3091,null,106495,null,4439,null,21539,null,2630,null,13084,null,1705,null,8371,null,1561,null,5385,null,1067,null,595924,null,9253,null,2640,null,773,null,128210,null,4439,null,126966,null,3562,null,135984,null,3871,null,107548,null,3123,null,94576,null,3637,null,31809,null,2987,null,336,null,256,null,11411,null,1996,null,7912,null,1732,null,7420,null,1427,null,3431,null,810,null,1299,null,539,null,138685,null,3731,null,0,null,267,null,1205,null,672,null,3937,null,974,null,7719,null,1376,null,18600,null,1888,null,107224,null,2983,null,143089,null,6757,null,325,null,197,null,25629,null,2782,null,32852,null,3134,null,36427,null,3389,null,28529,null,2291,null,19327,null,2155,null,0400000US05,Arkansas,05
28831162,null,3164,null,14327899,null,4095,null,5478811,null,25378,null,1404995,null,6275,null,2689393,null,15169,null,708699,null,15800,null,418830,null,10133,null,168427,null,5674,null,88467,null,4348,null,7130168,null,30070,null,17183,null,2282,null,1277914,null,15064,null,1749886,null,15926,null,1676304,null,12587,null,1206775,null,8669,null,1202106,null,9223,null,283249,null,9265,null,1401,null,726,null,62966,null,4987,null,73816,null,4242,null,74513,null,4603,null,43534,null,3868,null,27019,null,2546,null,300428,null,9316,null,1721,null,780,null,6329,null,1712,null,8818,null,1725,null,26805,null,2684,null,37917,null,3534,null,218838,null,7410,null,1135243,null,17145,null,788,null,451,null,103344,null,5836,null,240894,null,10913,null,352679,null,8478,null,266273,null,6826,null,171265,null,5983,null,14503263,null,3844,null,4487461,null,28396,null,1309964,null,5243,null,2074705,null,17618,null,516739,null,12579,null,327777,null,9067,null,152531,null,6080,null,105745,null,5471,null,6750573,null,36282,null,29478,null,3474,null,1459901,null,16781,null,1700130,null,16905,null,1579698,null,13886,null,1078075,null,10230,null,903291,null,10861,null,424823,null,11235,null,1775,null,658,null,100519,null,5971,null,115229,null,6044,null,109366,null,6458,null,60364,null,3721,null,37570,null,2996,null,1238954,null,11111,null,2372,null,832,null,10197,null,1762,null,24203,null,2775,null,79752,null,4017,null,166757,null,6345,null,955673,null,9296,null,1601452,null,18565,null,1369,null,780,null,148626,null,6304,null,311509,null,8635,null,468380,null,10360,null,380593,null,7953,null,290975,null,7781,null,0400000US06,California,06
3867717,null,2320,null,1942484,null,2902,null,643272,null,9337,null,167280,null,3020,null,316894,null,6091,null,82922,null,5006,null,48518,null,3434,null,19992,null,2205,null,7666,null,1307,null,1024849,null,10410,null,1985,null,831,null,205701,null,5238,null,232392,null,5965,null,242769,null,5685,null,185393,null,3251,null,156609,null,3068,null,28811,null,3673,null,148,null,178,null,7244,null,1877,null,7444,null,1814,null,8967,null,1952,null,3104,null,906,null,1904,null,616,null,35987,null,2938,null,389,null,455,null,1005,null,637,null,944,null,395,null,4116,null,1204,null,4611,null,815,null,24922,null,2366,null,209565,null,7385,null,282,null,346,null,25928,null,3203,null,51380,null,3940,null,64323,null,4312,null,44959,null,2591,null,22693,null,1998,null,1925233,null,2448,null,493615,null,7906,null,153406,null,2245,null,236414,null,5770,null,45444,null,3407,null,34119,null,3176,null,14811,null,1526,null,9421,null,1510,null,986704,null,9962,null,3391,null,947,null,219483,null,5161,null,233829,null,4297,null,241906,null,5440,null,167452,null,3544,null,120643,null,3843,null,38489,null,4363,null,455,null,373,null,12511,null,2305,null,9655,null,1678,null,10862,null,2322,null,3005,null,837,null,2001,null,622,null,142157,null,4838,null,283,null,283,null,2656,null,1289,null,2299,null,786,null,9520,null,1833,null,19770,null,2031,null,107629,null,3732,null,264268,null,7424,null,189,null,187,null,30714,null,3102,null,60631,null,4032,null,74909,null,3656,null,57920,null,3083,null,39905,null,2563,null,0400000US08,Colorado,08
2834130,null,1717,null,1364373,null,1702,null,468856,null,7641,null,128267,null,1748,null,216028,null,4211,null,58257,null,3849,null,37634,null,3167,null,18304,null,2421,null,10366,null,1282,null,731110,null,8611,null,526,null,289,null,91647,null,3829,null,170175,null,4386,null,191050,null,4333,null,140800,null,3143,null,136912,null,3184,null,17365,null,2350,null,0,null,273,null,2660,null,1030,null,4077,null,1226,null,5514,null,1158,null,2850,null,926,null,2264,null,799,null,36446,null,2561,null,40,null,68,null,132,null,163,null,791,null,487,null,2116,null,673,null,4419,null,1143,null,28948,null,1843,null,110596,null,5005,null,43,null,71,null,6769,null,1367,null,25523,null,2547,null,36482,null,2870,null,26247,null,2142,null,15532,null,1883,null,1469757,null,1621,null,424061,null,7047,null,121192,null,1512,null,181039,null,3851,null,49826,null,2756,null,36072,null,2607,null,19246,null,1779,null,16686,null,1844,null,707096,null,8971,null,1023,null,470,null,109153,null,3495,null,176956,null,4395,null,184712,null,3699,null,128239,null,3014,null,107013,null,4226,null,26027,null,2663,null,121,null,173,null,5727,null,1255,null,7593,null,1256,null,7334,null,1398,null,3672,null,878,null,1580,null,585,null,150201,null,4899,null,198,null,196,null,1174,null,613,null,2206,null,816,null,5347,null,1199,null,17091,null,1862,null,124185,null,4231,null,162372,null,5171,null,133,null,224,null,11347,null,1634,null,31974,null,3215,null,49931,null,2851,null,41013,null,2736,null,27974,null,2116,null,0400000US09,Connecticut,09
694868,null,560,null,331964,null,737,null,111385,null,3595,null,31589,null,1162,null,51565,null,2212,null,13458,null,1751,null,9151,null,1434,null,4014,null,1001,null,1608,null,584,null,175556,null,4884,null,222,null,200,null,25562,null,1861,null,38402,null,2482,null,42640,null,2048,null,33180,null,1442,null,35550,null,1335,null,4597,null,1253,null,0,null,261,null,543,null,393,null,1497,null,812,null,1158,null,491,null,726,null,554,null,673,null,439,null,10584,null,1348,null,46,null,73,null,69,null,114,null,96,null,161,null,568,null,405,null,1468,null,516,null,8337,null,1201,null,29842,null,2774,null,0,null,261,null,2559,null,828,null,8020,null,1590,null,7849,null,1401,null,7242,null,1140,null,4172,null,885,null,362904,null,550,null,102292,null,3755,null,30359,null,777,null,44968,null,2335,null,12446,null,1594,null,8223,null,1703,null,3466,null,931,null,2830,null,616,null,174352,null,5346,null,208,null,159,null,32103,null,2310,null,40031,null,2170,null,40530,null,2289,null,33230,null,1774,null,28250,null,1516,null,6753,null,1317,null,0,null,261,null,1434,null,689,null,2054,null,783,null,2130,null,709,null,715,null,281,null,420,null,251,null,38094,null,2286,null,0,null,261,null,392,null,404,null,760,null,496,null,2295,null,785,null,5446,null,1033,null,29201,null,1524,null,41413,null,2868,null,158,null,250,null,5136,null,1130,null,8485,null,1522,null,11809,null,1660,null,9785,null,1323,null,6040,null,924,null,0400000US10,Delaware,10
494235,null,320,null,229811,null,699,null,128962,null,3385,null,18802,null,715,null,59907,null,2417,null,22500,null,1665,null,15970,null,1553,null,7539,null,1081,null,4244,null,864,null,68439,null,3889,null,215,null,210,null,15323,null,2348,null,15449,null,1548,null,12475,null,1594,null,11110,null,1240,null,13867,null,1309,null,8218,null,1671,null,0,null,300,null,480,null,397,null,1571,null,822,null,2222,null,789,null,1889,null,769,null,2056,null,713,null,4722,null,912,null,0,null,300,null,0,null,300,null,15,null,24,null,299,null,252,null,1055,null,466,null,3353,null,824,null,19470,null,2495,null,0,null,300,null,1144,null,662,null,3317,null,995,null,5361,null,1302,null,5673,null,1126,null,3975,null,882,null,264424,null,690,null,136902,null,3817,null,20144,null,561,null,66464,null,2074,null,19590,null,1815,null,16283,null,1445,null,7781,null,1143,null,6640,null,1185,null,63962,null,3866,null,271,null,209,null,14209,null,1766,null,15986,null,1581,null,11554,null,1400,null,10984,null,1367,null,10958,null,1336,null,9870,null,1652,null,0,null,300,null,1784,null,769,null,1994,null,928,null,2096,null,856,null,2603,null,970,null,1393,null,653,null,25095,null,1680,null,55,null,90,null,359,null,466,null,796,null,501,null,1667,null,781,null,3408,null,823,null,18810,null,1198,null,28595,null,2798,null,0,null,300,null,2062,null,816,null,4542,null,1292,null,8079,null,1524,null,8944,null,1275,null,4968,null,873,null,0400000US11,District of Columbia,11
14926522,null,3960,null,7261401,null,5517,null,2315046,null,22094,null,607708,null,6297,null,1104560,null,12989,null,305928,null,11073,null,179277,null,7275,null,72685,null,5247,null,44888,null,3722,null,3777321,null,27404,null,6925,null,1394,null,531064,null,13818,null,755366,null,13175,null,799003,null,11281,null,697107,null,8427,null,987856,null,7924,null,143575,null,7395,null,1086,null,637,null,30485,null,3884,null,40019,null,4220,null,35667,null,3438,null,19775,null,2601,null,16543,null,2254,null,235059,null,7102,null,1300,null,671,null,2695,null,1101,null,5218,null,1676,null,15248,null,2250,null,27092,null,2395,null,183506,null,6027,null,790400,null,15117,null,731,null,441,null,74079,null,5911,null,179361,null,7327,null,232377,null,8206,null,179123,null,5985,null,124729,null,5679,null,7665121,null,5665,null,1876811,null,15854,null,561870,null,5398,null,855371,null,12072,null,202544,null,6068,null,132599,null,5647,null,67918,null,4572,null,56509,null,4164,null,3660634,null,28449,null,10542,null,1744,null,637719,null,12648,null,765822,null,10914,null,810478,null,11322,null,670464,null,8991,null,765609,null,11966,null,200173,null,8073,null,837,null,544,null,48951,null,4100,null,61576,null,4511,null,41321,null,3708,null,29602,null,3073,null,17886,null,2048,null,888396,null,12797,null,967,null,610,null,5091,null,1806,null,16305,null,2297,null,47395,null,4155,null,103817,null,4896,null,714821,null,10181,null,1039107,null,17890,null,736,null,569,null,102902,null,6091,null,227564,null,8455,null,286406,null,9638,null,237271,null,6077,null,184228,null,6964,null,0400000US12,Florida,12
