B16005_001E,B16005_001EA,B16005_001M,B16005_001MA,B16005_002E,B16005_002EA,B16005_002M,B16005_002MA,B16005_003E,B16005_003EA,B16005_003M,B16005_003MA,B16005_004E,B16005_004EA,B16005_004M,B16005_004MA,B16005_005E,B16005_005EA,B16005_005M,B16005_005MA,B16005_006E,B16005_006EA,B16005_006M,B16005_006MA,B16005_007E,B16005_007EA,B16005_007M,B16005_007MA,B16005_008E,B16005_008EA,B16005_008M,B16005_008MA,B16005_009E,B16005_009EA,B16005_009M,B16005_009MA,B16005_010E,B16005_010EA,B16005_010M,B16005_010MA,B16005_011E,B16005_011EA,B16005_011M,B16005_011MA,B16005_012E,B16005_012EA,B16005_012M,B16005_012MA,B16005_013E,B16005_013EA,B16005_013M,B16005_013MA,B16005_014E,B16005_014EA,B16005_014M,B16005_014MA,B16005_015E,B16005_015EA,B16005_015M,B16005_015MA,B16005_016E,B16005_016EA,B16005_016M,B16005_016MA,B16005_017E,B16005_017EA,B16005_017M,B16005_017MA,B16005_018E,B16005_018EA,B16005_018M,B16005_018MA,B16005_019E,B16005_019EA,B16005_019M,B16005_019MA,B16005_020E,B16005_020EA,B16005_020M,B16005_020MA,B16005_021E,B16005_021EA,B16005_021M,B16005_021MA,B16005_022E,B16005_022EA,B16005_022M,B16005_022MA,B16005_023E,B16005_023EA,B16005_023M,B16005_023MA,B16005_024E,B16005_024EA,B16005_024M,B16005_024MA,B16005_025E,B16005_025EA,B16005_025M,B16005_025MA,B16005_026E,B16005_026EA,B16005_026M,B16005_026MA,B16005_027E,B16005_027EA,B16005_027M,B16005_027MA,B16005_028E,B16005_028EA,B16005_028M,B16005_028MA,B16005_029E,B16005_029EA,B16005_029M,B16005_029MA,B16005_030E,B16005_030EA,B16005_030M,B16005_030MA,B16005_031E,B16005_031EA,B16005_031M,B16005_031MA,B16005_032E,B16005_032EA,B16005_032M,B16005_032MA,B16005_033E,B16005_033EA,B16005_033M,B16005_033MA,B16005_034E,B16005_034EA,B16005_034M,B16005_034MA,B16005_035E,B16005_035EA,B16005_035M,B16005_035MA,B16005_036E,B16005_036EA,B16005_036M,B16005_036MA,B16005_037E,B16005_037EA,B16005_037M,B16005_037MA,B16005_038E,B16005_038EA,B16005_038M,B16005_038MA,B16005_039E,B16005_039EA,B16005_039M,B16005_039MA,B16005_040E,B16005_040EA,B16005_040M,B16005_040MA,B16005_041E,B16005_041EA,B16005_041M,B16005_041MA,B16005_042E,B16005_042EA,B16005_042M,B16005_042MA,B16005_043E,B16005_043EA,B16005_043M,B16005_043MA,B16005_044E,B16005_044EA,B16005_044M,B16005_044MA,B16005_045E,B16005_045EA,B16005_045M,B16005_045MA,GEO_ID,NAME,state
4318848,null,3512,null,4183999,null,7335,null,4105908,null,7479,null,50161,null,4332,null,37871,null,3887,null,5598,null,1222,null,5790,null,1204,null,902,null,578,null,18901,null,2385,null,15212,null,2119,null,2333,null,750,null,1356,null,512,null,0,null,267,null,6066,null,1156,null,4422,null,1050,null,487,null,390,null,1157,null,570,null,0,null,267,null,2963,null,1050,null,2553,null,994,null,231,null,161,null,179,null,162,null,0,null,267,null,134849,null,6641,null,29109,null,3151,null,55151,null,3447,null,10513,null,1789,null,10826,null,1453,null,20326,null,2286,null,13486,null,2468,null,18678,null,2766,null,13863,null,2105,null,2472,null,789,null,2216,null,1245,null,127,null,159,null,23550,null,2811,null,9236,null,1539,null,7400,null,1527,null,4813,null,1328,null,2101,null,875,null,8361,null,2889,null,4947,null,1783,null,1137,null,746,null,1749,null,1328,null,528,null,499,null,0400000US01,Alabama,01
632806,null,1002,null,584214,null,3449,null,521947,null,5224,null,15420,null,2030,null,12209,null,1651,null,2372,null,908,null,839,null,438,null,0,null,237,null,8636,null,1873,null,7993,null,1889,null,532,null,336,null,111,null,138,null,0,null,237,null,8512,null,1533,null,6408,null,1321,null,1537,null,814,null,530,null,255,null,37,null,59,null,29699,null,2073,null,20470,null,1864,null,7849,null,984,null,1254,null,370,null,126,null,87,null,48592,null,3469,null,10351,null,1719,null,8318,null,1573,null,3105,null,898,null,1955,null,839,null,2510,null,918,null,748,null,492,null,7853,null,2001,null,4537,null,1129,null,1997,null,1155,null,1208,null,856,null,111,null,134,null,20204,null,1670,null,5509,null,1069,null,8670,null,1216,null,5060,null,1230,null,965,null,456,null,1866,null,823,null,647,null,510,null,941,null,532,null,278,null,354,null,0,null,237,null,0400000US02,Alaska,02
5839788,null,1598,null,4858338,null,20821,null,4045782,null,20495,null,617512,null,14601,null,504847,null,14509,null,81905,null,6848,null,24708,null,2716,null,6052,null,1666,null,47992,null,4260,null,43111,null,4267,null,3100,null,759,null,1781,null,597,null,0,null,292,null,21494,null,2936,null,17233,null,2530,null,3320,null,1312,null,941,null,472,null,0,null,292,null,125558,null,4915,null,98035,null,5143,null,15730,null,2279,null,8642,null,1331,null,3151,null,724,null,981450,null,20814,null,131457,null,6713,null,671306,null,16200,null,161346,null,9640,null,142905,null,7202,null,198535,null,9467,null,168520,null,8768,null,79436,null,6905,null,51006,null,5017,null,18013,null,2920,null,8238,null,1874,null,2179,null,1304,null,70678,null,4789,null,34577,null,3581,null,22372,null,2048,null,10943,null,2010,null,2786,null,899,null,28573,null,5878,null,17449,null,4135,null,6386,null,2007,null,4063,null,2077,null,675,null,512,null,0400000US04,Arizona,04
2637847,null,2141,null,2520987,null,6147,null,2451212,null,7094,null,51296,null,3842,null,38018,null,3510,null,7659,null,1426,null,4818,null,1255,null,801,null,589,null,10215,null,1744,null,8257,null,1354,null,1310,null,626,null,592,null,370,null,56,null,94,null,7356,null,1871,null,5994,null,1704,null,1020,null,561,null,342,null,330,null,0,null,267,null,908,null,451,null,695,null,411,null,139,null,139,null,74,null,121,null,0,null,267,null,116860,null,5838,null,18673,null,3229,null,70127,null,3924,null,13950,null,2052,null,19160,null,2853,null,22961,null,2878,null,14056,null,2295,null,8790,null,1849,null,6059,null,1459,null,1903,null,786,null,556,null,447,null,272,null,324,null,16740,null,1637,null,6910,null,1257,null,4306,null,1190,null,5345,null,1385,null,179,null,187,null,2530,null,939,null,2147,null,807,null,192,null,186,null,139,null,170,null,52,null,92,null,0400000US05,Arkansas,05
33891325,null,3050,null,23921479,null,44345,null,18493706,null,50661,null,4333461,null,31651,null,3575231,null,32518,null,547832,null,13632,null,176139,null,7232,null,34259,null,3257,null,398183,null,12016,null,355386,null,12014,null,29629,null,2791,null,12120,null,1596,null,1048,null,638,null,615072,null,16290,null,493824,null,13899,null,87163,null,5658,null,31725,null,2715,null,2360,null,759,null,81057,null,7670,null,73080,null,7127,null,5072,null,1523,null,2265,null,924,null,640,null,507,null,9969846,null,44218,null,955968,null,18881,null,5330922,null,33454,null,1391897,null,22712,null,1195941,null,19576,null,1603383,null,21626,null,1139701,null,24660,null,1028015,null,21968,null,601370,null,16805,null,240666,null,8497,null,132805,null,7352,null,53174,null,5369,null,2452461,null,23342,null,1064608,null,16482,null,704109,null,14633,null,505619,null,14025,null,178125,null,8192,null,202480,null,12020,null,124170,null,8890,null,52992,null,5272,null,20234,null,2717,null,5084,null,1704,null,0400000US06,California,06
4512195,null,1921,null,4032500,null,16685,null,3684927,null,19831,null,270301,null,10610,null,208149,null,8899,null,37158,null,3572,null,21365,null,2959,null,3629,null,1094,null,48633,null,4061,null,41512,null,3475,null,4347,null,1168,null,2530,null,780,null,244,null,312,null,18558,null,2593,null,15437,null,2425,null,1608,null,688,null,1513,null,655,null,0,null,275,null,10081,null,1937,null,9236,null,1738,null,647,null,514,null,149,null,166,null,49,null,81,null,479695,null,16391,null,71519,null,5189,null,269209,null,12837,null,63766,null,5580,null,64720,null,4964,null,90458,null,8290,null,50265,null,5671,null,60894,null,6006,null,42067,null,3924,null,13762,null,2848,null,4202,null,1208,null,863,null,504,null,61311,null,3342,null,27139,null,3013,null,18136,null,2086,null,12897,null,2033,null,3139,null,1006,null,16762,null,2950,null,10690,null,2292,null,3044,null,981,null,2481,null,1293,null,547,null,510,null,0400000US08,Colorado,08
3290325,null,1348,null,2844420,null,13283,null,2530135,null,13122,null,201900,null,9187,null,143620,null,7141,null,30750,null,3225,null,20332,null,2485,null,7198,null,1567,null,93332,null,4310,null,81287,null,4182,null,7594,null,1278,null,4221,null,1167,null,230,null,198,null,13575,null,1865,null,11871,null,1694,null,1293,null,641,null,411,null,241,null,0,null,273,null,5478,null,1472,null,4976,null,1373,null,502,null,315,null,0,null,273,null,0,null,273,null,445905,null,13238,null,120604,null,7225,null,102438,null,6901,null,30440,null,3182,null,28847,null,3971,null,29683,null,3611,null,13468,null,2841,null,155019,null,8642,null,79847,null,5573,null,46043,null,4255,null,22650,null,3030,null,6479,null,1366,null,53451,null,3214,null,27118,null,2541,null,14836,null,1776,null,8646,null,1615,null,2851,null,1082,null,14393,null,2849,null,8090,null,1845,null,4147,null,1516,null,1550,null,790,null,606,null,431,null,0400000US09,Connecticut,09
805602,null,277,null,740744,null,4074,null,693618,null,5152,null,28195,null,2985,null,22136,null,2589,null,2908,null,972,null,2671,null,896,null,480,null,429,null,14331,null,2585,null,11588,null,2025,null,1610,null,670,null,1133,null,675,null,0,null,261,null,2700,null,848,null,1996,null,746,null,265,null,258,null,439,null,378,null,0,null,261,null,1900,null,799,null,1203,null,689,null,459,null,421,null,115,null,95,null,123,null,146,null,64858,null,4053,null,15055,null,1996,null,19871,null,3025,null,4592,null,1266,null,4742,null,1091,null,7321,null,1462,null,3216,null,1366,null,12874,null,2404,null,8372,null,1739,null,2969,null,905,null,1408,null,625,null,125,null,177,null,10530,null,1534,null,6205,null,1193,null,2701,null,962,null,1548,null,572,null,76,null,113,null,6528,null,1939,null,4659,null,1356,null,1413,null,1192,null,355,null,263,null,101,null,122,null,0400000US10,Delaware,10
551980,null,267,null,477911,null,4703,null,447674,null,4898,null,18630,null,2700,null,15632,null,2419,null,2146,null,872,null,803,null,533,null,49,null,83,null,7798,null,1321,null,6850,null,1203,null,462,null,348,null,486,null,300,null,0,null,300,null,2209,null,1017,null,2082,null,1015,null,127,null,208,null,0,null,300,null,0,null,300,null,1600,null,656,null,1535,null,631,null,0,null,300,null,65,null,112,null,0,null,300,null,74069,null,4687,null,24111,null,3254,null,22833,null,2455,null,9894,null,1784,null,4618,null,1608,null,5932,null,1483,null,2389,null,1194,null,14237,null,2766,null,10950,null,2195,null,2710,null,1116,null,529,null,351,null,48,null,80,null,6062,null,1421,null,3402,null,814,null,1254,null,643,null,562,null,497,null,844,null,619,null,6826,null,2063,null,4666,null,1675,null,1351,null,717,null,765,null,551,null,44,null,73,null,0400000US11,District of Columbia,11
17105241,null,3743,null,13683202,null,30161,null,11990887,null,34075,null,1363287,null,20396,null,1061439,null,20830,null,192821,null,9527,null,85796,null,6166,null,23231,null,3533,null,270127,null,11088,null,235095,null,10531,null,24551,null,3216,null,9723,null,1534,null,758,null,478,null,35285,null,4355,null,27664,null,4028,null,4946,null,1485,null,2625,null,1151,null,50,null,81,null,23616,null,3663,null,21596,null,3599,null,1317,null,535,null,703,null,352,null,0,null,303,null,3422039,null,29919,null,648567,null,15650,null,1905805,null,21453,null,617526,null,14196,null,425178,null,13946,null,505778,null,12065,null,357323,null,13298,null,617892,null,18161,null,323046,null,12122,null,164355,null,8267,null,98037,null,6568,null,32454,null,5433,null,180276,null,8044,null,85707,null,5413,null,56422,null,3898,null,30744,null,3907,null,7403,null,2469,null,69499,null,6598,null,45684,null,4669,null,16225,null,2638,null,5147,null,1597,null,2443,null,1120,null,0400000US12,Florida,12
