B25072_001E,B25072_001EA,B25072_001M,B25072_001MA,B25072_002E,B25072_002EA,B25072_002M,B25072_002MA,B25072_003E,B25072_003EA,B25072_003M,B25072_003MA,B25072_004E,B25072_004EA,B25072_004M,B25072_004MA,B25072_005E,B25072_005EA,B25072_005M,B25072_005MA,B25072_006E,B25072_006EA,B25072_006M,B25072_006MA,B25072_007E,B25072_007EA,B25072_007M,B25072_007MA,B25072_008E,B25072_008EA,B25072_008M,B25072_008MA,B25072_009E,B25072_009EA,B25072_009M,B25072_009MA,B25072_010E,B25072_010EA,B25072_010M,B25072_010MA,B25072_011E,B25072_011EA,B25072_011M,B25072_011MA,B25072_012E,B25072_012EA,B25072_012M,B25072_012MA,B25072_013E,B25072_013EA,B25072_013M,B25072_013MA,B25072_014E,B25072_014EA,B25072_014M,B25072_014MA,B25072_015E,B25072_015EA,B25072_015M,B25072_015MA,B25072_016E,B25072_016EA,B25072_016M,B25072_016MA,B25072_017E,B25072_017EA,B25072_017M,B25072_017MA,B25072_018E,B25072_018EA,B25072_018M,B25072_018MA,B25072_019E,B25072_019EA,B25072_019M,B25072_019MA,B25072_020E,B25072_020EA,B25072_020M,B25072_020MA,B25072_021E,B25072_021EA,B25072_021M,B25072_021MA,B25072_022E,B25072_022EA,B25072_022M,B25072_022MA,B25072_023E,B25072_023EA,B25072_023M,B25072_023MA,B25072_024E,B25072_024EA,B25072_024M,B25072_024MA,B25072_025E,B25072_025EA,B25072_025M,B25072_025MA,B25072_026E,B25072_026EA,B25072_026M,B25072_026MA,B25072_027E,B25072_027EA,B25072_027M,B25072_027MA,B25072_028E,B25072_028EA,B25072_028M,B25072_028MA,B25072_029E,B25072_029EA,B25072_029M,B25072_029MA,GEO_ID,NAME,state
528488,null,10257,null,79726,null,4466,null,15361,null,2112,null,6953,null,1689,null,6874,null,1603,null,4834,null,1298,null,35166,null,3196,null,10538,null,1622,null,143350,null,5694,null,36852,null,3207,null,17619,null,2166,null,15272,null,2488,null,11722,null,1924,null,44939,null,4173,null,16946,null,2139,null,241384,null,7029,null,63731,null,3707,null,25872,null,2433,null,21227,null,2273,null,16372,null,2307,null,75147,null,4659,null,39035,null,3126,null,64028,null,3693,null,9071,null,1249,null,5542,null,1023,null,6908,null,1188,null,4141,null,832,null,22268,null,2003,null,16098,null,1713,null,0400000US01,Alabama,01
87403,null,3597,null,12371,null,1668,null,2880,null,981,null,1366,null,582,null,916,null,352,null,1132,null,505,null,4773,null,1088,null,1304,null,478,null,24175,null,2220,null,6473,null,1330,null,3563,null,816,null,1896,null,694,null,2502,null,772,null,6869,null,1351,null,2872,null,712,null,44007,null,2601,null,14701,null,1783,null,5470,null,1076,null,4603,null,1053,null,2629,null,845,null,11051,null,1502,null,5553,null,1142,null,6850,null,1076,null,930,null,386,null,707,null,370,null,883,null,419,null,643,null,346,null,2944,null,789,null,743,null,405,null,0400000US02,Alaska,02
718401,null,12688,null,89207,null,4351,null,16066,null,2527,null,10536,null,2153,null,8726,null,1682,null,7379,null,1579,null,40595,null,3342,null,5905,null,1381,null,216649,null,6851,null,52615,null,4065,null,33414,null,4150,null,25334,null,3360,null,19638,null,2348,null,74705,null,5399,null,10943,null,2129,null,333612,null,11345,null,86246,null,5775,null,39782,null,3529,null,38383,null,3491,null,30026,null,3215,null,118365,null,7173,null,20810,null,2466,null,78933,null,3561,null,11317,null,1603,null,6935,null,1282,null,5930,null,958,null,5831,null,1180,null,39727,null,2989,null,9193,null,1202,null,0400000US04,Arizona,04
355895,null,8224,null,52825,null,4226,null,10549,null,1750,null,5091,null,1225,null,4520,null,1200,null,4748,null,1319,null,23184,null,3268,null,4733,null,1109,null,92545,null,4457,null,25119,null,2720,null,11411,null,2083,null,9758,null,1640,null,8575,null,1775,null,30338,null,2851,null,7344,null,1389,null,164251,null,6121,null,46418,null,3817,null,18919,null,2484,null,16616,null,2361,null,10796,null,1755,null,50930,null,3399,null,20572,null,2310,null,46274,null,2876,null,5901,null,1100,null,3414,null,850,null,6051,null,1097,null,4222,null,998,null,15160,null,1956,null,11526,null,1510,null,0400000US05,Arkansas,05
5123700,null,28871,null,451737,null,8512,null,56959,null,3977,null,42322,null,3986,null,44110,null,3622,null,37315,null,3199,null,243503,null,7021,null,27528,null,2821,null,1361030,null,13459,null,303433,null,9007,null,191563,null,6995,null,160207,null,7233,null,129385,null,6095,null,529964,null,12525,null,46478,null,3547,null,2728651,null,25676,null,626645,null,12345,null,343057,null,10363,null,310913,null,8565,null,248708,null,7634,null,1074348,null,16761,null,124980,null,5766,null,582282,null,11115,null,67786,null,4056,null,39097,null,3015,null,70644,null,4552,null,57527,null,4166,null,301348,null,7198,null,45880,null,2742,null,0400000US06,California,06
579758,null,10271,null,83421,null,3823,null,14051,null,1766,null,8321,null,1379,null,9052,null,1676,null,5958,null,1349,null,42627,null,2919,null,3412,null,920,null,170806,null,6516,null,43613,null,3540,null,24738,null,2610,null,18845,null,2535,null,16569,null,2474,null,56561,null,4026,null,10480,null,2043,null,267789,null,7336,null,72801,null,4679,null,34126,null,2938,null,29275,null,3056,null,20845,null,2500,null,94371,null,5104,null,16371,null,2214,null,57742,null,3362,null,8332,null,1396,null,6312,null,1252,null,6992,null,1171,null,4997,null,1094,null,25716,null,2510,null,5393,null,1037,null,0400000US08,Colorado,08
395875,null,7185,null,32195,null,2680,null,5654,null,1534,null,4089,null,1065,null,3318,null,942,null,1975,null,682,null,15807,null,1985,null,1352,null,573,null,94410,null,4085,null,26044,null,2244,null,14263,null,2332,null,9733,null,1788,null,7749,null,1511,null,33093,null,3144,null,3528,null,802,null,199772,null,6637,null,53218,null,3951,null,22166,null,2611,null,22162,null,2847,null,17677,null,2261,null,74787,null,4669,null,9762,null,1894,null,69498,null,3427,null,8137,null,1312,null,7300,null,1315,null,9056,null,1282,null,8241,null,1249,null,28743,null,2243,null,8021,null,1221,null,0400000US09,Connecticut,09
90336,null,3436,null,10669,null,1608,null,1009,null,461,null,1189,null,718,null,814,null,465,null,665,null,411,null,5935,null,1164,null,1057,null,622,null,21947,null,1942,null,4847,null,1141,null,2377,null,757,null,2658,null,854,null,2058,null,829,null,8006,null,1529,null,2001,null,835,null,44857,null,2948,null,10133,null,1580,null,6407,null,1271,null,5794,null,1276,null,4664,null,1147,null,14778,null,2040,null,3081,null,839,null,12863,null,1627,null,1881,null,645,null,1402,null,559,null,1528,null,597,null,1310,null,551,null,4584,null,798,null,2158,null,599,null,0400000US10,Delaware,10
139226,null,3601,null,11976,null,1621,null,884,null,502,null,1070,null,638,null,694,null,340,null,1761,null,870,null,6423,null,1292,null,1144,null,526,null,43138,null,2642,null,9328,null,1568,null,7402,null,1117,null,6504,null,1232,null,3333,null,898,null,14545,null,1839,null,2026,null,748,null,67047,null,2894,null,20351,null,2024,null,8379,null,1330,null,6076,null,1317,null,3925,null,1030,null,24789,null,2751,null,3527,null,995,null,17065,null,1478,null,3208,null,951,null,1255,null,492,null,2700,null,683,null,1058,null,432,null,7901,null,1109,null,943,null,434,null,0400000US11,District of Columbia,11
2083252,null,21269,null,241750,null,6805,null,32298,null,3612,null,23813,null,2985,null,25603,null,3186,null,23235,null,2830,null,119900,null,4843,null,16901,null,2587,null,535057,null,12320,null,105719,null,6063,null,65925,null,5050,null,64315,null,4714,null,53570,null,5141,null,217741,null,8633,null,27787,null,3120,null,1022923,null,14734,null,207804,null,7581,null,127230,null,7422,null,116536,null,6252,null,95868,null,6000,null,415482,null,11858,null,60003,null,4243,null,283522,null,8255,null,31254,null,2918,null,20282,null,2235,null,26810,null,2536,null,28390,null,2614,null,144365,null,5536,null,32421,null,3037,null,0400000US12,Florida,12
