B17010A_001E,B17010A_001EA,B17010A_001M,B17010A_001MA,B17010A_002E,B17010A_002EA,B17010A_002M,B17010A_002MA,B17010A_003E,B17010A_003EA,B17010A_003M,B17010A_003MA,B17010A_004E,B17010A_004EA,B17010A_004M,B17010A_004MA,B17010A_005E,B17010A_005EA,B17010A_005M,B17010A_005MA,B17010A_006E,B17010A_006EA,B17010A_006M,B17010A_006MA,B17010A_007E,B17010A_007EA,B17010A_007M,B17010A_007MA,B17010A_008E,B17010A_008EA,B17010A_008M,B17010A_008MA,B17010A_009E,B17010A_009EA,B17010A_009M,B17010A_009MA,B17010A_010E,B17010A_010EA,B17010A_010M,B17010A_010MA,B17010A_011E,B17010A_011EA,B17010A_011M,B17010A_011MA,B17010A_012E,B17010A_012EA,B17010A_012M,B17010A_012MA,B17010A_013E,B17010A_013EA,B17010A_013M,B17010A_013MA,B17010A_014E,B17010A_014EA,B17010A_014M,B17010A_014MA,B17010A_015E,B17010A_015EA,B17010A_015M,B17010A_015MA,B17010A_016E,B17010A_016EA,B17010A_016M,B17010A_016MA,B17010A_017E,B17010A_017EA,B17010A_017M,B17010A_017MA,B17010A_018E,B17010A_018EA,B17010A_018M,B17010A_018MA,B17010A_019E,B17010A_019EA,B17010A_019M,B17010A_019MA,B17010A_020E,B17010A_020EA,B17010A_020M,B17010A_020MA,B17010A_021E,B17010A_021EA,B17010A_021M,B17010A_021MA,B17010A_022E,B17010A_022EA,B17010A_022M,B17010A_022MA,B17010A_023E,B17010A_023EA,B17010A_023M,B17010A_023MA,B17010A_024E,B17010A_024EA,B17010A_024M,B17010A_024MA,B17010A_025E,B17010A_025EA,B17010A_025M,B17010A_025MA,B17010A_026E,B17010A_026EA,B17010A_026M,B17010A_026MA,B17010A_027E,B17010A_027EA,B17010A_027M,B17010A_027MA,B17010A_028E,B17010A_028EA,B17010A_028M,B17010A_028MA,B17010A_029E,B17010A_029EA,B17010A_029M,B17010A_029MA,B17010A_030E,B17010A_030EA,B17010A_030M,B17010A_030MA,B17010A_031E,B17010A_031EA,B17010A_031M,B17010A_031MA,B17010A_032E,B17010A_032EA,B17010A_032M,B17010A_032MA,B17010A_033E,B17010A_033EA,B17010A_033M,B17010A_033MA,B17010A_034E,B17010A_034EA,B17010A_034M,B17010A_034MA,B17010A_035E,B17010A_035EA,B17010A_035M,B17010A_035MA,B17010A_036E,B17010A_036EA,B17010A_036M,B17010A_036MA,B17010A_037E,B17010A_037EA,B17010A_037M,B17010A_037MA,B17010A_038E,B17010A_038EA,B17010A_038M,B17010A_038MA,B17010A_039E,B17010A_039EA,B17010A_039M,B17010A_039MA,B17010A_040E,B17010A_040EA,B17010A_040M,B17010A_040MA,B17010A_041E,B17010A_041EA,B17010A_041M,B17010A_041MA,GEO_ID,NAME,state
1542729,null,13841,null,101095,null,5046,null,47236,null,3617,null,27481,null,2675,null,6062,null,1407,null,8959,null,1635,null,12460,null,1693,null,19755,null,2453,null,53859,null,4070,null,9629,null,1934,null,7058,null,1833,null,1412,null,824,null,1105,null,496,null,4541,null,1458,null,2571,null,1024,null,44230,null,3512,null,37985,null,3489,null,8318,null,1968,null,9443,null,2117,null,20224,null,2111,null,6245,null,1282,null,1441634,null,13332,null,1212079,null,12759,null,547152,null,8936,null,109560,null,5397,null,102346,null,5773,null,335246,null,9175,null,664927,null,10207,null,229555,null,8445,null,75211,null,5269,null,36764,null,3559,null,7968,null,1558,null,2460,null,632,null,26336,null,2811,null,38447,null,3286,null,154344,null,6117,null,90281,null,5389,null,13952,null,2056,null,12623,null,2642,null,63706,null,4407,null,64063,null,3880,null,0400000US13,Georgia,13
92089,null,2944,null,4904,null,1136,null,2066,null,612,null,823,null,505,null,63,null,106,null,432,null,422,null,328,null,250,null,1243,null,475,null,2838,null,872,null,338,null,241,null,228,null,155,null,0,null,271,null,0,null,271,null,228,null,155,null,110,null,177,null,2500,null,876,null,1899,null,765,null,560,null,424,null,378,null,350,null,961,null,618,null,601,null,451,null,87185,null,2792,null,72339,null,2995,null,30387,null,2488,null,7909,null,1828,null,5467,null,1091,null,17011,null,2053,null,41952,null,2110,null,14846,null,1892,null,4994,null,1144,null,2371,null,805,null,93,null,99,null,22,null,43,null,2256,null,791,null,2623,null,822,null,9852,null,1435,null,6070,null,1245,null,1151,null,530,null,494,null,327,null,4425,null,1043,null,3782,null,812,null,0400000US15,Hawaii,15
373718,null,5268,null,30642,null,2384,null,15047,null,1757,null,9622,null,1484,null,1785,null,652,null,4318,null,1068,null,3519,null,808,null,5425,null,985,null,15595,null,2022,null,2431,null,953,null,2146,null,904,null,653,null,518,null,607,null,392,null,886,null,513,null,285,null,281,null,13164,null,1866,null,11692,null,1846,null,2819,null,773,null,3261,null,1057,null,5612,null,1234,null,1472,null,558,null,343076,null,5243,null,291308,null,5357,null,131777,null,5011,null,29574,null,2948,null,31068,null,2466,null,71135,null,3415,null,159531,null,4188,null,51768,null,3637,null,20225,null,2130,null,13650,null,1958,null,2440,null,776,null,1567,null,739,null,9643,null,1603,null,6575,null,1205,null,31543,null,2923,null,21326,null,2501,null,2865,null,795,null,2371,null,752,null,16090,null,2196,null,10217,null,1452,null,0400000US16,Idaho,16
2352324,null,15032,null,128387,null,5779,null,55128,null,3677,null,32857,null,2809,null,6079,null,1332,null,11953,null,1829,null,14825,null,1915,null,22271,null,2111,null,73259,null,4136,null,13033,null,2090,null,9573,null,1823,null,2790,null,737,null,2412,null,937,null,4371,null,1206,null,3460,null,961,null,60226,null,4213,null,53838,null,3821,null,13247,null,2017,null,11750,null,1723,null,28841,null,2768,null,6388,null,1359,null,2223937,null,15098,null,1844200,null,14158,null,811205,null,11069,null,158688,null,6092,null,164608,null,5821,null,487909,null,8664,null,1032995,null,9948,null,379737,null,8634,null,121675,null,5915,null,60819,null,4185,null,13686,null,2054,null,5686,null,1212,null,41447,null,3301,null,60856,null,3727,null,258062,null,7593,null,143267,null,5923,null,19716,null,2290,null,16832,null,1967,null,106719,null,5669,null,114795,null,4163,null,0400000US17,Illinois,17
1464459,null,11648,null,104754,null,3912,null,37278,null,2626,null,23102,null,2107,null,5274,null,1339,null,7933,null,1331,null,9895,null,1530,null,14176,null,1524,null,67476,null,3270,null,10933,null,2096,null,8466,null,1804,null,2419,null,864,null,1552,null,751,null,4495,null,1298,null,2467,null,862,null,56543,null,3150,null,51476,null,3063,null,11956,null,1477,null,13522,null,2148,null,25998,null,2530,null,5067,null,1082,null,1359705,null,11555,null,1127946,null,11226,null,468675,null,10001,null,89106,null,4502,null,92676,null,4560,null,286893,null,7449,null,659271,null,9047,null,231759,null,7202,null,76057,null,4317,null,44993,null,3632,null,9448,null,1676,null,5835,null,1401,null,29710,null,2793,null,31064,null,2587,null,155702,null,5943,null,95858,null,3970,null,14015,null,1739,null,11605,null,1980,null,70238,null,3571,null,59844,null,3565,null,0400000US18,Indiana,18
750339,null,8110,null,47792,null,3254,null,17307,null,2056,null,10130,null,1631,null,2439,null,756,null,4152,null,1121,null,3539,null,762,null,7177,null,1130,null,30485,null,2371,null,4584,null,1018,null,3663,null,835,null,1821,null,696,null,520,null,304,null,1322,null,490,null,921,null,476,null,25901,null,2200,null,23902,null,2172,null,5596,null,1124,null,6511,null,1352,null,11795,null,1769,null,1999,null,513,null,702547,null,8176,null,596378,null,7709,null,239547,null,4972,null,46684,null,2758,null,48224,null,2647,null,144639,null,4314,null,356831,null,6066,null,106169,null,4401,null,34931,null,2669,null,21752,null,2274,null,4697,null,948,null,2447,null,765,null,14608,null,1800,null,13179,null,1782,null,71238,null,3235,null,47013,null,2617,null,7624,null,1328,null,4978,null,1061,null,34411,null,2422,null,24225,null,1930,null,0400000US19,Iowa,19
639875,null,6640,null,39925,null,2803,null,17028,null,1930,null,10523,null,1662,null,2674,null,882,null,4002,null,899,null,3847,null,824,null,6505,null,1027,null,22897,null,2423,null,3460,null,997,null,2503,null,793,null,421,null,304,null,325,null,296,null,1757,null,605,null,957,null,519,null,19437,null,2296,null,17273,null,2158,null,4558,null,1237,null,4357,null,917,null,8358,null,1410,null,2164,null,637,null,599950,null,6550,null,504835,null,7430,null,220246,null,5364,null,44244,null,3024,null,43603,null,3185,null,132399,null,4205,null,284589,null,5223,null,95115,null,4072,null,32679,null,3043,null,20143,null,2326,null,4507,null,1238,null,1874,null,693,null,13762,null,1761,null,12536,null,1634,null,62436,null,3487,null,40559,null,2854,null,6429,null,1404,null,5396,null,1213,null,28734,null,2092,null,21877,null,2157,null,0400000US20,Kansas,20
1016127,null,11894,null,122214,null,5576,null,53922,null,3641,null,31626,null,3278,null,4523,null,1017,null,11147,null,1940,null,15956,null,2190,null,22296,null,2185,null,68292,null,4521,null,11327,null,1882,null,8448,null,1676,null,2080,null,860,null,1409,null,599,null,4959,null,1345,null,2879,null,831,null,56965,null,4375,null,48970,null,4000,null,12637,null,2095,null,11586,null,2117,null,24747,null,2566,null,7995,null,1381,null,893913,null,12454,null,730762,null,11960,null,303339,null,7920,null,56925,null,3669,null,55170,null,3502,null,191244,null,6306,null,427423,null,8498,null,163151,null,6928,null,52203,null,3790,null,28337,null,3160,null,6693,null,1654,null,2253,null,778,null,19391,null,2410,null,23866,null,2267,null,110948,null,5300,null,61958,null,4168,null,9304,null,1826,null,6853,null,1322,null,45801,null,3606,null,48990,null,3098,null,0400000US21,Kentucky,21
732190,null,7616,null,58213,null,3870,null,25978,null,2730,null,14342,null,1797,null,2912,null,936,null,4161,null,1085,null,7269,null,1174,null,11636,null,1786,null,32235,null,2825,null,5009,null,1061,null,3797,null,921,null,1111,null,584,null,637,null,422,null,2049,null,571,null,1212,null,524,null,27226,null,2731,null,23793,null,2540,null,5667,null,1294,null,5735,null,1288,null,12391,null,1971,null,3433,null,860,null,673977,null,8276,null,557992,null,7888,null,231555,null,5779,null,44445,null,2826,null,48711,null,2949,null,138399,null,4611,null,326437,null,5622,null,115985,null,5178,null,39272,null,3494,null,19380,null,2405,null,6214,null,1457,null,2310,null,789,null,10856,null,1631,null,19892,null,2417,null,76713,null,3881,null,41947,null,3043,null,5219,null,1126,null,4167,null,1125,null,32561,null,2969,null,34766,null,2631,null,0400000US22,Louisiana,22
344604,null,6296,null,25477,null,2316,null,10003,null,1186,null,5776,null,1018,null,1235,null,554,null,1931,null,781,null,2610,null,674,null,4227,null,819,null,15474,null,1980,null,1964,null,580,null,1588,null,518,null,285,null,205,null,135,null,184,null,1168,null,446,null,376,null,192,null,13510,null,1868,null,12415,null,1803,null,2459,null,760,null,1892,null,738,null,8064,null,1374,null,1095,null,500,null,319127,null,6050,null,266943,null,5666,null,101974,null,3414,null,18481,null,1908,null,15568,null,1719,null,67925,null,3155,null,164969,null,4167,null,52184,null,3914,null,17885,null,2108,null,10889,null,1608,null,2843,null,853,null,824,null,480,null,7222,null,1203,null,6996,null,1045,null,34299,null,2794,null,21462,null,2215,null,2379,null,694,null,1523,null,565,null,17560,null,1976,null,12837,null,1579,null,0400000US23,Maine,23
892960,null,8722,null,30604,null,2791,null,11257,null,1671,null,5620,null,1254,null,1255,null,579,null,1129,null,588,null,3236,null,904,null,5637,null,1271,null,19347,null,2354,null,1649,null,577,null,1396,null,495,null,438,null,365,null,363,null,264,null,595,null,335,null,253,null,242,null,17698,null,2271,null,15605,null,2016,null,3084,null,852,null,4149,null,1083,null,8372,null,1549,null,2093,null,775,null,862356,null,8665,null,713757,null,8705,null,306696,null,7721,null,61527,null,4458,null,56964,null,3063,null,188205,null,5638,null,407061,null,6278,null,148599,null,6145,null,51740,null,3909,null,28970,null,2757,null,5967,null,1664,null,4208,null,1141,null,18795,null,2044,null,22770,null,2215,null,96859,null,4787,null,54139,null,3886,null,6397,null,1253,null,5175,null,1272,null,42567,null,3312,null,42720,null,2652,null,0400000US24,Maryland,24
1324172,null,12044,null,68801,null,4740,null,20427,null,2572,null,10441,null,1843,null,2429,null,1035,null,1739,null,716,null,6273,null,1245,null,9986,null,1509,null,48374,null,3839,null,5530,null,1395,null,4470,null,1270,null,803,null,500,null,317,null,353,null,3350,null,1145,null,1060,null,476,null,42844,null,3526,null,38090,null,3275,null,7668,null,1550,null,7011,null,1484,null,23411,null,2801,null,4754,null,1356,null,1255371,null,11523,null,1012681,null,10936,null,446611,null,8115,null,92790,null,4844,null,75640,null,4434,null,278181,null,6982,null,566070,null,8885,null,242690,null,8373,null,70089,null,4258,null,35685,null,3540,null,6949,null,1600,null,3138,null,1062,null,25598,null,2851,null,34404,null,2534,null,172601,null,6953,null,94001,null,4909,null,13815,null,2388,null,9739,null,1800,null,70447,null,4792,null,78600,null,4624,null,0400000US25,Massachusetts,25
2116511,null,11749,null,154281,null,5673,null,62873,null,3546,null,37148,null,2535,null,6407,null,1070,null,11314,null,1431,null,19427,null,1955,null,25725,null,2135,null,91408,null,3968,null,16699,null,2159,null,13247,null,1881,null,4012,null,1165,null,2130,null,726,null,7105,null,1365,null,3452,null,932,null,74709,null,3322,null,64474,null,2998,null,15725,null,1995,null,16997,null,2129,null,31752,null,2288,null,10235,null,1649,null,1962230,null,11516,null,1631263,null,12126,null,676326,null,8781,null,120846,null,4133,null,126537,null,4163,null,428943,null,6159,null,954937,null,8969,null,330967,null,8141,null,107135,null,5068,null,57074,null,3440,null,9150,null,1599,null,5890,null,1344,null,42034,null,3108,null,50061,null,2871,null,223832,null,6181,null,129344,null,5183,null,20490,null,2120,null,12718,null,1794,null,96136,null,4597,null,94488,null,3898,null,0400000US26,Michigan,26
1224558,null,8816,null,58514,null,3407,null,21268,null,1807,null,11086,null,1363,null,1642,null,641,null,4062,null,857,null,5382,null,940,null,10182,null,1007,null,37246,null,3005,null,6474,null,1184,null,5342,null,1201,null,2425,null,977,null,509,null,256,null,2408,null,707,null,1132,null,417,null,30772,null,2866,null,28409,null,2769,null,8669,null,1429,null,6993,null,1432,null,12747,null,1821,null,2363,null,626,null,1166044,null,8852,null,981595,null,9013,null,424661,null,6281,null,92171,null,3639,null,75038,null,3424,null,257452,null,5459,null,556934,null,6033,null,184449,null,5720,null,65779,null,3100,null,40972,null,2707,null,9243,null,1461,null,4829,null,1158,null,26900,null,2253,null,24807,null,2432,null,118670,null,5270,null,73421,null,3657,null,11430,null,1388,null,7022,null,1122,null,54969,null,3268,null,45249,null,2901,null,0400000US27,Minnesota,27
483154,null,6848,null,37241,null,3344,null,19395,null,2185,null,11003,null,1932,null,2162,null,848,null,2941,null,1011,null,5900,null,1313,null,8392,null,1247,null,17846,null,2399,null,3412,null,943,null,2515,null,790,null,541,null,351,null,294,null,283,null,1680,null,706,null,897,null,478,null,14434,null,2158,null,11847,null,2121,null,2788,null,1164,null,1502,null,743,null,7557,null,1539,null,2587,null,763,null,445913,null,6969,null,375011,null,7000,null,151518,null,5554,null,29005,null,2857,null,30476,null,2942,null,92037,null,4196,null,223493,null,5405,null,70902,null,3876,null,22086,null,2381,null,10840,null,1701,null,1502,null,671,null,1268,null,586,null,8070,null,1535,null,11246,null,1877,null,48816,null,3598,null,26070,null,2572,null,3074,null,951,null,2924,null,883,null,20072,null,2329,null,22746,null,2395,null,0400000US28,Mississippi,28
1319135,null,11120,null,100324,null,4741,null,41858,null,2648,null,24194,null,2329,null,5601,null,1181,null,7600,null,1255,null,10993,null,1530,null,17664,null,1478,null,58466,null,3825,null,9532,null,1521,null,7260,null,1319,null,1685,null,505,null,2200,null,863,null,3375,null,886,null,2272,null,636,null,48934,null,3677,null,44561,null,3705,null,10427,null,1623,null,10969,null,1532,null,23165,null,2643,null,4373,null,924,null,1218811,null,10130,null,1013960,null,11530,null,420568,null,9023,null,82502,null,3802,null,78928,null,3972,null,259138,null,6537,null,593392,null,7789,null,204851,null,6657,null,68509,null,4246,null,36897,null,2794,null,7259,null,1503,null,4258,null,1115,null,25380,null,2381,null,31612,null,2860,null,136342,null,5295,null,80895,null,4309,null,11284,null,1763,null,8072,null,1290,null,61539,null,3757,null,55447,null,2998,null,0400000US29,Missouri,29
221266,null,4103,null,17764,null,2140,null,7859,null,1433,null,4393,null,990,null,776,null,396,null,1341,null,514,null,2276,null,664,null,3466,null,1017,null,9905,null,1682,null,1575,null,737,null,1231,null,601,null,127,null,151,null,53,null,88,null,1051,null,566,null,344,null,310,null,8330,null,1433,null,7608,null,1403,null,2019,null,587,null,1025,null,576,null,4564,null,1301,null,722,null,416,null,203502,null,3918,null,175158,null,3903,null,64071,null,2882,null,11114,null,1561,null,11999,null,1531,null,40958,null,2576,null,111087,null,2863,null,28344,null,2686,null,11150,null,1811,null,7072,null,1081,null,1204,null,510,null,949,null,496,null,4919,null,935,null,4078,null,1215,null,17194,null,1980,null,10288,null,1430,null,1191,null,483,null,1365,null,512,null,7732,null,1288,null,6906,null,1219,null,0400000US30,Montana,30
