C20005A_001E,C20005A_001EA,C20005A_001M,C20005A_001MA,C20005A_002E,C20005A_002EA,C20005A_002M,C20005A_002MA,C20005A_003E,C20005A_003EA,C20005A_003M,C20005A_003MA,C20005A_004E,C20005A_004EA,C20005A_004M,C20005A_004MA,C20005A_005E,C20005A_005EA,C20005A_005M,C20005A_005MA,C20005A_006E,C20005A_006EA,C20005A_006M,C20005A_006MA,C20005A_007E,C20005A_007EA,C20005A_007M,C20005A_007MA,C20005A_008E,C20005A_008EA,C20005A_008M,C20005A_008MA,C20005A_009E,C20005A_009EA,C20005A_009M,C20005A_009MA,C20005A_010E,C20005A_010EA,C20005A_010M,C20005A_010MA,C20005A_011E,C20005A_011EA,C20005A_011M,C20005A_011MA,C20005A_012E,C20005A_012EA,C20005A_012M,C20005A_012MA,C20005A_013E,C20005A_013EA,C20005A_013M,C20005A_013MA,C20005A_014E,C20005A_014EA,C20005A_014M,C20005A_014MA,C20005A_015E,C20005A_015EA,C20005A_015M,C20005A_015MA,C20005A_016E,C20005A_016EA,C20005A_016M,C20005A_016MA,C20005A_017E,C20005A_017EA,C20005A_017M,C20005A_017MA,C20005A_018E,C20005A_018EA,C20005A_018M,C20005A_018MA,C20005A_019E,C20005A_019EA,C20005A_019M,C20005A_019MA,C20005A_020E,C20005A_020EA,C20005A_020M,C20005A_020MA,C20005A_021E,C20005A_021EA,C20005A_021M,C20005A_021MA,C20005A_022E,C20005A_022EA,C20005A_022M,C20005A_022MA,C20005A_023E,C20005A_023EA,C20005A_023M,C20005A_023MA,C20005A_024E,C20005A_024EA,C20005A_024M,C20005A_024MA,C20005A_025E,C20005A_025EA,C20005A_025M,C20005A_025MA,C20005A_026E,C20005A_026EA,C20005A_026M,C20005A_026MA,C20005A_027E,C20005A_027EA,C20005A_027M,C20005A_027MA,C20005A_028E,C20005A_028EA,C20005A_028M,C20005A_028MA,C20005A_029E,C20005A_029EA,C20005A_029M,C20005A_029MA,C20005A_030E,C20005A_030EA,C20005A_030M,C20005A_030MA,C20005A_031E,C20005A_031EA,C20005A_031M,C20005A_031MA,C20005A_032E,C20005A_032EA,C20005A_032M,C20005A_032MA,C20005A_033E,C20005A_033EA,C20005A_033M,C20005A_033MA,C20005A_034E,C20005A_034EA,C20005A_034M,C20005A_034MA,C20005A_035E,C20005A_035EA,C20005A_035M,C20005A_035MA,C20005A_036E,C20005A_036EA,C20005A_036M,C20005A_036MA,C20005A_037E,C20005A_037EA,C20005A_037M,C20005A_037MA,C20005A_038E,C20005A_038EA,C20005A_038M,C20005A_038MA,C20005A_039E,C20005A_039EA,C20005A_039M,C20005A_039MA,GEO_ID,NAME,state
1494421,null,8592,null,763825,null,5558,null,407998,null,8260,null,0,null,298,null,407998,null,8260,null,5401,null,1343,null,29560,null,3326,null,67128,null,4481,null,114662,null,6230,null,98865,null,5164,null,92382,null,4386,null,355827,null,8696,null,165728,null,5752,null,190099,null,6775,null,65203,null,4690,null,38147,null,3155,null,26828,null,3036,null,31453,null,2926,null,15178,null,1687,null,13290,null,1631,null,730596,null,5036,null,260255,null,6858,null,0,null,298,null,260255,null,6858,null,4307,null,1182,null,32084,null,3769,null,54357,null,3507,null,98334,null,4606,null,45649,null,3151,null,25524,null,2754,null,470341,null,8061,null,260318,null,6035,null,210023,null,6614,null,81425,null,4936,null,49954,null,3882,null,32597,null,3083,null,26925,null,2537,null,12727,null,1833,null,6395,null,1193,null,0400000US32,Nevada,32
1010177,null,2623,null,492523,null,1891,null,257335,null,4537,null,39,null,75,null,257296,null,4549,null,2301,null,797,null,9249,null,1293,null,31037,null,2902,null,77129,null,4227,null,66295,null,3323,null,71285,null,3092,null,235188,null,4923,null,95034,null,3440,null,140154,null,5383,null,60660,null,3139,null,23701,null,2373,null,14516,null,2195,null,19823,null,2080,null,11426,null,1560,null,10028,null,1516,null,517654,null,1523,null,175040,null,5194,null,15,null,24,null,175025,null,5189,null,3580,null,1047,null,15299,null,2047,null,41687,null,3549,null,65246,null,3716,null,31254,null,2560,null,17959,null,1930,null,342614,null,5523,null,153972,null,4124,null,188642,null,5183,null,82689,null,3440,null,46049,null,3012,null,23717,null,2105,null,21337,null,2159,null,11797,null,1482,null,3053,null,792,null,0400000US33,New Hampshire,33
4887322,null,13926,null,2355082,null,8342,null,1235206,null,11264,null,83,null,140,null,1235123,null,11242,null,10391,null,1735,null,60873,null,4182,null,119400,null,6185,null,272012,null,9370,null,306657,null,8233,null,465790,null,8280,null,1119876,null,11013,null,548183,null,8510,null,571693,null,10669,null,214725,null,6626,null,94209,null,5362,null,61420,null,4370,null,73740,null,4545,null,59369,null,3420,null,68230,null,3412,null,2532240,null,7676,null,792850,null,13339,null,134,null,143,null,792716,null,13347,null,10995,null,1880,null,65281,null,3502,null,112317,null,5474,null,261418,null,8817,null,184610,null,6000,null,158095,null,6043,null,1739390,null,12668,null,949301,null,11222,null,790089,null,10048,null,311950,null,7430,null,162427,null,6062,null,94333,null,4344,null,108197,null,4658,null,68344,null,3696,null,44838,null,3232,null,0400000US34,New Jersey,34
1088992,null,8015,null,531738,null,5503,null,237237,null,6116,null,0,null,281,null,237237,null,6116,null,5287,null,1084,null,30389,null,3211,null,41866,null,3925,null,65105,null,4204,null,52415,null,4139,null,42175,null,2451,null,294501,null,7622,null,147235,null,5014,null,147266,null,6117,null,69277,null,4177,null,28681,null,3234,null,13702,null,1965,null,18254,null,2212,null,9983,null,1441,null,7369,null,981,null,557254,null,4767,null,166516,null,5398,null,0,null,281,null,166516,null,5398,null,6572,null,1627,null,33800,null,3716,null,35778,null,3215,null,50715,null,3736,null,25793,null,2479,null,13858,null,1821,null,390738,null,5969,null,216017,null,5321,null,174721,null,5141,null,89591,null,4889,null,37170,null,2868,null,16968,null,2014,null,20583,null,2130,null,7264,null,1129,null,3145,null,886,null,0400000US35,New Mexico,35
10444651,null,25520,null,5042341,null,15078,null,2442338,null,20036,null,185,null,137,null,2442153,null,20034,null,36281,null,2950,null,159191,null,6932,null,277096,null,9825,null,629158,null,10951,null,593706,null,12857,null,746721,null,11520,null,2600003,null,19183,null,1304784,null,13819,null,1295219,null,15460,null,525030,null,11089,null,235561,null,7707,null,136750,null,6444,null,165891,null,6461,null,108018,null,4827,null,123969,null,5327,null,5402310,null,12674,null,1705249,null,16937,null,335,null,220,null,1704914,null,16913,null,29526,null,2603,null,178458,null,8217,null,297871,null,8661,null,536001,null,11947,null,353100,null,9457,null,309958,null,8316,null,3697061,null,17373,null,2060740,null,15826,null,1636321,null,17165,null,701642,null,12248,null,361455,null,9169,null,188288,null,7209,null,192070,null,7050,null,111267,null,5199,null,81599,null,4368,null,0400000US36,New York,36
5109319,null,10133,null,2468549,null,6247,null,1278275,null,11749,null,191,null,179,null,1278084,null,11733,null,19084,null,2041,null,110592,null,5814,null,208652,null,8214,null,410807,null,8317,null,260592,null,7753,null,268357,null,6481,null,1190274,null,12012,null,574711,null,9787,null,615563,null,11478,null,265883,null,7929,null,125650,null,5910,null,65460,null,4109,null,81361,null,4455,null,39497,null,3097,null,37712,null,2717,null,2640770,null,5443,null,843714,null,12048,null,221,null,190,null,843493,null,12053,null,16792,null,1976,null,117582,null,6296,null,203894,null,7416,null,290164,null,7964,null,138865,null,5474,null,76196,null,4088,null,1797056,null,13347,null,977240,null,12128,null,819816,null,11290,null,388981,null,9117,null,184154,null,6959,null,90838,null,4382,null,103158,null,5272,null,37428,null,2856,null,15257,null,1622,null,0400000US37,North Carolina,37
475222,null,1338,null,237376,null,1005,null,125701,null,3049,null,7,null,12,null,125694,null,3048,null,3040,null,623,null,11894,null,1462,null,24444,null,2083,null,42660,null,2330,null,25156,null,2013,null,18500,null,1673,null,111675,null,3076,null,39727,null,1896,null,71948,null,2770,null,33444,null,2471,null,13432,null,1567,null,7182,null,1111,null,10285,null,1136,null,4491,null,683,null,3114,null,821,null,237846,null,900,null,82801,null,2566,null,99,null,84,null,82702,null,2551,null,3153,null,777,null,15773,null,1536,null,26117,null,1882,null,25229,null,1984,null,9584,null,1236,null,2846,null,617,null,155045,null,2408,null,67562,null,2200,null,87483,null,2550,null,46372,null,1877,null,19733,null,1719,null,10029,null,1305,null,8526,null,924,null,2210,null,586,null,613,null,274,null,0400000US38,North Dakota,38
7723071,null,6481,null,3729587,null,4599,null,1815008,null,12273,null,281,null,214,null,1814727,null,12275,null,28645,null,2473,null,129080,null,5562,null,255110,null,8064,null,598206,null,10123,null,443941,null,9402,null,359745,null,7475,null,1914579,null,12516,null,906050,null,9228,null,1008529,null,12347,null,449196,null,8393,null,194991,null,6677,null,117506,null,5054,null,129507,null,5540,null,68575,null,3629,null,48754,null,2874,null,3993484,null,3769,null,1250474,null,13581,null,326,null,209,null,1250148,null,13625,null,29258,null,2797,null,178627,null,6165,null,299392,null,8721,null,441162,null,8654,null,207395,null,6858,null,94314,null,3966,null,2743010,null,13628,null,1430417,null,12314,null,1312593,null,14760,null,649367,null,12243,null,314956,null,9113,null,136295,null,5467,null,127424,null,5425,null,66354,null,3694,null,18197,null,1847,null,0400000US39,Ohio,39
2174487,null,5750,null,1057784,null,3837,null,537959,null,7627,null,137,null,128,null,537822,null,7639,null,12327,null,1710,null,60572,null,4364,null,95826,null,4957,null,164937,null,6124,null,113510,null,4336,null,90650,null,3982,null,519825,null,7376,null,264451,null,5997,null,255374,null,7141,null,114174,null,4705,null,50157,null,3584,null,26197,null,2729,null,33292,null,2872,null,17558,null,1879,null,13996,null,1625,null,1116703,null,3544,null,351893,null,7998,null,229,null,226,null,351664,null,8049,null,11850,null,1534,null,69980,null,4373,null,88758,null,4349,null,115468,null,4962,null,47763,null,2965,null,17845,null,1878,null,764810,null,8087,null,440122,null,7271,null,324688,null,7050,null,169461,null,5505,null,74526,null,3503,null,32162,null,2631,null,36438,null,2390,null,8912,null,1427,null,3189,null,788,null,0400000US40,Oklahoma,40
2613986,null,7437,null,1277980,null,5676,null,579219,null,9923,null,59,null,98,null,579160,null,9927,null,9126,null,1572,null,47896,null,4248,null,90968,null,4440,null,180510,null,7024,null,135104,null,4578,null,115556,null,4256,null,698761,null,10764,null,321217,null,7012,null,377544,null,10251,null,146871,null,6231,null,81843,null,4560,null,48836,null,4464,null,49018,null,3286,null,28008,null,2442,null,22968,null,2394,null,1336006,null,3608,null,381683,null,8253,null,222,null,225,null,381461,null,8293,null,8503,null,1505,null,59537,null,4505,null,86231,null,5044,null,131332,null,5360,null,62277,null,3932,null,33581,null,2626,null,954323,null,9353,null,488281,null,8421,null,466042,null,7856,null,206185,null,6476,null,108331,null,4412,null,64048,null,3872,null,53826,null,3526,null,24725,null,2230,null,8927,null,1490,null,0400000US41,Oregon,41
8528794,null,8807,null,4103783,null,5415,null,2025202,null,13196,null,315,null,185,null,2024887,null,13189,null,31761,null,3098,null,138755,null,5489,null,283534,null,8549,null,664823,null,12840,null,476061,null,7858,null,429953,null,8159,null,2078581,null,13587,null,1005325,null,9743,null,1073256,null,10026,null,491948,null,8132,null,190526,null,6408,null,117322,null,4608,null,140246,null,5859,null,73747,null,3859,null,59467,null,3607,null,4425011,null,6233,null,1363482,null,12231,null,190,null,125,null,1363292,null,12213,null,28256,null,2881,null,179802,null,6131,null,339569,null,8708,null,462445,null,9309,null,224666,null,6302,null,128554,null,4608,null,3061529,null,12851,null,1667884,null,10631,null,1393645,null,13292,null,693085,null,10177,null,320281,null,8100,null,146002,null,5564,null,140034,null,4354,null,64613,null,3168,null,29630,null,2636,null,0400000US42,Pennsylvania,42
727090,null,3837,null,346240,null,2192,null,168959,null,5706,null,0,null,285,null,168959,null,5706,null,1359,null,501,null,8224,null,1552,null,18299,null,2265,null,52910,null,3843,null,44450,null,3072,null,43717,null,2798,null,177281,null,5563,null,82258,null,3473,null,95023,null,4951,null,43354,null,3488,null,15503,null,1821,null,9866,null,1771,null,12531,null,1917,null,8840,null,1500,null,4929,null,967,null,380850,null,2488,null,115863,null,5094,null,0,null,285,null,115863,null,5094,null,2129,null,912,null,10553,null,1642,null,21288,null,2357,null,41904,null,3226,null,25818,null,2673,null,14171,null,1985,null,264987,null,5785,null,132156,null,4008,null,132831,null,4827,null,58574,null,3437,null,30917,null,2504,null,14686,null,1664,null,15091,null,1814,null,10605,null,1530,null,2958,null,768,null,0400000US44,Rhode Island,44
2402494,null,4276,null,1168669,null,3102,null,599162,null,7267,null,70,null,80,null,599092,null,7266,null,7882,null,1336,null,48858,null,4077,null,94958,null,4766,null,196128,null,5500,null,134350,null,5085,null,116916,null,4965,null,569507,null,7222,null,287446,null,6346,null,282061,null,7940,null,128330,null,5239,null,51575,null,3699,null,30495,null,2669,null,37349,null,3077,null,18487,null,2190,null,15825,null,1730,null,1233825,null,2595,null,385632,null,8603,null,68,null,116,null,385564,null,8583,null,9627,null,1596,null,57563,null,4157,null,97433,null,4532,null,135570,null,6087,null,57138,null,3509,null,28233,null,2441,null,848193,null,8663,null,488505,null,8711,null,359688,null,7154,null,170018,null,5148,null,81353,null,4235,null,39954,null,3102,null,42584,null,3175,null,18247,null,1947,null,7532,null,1189,null,0400000US45,South Carolina,45
557824,null,1763,null,274263,null,1220,null,147931,null,3729,null,15,null,26,null,147916,null,3727,null,4689,null,839,null,11241,null,1520,null,29054,null,2408,null,57079,null,3022,null,27376,null,2228,null,18477,null,1616,null,126332,null,3700,null,50253,null,2698,null,76079,null,3577,null,38742,null,2237,null,13975,null,1752,null,8703,null,1213,null,9370,null,1529,null,2630,null,631,null,2659,null,624,null,283561,null,1164,null,105302,null,3237,null,191,null,182,null,105111,null,3226,null,4605,null,872,null,19553,null,1835,null,36314,null,2584,null,31855,null,2142,null,9490,null,1361,null,3294,null,836,null,178259,null,3520,null,80035,null,2367,null,98224,null,3302,null,50874,null,2505,null,23528,null,1922,null,12606,null,1502,null,8631,null,1237,null,2172,null,692,null,413,null,237,null,0400000US46,South Dakota,46
3922687,null,6514,null,1898823,null,4698,null,940986,null,10046,null,256,null,219,null,940730,null,10026,null,17560,null,2116,null,92506,null,5662,null,169547,null,6105,null,307822,null,8311,null,186385,null,6987,null,166910,null,5494,null,957837,null,10801,null,474639,null,6678,null,483198,null,10577,null,206529,null,6861,null,103821,null,5678,null,57463,null,3407,null,60106,null,4042,null,29298,null,2468,null,25981,null,2186,null,2023864,null,3714,null,623664,null,9761,null,63,null,106,null,623601,null,9774,null,15436,null,1780,null,110120,null,6368,null,171394,null,6282,null,196889,null,6645,null,88396,null,4644,null,41366,null,2976,null,1400200,null,9839,null,804433,null,8693,null,595767,null,11736,null,303772,null,9084,null,133822,null,6303,null,61430,null,3645,null,67389,null,3498,null,20917,null,2009,null,8437,null,1435,null,0400000US47,Tennessee,47
12916902,null,34423,null,6379213,null,19711,null,3381947,null,22502,null,741,null,576,null,3381206,null,22452,null,63076,null,4676,null,415502,null,12494,null,535068,null,14227,null,889705,null,14608,null,674263,null,12834,null,803592,null,10336,null,2997266,null,21363,null,1422404,null,14903,null,1574862,null,21668,null,654456,null,14510,null,322560,null,10875,null,171616,null,7406,null,196074,null,6461,null,114325,null,5252,null,115831,null,5500,null,6537689,null,19161,null,2106104,null,18579,null,508,null,338,null,2105596,null,18599,null,65385,null,4936,null,373321,null,10945,null,430320,null,12604,null,676789,null,12570,null,343634,null,8590,null,216147,null,6939,null,4431585,null,21213,null,2533859,null,19024,null,1897726,null,19044,null,953600,null,14328,null,400289,null,9054,null,179939,null,7174,null,233046,null,8005,null,90068,null,4784,null,40784,null,3252,null,0400000US48,Texas,48
1741967,null,5107,null,869833,null,3166,null,466208,null,6809,null,15,null,25,null,466193,null,6810,null,4793,null,999,null,40788,null,3182,null,77009,null,4769,null,143036,null,5577,null,104089,null,3690,null,96478,null,3414,null,403625,null,7202,null,140143,null,4376,null,263482,null,6604,null,114866,null,4118,null,55739,null,3838,null,31006,null,2689,null,28675,null,2289,null,18626,null,1755,null,14570,null,1492,null,872134,null,3103,null,244652,null,6118,null,114,null,135,null,244538,null,6120,null,7496,null,1580,null,45143,null,4024,null,59307,null,3232,null,82333,null,3777,null,35540,null,3033,null,14719,null,1587,null,627482,null,7281,null,286895,null,6562,null,340587,null,7314,null,183829,null,5713,null,75969,null,4459,null,37801,null,2801,null,28179,null,2270,null,11702,null,1636,null,3107,null,732,null,0400000US49,Utah,49
490729,null,1170,null,238963,null,1042,null,114774,null,3357,null,54,null,90,null,114720,null,3369,null,1965,null,514,null,7036,null,1176,null,20245,null,1726,null,43693,null,2791,null,23883,null,1688,null,17898,null,1796,null,124189,null,3343,null,45654,null,2052,null,78535,null,2813,null,34165,null,2014,null,17050,null,1788,null,9031,null,1215,null,10624,null,1280,null,4420,null,843,null,3245,null,703,null,251766,null,779,null,84697,null,2811,null,24,null,27,null,84673,null,2814,null,2421,null,635,null,9204,null,1165,null,21403,null,1671,null,31653,null,2548,null,12494,null,1377,null,7498,null,1159,null,167069,null,2903,null,69682,null,1950,null,97387,null,2980,null,45711,null,2724,null,23790,null,1975,null,12573,null,1392,null,9981,null,1235,null,4341,null,812,null,991,null,393,null,0400000US50,Vermont,50
4392689,null,8877,null,2143424,null,6099,null,1186348,null,10427,null,271,null,218,null,1186077,null,10431,null,13212,null,1741,null,70679,null,4571,null,154790,null,6632,null,315077,null,9007,null,255159,null,6220,null,377160,null,7425,null,957076,null,10371,null,444419,null,6460,null,512657,null,9711,null,219489,null,7654,null,87968,null,4915,null,53623,null,4100,null,64777,null,3561,null,38513,null,2394,null,48287,null,3028,null,2249265,null,4895,null,780858,null,9853,null,235,null,243,null,780623,null,9831,null,15120,null,2161,null,86539,null,5138,null,153886,null,6308,null,237589,null,7069,null,151957,null,5561,null,135532,null,5001,null,1468407,null,10289,null,773683,null,10642,null,694724,null,10817,null,316211,null,6561,null,140327,null,5384,null,74863,null,3563,null,91597,null,4359,null,45666,null,3288,null,26060,null,2487,null,0400000US51,Virginia,51
4214585,null,9183,null,2081590,null,5228,null,996627,null,10963,null,13,null,21,null,996614,null,10966,null,10619,null,1391,null,54692,null,3586,null,114093,null,5576,null,283012,null,8051,null,265074,null,6503,null,269124,null,7606,null,1084963,null,10921,null,478087,null,8000,null,606876,null,11017,null,228157,null,6305,null,103211,null,5187,null,72668,null,4818,null,88837,null,4352,null,60767,null,3737,null,53236,null,3510,null,2132995,null,6102,null,631462,null,9697,null,81,null,103,null,631381,null,9714,null,12309,null,1800,null,63752,null,4925,null,118857,null,5360,null,223228,null,6625,null,130240,null,4724,null,82995,null,4278,null,1501533,null,10732,null,753975,null,8730,null,747558,null,10362,null,314134,null,7054,null,181750,null,6666,null,94921,null,4545,null,90180,null,4768,null,46254,null,2495,null,20319,null,1759,null,0400000US53,Washington,53
1395467,null,2207,null,672779,null,1760,null,280578,null,5476,null,102,null,120,null,280476,null,5457,null,4857,null,1164,null,31995,null,2756,null,49758,null,3859,null,89972,null,4075,null,64099,null,3306,null,39795,null,2759,null,392201,null,6023,null,228271,null,5443,null,163930,null,5888,null,74153,null,3927,null,31356,null,2705,null,20928,null,2288,null,22211,null,2544,null,10049,null,1750,null,5233,null,1029,null,722688,null,1778,null,194085,null,5697,null,0,null,265,null,194085,null,5697,null,7485,null,1257,null,49475,null,3840,null,52799,null,3375,null,52766,null,3155,null,21518,null,2388,null,10042,null,1608,null,528603,null,5695,null,334838,null,5529,null,193765,null,6301,null,105601,null,4552,null,41769,null,2745,null,17335,null,2234,null,22226,null,2449,null,5349,null,985,null,1485,null,690,null,0400000US54,West Virginia,54
3962196,null,5036,null,1950268,null,3271,null,992469,null,6837,null,137,null,113,null,992332,null,6817,null,18140,null,1972,null,64161,null,3445,null,131386,null,5152,null,344472,null,6804,null,253231,null,6460,null,180942,null,4671,null,957799,null,7829,null,401835,null,6291,null,555964,null,8597,null,239474,null,6425,null,101474,null,4824,null,62057,null,2923,null,84730,null,3395,null,42426,null,2620,null,25803,null,1811,null,2011928,null,3331,null,679174,null,8068,null,84,null,63,null,679090,null,8062,null,15579,null,1616,null,85029,null,4403,null,177525,null,5061,null,248710,null,6044,null,106838,null,3972,null,45409,null,3026,null,1332754,null,8278,null,610185,null,6839,null,722569,null,8278,null,341989,null,6089,null,170124,null,5478,null,87400,null,3402,null,79725,null,3451,null,34349,null,2259,null,8982,null,1271,null,0400000US55,Wisconsin,55
383812,null,2166,null,194021,null,1737,null,106469,null,3538,null,0,null,259,null,106469,null,3538,null,2953,null,882,null,8055,null,1568,null,17676,null,2203,null,29663,null,2519,null,27737,null,2468,null,20385,null,1726,null,87552,null,3786,null,33014,null,2187,null,54538,null,3854,null,19887,null,2092,null,10235,null,1734,null,6549,null,1128,null,6183,null,1090,null,6574,null,1327,null,5110,null,815,null,189791,null,1097,null,67656,null,3744,null,0,null,259,null,67656,null,3744,null,3285,null,1038,null,11081,null,1766,null,20608,null,2234,null,21590,null,1881,null,7112,null,1060,null,3980,null,1013,null,122135,null,3768,null,52829,null,2742,null,69306,null,3150,null,35131,null,2491,null,15721,null,1812,null,6613,null,1331,null,7872,null,1548,null,3217,null,828,null,752,null,362,null,0400000US56,Wyoming,56
2325831,null,16383,null,1080403,null,9707,null,333929,null,8517,null,29,null,47,null,333900,null,8519,null,30683,null,3202,null,133208,null,6032,null,66444,null,3880,null,57703,null,3333,null,24659,null,2166,null,21203,null,1714,null,746474,null,9450,null,536567,null,9403,null,209907,null,6808,null,139934,null,6311,null,38431,null,2855,null,13775,null,1475,null,9875,null,1300,null,3629,null,898,null,4263,null,955,null,1245428,null,10081,null,267395,null,7428,null,0,null,283,null,267395,null,7428,null,20116,null,2329,null,112370,null,5615,null,71278,null,4162,null,41945,null,2695,null,14271,null,1757,null,7415,null,1191,null,978033,null,10543,null,776068,null,9984,null,201965,null,7502,null,130940,null,6373,null,39100,null,3147,null,15521,null,1809,null,11577,null,1560,null,2832,null,724,null,1995,null,654,null,0400000US72,Puerto Rico,72
