B25013_001E,B25013_001EA,B25013_001M,B25013_001MA,B25013_002E,B25013_002EA,B25013_002M,B25013_002MA,B25013_003E,B25013_003EA,B25013_003M,B25013_003MA,B25013_004E,B25013_004EA,B25013_004M,B25013_004MA,B25013_005E,B25013_005EA,B25013_005M,B25013_005MA,B25013_006E,B25013_006EA,B25013_006M,B25013_006MA,B25013_007E,B25013_007EA,B25013_007M,B25013_007MA,B25013_008E,B25013_008EA,B25013_008M,B25013_008MA,B25013_009E,B25013_009EA,B25013_009M,B25013_009MA,B25013_010E,B25013_010EA,B25013_010M,B25013_010MA,B25013_011E,B25013_011EA,B25013_011M,B25013_011MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,206653,null,5794,null,388600,null,8601,null,363854,null,8240,null,328718,null,7882,null,528488,null,10257,null,123772,null,5656,null,161988,null,6309,null,161310,null,7168,null,81418,null,4307,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,8621,null,1117,null,39440,null,2611,null,51166,null,2984,null,49791,null,2510,null,87403,null,3597,null,8688,null,1570,null,27564,null,2251,null,35381,null,2608,null,15770,null,1780,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,174545,null,6195,null,341630,null,8452,null,518449,null,11062,null,498521,null,8432,null,718401,null,12688,null,141989,null,6128,null,196031,null,8035,null,245689,null,7145,null,134692,null,4809,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,115818,null,3956,null,248577,null,5961,null,206884,null,6910,null,175560,null,5978,null,355895,null,8224,null,79467,null,4092,null,127726,null,5536,null,104621,null,4713,null,44081,null,3272,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,847996,null,13042,null,1326820,null,17373,null,2173152,null,17464,null,2729004,null,21540,null,5123700,null,28871,null,1090111,null,16640,null,1187715,null,17868,null,1535127,null,19699,null,1310747,null,15154,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,87050,null,4543,null,264640,null,7539,null,384625,null,9533,null,543892,null,9149,null,579758,null,10271,null,85003,null,5594,null,162781,null,6701,null,187666,null,7840,null,144308,null,5462,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,66943,null,3627,null,226962,null,5871,null,240297,null,5295,null,390637,null,7375,null,395875,null,7185,null,76864,null,4925,null,132282,null,4980,null,93149,null,4087,null,93580,null,4177,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,21426,null,1887,null,70640,null,3691,null,72069,null,3204,null,74006,null,3132,null,90336,null,3436,null,14337,null,1726,null,32740,null,2827,null,25162,null,2868,null,18097,null,1972,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,8009,null,1493,null,13592,null,1806,null,17001,null,1938,null,73211,null,3255,null,139226,null,3601,null,24270,null,2244,null,33946,null,2718,null,24909,null,2493,null,56101,null,3043,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,543965,null,10055,null,1374360,null,19348,null,1494693,null,19815,null,1592690,null,16014,null,2083252,null,21269,null,378730,null,11588,null,669696,null,13247,null,627972,null,13654,null,406854,null,9742,null,0400000US12,Florida,12
3417115,null,14784,null,2341965,null,17528,null,296302,null,8151,null,624983,null,11660,null,621561,null,12441,null,799119,null,11683,null,1075150,null,12173,null,231256,null,8112,null,340405,null,9713,null,308038,null,9199,null,195451,null,6565,null,0400000US13,Georgia,13
439685,null,3621,null,261918,null,5659,null,25143,null,2287,null,62005,null,3431,null,74546,null,3872,null,100224,null,3942,null,177767,null,4965,null,16244,null,1894,null,55446,null,3671,null,61427,null,4041,null,44650,null,3374,null,0400000US15,Hawaii,15
560567,null,4368,null,403904,null,6149,null,36453,null,2326,null,109646,null,5446,null,143413,null,5060,null,114392,null,3675,null,156663,null,5790,null,24101,null,2772,null,50314,null,3735,null,57799,null,3203,null,24449,null,2379,null,0400000US16,Idaho,16
4759579,null,13538,null,3334539,null,17121,null,345189,null,8852,null,864838,null,11007,null,952608,null,13971,null,1171904,null,12369,null,1425040,null,15932,null,254727,null,8512,null,421663,null,10922,null,423215,null,8930,null,325435,null,9273,null,0400000US17,Illinois,17
2462278,null,10822,null,1763734,null,13721,null,191558,null,5915,null,629034,null,10862,null,482455,null,8750,null,460687,null,8082,null,698544,null,10682,null,132559,null,5396,null,245345,null,8225,null,210038,null,8563,null,110602,null,4588,null,0400000US18,Indiana,18
1214353,null,5829,null,894841,null,8409,null,71598,null,3013,null,309747,null,6359,null,273263,null,7147,null,240233,null,5247,null,319512,null,6976,null,44759,null,3251,null,108442,null,4388,null,105955,null,4983,null,60356,null,3836,null,0400000US19,Iowa,19
1088835,null,6197,null,763887,null,8440,null,61964,null,3493,null,214298,null,6252,null,232894,null,6130,null,254731,null,5785,null,324948,null,6818,null,46395,null,3706,null,102523,null,4746,null,111250,null,5222,null,64780,null,3613,null,0400000US20,Kansas,20
1655767,null,11246,null,1170947,null,13354,null,200831,null,6169,null,390275,null,7725,null,300012,null,7650,null,279829,null,6813,null,484820,null,9603,null,112937,null,5875,null,167462,null,6828,null,137562,null,5717,null,66859,null,4281,null,0400000US21,Kentucky,21
1597111,null,7810,null,1085054,null,10659,null,177189,null,6013,null,365570,null,6789,null,275570,null,6875,null,266725,null,6722,null,512057,null,9217,null,124483,null,5528,null,173050,null,6495,null,140558,null,6291,null,73966,null,3895,null,0400000US22,Louisiana,22
543952,null,5337,null,402257,null,5711,null,32655,null,1916,null,136381,null,4084,null,108794,null,4569,null,124427,null,3970,null,141695,null,5173,null,21787,null,2102,null,53132,null,3949,null,39565,null,3482,null,27211,null,2171,null,0400000US23,Maine,23
2082458,null,8390,null,1456103,null,10748,null,122917,null,5128,null,340945,null,9192,null,370126,null,8284,null,622115,null,9422,null,626355,null,9915,null,101136,null,5447,null,178413,null,6685,null,177863,null,7129,null,168943,null,6584,null,0400000US24,Maryland,24
2449133,null,9336,null,1594159,null,12154,null,109666,null,4726,null,372722,null,8422,null,381232,null,8579,null,730539,null,11775,null,854974,null,11198,null,151674,null,5722,null,259243,null,8209,null,196690,null,6629,null,247367,null,8300,null,0400000US25,Massachusetts,25
3849007,null,11121,null,2880401,null,15379,null,279796,null,6306,null,848970,null,11851,null,918508,null,11722,null,833127,null,9087,null,968606,null,12230,null,159786,null,5924,null,314525,null,8698,null,321589,null,9341,null,172706,null,6473,null,0400000US26,Michigan,26
2062681,null,7707,null,1551989,null,10480,null,98832,null,3658,null,402524,null,8047,null,504912,null,7581,null,545721,null,7847,null,510692,null,8490,null,70117,null,4175,null,153017,null,6142,null,177588,null,5983,null,109970,null,5034,null,0400000US27,Minnesota,27
1080039,null,7657,null,769923,null,10715,null,147927,null,5735,null,228801,null,7346,null,225154,null,7022,null,168041,null,6003,null,310116,null,9499,null,76512,null,4555,null,99207,null,5858,null,91036,null,5409,null,43361,null,3378,null,0400000US28,Mississippi,28
