C22001_001E,C22001_001EA,C22001_001M,C22001_001MA,C22001_002E,C22001_002EA,C22001_002M,C22001_002MA,C22001_003E,C22001_003EA,C22001_003M,C22001_003MA,GEO_ID,NAME,state
1816313,null,9214,null,177891,null,5673,null,1638422,null,10835,null,0400000US01,Alabama,01
236421,null,2731,null,17462,null,1903,null,218959,null,2847,null,0400000US02,Alaska,02
2251546,null,9458,null,155043,null,6571,null,2096503,null,11070,null,0400000US04,Arizona,04
1102734,null,8133,null,131688,null,5916,null,971046,null,8082,null,0400000US05,Arkansas,05
12200672,null,20297,null,525622,null,12422,null,11675050,null,21931,null,0400000US06,California,06
1859965,null,9746,null,91624,null,5510,null,1768341,null,10801,null,0400000US08,Colorado,08
1320714,null,5183,null,74637,null,4907,null,1246077,null,6962,null,0400000US09,Connecticut,09
328477,null,3041,null,23266,null,2821,null,305211,null,3513,null,0400000US10,Delaware,10
251039,null,2911,null,23092,null,2442,null,227947,null,3498,null,0400000US11,District of Columbia,11
7088960,null,21361,null,412606,null,9989,null,6676354,null,23148,null,0400000US12,Florida,12
3417115,null,14784,null,271505,null,8163,null,3145610,null,15002,null,0400000US13,Georgia,13
439685,null,3621,null,26917,null,2534,null,412768,null,4088,null,0400000US15,Hawaii,15
560567,null,4368,null,34588,null,2959,null,525979,null,5177,null,0400000US16,Idaho,16
4759579,null,13538,null,382846,null,9761,null,4376733,null,17233,null,0400000US17,Illinois,17
2462278,null,10822,null,204735,null,5946,null,2257543,null,11412,null,0400000US18,Indiana,18
1214353,null,5829,null,98407,null,4115,null,1115946,null,7020,null,0400000US19,Iowa,19
1088835,null,6197,null,68388,null,4236,null,1020447,null,7607,null,0400000US20,Kansas,20
1655767,null,11246,null,205888,null,6526,null,1449879,null,12168,null,0400000US21,Kentucky,21
1597111,null,7810,null,193696,null,6924,null,1403415,null,9224,null,0400000US22,Louisiana,22
543952,null,5337,null,66779,null,2741,null,477173,null,5638,null,0400000US23,Maine,23
2082458,null,8390,null,101626,null,4383,null,1980832,null,9346,null,0400000US24,Maryland,24
2449133,null,9336,null,161642,null,6262,null,2287491,null,10925,null,0400000US25,Massachusetts,25
3849007,null,11121,null,399598,null,8392,null,3449409,null,13967,null,0400000US26,Michigan,26
2062681,null,7707,null,104058,null,4976,null,1958623,null,7727,null,0400000US27,Minnesota,27
1080039,null,7657,null,136089,null,4960,null,943950,null,8716,null,0400000US28,Mississippi,28
2309626,null,10183,null,233610,null,6472,null,2076016,null,10429,null,0400000US29,Missouri,29
371954,null,3292,null,26878,null,2621,null,345076,null,4036,null,0400000US30,Montana,30
699728,null,4292,null,48700,null,3170,null,651028,null,4616,null,0400000US31,Nebraska,31
954067,null,7113,null,37815,null,3191,null,916252,null,7579,null,0400000US32,Nevada,32
501505,null,3979,null,22515,null,2410,null,478990,null,4400,null,0400000US33,New Hampshire,33
3149910,null,8764,null,130934,null,6215,null,3018976,null,10411,null,0400000US34,New Jersey,34
734847,null,5299,null,67436,null,4094,null,667411,null,6465,null,0400000US35,New Mexico,35
7099940,null,13021,null,675890,null,11232,null,6424050,null,16048,null,0400000US36,New York,36
3540875,null,15585,null,317134,null,9617,null,3223741,null,16214,null,0400000US37,North Carolina,37
271724,null,2896,null,18522,null,2001,null,253202,null,3127,null,0400000US38,North Dakota,38
4505995,null,13404,null,422394,null,8274,null,4083601,null,14821,null,0400000US39,Ohio,39
1399932,null,7049,null,140480,null,5397,null,1259452,null,8298,null,0400000US40,Oklahoma,40
1471965,null,7619,null,153862,null,5975,null,1318103,null,8471,null,0400000US41,Oregon,41
4873482,null,11972,null,386575,null,9877,null,4486907,null,14683,null,0400000US42,Pennsylvania,42
402538,null,3497,null,28232,null,2356,null,374306,null,3967,null,0400000US44,Rhode Island,44
1702564,null,9835,null,161373,null,6545,null,1541191,null,10434,null,0400000US45,South Carolina,45
312912,null,3484,null,22145,null,2019,null,290767,null,3355,null,0400000US46,South Dakota,46
2407765,null,10842,null,290188,null,7433,null,2117577,null,10334,null,0400000US47,Tennessee,47
8244022,null,19609,null,735491,null,14222,null,7508531,null,22559,null,0400000US48,Texas,48
835320,null,5515,null,40935,null,3039,null,794385,null,5921,null,0400000US49,Utah,49
252580,null,2222,null,20471,null,1594,null,232109,null,2687,null,0400000US50,Vermont,50
2932234,null,11822,null,174936,null,6795,null,2757298,null,13155,null,0400000US51,Virginia,51
2501509,null,8669,null,193544,null,7314,null,2307965,null,10113,null,0400000US53,Washington,53
733849,null,6909,null,92059,null,3835,null,641790,null,7078,null,0400000US54,West Virginia,54
2241597,null,8249,null,135627,null,4724,null,2105970,null,10034,null,0400000US55,Wisconsin,55
206136,null,3069,null,8795,null,1658,null,197341,null,3232,null,0400000US56,Wyoming,56
1204285,null,7019,null,370691,null,6886,null,833594,null,9652,null,0400000US72,Puerto Rico,72
