B23008_001E,B23008_001EA,B23008_001M,B23008_001MA,B23008_002E,B23008_002EA,B23008_002M,B23008_002MA,B23008_003E,B23008_003EA,B23008_003M,B23008_003MA,B23008_004E,B23008_004EA,B23008_004M,B23008_004MA,B23008_005E,B23008_005EA,B23008_005M,B23008_005MA,B23008_006E,B23008_006EA,B23008_006M,B23008_006MA,B23008_007E,B23008_007EA,B23008_007M,B23008_007MA,B23008_008E,B23008_008EA,B23008_008M,B23008_008MA,B23008_009E,B23008_009EA,B23008_009M,B23008_009MA,B23008_010E,B23008_010EA,B23008_010M,B23008_010MA,B23008_011E,B23008_011EA,B23008_011M,B23008_011MA,B23008_012E,B23008_012EA,B23008_012M,B23008_012MA,B23008_013E,B23008_013EA,B23008_013M,B23008_013MA,B23008_014E,B23008_014EA,B23008_014M,B23008_014MA,B23008_015E,B23008_015EA,B23008_015M,B23008_015MA,B23008_016E,B23008_016EA,B23008_016M,B23008_016MA,B23008_017E,B23008_017EA,B23008_017M,B23008_017MA,B23008_018E,B23008_018EA,B23008_018M,B23008_018MA,B23008_019E,B23008_019EA,B23008_019M,B23008_019MA,B23008_020E,B23008_020EA,B23008_020M,B23008_020MA,B23008_021E,B23008_021EA,B23008_021M,B23008_021MA,B23008_022E,B23008_022EA,B23008_022M,B23008_022MA,B23008_023E,B23008_023EA,B23008_023M,B23008_023MA,B23008_024E,B23008_024EA,B23008_024M,B23008_024MA,B23008_025E,B23008_025EA,B23008_025M,B23008_025MA,B23008_026E,B23008_026EA,B23008_026M,B23008_026MA,B23008_027E,B23008_027EA,B23008_027M,B23008_027MA,GEO_ID,NAME,state
1040931,null,6526,null,348943,null,5680,null,211174,null,6790,null,116117,null,5785,null,84848,null,5395,null,5550,null,1228,null,4659,null,1262,null,137769,null,6287,null,23413,null,3177,null,20082,null,2736,null,3331,null,1333,null,114356,null,5852,null,80686,null,5298,null,33670,null,4177,null,691988,null,7155,null,429259,null,8930,null,269531,null,8377,null,124800,null,6953,null,18943,null,2779,null,15985,null,3132,null,262729,null,10654,null,47606,null,5399,null,40201,null,4981,null,7405,null,2094,null,215123,null,9412,null,167920,null,8975,null,47203,null,4645,null,0400000US01,Alabama,01
169607,null,1952,null,59553,null,2072,null,41324,null,2894,null,21262,null,2528,null,16914,null,2329,null,1682,null,547,null,1466,null,746,null,18229,null,2755,null,4045,null,1059,null,3453,null,963,null,592,null,446,null,14184,null,2549,null,11293,null,2458,null,2891,null,822,null,110054,null,2204,null,77431,null,3203,null,49851,null,3561,null,22270,null,2441,null,4191,null,1341,null,1119,null,435,null,32623,null,3049,null,10072,null,2029,null,9611,null,1942,null,461,null,270,null,22551,null,2672,null,19598,null,2513,null,2953,null,949,null,0400000US02,Alaska,02
1564752,null,7211,null,560102,null,5477,null,371208,null,8948,null,167585,null,7706,null,186507,null,9364,null,9701,null,2066,null,7415,null,1518,null,188894,null,8894,null,44752,null,4892,null,41015,null,4700,null,3737,null,1197,null,144142,null,8007,null,97451,null,6132,null,46691,null,5615,null,1004650,null,7749,null,663246,null,11397,null,378244,null,11757,null,241397,null,10506,null,24423,null,3062,null,19182,null,3405,null,341404,null,10728,null,80717,null,6386,null,72800,null,6285,null,7917,null,1859,null,260687,null,10848,null,201809,null,10473,null,58878,null,5960,null,0400000US04,Arizona,04
648598,null,4544,null,222978,null,3863,null,140403,null,5275,null,80234,null,4855,null,51192,null,4959,null,5685,null,1653,null,3292,null,903,null,82575,null,4858,null,17765,null,2718,null,15236,null,2572,null,2529,null,935,null,64810,null,4534,null,46663,null,4269,null,18147,null,2884,null,425620,null,5048,null,282186,null,6559,null,183245,null,6183,null,75302,null,5449,null,14425,null,2531,null,9214,null,1925,null,143434,null,6170,null,24939,null,2799,null,21386,null,2545,null,3553,null,1123,null,118495,null,5810,null,95687,null,5276,null,22808,null,3157,null,0400000US05,Arkansas,05
8807512,null,18790,null,2992956,null,13237,null,2090099,null,19680,null,1041208,null,18066,null,927431,null,15495,null,62961,null,5324,null,58499,null,4723,null,902857,null,18191,null,256105,null,10548,null,225145,null,9770,null,30960,null,4010,null,646752,null,15266,null,434416,null,14324,null,212336,null,10610,null,5814556,null,17609,null,4016774,null,28928,null,2334975,null,29156,null,1389652,null,30135,null,162186,null,10817,null,129961,null,7524,null,1797782,null,28457,null,440714,null,14356,null,383269,null,12745,null,57445,null,5332,null,1357068,null,26004,null,1038724,null,22568,null,318344,null,11983,null,0400000US06,California,06
1127106,null,6096,null,399738,null,4597,null,297022,null,6872,null,159770,null,6305,null,122243,null,6693,null,9458,null,2410,null,5551,null,1409,null,102716,null,6690,null,28408,null,3951,null,26273,null,3654,null,2135,null,1271,null,74308,null,5093,null,52890,null,4510,null,21418,null,2650,null,727368,null,6108,null,518592,null,10972,null,335058,null,10535,null,153592,null,7997,null,16673,null,3178,null,13269,null,2967,null,208776,null,9163,null,58144,null,5698,null,54766,null,5516,null,3378,null,1372,null,150632,null,8097,null,126095,null,7450,null,24537,null,3781,null,0400000US08,Colorado,08
780647,null,4334,null,244515,null,3771,null,176236,null,4813,null,104930,null,4849,null,64669,null,4025,null,4457,null,1067,null,2180,null,901,null,68279,null,4434,null,13656,null,2381,null,11700,null,2460,null,1956,null,1001,null,54623,null,3928,null,40153,null,3249,null,14470,null,2756,null,536132,null,4646,null,383321,null,7176,null,264845,null,8279,null,100244,null,6124,null,13481,null,2160,null,4751,null,1307,null,152811,null,6543,null,26521,null,2940,null,24280,null,2941,null,2241,null,810,null,126290,null,6295,null,103730,null,6242,null,22560,null,3770,null,0400000US09,Connecticut,09
189945,null,2669,null,67349,null,1731,null,42324,null,2548,null,22982,null,2544,null,17976,null,2625,null,843,null,491,null,523,null,531,null,25025,null,2623,null,4661,null,1468,null,4226,null,1454,null,435,null,350,null,20364,null,2241,null,15964,null,2178,null,4400,null,1346,null,122596,null,2458,null,83010,null,3468,null,56153,null,3516,null,22113,null,3110,null,2783,null,1005,null,1961,null,935,null,39586,null,3429,null,8700,null,2190,null,8185,null,2222,null,515,null,322,null,30886,null,2930,null,25356,null,2739,null,5530,null,1718,null,0400000US10,Delaware,10
103732,null,2229,null,40560,null,1334,null,20711,null,2475,null,12865,null,2091,null,7319,null,2306,null,350,null,303,null,177,null,212,null,19849,null,2424,null,2369,null,1130,null,1940,null,1077,null,429,null,409,null,17480,null,2449,null,11138,null,2510,null,6342,null,2049,null,63172,null,1908,null,20947,null,2480,null,13730,null,2013,null,5495,null,1817,null,961,null,531,null,761,null,725,null,42225,null,2855,null,5566,null,1688,null,3987,null,1278,null,1579,null,1035,null,36659,null,2974,null,30206,null,3159,null,6453,null,1834,null,0400000US11,District of Columbia,11
3785381,null,12463,null,1281852,null,8373,null,821474,null,14580,null,458480,null,12526,null,327869,null,11519,null,19978,null,3828,null,15147,null,2513,null,460378,null,15019,null,105067,null,7213,null,94217,null,6745,null,10850,null,2141,null,355311,null,14012,null,267483,null,11937,null,87828,null,7122,null,2503529,null,13542,null,1600631,null,21700,null,1042564,null,20168,null,449371,null,14369,null,69426,null,6584,null,39270,null,4494,null,902898,null,19327,null,180277,null,9535,null,162218,null,8872,null,18059,null,2732,null,722621,null,18988,null,610638,null,16833,null,111983,null,8287,null,0400000US12,Florida,12
