B09010_001E,B09010_001EA,B09010_001M,B09010_001MA,B09010_002E,B09010_002EA,B09010_002M,B09010_002MA,B09010_003E,B09010_003EA,B09010_003M,B09010_003MA,B09010_004E,B09010_004EA,B09010_004M,B09010_004MA,B09010_005E,B09010_005EA,B09010_005M,B09010_005MA,B09010_006E,B09010_006EA,B09010_006M,B09010_006MA,B09010_007E,B09010_007EA,B09010_007M,B09010_007MA,B09010_008E,B09010_008EA,B09010_008M,B09010_008MA,B09010_009E,B09010_009EA,B09010_009M,B09010_009MA,B09010_010E,B09010_010EA,B09010_010M,B09010_010MA,B09010_011E,B09010_011EA,B09010_011M,B09010_011MA,B09010_012E,B09010_012EA,B09010_012M,B09010_012MA,B09010_013E,B09010_013EA,B09010_013M,B09010_013MA,GEO_ID,NAME,state
2520633,null,2862,null,481220,null,17850,null,475820,null,17912,null,142012,null,10583,null,29486,null,4475,null,304322,null,13219,null,5400,null,1508,null,2039413,null,17586,null,2024125,null,18386,null,1485470,null,21753,null,120519,null,8492,null,418136,null,17624,null,15288,null,3095,null,0400000US13,Georgia,13
285591,null,177,null,37232,null,4471,null,37005,null,4489,null,17180,null,3121,null,2314,null,1360,null,17511,null,3441,null,227,null,217,null,248359,null,4464,null,246774,null,4309,null,192796,null,6737,null,14630,null,3116,null,39348,null,4490,null,1585,null,811,null,0400000US15,Hawaii,15
406996,null,1660,null,51292,null,5915,null,50905,null,5854,null,24346,null,3873,null,3750,null,1429,null,22809,null,4132,null,387,null,415,null,355704,null,5618,null,352655,null,5647,null,287514,null,6420,null,23638,null,3661,null,41503,null,4630,null,3049,null,1571,null,0400000US16,Idaho,16
3190320,null,2065,null,580936,null,20628,null,576346,null,20346,null,178885,null,11515,null,50428,null,6181,null,347033,null,13362,null,4590,null,1660,null,2609384,null,20439,null,2596277,null,21036,null,2020492,null,20150,null,149449,null,9414,null,426336,null,13206,null,13107,null,2539,null,0400000US17,Illinois,17
1581955,null,2367,null,284366,null,11690,null,280595,null,11662,null,91346,null,7065,null,28886,null,4270,null,160363,null,8041,null,3771,null,1349,null,1297589,null,11928,null,1285140,null,12348,null,980037,null,15368,null,88917,null,6975,null,216186,null,10796,null,12449,null,2663,null,0400000US18,Indiana,18
709529,null,2126,null,123790,null,6763,null,122173,null,6939,null,52219,null,5497,null,9676,null,2454,null,60278,null,4901,null,1617,null,817,null,585739,null,6619,null,580335,null,6853,null,464213,null,8600,null,38116,null,3864,null,78006,null,5010,null,5404,null,1743,null,0400000US19,Iowa,19
695328,null,2222,null,98142,null,7929,null,96149,null,7631,null,38235,null,4919,null,8453,null,3055,null,49461,null,5206,null,1993,null,1133,null,597186,null,7860,null,591485,null,7864,null,466124,null,9188,null,37100,null,4550,null,88261,null,5496,null,5701,null,1336,null,0400000US20,Kansas,20
1000413,null,2440,null,262195,null,11214,null,258285,null,11086,null,110718,null,8067,null,20070,null,3657,null,127497,null,8340,null,3910,null,1152,null,738218,null,11030,null,733008,null,10980,null,557944,null,12042,null,48893,null,5065,null,126171,null,8567,null,5210,null,1345,null,0400000US21,Kentucky,21
1074818,null,1947,null,293339,null,11506,null,290385,null,11409,null,75946,null,6953,null,17715,null,3645,null,196724,null,10481,null,2954,null,1259,null,781479,null,11643,null,775780,null,11623,null,554448,null,11961,null,52853,null,5264,null,168479,null,8426,null,5699,null,1688,null,0400000US22,Louisiana,22
278571,null,1290,null,63721,null,4513,null,62920,null,4553,null,28344,null,3745,null,6245,null,2029,null,28331,null,3802,null,801,null,421,null,214850,null,4242,null,212685,null,4313,null,167866,null,4905,null,14423,null,2196,null,30396,null,3414,null,2165,null,862,null,0400000US23,Maine,23
1354809,null,1409,null,166159,null,9517,null,164517,null,9469,null,46126,null,5974,null,13693,null,3202,null,104698,null,8783,null,1642,null,1011,null,1188650,null,9616,null,1179539,null,9744,null,853955,null,14952,null,85087,null,6453,null,240497,null,11192,null,9111,null,1991,null,0400000US24,Maryland,24
1424254,null,1270,null,202141,null,9005,null,199795,null,9145,null,54647,null,5115,null,14318,null,2927,null,130830,null,8073,null,2346,null,1503,null,1222113,null,9292,null,1214458,null,9300,null,943692,null,12075,null,68354,null,6594,null,202412,null,8461,null,7655,null,1949,null,0400000US25,Massachusetts,25
2441657,null,2225,null,557375,null,15812,null,552626,null,15896,null,193106,null,10505,null,37956,null,4551,null,321564,null,13762,null,4749,null,1256,null,1884282,null,15394,null,1871334,null,15253,null,1451343,null,14566,null,116017,null,7146,null,303974,null,11140,null,12948,null,2456,null,0400000US26,Michigan,26
1254289,null,2014,null,154028,null,9198,null,151024,null,9028,null,56994,null,5828,null,13081,null,3049,null,80949,null,7771,null,3004,null,1012,null,1100261,null,8983,null,1093301,null,8753,null,867730,null,10912,null,75009,null,4941,null,150562,null,8747,null,6960,null,1600,null,0400000US27,Minnesota,27
763124,null,1658,null,219716,null,10283,null,217970,null,10374,null,54613,null,6484,null,14021,null,3548,null,149336,null,10014,null,1746,null,1092,null,543408,null,10490,null,536479,null,11154,null,377554,null,10843,null,36289,null,4937,null,122636,null,7555,null,6929,null,2219,null,0400000US28,Mississippi,28
1421755,null,2285,null,302517,null,12222,null,297446,null,12157,null,102160,null,8094,null,26781,null,4370,null,168505,null,9758,null,5071,null,1485,null,1119238,null,11866,null,1110262,null,11768,null,854858,null,15539,null,72427,null,6816,null,182977,null,9058,null,8976,null,2333,null,0400000US29,Missouri,29
219118,null,1239,null,38301,null,4306,null,37974,null,4297,null,16512,null,2938,null,3855,null,1388,null,17607,null,2732,null,327,null,277,null,180817,null,4297,null,179394,null,4208,null,144189,null,5105,null,12739,null,1881,null,22466,null,2835,null,1423,null,615,null,0400000US30,Montana,30
445515,null,1443,null,69629,null,6146,null,68926,null,6170,null,23480,null,3613,null,7704,null,2815,null,37742,null,4522,null,703,null,500,null,375886,null,6310,null,373747,null,6257,null,296931,null,7194,null,20774,null,2973,null,56042,null,6040,null,2139,null,909,null,0400000US31,Nebraska,31
662783,null,1467,null,70394,null,7811,null,69992,null,7752,null,20843,null,4238,null,6803,null,2149,null,42346,null,6261,null,402,null,481,null,592389,null,7815,null,586211,null,7759,null,415001,null,9197,null,57173,null,6227,null,114037,null,7489,null,6178,null,1807,null,0400000US32,Nevada,32
298040,null,806,null,30531,null,4005,null,29323,null,3900,null,9120,null,2351,null,4136,null,1494,null,16067,null,3219,null,1208,null,751,null,267509,null,4044,null,265728,null,4027,null,210862,null,5620,null,15816,null,3014,null,39050,null,4597,null,1781,null,649,null,0400000US33,New Hampshire,33
2059542,null,1296,null,217189,null,10788,null,215974,null,10750,null,68018,null,6886,null,19355,null,3879,null,128601,null,9147,null,1215,null,687,null,1842353,null,10847,null,1832141,null,11225,null,1404135,null,16430,null,105515,null,8170,null,322491,null,12632,null,10212,null,2442,null,0400000US34,New Jersey,34
495638,null,1214,null,113010,null,8452,null,112544,null,8468,null,43865,null,5997,null,11171,null,2510,null,57508,null,5817,null,466,null,336,null,382628,null,8372,null,379202,null,8385,null,265035,null,9858,null,33301,null,3723,null,80866,null,7604,null,3426,null,1191,null,0400000US35,New Mexico,35
4392066,null,3453,null,854956,null,20290,null,848222,null,20321,null,278699,null,14392,null,66852,null,7342,null,502671,null,16749,null,6734,null,2200,null,3537110,null,20646,null,3519460,null,20585,null,2598075,null,24428,null,234992,null,10945,null,686393,null,17818,null,17650,null,2614,null,0400000US36,New York,36
2206991,null,2641,null,436963,null,16727,null,431730,null,16551,null,142887,null,9958,null,30664,null,4550,null,258179,null,12666,null,5233,null,1938,null,1770028,null,16563,null,1757785,null,16554,null,1323349,null,17748,null,119123,null,9656,null,315313,null,12832,null,12243,null,2817,null,0400000US37,North Carolina,37
143030,null,1304,null,22208,null,2660,null,21670,null,2685,null,6719,null,1525,null,2305,null,873,null,12646,null,2178,null,538,null,345,null,120822,null,2714,null,119586,null,2707,null,100341,null,3233,null,7007,null,1219,null,12238,null,1883,null,1236,null,621,null,0400000US38,North Dakota,38
2748346,null,2591,null,566653,null,15725,null,560921,null,15538,null,176482,null,9752,null,48980,null,5617,null,335459,null,14069,null,5732,null,1631,null,2181693,null,15281,null,2164168,null,15420,null,1647622,null,19672,null,140765,null,9253,null,375781,null,13351,null,17525,null,2708,null,0400000US39,Ohio,39
896132,null,2274,null,211335,null,10378,null,210038,null,10232,null,83143,null,7187,null,14321,null,3097,null,112574,null,7043,null,1297,null,932,null,684797,null,10070,null,678586,null,10018,null,519083,null,11236,null,45256,null,4097,null,114247,null,7169,null,6211,null,1715,null,0400000US40,Oklahoma,40
861712,null,1795,null,177896,null,9660,null,173621,null,9465,null,71237,null,7194,null,15466,null,3338,null,86918,null,7664,null,4275,null,1741,null,683816,null,9949,null,678439,null,9782,null,532848,null,10557,null,44996,null,4876,null,100595,null,8219,null,5377,null,1769,null,0400000US41,Oregon,41
2776495,null,1934,null,523387,null,17571,null,516622,null,17709,null,161724,null,11580,null,41634,null,4865,null,313264,null,14375,null,6765,null,2112,null,2253108,null,17643,null,2236338,null,17859,null,1739634,null,17784,null,135535,null,7807,null,361169,null,12672,null,16770,null,2575,null,0400000US42,Pennsylvania,42
234351,null,1251,null,39909,null,4676,null,39749,null,4673,null,11216,null,2353,null,2150,null,1049,null,26383,null,3820,null,160,null,205,null,194442,null,5021,null,192988,null,5011,null,146994,null,6099,null,9199,null,2312,null,36795,null,4633,null,1454,null,750,null,0400000US44,Rhode Island,44
1054044,null,1515,null,225426,null,9855,null,224463,null,9891,null,64638,null,6834,null,14612,null,3076,null,145213,null,8519,null,963,null,571,null,828618,null,9719,null,823929,null,9956,null,591582,null,13536,null,51283,null,6366,null,181064,null,8942,null,4689,null,1522,null,0400000US45,South Carolina,45
195333,null,805,null,36491,null,3193,null,36327,null,3252,null,11927,null,2518,null,3952,null,1311,null,20448,null,2582,null,164,null,215,null,158842,null,3212,null,158235,null,3221,null,120917,null,3948,null,10592,null,1754,null,26726,null,3434,null,607,null,383,null,0400000US46,South Dakota,46
1464511,null,3390,null,390999,null,14345,null,383924,null,14571,null,129600,null,8399,null,40450,null,5921,null,213874,null,12327,null,7075,null,2554,null,1073512,null,14171,null,1066166,null,14245,null,808638,null,13406,null,70628,null,6796,null,186900,null,11591,null,7346,null,2095,null,0400000US47,Tennessee,47
6606676,null,4383,null,1384810,null,26523,null,1373563,null,26114,null,561799,null,22351,null,102094,null,9017,null,709670,null,25207,null,11247,null,3838,null,5221866,null,25854,null,5194106,null,25452,null,3941571,null,30646,null,325263,null,12612,null,927272,null,24466,null,27760,null,3946,null,0400000US48,Texas,48
816506,null,1326,null,78890,null,6970,null,77463,null,7037,null,37413,null,4743,null,4981,null,1570,null,35069,null,5014,null,1427,null,976,null,737616,null,7014,null,734770,null,6973,null,629826,null,8880,null,31494,null,4559,null,73450,null,6513,null,2846,null,1082,null,0400000US49,Utah,49
131112,null,1040,null,21876,null,2638,null,21576,null,2573,null,9159,null,1865,null,2325,null,880,null,10092,null,1794,null,300,null,224,null,109236,null,2539,null,108095,null,2543,null,79933,null,3873,null,10236,null,1952,null,17926,null,2453,null,1141,null,651,null,0400000US50,Vermont,50
1816613,null,3442,null,257690,null,12674,null,254921,null,12594,null,77345,null,7909,null,18915,null,3978,null,158661,null,10233,null,2769,null,1341,null,1558923,null,12829,null,1549790,null,12773,null,1186644,null,12513,null,92155,null,7044,null,270991,null,8823,null,9133,null,1982,null,0400000US51,Virginia,51
1531538,null,1903,null,248997,null,13163,null,245155,null,13120,null,102344,null,9024,null,21927,null,3858,null,120884,null,9847,null,3842,null,1764,null,1282541,null,13356,null,1270270,null,13254,null,980089,null,15275,null,90333,null,7618,null,199848,null,10041,null,12271,null,2601,null,0400000US53,Washington,53
385993,null,1314,null,103765,null,6219,null,102023,null,6337,null,49982,null,5100,null,9322,null,2126,null,42719,null,3757,null,1742,null,775,null,282228,null,6337,null,279950,null,6276,null,224410,null,7079,null,16276,null,2740,null,39264,null,4097,null,2278,null,932,null,0400000US54,West Virginia,54
1315344,null,2125,null,207851,null,8627,null,205641,null,8544,null,61990,null,5393,null,19686,null,3711,null,123965,null,7076,null,2210,null,960,null,1107493,null,8684,null,1098180,null,8818,null,853943,null,10461,null,78877,null,5698,null,165360,null,7784,null,9313,null,1395,null,0400000US55,Wisconsin,55
124950,null,1765,null,17304,null,3983,null,17178,null,3965,null,7135,null,2992,null,1882,null,998,null,8161,null,2702,null,126,null,248,null,107646,null,3833,null,106646,null,3954,null,77883,null,4833,null,9651,null,2173,null,19112,null,3528,null,1000,null,547,null,0400000US56,Wyoming,56
1000437,null,469,null,408527,null,11209,null,405365,null,11215,null,144445,null,9678,null,33743,null,5215,null,227177,null,11423,null,3162,null,1258,null,591910,null,11227,null,587254,null,11588,null,397259,null,11549,null,36986,null,4469,null,153009,null,7671,null,4656,null,1501,null,0400000US72,Puerto Rico,72
