B09010_001E,B09010_001EA,B09010_001M,B09010_001MA,B09010_002E,B09010_002EA,B09010_002M,B09010_002MA,B09010_003E,B09010_003EA,B09010_003M,B09010_003MA,B09010_004E,B09010_004EA,B09010_004M,B09010_004MA,B09010_005E,B09010_005EA,B09010_005M,B09010_005MA,B09010_006E,B09010_006EA,B09010_006M,B09010_006MA,B09010_007E,B09010_007EA,B09010_007M,B09010_007MA,B09010_008E,B09010_008EA,B09010_008M,B09010_008MA,B09010_009E,B09010_009EA,B09010_009M,B09010_009MA,B09010_010E,B09010_010EA,B09010_010M,B09010_010MA,B09010_011E,B09010_011EA,B09010_011M,B09010_011MA,B09010_012E,B09010_012EA,B09010_012M,B09010_012MA,B09010_013E,B09010_013EA,B09010_013M,B09010_013MA,GEO_ID,NAME,state
1121817,null,2757,null,276703,null,9801,null,274714,null,9878,null,84755,null,7194,null,17051,null,3817,null,172908,null,8948,null,1989,null,1134,null,845114,null,9828,null,841613,null,10186,null,615833,null,12728,null,57487,null,5922,null,168293,null,8626,null,3501,null,1382,null,0400000US01,Alabama,01
180720,null,830,null,32311,null,3759,null,31904,null,3729,null,15306,null,2855,null,3806,null,1260,null,12792,null,2325,null,407,null,371,null,148409,null,3642,null,147177,null,3783,null,111939,null,5190,null,10959,null,2133,null,24279,null,3631,null,1232,null,799,null,0400000US02,Alaska,02
1665456,null,1230,null,309400,null,15637,null,307327,null,15519,null,128264,null,10335,null,25191,null,5163,null,153872,null,12154,null,2073,null,1144,null,1356056,null,15739,null,1344741,null,16021,null,980989,null,17913,null,111751,null,8422,null,252001,null,13327,null,11315,null,2553,null,0400000US04,Arizona,04
699718,null,2049,null,182661,null,8724,null,181355,null,8669,null,66192,null,5251,null,14192,null,2976,null,100971,null,6805,null,1306,null,758,null,517057,null,9001,null,512575,null,9095,null,392773,null,9408,null,31997,null,4126,null,87805,null,7171,null,4482,null,1494,null,0400000US05,Arkansas,05
9348457,null,4418,null,1459133,null,33848,null,1444280,null,33766,null,616472,null,22409,null,126399,null,11597,null,701409,null,26410,null,14853,null,3713,null,7889324,null,33542,null,7846641,null,33823,null,5878736,null,39092,null,607437,null,19415,null,1360468,null,28792,null,42683,null,4879,null,0400000US06,California,06
1189040,null,1973,null,152673,null,12090,null,150455,null,11969,null,59227,null,7333,null,16709,null,4437,null,74519,null,7843,null,2218,null,1262,null,1036367,null,12002,null,1029991,null,11858,null,796134,null,13980,null,76597,null,7341,null,157260,null,8047,null,6376,null,1887,null,0400000US08,Colorado,08
816578,null,1351,null,93178,null,9203,null,92149,null,9179,null,23092,null,4163,null,6368,null,1943,null,62689,null,7132,null,1029,null,678,null,723400,null,9227,null,720128,null,9222,null,559417,null,9612,null,36188,null,3897,null,124523,null,6912,null,3272,null,1140,null,0400000US09,Connecticut,09
204928,null,297,null,34857,null,3891,null,33297,null,3891,null,10081,null,2012,null,2259,null,1167,null,20957,null,3559,null,1560,null,1168,null,170071,null,3857,null,168782,null,3809,null,121978,null,4429,null,11782,null,2979,null,35022,null,4084,null,1289,null,688,null,0400000US10,Delaware,10
112905,null,392,null,36221,null,4296,null,36114,null,4313,null,5893,null,2468,null,1786,null,878,null,28435,null,4017,null,107,null,175,null,76684,null,4320,null,76608,null,4310,null,39684,null,3514,null,6072,null,2188,null,30852,null,3643,null,76,null,127,null,0400000US11,District of Columbia,11
4031176,null,2622,null,581198,null,23822,null,574377,null,23517,null,202756,null,11475,null,47082,null,6987,null,324539,null,18950,null,6821,null,2424,null,3449978,null,23582,null,3418848,null,23979,null,2378965,null,32315,null,256806,null,13491,null,783077,null,22440,null,31130,null,4682,null,0400000US12,Florida,12
