B05010_001E,B05010_001EA,B05010_001M,B05010_001MA,B05010_002E,B05010_002EA,B05010_002M,B05010_002MA,B05010_003E,B05010_003EA,B05010_003M,B05010_003MA,B05010_004E,B05010_004EA,B05010_004M,B05010_004MA,B05010_005E,B05010_005EA,B05010_005M,B05010_005MA,B05010_006E,B05010_006EA,B05010_006M,B05010_006MA,B05010_007E,B05010_007EA,B05010_007M,B05010_007MA,B05010_008E,B05010_008EA,B05010_008M,B05010_008MA,B05010_009E,B05010_009EA,B05010_009M,B05010_009MA,B05010_010E,B05010_010EA,B05010_010M,B05010_010MA,B05010_011E,B05010_011EA,B05010_011M,B05010_011MA,B05010_012E,B05010_012EA,B05010_012M,B05010_012MA,B05010_013E,B05010_013EA,B05010_013M,B05010_013MA,B05010_014E,B05010_014EA,B05010_014M,B05010_014MA,B05010_015E,B05010_015EA,B05010_015M,B05010_015MA,B05010_016E,B05010_016EA,B05010_016M,B05010_016MA,B05010_017E,B05010_017EA,B05010_017M,B05010_017MA,B05010_018E,B05010_018EA,B05010_018M,B05010_018MA,B05010_019E,B05010_019EA,B05010_019M,B05010_019MA,B05010_020E,B05010_020EA,B05010_020M,B05010_020MA,B05010_021E,B05010_021EA,B05010_021M,B05010_021MA,B05010_022E,B05010_022EA,B05010_022M,B05010_022MA,B05010_023E,B05010_023EA,B05010_023M,B05010_023MA,B05010_024E,B05010_024EA,B05010_024M,B05010_024MA,B05010_025E,B05010_025EA,B05010_025M,B05010_025MA,GEO_ID,NAME,state
2361281,null,10547,null,449463,null,17690,null,114111,null,9657,null,66831,null,7665,null,41751,null,5624,null,5529,null,2050,null,335352,null,15639,null,299311,null,14385,null,36041,null,5526,null,519516,null,18087,null,280172,null,13402,null,188376,null,10509,null,77090,null,7341,null,14706,null,3744,null,239344,null,12560,null,209935,null,10700,null,29409,null,4470,null,1392302,null,20756,null,1127598,null,21231,null,963865,null,19527,null,102593,null,6755,null,61140,null,5956,null,264704,null,12318,null,244177,null,11665,null,20527,null,3550,null,0400000US13,Georgia,13
269071,null,2116,null,25059,null,4089,null,8820,null,2349,null,5205,null,2073,null,2900,null,1228,null,715,null,749,null,16239,null,3422,null,12754,null,2864,null,3485,null,1645,null,51592,null,5549,null,30249,null,4804,null,20519,null,3785,null,5797,null,2008,null,3933,null,1462,null,21343,null,3260,null,16783,null,3072,null,4560,null,1401,null,192420,null,6100,null,155424,null,6611,null,109409,null,6686,null,22186,null,3080,null,23829,null,2943,null,36996,null,4172,null,31950,null,3979,null,5046,null,1501,null,0400000US15,Hawaii,15
385353,null,2922,null,57271,null,5656,null,27378,null,4016,null,19565,null,3078,null,7016,null,2229,null,797,null,705,null,29893,null,4932,null,26365,null,4704,null,3528,null,1610,null,102052,null,6341,null,74141,null,6426,null,60381,null,6243,null,9201,null,1985,null,4559,null,1283,null,27911,null,3334,null,25323,null,3128,null,2588,null,1225,null,226030,null,7872,null,198413,null,7981,null,180908,null,7804,null,5641,null,1427,null,11864,null,2606,null,27617,null,3531,null,26103,null,3466,null,1514,null,685,null,0400000US16,Idaho,16
3032249,null,9062,null,477637,null,18758,null,145604,null,10623,null,64562,null,5902,null,70859,null,8171,null,10183,null,3419,null,332033,null,15196,null,288759,null,15093,null,43274,null,6377,null,595148,null,18559,null,332841,null,14536,null,161841,null,10943,null,143770,null,10088,null,27230,null,4224,null,262307,null,13429,null,218400,null,13221,null,43907,null,5019,null,1959464,null,19370,null,1615857,null,16347,null,1244110,null,17127,null,245081,null,11445,null,126666,null,9048,null,343607,null,11672,null,295710,null,11253,null,47897,null,5008,null,0400000US17,Illinois,17
1489530,null,5797,null,245365,null,11827,null,69958,null,6789,null,54193,null,5834,null,12217,null,2975,null,3548,null,1445,null,175407,null,10367,null,164527,null,9449,null,10880,null,2971,null,313422,null,12821,null,173227,null,9464,null,148669,null,9743,null,18656,null,3244,null,5902,null,2031,null,140195,null,8678,null,128414,null,8182,null,11781,null,2685,null,930743,null,14933,null,774087,null,14505,null,723699,null,14886,null,27897,null,3353,null,22491,null,3347,null,156656,null,8021,null,152341,null,7795,null,4315,null,1291,null,0400000US18,Indiana,18
677364,null,3786,null,88434,null,7089,null,26355,null,3967,null,21168,null,3413,null,4525,null,1890,null,662,null,414,null,62079,null,5208,null,58247,null,5358,null,3832,null,1236,null,138656,null,6755,null,82755,null,5933,null,70066,null,5172,null,8943,null,2142,null,3746,null,1238,null,55901,null,4889,null,52682,null,4499,null,3219,null,1509,null,450274,null,7838,null,386692,null,8349,null,361157,null,8461,null,14089,null,1935,null,11446,null,1950,null,63582,null,5139,null,61221,null,4993,null,2361,null,1095,null,0400000US19,Iowa,19
655795,null,4199,null,89769,null,7118,null,32018,null,4443,null,17804,null,3310,null,12247,null,2868,null,1967,null,1075,null,57751,null,5304,null,50170,null,4906,null,7581,null,2298,null,147415,null,8725,null,90851,null,7153,null,70785,null,6546,null,14980,null,2962,null,5086,null,1585,null,56564,null,5342,null,51390,null,4977,null,5174,null,1442,null,418611,null,8870,null,353942,null,8988,null,320314,null,8891,null,18360,null,2519,null,15268,null,2885,null,64669,null,4906,null,62697,null,4723,null,1972,null,1063,null,0400000US20,Kansas,20
925962,null,5654,null,212585,null,10050,null,74398,null,7325,null,66589,null,7148,null,5993,null,2167,null,1816,null,913,null,138187,null,8226,null,134661,null,7899,null,3526,null,1430,null,209025,null,9020,null,122692,null,6866,null,116412,null,6416,null,4022,null,1282,null,2258,null,946,null,86333,null,7229,null,84549,null,7092,null,1784,null,845,null,504352,null,10706,null,424962,null,10482,null,405924,null,9804,null,7563,null,1607,null,11475,null,2501,null,79390,null,5474,null,77558,null,5310,null,1832,null,965,null,0400000US21,Kentucky,21
999689,null,6299,null,258835,null,10512,null,43604,null,5019,null,36969,null,4924,null,4969,null,2192,null,1666,null,780,null,215231,null,10265,null,212128,null,10131,null,3103,null,1319,null,217487,null,10007,null,112166,null,8235,null,100595,null,7747,null,8419,null,2537,null,3152,null,1076,null,105321,null,6252,null,102857,null,6284,null,2464,null,1353,null,523367,null,11507,null,422091,null,10821,null,397625,null,10638,null,12201,null,2600,null,12265,null,2270,null,101276,null,6277,null,98000,null,6423,null,3276,null,1294,null,0400000US22,Louisiana,22
262415,null,2632,null,38647,null,3792,null,11912,null,2342,null,9411,null,2087,null,1622,null,1659,null,879,null,795,null,26735,null,3567,null,25190,null,3328,null,1545,null,949,null,60623,null,4428,null,35651,null,3925,null,34072,null,3924,null,512,null,375,null,1067,null,595,null,24972,null,3502,null,23714,null,3503,null,1258,null,892,null,163145,null,5036,null,136483,null,4836,null,128222,null,5095,null,3094,null,1267,null,5167,null,1195,null,26662,null,2937,null,26141,null,2927,null,521,null,328,null,0400000US23,Maine,23
1273995,null,5883,null,123154,null,10424,null,23844,null,4024,null,14111,null,3017,null,9036,null,2803,null,697,null,409,null,99310,null,9264,null,89336,null,8499,null,9974,null,2902,null,187371,null,11971,null,84081,null,8117,null,51863,null,6711,null,26887,null,4178,null,5331,null,2073,null,103290,null,7716,null,82627,null,7272,null,20663,null,4265,null,963470,null,14004,null,741994,null,14515,null,572294,null,13280,null,111737,null,6890,null,57963,null,6090,null,221476,null,10276,null,195285,null,9814,null,26191,null,3252,null,0400000US24,Maryland,24
1363619,null,4993,null,168414,null,9684,null,33404,null,4701,null,17560,null,3819,null,12113,null,2772,null,3731,null,1600,null,135010,null,8966,null,102286,null,8525,null,32724,null,4590,null,172755,null,9418,null,82164,null,8162,null,42117,null,6196,null,30981,null,4979,null,9066,null,2814,null,90591,null,7290,null,69108,null,6091,null,21483,null,3530,null,1022450,null,10510,null,847024,null,11437,null,673734,null,11685,null,98301,null,6851,null,74989,null,5393,null,175426,null,8522,null,148066,null,8157,null,27360,null,3524,null,0400000US25,Massachusetts,25
2322821,null,6773,null,434058,null,14380,null,120801,null,9023,null,86479,null,7445,null,27611,null,4655,null,6711,null,1822,null,313257,null,11719,null,294640,null,11225,null,18617,null,3508,null,453829,null,13843,null,261426,null,11266,null,216441,null,9829,null,33919,null,4883,null,11066,null,2337,null,192403,null,9155,null,184269,null,8889,null,8134,null,2112,null,1434934,null,18255,null,1187644,null,18184,null,1060189,null,18035,null,73765,null,5719,null,53690,null,4384,null,247290,null,8286,null,236073,null,8039,null,11217,null,2269,null,0400000US26,Michigan,26
1205994,null,4600,null,136589,null,8067,null,42845,null,5162,null,22743,null,2792,null,19406,null,4670,null,696,null,382,null,93744,null,6376,null,71716,null,5502,null,22028,null,4149,null,195348,null,7831,null,114738,null,6150,null,81020,null,4934,null,25822,null,4253,null,7896,null,2873,null,80610,null,5469,null,67880,null,5468,null,12730,null,2771,null,874057,null,9933,null,737045,null,11193,null,670376,null,10452,null,35431,null,3587,null,31238,null,3098,null,137012,null,6167,null,129333,null,6354,null,7679,null,1611,null,0400000US27,Minnesota,27
696715,null,6191,null,195660,null,8757,null,38681,null,5590,null,36826,null,5697,null,1226,null,890,null,629,null,436,null,156979,null,8233,null,155685,null,8241,null,1294,null,845,null,169679,null,9063,null,82806,null,6947,null,78485,null,6998,null,2298,null,930,null,2023,null,1226,null,86873,null,6536,null,85440,null,6556,null,1433,null,773,null,331376,null,11561,null,270464,null,9512,null,263697,null,9680,null,3086,null,1037,null,3681,null,1140,null,60912,null,6219,null,60449,null,6194,null,463,null,429,null,0400000US28,Mississippi,28
1345113,null,5807,null,228613,null,11562,null,64090,null,6466,null,55041,null,5879,null,7143,null,2039,null,1906,null,1075,null,164523,null,10178,null,156081,null,10132,null,8442,null,2403,null,304699,null,12829,null,173189,null,10067,null,153712,null,9144,null,14153,null,3640,null,5324,null,1540,null,131510,null,8326,null,127389,null,8327,null,4121,null,1462,null,811801,null,14452,null,673413,null,14567,null,633534,null,13831,null,21175,null,2518,null,18704,null,2794,null,138388,null,8280,null,133829,null,8079,null,4559,null,1444,null,0400000US29,Missouri,29
207357,null,2154,null,36419,null,3480,null,17181,null,2787,null,17089,null,2771,null,75,null,149,null,17,null,33,null,19238,null,2841,null,19111,null,2849,null,127,null,213,null,50018,null,4364,null,33726,null,4119,null,32284,null,3943,null,66,null,96,null,1376,null,812,null,16292,null,2616,null,16253,null,2608,null,39,null,55,null,120920,null,5322,null,102615,null,5764,null,97869,null,5675,null,150,null,194,null,4596,null,1583,null,18305,null,2654,null,18191,null,2644,null,114,null,105,null,0400000US30,Montana,30
424187,null,3143,null,59415,null,3838,null,18708,null,2721,null,11595,null,1730,null,5620,null,2003,null,1493,null,933,null,40707,null,3560,null,36175,null,3461,null,4532,null,1649,null,94869,null,5499,null,58775,null,4529,null,46561,null,4110,null,9700,null,2471,null,2514,null,1070,null,36094,null,4790,null,31468,null,4063,null,4626,null,1751,null,269903,null,6146,null,231386,null,6233,null,214430,null,6288,null,10421,null,1939,null,6535,null,1846,null,38517,null,3929,null,35696,null,3623,null,2821,null,1219,null,0400000US31,Nebraska,31
614365,null,5981,null,88496,null,8124,null,26607,null,4586,null,8727,null,2308,null,15920,null,3766,null,1960,null,980,null,61889,null,6925,null,43021,null,5620,null,18868,null,4256,null,133191,null,9624,null,80503,null,8643,null,28513,null,5617,null,41215,null,5742,null,10775,null,3632,null,52688,null,5324,null,35999,null,5348,null,16689,null,3769,null,392678,null,10892,null,302894,null,10263,null,197813,null,8670,null,62494,null,5626,null,42587,null,4638,null,89784,null,7266,null,68417,null,6135,null,21367,null,3886,null,0400000US32,Nevada,32
284019,null,2199,null,23143,null,3787,null,3882,null,1535,null,3480,null,1414,null,402,null,476,null,0,null,253,null,19261,null,3552,null,17864,null,3385,null,1397,null,840,null,38608,null,4601,null,20466,null,3974,null,18540,null,3895,null,1174,null,997,null,752,null,484,null,18142,null,3035,null,17157,null,2943,null,985,null,710,null,222268,null,5420,null,187792,null,5439,null,170664,null,5284,null,8859,null,1908,null,8269,null,1579,null,34476,null,3983,null,32352,null,3826,null,2124,null,950,null,0400000US33,New Hampshire,33
1970078,null,7268,null,218165,null,12008,null,64803,null,7604,null,31637,null,5734,null,27844,null,4215,null,5322,null,1761,null,153362,null,8775,null,111895,null,7547,null,41467,null,5839,null,283995,null,13278,null,141768,null,9371,null,57315,null,6608,null,69201,null,7050,null,15252,null,3501,null,142227,null,10664,null,98499,null,8061,null,43728,null,5671,null,1467918,null,16195,null,1213823,null,17925,null,826760,null,16097,null,259981,null,10385,null,127082,null,7509,null,254095,null,11233,null,203978,null,9060,null,50117,null,5379,null,0400000US34,New Jersey,34
457699,null,4179,null,112319,null,7430,null,35567,null,4225,null,18337,null,3834,null,12193,null,3055,null,5037,null,2504,null,76752,null,6189,null,59697,null,5510,null,17055,null,3517,null,118189,null,8320,null,69542,null,6734,null,44187,null,5438,null,18224,null,3472,null,7131,null,2213,null,48647,null,5360,null,41782,null,4711,null,6865,null,2483,null,227191,null,8178,null,175849,null,7289,null,147938,null,7028,null,11527,null,2517,null,16384,null,2517,null,51342,null,4680,null,47161,null,4508,null,4181,null,1336,null,0400000US35,New Mexico,35
4168092,null,10477,null,776035,null,20138,null,255990,null,12648,null,113935,null,9057,null,115393,null,10585,null,26662,null,5196,null,520045,null,16221,null,360302,null,14542,null,159743,null,10509,null,797142,null,20334,null,434516,null,14958,null,194985,null,11287,null,196330,null,11900,null,43201,null,5448,null,362626,null,15242,null,245485,null,12416,null,117141,null,8106,null,2594915,null,22187,null,2076090,null,20744,null,1445032,null,19401,null,419807,null,12182,null,211251,null,10911,null,518825,null,15474,null,389389,null,13633,null,129436,null,7070,null,0400000US36,New York,36
2077440,null,7509,null,392042,null,15307,null,110328,null,9456,null,64611,null,7653,null,37768,null,4907,null,7949,null,2163,null,281714,null,13758,null,253789,null,12913,null,27925,null,4558,null,478131,null,15335,null,275183,null,10338,null,201283,null,10448,null,62629,null,6476,null,11271,null,2846,null,202948,null,12188,null,180336,null,11530,null,22612,null,4004,null,1207267,null,17371,null,989485,null,18685,null,881351,null,17955,null,56009,null,4504,null,52125,null,5804,null,217782,null,10514,null,201646,null,10202,null,16136,null,2892,null,0400000US37,North Carolina,37
135428,null,1744,null,16970,null,2325,null,4378,null,1214,null,3771,null,1191,null,200,null,231,null,407,null,536,null,12592,null,2017,null,12464,null,2006,null,128,null,146,null,26265,null,3017,null,16001,null,2220,null,14860,null,2130,null,570,null,451,null,571,null,637,null,10264,null,1991,null,9920,null,1986,null,344,null,413,null,92193,null,3588,null,81920,null,3811,null,78356,null,3715,null,1172,null,577,null,2392,null,1039,null,10273,null,1579,null,9951,null,1501,null,322,null,424,null,0400000US38,North Dakota,38
2594120,null,8493,null,458983,null,16476,null,114713,null,10209,null,100020,null,9546,null,10649,null,3273,null,4044,null,1107,null,344270,null,14805,null,335065,null,14585,null,9205,null,2985,null,529049,null,19404,null,285396,null,13773,null,261743,null,13670,null,17370,null,3979,null,6283,null,2072,null,243653,null,12298,null,234740,null,11803,null,8913,null,2460,null,1606088,null,20924,null,1325761,null,21346,null,1240744,null,21632,null,41099,null,3848,null,43918,null,4591,null,280327,null,10210,null,274466,null,10130,null,5861,null,1670,null,0400000US39,Ohio,39
834595,null,4711,null,182838,null,9073,null,64495,null,5619,null,46288,null,4829,null,14534,null,3256,null,3673,null,1708,null,118343,null,7924,null,108759,null,7787,null,9584,null,2630,null,215638,null,10526,null,134626,null,7781,null,109682,null,6946,null,18665,null,2962,null,6279,null,1634,null,81012,null,6417,null,75536,null,6049,null,5476,null,1593,null,436119,null,10252,null,358886,null,10340,null,332523,null,10581,null,13861,null,2413,null,12502,null,2767,null,77233,null,5271,null,73422,null,5214,null,3811,null,1650,null,0400000US40,Oklahoma,40
809596,null,4797,null,129615,null,8459,null,40210,null,5163,null,24603,null,4015,null,12938,null,2858,null,2669,null,1472,null,89405,null,7863,null,69296,null,6860,null,20109,null,4426,null,185178,null,10143,null,119943,null,9692,null,71341,null,7207,null,42023,null,5266,null,6579,null,1772,null,65235,null,6468,null,54141,null,5483,null,11094,null,3565,null,494803,null,8847,null,411175,null,9829,null,340293,null,8981,null,37741,null,3703,null,33141,null,4362,null,83628,null,6057,null,75587,null,5649,null,8041,null,2006,null,0400000US41,Oregon,41
2635787,null,8708,null,409807,null,14174,null,100569,null,9136,null,80810,null,8832,null,14583,null,3057,null,5176,null,1920,null,309238,null,13052,null,292451,null,12749,null,16787,null,3743,null,522326,null,15939,null,299449,null,12880,null,255509,null,11017,null,33010,null,4696,null,10930,null,2688,null,222877,null,9999,null,205743,null,9313,null,17134,null,3481,null,1703654,null,18021,null,1412573,null,16623,null,1280532,null,17487,null,76334,null,5814,null,55707,null,4615,null,291081,null,10839,null,278521,null,10801,null,12560,null,2225,null,0400000US42,Pennsylvania,42
227058,null,2198,null,39339,null,4835,null,8863,null,2521,null,3495,null,1689,null,4459,null,1504,null,909,null,897,null,30476,null,4405,null,20721,null,3916,null,9755,null,2928,null,37147,null,4345,null,17603,null,3153,null,6590,null,1916,null,8124,null,2668,null,2889,null,1541,null,19544,null,3583,null,13541,null,2853,null,6003,null,2537,null,150572,null,5299,null,126284,null,5491,null,101537,null,5172,null,12761,null,2655,null,11986,null,2598,null,24288,null,3258,null,21064,null,2858,null,3224,null,1401,null,0400000US44,Rhode Island,44
982554,null,6748,null,197914,null,10242,null,49209,null,6124,null,40997,null,6039,null,6154,null,1939,null,2058,null,1119,null,148705,null,9756,null,142790,null,9382,null,5915,null,1625,null,225539,null,9478,null,112564,null,7084,null,91351,null,6816,null,16716,null,2699,null,4497,null,1807,null,112975,null,8006,null,108333,null,7891,null,4642,null,1699,null,559101,null,10948,null,449157,null,11138,null,413835,null,11307,null,17395,null,3416,null,17927,null,3468,null,109944,null,6855,null,105083,null,6646,null,4861,null,1724,null,0400000US45,South Carolina,45
187364,null,1715,null,29491,null,3126,null,8296,null,1931,null,8103,null,1915,null,0,null,221,null,193,null,289,null,21195,null,2783,null,19968,null,2735,null,1227,null,817,null,45670,null,3740,null,24025,null,2695,null,23118,null,2616,null,459,null,501,null,448,null,390,null,21645,null,2845,null,20730,null,2747,null,915,null,625,null,112203,null,3933,null,95479,null,3784,null,92209,null,3655,null,959,null,512,null,2311,null,906,null,16724,null,2528,null,16546,null,2499,null,178,null,239,null,0400000US46,South Dakota,46
1360487,null,7135,null,301323,null,15721,null,86259,null,7540,null,68463,null,7303,null,13920,null,3145,null,3876,null,1723,null,215064,null,13669,null,204867,null,13420,null,10197,null,3239,null,305155,null,14086,null,164842,null,8672,null,140585,null,7986,null,18188,null,3279,null,6069,null,1969,null,140313,null,9952,null,133433,null,9412,null,6880,null,2144,null,754009,null,14584,null,614574,null,14589,null,569025,null,14280,null,26297,null,3205,null,19252,null,2826,null,139435,null,7606,null,133858,null,7199,null,5577,null,1823,null,0400000US47,Tennessee,47
6212359,null,15676,null,1396000,null,28261,null,567314,null,21628,null,156827,null,11500,null,313305,null,16347,null,97182,null,9409,null,828686,null,26641,null,621799,null,22907,null,206887,null,13729,null,1503842,null,28222,null,934245,null,24285,null,391409,null,18475,null,404151,null,15281,null,138685,null,11258,null,569597,null,18112,null,439887,null,14105,null,129710,null,9675,null,3312517,null,26379,null,2709974,null,27878,null,2063391,null,24154,null,379020,null,13553,null,267563,null,13464,null,602543,null,15662,null,529266,null,14653,null,73277,null,5235,null,0400000US48,Texas,48
788589,null,3070,null,83792,null,7193,null,38644,null,4975,null,25286,null,3916,null,10845,null,3196,null,2513,null,1304,null,45148,null,5155,null,36543,null,4549,null,8605,null,3016,null,185151,null,9354,null,145994,null,8528,null,108270,null,7544,null,27654,null,3693,null,10070,null,2530,null,39157,null,5448,null,29589,null,4755,null,9568,null,2388,null,519646,null,9619,null,460642,null,10027,null,407273,null,8703,null,23064,null,3460,null,30305,null,3424,null,59004,null,4683,null,54110,null,4623,null,4894,null,1502,null,0400000US49,Utah,49
125001,null,1644,null,14496,null,2355,null,4331,null,1498,null,3691,null,1426,null,0,null,208,null,640,null,568,null,10165,null,1792,null,9751,null,1769,null,414,null,353,null,24725,null,2361,null,13068,null,1523,null,12318,null,1482,null,499,null,520,null,251,null,179,null,11657,null,2009,null,11501,null,2006,null,156,null,167,null,85780,null,3339,null,68683,null,3920,null,64381,null,3836,null,1548,null,634,null,2754,null,966,null,17097,null,2511,null,16509,null,2471,null,588,null,420,null,0400000US50,Vermont,50
1712949,null,7843,null,211374,null,11646,null,55882,null,7086,null,37463,null,5132,null,15395,null,3959,null,3024,null,1353,null,155492,null,10142,null,140618,null,9163,null,14874,null,3474,null,278330,null,12048,null,139256,null,7966,null,102930,null,7077,null,29955,null,4523,null,6371,null,2720,null,139074,null,8571,null,120662,null,7603,null,18412,null,3384,null,1223245,null,15240,null,1004613,null,14103,null,815873,null,12759,null,114340,null,6663,null,74400,null,5960,null,218632,null,8620,null,194112,null,8639,null,24520,null,3613,null,0400000US51,Virginia,51
