B18014_001E,B18014_001EA,B18014_001M,B18014_001MA,B18014_002E,B18014_002EA,B18014_002M,B18014_002MA,B18014_003E,B18014_003EA,B18014_003M,B18014_003MA,B18014_004E,B18014_004EA,B18014_004M,B18014_004MA,B18014_005E,B18014_005EA,B18014_005M,B18014_005MA,B18014_006E,B18014_006EA,B18014_006M,B18014_006MA,B18014_007E,B18014_007EA,B18014_007M,B18014_007MA,B18014_008E,B18014_008EA,B18014_008M,B18014_008MA,B18014_009E,B18014_009EA,B18014_009M,B18014_009MA,B18014_010E,B18014_010EA,B18014_010M,B18014_010MA,B18014_011E,B18014_011EA,B18014_011M,B18014_011MA,B18014_012E,B18014_012EA,B18014_012M,B18014_012MA,B18014_013E,B18014_013EA,B18014_013M,B18014_013MA,B18014_014E,B18014_014EA,B18014_014M,B18014_014MA,B18014_015E,B18014_015EA,B18014_015M,B18014_015MA,B18014_016E,B18014_016EA,B18014_016M,B18014_016MA,B18014_017E,B18014_017EA,B18014_017M,B18014_017MA,B18014_018E,B18014_018EA,B18014_018M,B18014_018MA,B18014_019E,B18014_019EA,B18014_019M,B18014_019MA,GEO_ID,NAME,state
1019359,null,5332,null,12621,null,2200,null,1912,null,710,null,926,null,457,null,986,null,480,null,10709,null,2049,null,4086,null,1141,null,4261,null,1234,null,1661,null,834,null,701,null,436,null,1006738,null,5725,null,271701,null,6778,null,41429,null,3340,null,230272,null,7002,null,735037,null,8988,null,147032,null,6889,null,264978,null,8659,null,194819,null,7651,null,128208,null,6265,null,0400000US01,Alabama,01
159100,null,2455,null,882,null,367,null,202,null,238,null,74,null,124,null,128,null,207,null,680,null,287,null,220,null,188,null,73,null,96,null,337,null,217,null,50,null,81,null,158218,null,2469,null,37415,null,3128,null,9228,null,1584,null,28187,null,2915,null,120803,null,3935,null,14089,null,1759,null,53054,null,3564,null,33534,null,2774,null,20126,null,2044,null,0400000US02,Alaska,02
1470640,null,3527,null,14772,null,2475,null,1780,null,573,null,889,null,346,null,891,null,546,null,12992,null,2425,null,4900,null,1492,null,4807,null,1782,null,2202,null,728,null,1083,null,743,null,1455868,null,4342,null,352448,null,9432,null,55585,null,4537,null,296863,null,8936,null,1103420,null,9971,null,240026,null,8738,null,383215,null,11669,null,287136,null,10851,null,193043,null,6703,null,0400000US04,Arizona,04
622037,null,4681,null,10606,null,1782,null,675,null,558,null,254,null,217,null,421,null,497,null,9931,null,1679,null,2911,null,764,null,4983,null,1380,null,1895,null,819,null,142,null,126,null,611431,null,5070,null,156491,null,5171,null,28442,null,2871,null,128049,null,4916,null,454940,null,7110,null,77335,null,4583,null,183495,null,7320,null,118371,null,4855,null,75739,null,4915,null,0400000US05,Arkansas,05
8780370,null,7937,null,68434,null,5832,null,12399,null,1911,null,4799,null,1377,null,7600,null,1651,null,56035,null,5566,null,21510,null,3226,null,20570,null,3346,null,10225,null,1807,null,3730,null,1118,null,8711936,null,9669,null,2553344,null,23794,null,335374,null,9730,null,2217970,null,25788,null,6158592,null,24228,null,1351602,null,22005,null,1951224,null,23094,null,1466719,null,19434,null,1389047,null,16207,null,0400000US06,California,06
1150965,null,4537,null,10670,null,2108,null,1192,null,684,null,508,null,291,null,684,null,610,null,9478,null,2113,null,2586,null,1188,null,3448,null,903,null,2788,null,1136,null,656,null,478,null,1140295,null,4573,null,295947,null,7241,null,41371,null,2849,null,254576,null,7403,null,844348,null,8556,null,125928,null,6239,null,270458,null,9961,null,220401,null,8896,null,227561,null,7016,null,0400000US08,Colorado,08
706827,null,2629,null,4767,null,1264,null,919,null,411,null,317,null,238,null,602,null,396,null,3848,null,1154,null,1182,null,583,null,1857,null,750,null,598,null,352,null,211,null,247,null,702060,null,2926,null,233705,null,5538,null,29024,null,2227,null,204681,null,6033,null,468355,null,6244,null,53606,null,4217,null,160224,null,7158,null,107720,null,4914,null,146805,null,4479,null,0400000US09,Connecticut,09
187123,null,1176,null,1630,null,750,null,423,null,508,null,92,null,116,null,331,null,448,null,1207,null,499,null,255,null,239,null,356,null,279,null,422,null,351,null,174,null,224,null,185493,null,1346,null,57825,null,2747,null,7260,null,1199,null,50565,null,3022,null,127668,null,2924,null,21846,null,2158,null,45066,null,2729,null,30616,null,2072,null,30140,null,2965,null,0400000US10,Delaware,10
173420,null,1532,null,483,null,437,null,80,null,121,null,0,null,300,null,80,null,121,null,403,null,421,null,91,null,151,null,88,null,148,null,0,null,300,null,224,null,365,null,172937,null,1563,null,51989,null,3413,null,4838,null,1470,null,47151,null,3529,null,120948,null,3433,null,13933,null,2713,null,27663,null,3463,null,13868,null,2006,null,65484,null,3560,null,0400000US11,District of Columbia,11
3753929,null,8563,null,31996,null,3718,null,5729,null,1535,null,3427,null,1083,null,2302,null,889,null,26267,null,3430,null,8271,null,1764,null,12423,null,2628,null,4475,null,1155,null,1098,null,506,null,3721933,null,9666,null,1010151,null,16503,null,157483,null,7571,null,852668,null,14181,null,2711782,null,16231,null,477777,null,15945,null,1011848,null,20670,null,669113,null,17239,null,553044,null,13312,null,0400000US12,Florida,12
2185895,null,7075,null,18032,null,2471,null,2926,null,1075,null,1747,null,746,null,1179,null,773,null,15106,null,2294,null,4303,null,1316,null,7398,null,1822,null,2546,null,1081,null,859,null,691,null,2167863,null,6829,null,573287,null,11774,null,91975,null,6004,null,481312,null,11519,null,1594576,null,11957,null,315035,null,9730,null,563613,null,11802,null,373871,null,11132,null,342057,null,8031,null,0400000US13,Georgia,13
