B21001I_001E,B21001I_001EA,B21001I_001M,B21001I_001MA,B21001I_002E,B21001I_002EA,B21001I_002M,B21001I_002MA,B21001I_003E,B21001I_003EA,B21001I_003M,B21001I_003MA,B21001I_004E,B21001I_004EA,B21001I_004M,B21001I_004MA,B21001I_005E,B21001I_005EA,B21001I_005M,B21001I_005MA,B21001I_006E,B21001I_006EA,B21001I_006M,B21001I_006MA,B21001I_007E,B21001I_007EA,B21001I_007M,B21001I_007MA,B21001I_008E,B21001I_008EA,B21001I_008M,B21001I_008MA,B21001I_009E,B21001I_009EA,B21001I_009M,B21001I_009MA,B21001I_010E,B21001I_010EA,B21001I_010M,B21001I_010MA,B21001I_011E,B21001I_011EA,B21001I_011M,B21001I_011MA,B21001I_012E,B21001I_012EA,B21001I_012M,B21001I_012MA,B21001I_013E,B21001I_013EA,B21001I_013M,B21001I_013MA,B21001I_014E,B21001I_014EA,B21001I_014M,B21001I_014MA,B21001I_015E,B21001I_015EA,B21001I_015M,B21001I_015MA,B21001I_016E,B21001I_016EA,B21001I_016M,B21001I_016MA,B21001I_017E,B21001I_017EA,B21001I_017M,B21001I_017MA,B21001I_018E,B21001I_018EA,B21001I_018M,B21001I_018MA,B21001I_019E,B21001I_019EA,B21001I_019M,B21001I_019MA,B21001I_020E,B21001I_020EA,B21001I_020M,B21001I_020MA,B21001I_021E,B21001I_021EA,B21001I_021M,B21001I_021MA,B21001I_022E,B21001I_022EA,B21001I_022M,B21001I_022MA,B21001I_023E,B21001I_023EA,B21001I_023M,B21001I_023MA,B21001I_024E,B21001I_024EA,B21001I_024M,B21001I_024MA,B21001I_025E,B21001I_025EA,B21001I_025M,B21001I_025MA,B21001I_026E,B21001I_026EA,B21001I_026M,B21001I_026MA,B21001I_027E,B21001I_027EA,B21001I_027M,B21001I_027MA,B21001I_028E,B21001I_028EA,B21001I_028M,B21001I_028MA,B21001I_029E,B21001I_029EA,B21001I_029M,B21001I_029MA,B21001I_030E,B21001I_030EA,B21001I_030M,B21001I_030MA,B21001I_031E,B21001I_031EA,B21001I_031M,B21001I_031MA,B21001I_032E,B21001I_032EA,B21001I_032M,B21001I_032MA,B21001I_033E,B21001I_033EA,B21001I_033M,B21001I_033MA,GEO_ID,NAME,state
73641,null,1373,null,42362,null,1273,null,23798,null,1450,null,248,null,231,null,23550,null,1493,null,14212,null,1232,null,1758,null,697,null,12454,null,1280,null,2510,null,644,null,640,null,344,null,1870,null,574,null,1326,null,629,null,690,null,466,null,636,null,456,null,516,null,297,null,280,null,231,null,236,null,194,null,31279,null,1321,null,17078,null,1768,null,111,null,109,null,16967,null,1730,null,10470,null,1181,null,44,null,71,null,10426,null,1169,null,1868,null,645,null,0,null,267,null,1868,null,645,null,1140,null,426,null,0,null,267,null,1140,null,426,null,723,null,403,null,0,null,267,null,723,null,403,null,0400000US01,Alabama,01
23521,null,887,null,12617,null,954,null,5617,null,632,null,254,null,246,null,5363,null,629,null,5688,null,893,null,1049,null,533,null,4639,null,983,null,1051,null,432,null,423,null,230,null,628,null,445,null,151,null,160,null,74,null,102,null,77,null,126,null,110,null,154,null,68,null,128,null,42,null,73,null,10904,null,638,null,4762,null,681,null,142,null,186,null,4620,null,662,null,4568,null,621,null,27,null,48,null,4541,null,620,null,1068,null,354,null,0,null,237,null,1068,null,354,null,309,null,270,null,0,null,237,null,309,null,270,null,197,null,181,null,0,null,237,null,197,null,181,null,0400000US02,Alaska,02
1176956,null,1479,null,614525,null,1045,null,298305,null,1290,null,8701,null,2024,null,289604,null,2116,null,229271,null,1245,null,15786,null,2163,null,213485,null,2617,null,48384,null,776,null,12058,null,1627,null,36326,null,1628,null,24152,null,675,null,7471,null,1139,null,16681,null,1272,null,14413,null,697,null,5274,null,969,null,9139,null,1201,null,562431,null,896,null,252192,null,1207,null,1264,null,622,null,250928,null,1355,null,211021,null,1389,null,1831,null,622,null,209190,null,1436,null,50458,null,585,null,596,null,424,null,49862,null,754,null,27740,null,682,null,144,null,146,null,27596,null,699,null,21020,null,534,null,159,null,199,null,20861,null,547,null,0400000US04,Arizona,04
89151,null,1833,null,50574,null,2419,null,26453,null,2269,null,643,null,484,null,25810,null,2250,null,19472,null,1463,null,1167,null,575,null,18305,null,1400,null,2966,null,725,null,724,null,406,null,2242,null,610,null,1034,null,592,null,0,null,267,null,1034,null,592,null,649,null,513,null,279,null,284,null,370,null,417,null,38577,null,1652,null,19013,null,1317,null,207,null,230,null,18806,null,1344,null,16106,null,1394,null,70,null,115,null,16036,null,1392,null,2225,null,651,null,0,null,267,null,2225,null,651,null,854,null,446,null,26,null,53,null,828,null,447,null,379,null,306,null,0,null,267,null,379,null,306,null,0400000US05,Arkansas,05
8612722,null,2437,null,4429485,null,2361,null,2049938,null,3398,null,41186,null,3757,null,2008752,null,4921,null,1738733,null,3010,null,75295,null,5121,null,1663438,null,5985,null,353885,null,1299,null,55237,null,3514,null,298648,null,3671,null,171623,null,1419,null,33135,null,2501,null,138488,null,2975,null,115306,null,1052,null,38382,null,2751,null,76924,null,2631,null,4183237,null,1258,null,1789258,null,1566,null,8020,null,1284,null,1781238,null,1996,null,1619041,null,1361,null,5824,null,1151,null,1613217,null,1924,null,387810,null,1392,null,1219,null,517,null,386591,null,1510,null,209784,null,1063,null,828,null,469,null,208956,null,1198,null,177344,null,1471,null,442,null,274,null,176902,null,1529,null,0400000US06,California,06
627193,null,1008,null,334179,null,1510,null,158485,null,2166,null,4295,null,1326,null,154190,null,2511,null,125912,null,2211,null,14121,null,1915,null,111791,null,2724,null,27970,null,1181,null,8321,null,1428,null,19649,null,1223,null,13899,null,931,null,5485,null,948,null,8414,null,1212,null,7913,null,872,null,4323,null,763,null,3590,null,767,null,293014,null,1288,null,127489,null,1725,null,417,null,313,null,127072,null,1726,null,109658,null,1568,null,1658,null,601,null,108000,null,1584,null,27829,null,827,null,256,null,250,null,27573,null,817,null,16055,null,986,null,249,null,211,null,15806,null,1019,null,11983,null,1028,null,175,null,195,null,11808,null,1052,null,0400000US08,Colorado,08
269756,null,1017,null,135118,null,1091,null,62827,null,1325,null,1490,null,600,null,61337,null,1479,null,53255,null,1001,null,3433,null,883,null,49822,null,1292,null,11274,null,522,null,971,null,404,null,10303,null,658,null,5312,null,589,null,692,null,425,null,4620,null,631,null,2450,null,584,null,410,null,264,null,2040,null,550,null,134638,null,511,null,54531,null,615,null,43,null,74,null,54488,null,618,null,55802,null,786,null,250,null,262,null,55552,null,826,null,13512,null,443,null,81,null,141,null,13431,null,477,null,6706,null,516,null,0,null,273,null,6706,null,516,null,4087,null,510,null,44,null,72,null,4043,null,506,null,0400000US09,Connecticut,09
34370,null,346,null,18431,null,472,null,9148,null,311,null,104,null,168,null,9044,null,347,null,7287,null,5,null,296,null,209,null,6991,null,210,null,1287,null,461,null,125,null,145,null,1162,null,461,null,550,null,381,null,155,null,194,null,395,null,285,null,159,null,175,null,129,null,156,null,30,null,49,null,15939,null,311,null,7213,null,628,null,0,null,261,null,7213,null,628,null,6443,null,691,null,234,null,246,null,6209,null,685,null,1387,null,384,null,0,null,261,null,1387,null,384,null,535,null,375,null,0,null,261,null,535,null,375,null,361,null,305,null,0,null,261,null,361,null,305,null,0400000US10,Delaware,10
37679,null,173,null,19810,null,173,null,9740,null,144,null,86,null,146,null,9654,null,205,null,7502,null,92,null,644,null,556,null,6858,null,559,null,1590,null,4,null,54,null,88,null,1536,null,89,null,791,null,192,null,0,null,300,null,791,null,192,null,187,null,192,null,0,null,300,null,187,null,192,null,17869,null,2,null,8009,null,2,null,151,null,232,null,7858,null,232,null,6317,null,4,null,0,null,300,null,6317,null,4,null,1785,null,300,null,0,null,300,null,1785,null,300,null,969,null,0,*****,0,null,300,null,969,null,2,null,789,null,0,*****,0,null,300,null,789,null,4,null,0400000US11,District of Columbia,11
2764639,null,2176,null,1391692,null,2293,null,533734,null,2815,null,14981,null,2586,null,518753,null,3754,null,553479,null,2782,null,38623,null,3059,null,514856,null,4509,null,141094,null,1209,null,18254,null,2086,null,122840,null,2355,null,92499,null,1550,null,12546,null,1623,null,79953,null,2020,null,70886,null,1175,null,7583,null,1176,null,63303,null,1554,null,1372947,null,1751,null,446213,null,1932,null,2244,null,860,null,443969,null,2062,null,536991,null,1801,null,4139,null,1108,null,532852,null,2084,null,161067,null,1077,null,1233,null,547,null,159834,null,1185,null,119066,null,1313,null,92,null,147,null,118974,null,1342,null,109610,null,1558,null,216,null,195,null,109394,null,1596,null,0400000US12,Florida,12
458014,null,3029,null,272274,null,2884,null,148661,null,2709,null,2168,null,833,null,146493,null,2803,null,104009,null,3281,null,3758,null,945,null,100251,null,3293,null,12952,null,1161,null,1361,null,834,null,11591,null,1099,null,4661,null,1273,null,1204,null,557,null,3457,null,1177,null,1991,null,724,null,565,null,377,null,1426,null,575,null,185740,null,2125,null,93494,null,2321,null,304,null,225,null,93190,null,2308,null,70341,null,2206,null,1103,null,583,null,69238,null,2163,null,11007,null,1368,null,140,null,207,null,10867,null,1345,null,5966,null,1141,null,34,null,57,null,5932,null,1137,null,4932,null,1285,null,0,null,296,null,4932,null,1285,null,0400000US13,Georgia,13
62134,null,1364,null,30763,null,1288,null,14375,null,1198,null,2303,null,836,null,12072,null,1220,null,11513,null,630,null,2871,null,705,null,8642,null,933,null,2665,null,310,null,1033,null,412,null,1632,null,502,null,1590,null,545,null,670,null,339,null,920,null,446,null,620,null,479,null,221,null,249,null,399,null,433,null,31371,null,502,null,13481,null,615,null,299,null,278,null,13182,null,676,null,11910,null,431,null,387,null,280,null,11523,null,522,null,2814,null,333,null,46,null,77,null,2768,null,337,null,1933,null,417,null,0,null,271,null,1933,null,417,null,1233,null,510,null,0,null,271,null,1233,null,510,null,0400000US15,Hawaii,15
86672,null,628,null,47146,null,786,null,23539,null,1103,null,1087,null,656,null,22452,null,1260,null,18520,null,956,null,1934,null,730,null,16586,null,1105,null,3268,null,670,null,868,null,452,null,2400,null,595,null,1193,null,426,null,359,null,254,null,834,null,413,null,626,null,366,null,204,null,218,null,422,null,320,null,39526,null,816,null,18517,null,850,null,33,null,64,null,18484,null,860,null,15410,null,803,null,37,null,59,null,15373,null,795,null,3049,null,695,null,0,null,257,null,3049,null,695,null,1719,null,659,null,0,null,257,null,1719,null,659,null,831,null,449,null,0,null,257,null,831,null,449,null,0400000US16,Idaho,16
1248286,null,1921,null,671469,null,1682,null,330947,null,2243,null,5572,null,1144,null,325375,null,2359,null,255320,null,1953,null,7694,null,1686,null,247626,null,2508,null,51409,null,1001,null,4852,null,1073,null,46557,null,1422,null,22400,null,728,null,2289,null,821,null,20111,null,1028,null,11393,null,707,null,3778,null,864,null,7615,null,867,null,576817,null,1384,null,268960,null,1304,null,839,null,484,null,268121,null,1323,null,217451,null,1341,null,768,null,408,null,216683,null,1414,null,48407,null,882,null,80,null,85,null,48327,null,888,null,24975,null,1220,null,100,null,125,null,24875,null,1228,null,17024,null,1260,null,92,null,113,null,16932,null,1259,null,0400000US17,Illinois,17
