B24092_001E,B24092_001EA,B24092_001M,B24092_001MA,B24092_002E,B24092_002EA,B24092_002M,B24092_002MA,B24092_003E,B24092_003EA,B24092_003M,B24092_003MA,B24092_004E,B24092_004EA,B24092_004M,B24092_004MA,B24092_005E,B24092_005EA,B24092_005M,B24092_005MA,B24092_006E,B24092_006EA,B24092_006M,B24092_006MA,B24092_007E,B24092_007EA,B24092_007M,B24092_007MA,B24092_008E,B24092_008EA,B24092_008M,B24092_008MA,B24092_009E,B24092_009EA,B24092_009M,B24092_009MA,B24092_010E,B24092_010EA,B24092_010M,B24092_010MA,B24092_011E,B24092_011EA,B24092_011M,B24092_011MA,B24092_012E,B24092_012EA,B24092_012M,B24092_012MA,B24092_013E,B24092_013EA,B24092_013M,B24092_013MA,B24092_014E,B24092_014EA,B24092_014M,B24092_014MA,B24092_015E,B24092_015EA,B24092_015M,B24092_015MA,B24092_016E,B24092_016EA,B24092_016M,B24092_016MA,B24092_017E,B24092_017EA,B24092_017M,B24092_017MA,B24092_018E,B24092_018EA,B24092_018M,B24092_018MA,B24092_019E,B24092_019EA,B24092_019M,B24092_019MA,B24092_020E,B24092_020EA,B24092_020M,B24092_020MA,GEO_ID,NAME,state
42062,null,261,null,42257,null,374,null,41495,null,348,null,60521,null,2184,null,43268,null,2981,null,40244,null,875,null,40887,null,1345,null,56386,null,1437,null,35798,null,1720,null,6709,null,4303,null,33521,null,548,null,31939,null,348,null,31684,null,348,null,46183,null,4128,null,37288,null,1409,null,37048,null,889,null,34958,null,1194,null,49451,null,1460,null,25244,null,2489,null,17998,null,37155,null,0400000US13,Georgia,13
45282,null,1325,null,41925,null,1217,null,41103,null,1058,null,61063,null,3079,null,44987,null,4632,null,50257,null,2888,null,47717,null,3630,null,55855,null,4832,null,45164,null,9330,null,21546,null,3226,null,35641,null,775,null,32183,null,580,null,31966,null,489,null,49980,null,10682,null,40170,null,2791,null,38867,null,4816,null,42721,null,2066,null,50413,null,6747,null,29721,null,7416,null,-666666666,-,0,**,0400000US15,Hawaii,15
39597,null,1059,null,38493,null,1266,null,37053,null,737,null,61562,null,1203,null,43620,null,3256,null,42186,null,2829,null,41989,null,3799,null,50944,null,4609,null,31878,null,2567,null,44233,null,25134,null,29017,null,843,null,27224,null,773,null,27099,null,775,null,31310,null,6457,null,31236,null,3401,null,31769,null,1482,null,33866,null,3070,null,40228,null,6485,null,25075,null,3552,null,15643,null,10180,null,0400000US16,Idaho,16
48845,null,570,null,47450,null,556,null,46686,null,391,null,67461,null,5286,null,48215,null,2558,null,55223,null,1638,null,52068,null,1066,null,57010,null,1954,null,41605,null,903,null,46879,null,45819,null,35700,null,329,null,34067,null,513,null,33741,null,517,null,50638,null,2208,null,38048,null,1086,null,40996,null,858,null,40484,null,1207,null,50742,null,1069,null,24566,null,3147,null,24895,null,14373,null,0400000US17,Illinois,17
43578,null,584,null,43592,null,662,null,42665,null,664,null,58892,null,4783,null,43426,null,2662,null,41297,null,908,null,42998,null,2475,null,58920,null,4760,null,36306,null,1794,null,28177,null,20967,null,31218,null,263,null,30560,null,277,null,30467,null,278,null,37928,null,4566,null,33799,null,1263,null,32703,null,1063,null,33092,null,994,null,47329,null,2413,null,23349,null,3544,null,9444,null,63223,null,0400000US18,Indiana,18
41455,null,301,null,41235,null,356,null,40982,null,392,null,49903,null,5726,null,39777,null,2298,null,42521,null,1373,null,47727,null,2711,null,53799,null,3336,null,35918,null,1235,null,16944,null,4210,null,30982,null,304,null,29985,null,568,null,29961,null,575,null,30950,null,5054,null,31385,null,836,null,34274,null,1257,null,40104,null,1229,null,47219,null,2295,null,18819,null,2033,null,11521,null,6631,null,0400000US19,Iowa,19
42147,null,426,null,42311,null,546,null,41870,null,503,null,60159,null,9054,null,46886,null,3127,null,39385,null,2261,null,41823,null,2156,null,56440,null,5678,null,31839,null,1279,null,18828,null,16752,null,31170,null,390,null,30122,null,604,null,30021,null,666,null,35809,null,6981,null,34815,null,1771,null,33477,null,1806,null,32867,null,1611,null,44292,null,3214,null,20987,null,2905,null,10728,null,7740,null,0400000US20,Kansas,20
40253,null,497,null,40405,null,515,null,39944,null,737,null,57189,null,6975,null,40471,null,3116,null,38937,null,3032,null,40469,null,2660,null,50785,null,2123,null,32148,null,2927,null,19037,null,4916,null,30049,null,353,null,28114,null,605,null,28001,null,621,null,31618,null,2698,null,33793,null,1956,null,33007,null,2055,null,32207,null,1353,null,44293,null,1760,null,20492,null,1875,null,50357,null,15499,null,0400000US21,Kentucky,21
42164,null,463,null,42960,null,1326,null,42027,null,595,null,61197,null,1879,null,42175,null,3021,null,36240,null,1080,null,43167,null,3080,null,48719,null,3649,null,39281,null,4306,null,41943,null,55347,null,27481,null,628,null,26031,null,408,null,25885,null,401,null,32108,null,2912,null,32721,null,1780,null,30967,null,1004,null,32461,null,1332,null,42222,null,2582,null,21934,null,1662,null,26000,null,15053,null,0400000US22,Louisiana,22
41709,null,535,null,41926,null,637,null,41515,null,681,null,50676,null,2030,null,37667,null,4204,null,41731,null,1889,null,45458,null,3229,null,61851,null,7752,null,33773,null,3142,null,16250,null,22459,null,31522,null,544,null,29764,null,952,null,29567,null,1019,null,36943,null,7670,null,33272,null,1667,null,39469,null,2803,null,35523,null,1515,null,40217,null,6772,null,21174,null,3120,null,11693,null,30010,null,0400000US23,Maine,23
54939,null,890,null,51922,null,484,null,51266,null,529,null,70672,null,2591,null,59435,null,3960,null,53319,null,3078,null,50917,null,1656,null,82067,null,2053,null,44083,null,3839,null,54497,null,111649,null,44156,null,719,null,40030,null,836,null,39535,null,1091,null,51470,null,1869,null,46807,null,1512,null,46637,null,2006,null,42829,null,2023,null,69345,null,2687,null,30470,null,1576,null,74395,null,76186,null,0400000US24,Maryland,24
53793,null,816,null,53661,null,1096,null,52489,null,862,null,72950,null,4921,null,56815,null,3201,null,55730,null,2512,null,60476,null,1669,null,56464,null,3855,null,42319,null,2789,null,17114,null,3291,null,42169,null,363,null,41170,null,495,null,41070,null,502,null,49725,null,5736,null,43397,null,1818,null,49105,null,2422,null,46308,null,1647,null,51836,null,1543,null,32373,null,3950,null,8249,null,4791,null,0400000US25,Massachusetts,25
48777,null,622,null,48061,null,717,null,47295,null,463,null,57187,null,4136,null,49249,null,2502,null,51948,null,989,null,55843,null,1308,null,55660,null,2718,null,36310,null,1301,null,20036,null,12909,null,34968,null,390,null,32259,null,277,null,32216,null,288,null,35516,null,3254,null,39318,null,1424,null,42137,null,1000,null,43170,null,1284,null,49134,null,1730,null,18969,null,2489,null,12064,null,19377,null,0400000US26,Michigan,26
47783,null,665,null,48052,null,727,null,47233,null,444,null,59624,null,4224,null,48102,null,3114,null,49834,null,1572,null,50408,null,1172,null,55203,null,2752,null,39217,null,3719,null,27005,null,12748,null,36746,null,344,null,35615,null,412,null,35483,null,410,null,45244,null,4517,null,39220,null,1369,null,41445,null,827,null,42360,null,1444,null,50868,null,1940,null,22975,null,1603,null,18898,null,9548,null,0400000US27,Minnesota,27
36995,null,615,null,37039,null,684,null,36250,null,730,null,59452,null,7667,null,37144,null,2580,null,31427,null,1858,null,36698,null,2510,null,51947,null,3888,null,32258,null,4965,null,30394,null,6714,null,26918,null,520,null,25628,null,631,null,25497,null,632,null,41632,null,9455,null,30781,null,2004,null,27979,null,1875,null,31684,null,1292,null,40078,null,3968,null,20865,null,1609,null,25647,null,47808,null,0400000US28,Mississippi,28
41530,null,376,null,41758,null,462,null,41376,null,454,null,52221,null,1764,null,44915,null,2218,null,40500,null,1269,null,37409,null,1616,null,54961,null,1511,null,31369,null,945,null,20369,null,10367,null,30886,null,287,null,29745,null,585,null,29642,null,590,null,33182,null,5219,null,33409,null,1402,null,34325,null,1103,null,32002,null,637,null,45587,null,1731,null,20896,null,1348,null,27368,null,22328,null,0400000US29,Missouri,29
38580,null,1604,null,38516,null,2292,null,37224,null,1327,null,50410,null,2876,null,40063,null,4659,null,38160,null,3047,null,40938,null,3618,null,52340,null,4389,null,29834,null,4730,null,15000,null,12126,null,26671,null,653,null,24728,null,840,null,24757,null,840,null,22609,null,6424,null,30115,null,2866,null,33215,null,1264,null,33110,null,1760,null,40391,null,2631,null,20463,null,4102,null,11272,null,1368,null,0400000US30,Montana,30
39255,null,890,null,39511,null,1104,null,38662,null,1189,null,50181,null,5814,null,40387,null,3924,null,39910,null,1885,null,43415,null,4404,null,51468,null,3698,null,31615,null,1017,null,11643,null,5917,null,30481,null,503,null,29471,null,859,null,29406,null,830,null,32288,null,9676,null,32618,null,2119,null,34001,null,1929,null,34002,null,1450,null,42033,null,6054,null,18646,null,3968,null,9043,null,7355,null,0400000US31,Nebraska,31
43030,null,1301,null,41452,null,553,null,40818,null,569,null,79598,null,9202,null,49025,null,6748,null,57827,null,6939,null,54742,null,4416,null,51560,null,5063,null,50969,null,1425,null,30012,null,19181,null,34144,null,837,null,31849,null,388,null,31696,null,383,null,50607,null,3058,null,39188,null,4425,null,43413,null,2480,null,47512,null,3280,null,44507,null,4543,null,27140,null,5746,null,42129,null,6765,null,0400000US32,Nevada,32
51481,null,530,null,51793,null,629,null,51420,null,666,null,63329,null,15125,null,50401,null,5863,null,50093,null,4170,null,44816,null,5216,null,62399,null,7611,null,46497,null,3956,null,31167,null,80044,null,35772,null,688,null,35371,null,887,null,35363,null,896,null,35704,null,7648,null,37129,null,2479,null,40333,null,2156,null,36024,null,2599,null,50425,null,3414,null,22149,null,2186,null,9865,null,10350,null,0400000US33,New Hampshire,33
55088,null,691,null,54412,null,992,null,52800,null,926,null,73000,null,4426,null,54373,null,4342,null,59725,null,2670,null,61241,null,2221,null,57308,null,3585,null,51357,null,1145,null,17290,null,8014,null,42295,null,410,null,41118,null,427,null,41054,null,443,null,44916,null,7168,null,45382,null,1373,null,46311,null,1341,null,50576,null,1103,null,50822,null,1450,null,28642,null,3900,null,12266,null,22113,null,0400000US34,New Jersey,34
38723,null,1339,null,37329,null,1472,null,36192,null,1483,null,52412,null,6057,null,37746,null,6057,null,36313,null,2841,null,39692,null,2999,null,50811,null,4211,null,34837,null,4116,null,38873,null,23211,null,30238,null,548,null,27500,null,1148,null,27212,null,984,null,32126,null,9387,null,30008,null,1471,null,31435,null,1183,null,36104,null,2134,null,47012,null,4434,null,20646,null,2132,null,30947,null,5042,null,0400000US35,New Mexico,35
47354,null,387,null,45563,null,417,null,44122,null,658,null,62480,null,4352,null,48237,null,1810,null,54868,null,1114,null,57741,null,1841,null,54819,null,1918,null,37837,null,3736,null,20969,null,4456,null,38943,null,439,null,36476,null,300,null,36305,null,307,null,48280,null,4528,null,40875,null,491,null,44965,null,976,null,46375,null,1162,null,49761,null,1081,null,24827,null,2152,null,23546,null,10578,null,0400000US36,New York,36
40168,null,293,null,39480,null,872,null,38037,null,899,null,53431,null,2627,null,44481,null,3007,null,38891,null,1430,null,41444,null,1073,null,52371,null,2102,null,36544,null,1209,null,30085,null,22718,null,31834,null,249,null,30467,null,327,null,30281,null,334,null,41438,null,3106,null,37336,null,905,null,33288,null,1033,null,36200,null,1139,null,45482,null,2656,null,24384,null,3249,null,40053,null,10990,null,0400000US37,North Carolina,37
40199,null,923,null,40365,null,1068,null,40026,null,1387,null,46382,null,9191,null,40972,null,5068,null,33527,null,4652,null,42512,null,2689,null,48811,null,5905,null,33618,null,3760,null,25167,null,25844,null,27651,null,817,null,26052,null,749,null,25987,null,755,null,28583,null,6519,null,29049,null,2188,null,30953,null,1581,null,32289,null,2033,null,41250,null,6122,null,18510,null,3416,null,12034,null,8258,null,0400000US38,North Dakota,38
44629,null,432,null,43757,null,473,null,42953,null,450,null,60563,null,2133,null,45287,null,1417,null,47523,null,1008,null,50663,null,1127,null,60106,null,2197,null,37427,null,2430,null,21663,null,3926,null,32970,null,367,null,31364,null,218,null,31311,null,232,null,35488,null,2984,null,36715,null,788,null,38735,null,946,null,42477,null,1910,null,48873,null,1167,null,22562,null,1664,null,21542,null,5540,null,0400000US39,Ohio,39
38277,null,904,null,37430,null,822,null,36673,null,496,null,60677,null,4594,null,35772,null,2630,null,37094,null,2209,null,39854,null,2072,null,52489,null,1912,null,31940,null,1959,null,37192,null,14135,null,29396,null,581,null,27090,null,450,null,26951,null,466,null,33310,null,5782,null,31208,null,1287,null,31936,null,817,null,33079,null,843,null,45125,null,1809,null,21755,null,1370,null,21341,null,17345,null,0400000US40,Oklahoma,40
42573,null,821,null,41338,null,494,null,40644,null,488,null,58717,null,7929,null,44034,null,2484,null,53242,null,2314,null,51018,null,1418,null,56194,null,1632,null,41513,null,1559,null,20525,null,32013,null,32666,null,733,null,31201,null,552,null,31116,null,577,null,36453,null,9924,null,36069,null,1231,null,39786,null,1729,null,36136,null,1409,null,49464,null,2093,null,22442,null,3036,null,21022,null,26637,null,0400000US41,Oregon,41
44977,null,364,null,44396,null,522,null,43665,null,527,null,60568,null,2809,null,45106,null,1545,null,47197,null,1314,null,47020,null,1639,null,54824,null,2127,null,37274,null,2322,null,15029,null,3980,null,33483,null,343,null,31825,null,247,null,31738,null,252,null,40131,null,4256,null,36493,null,659,null,37844,null,1185,null,39197,null,1518,null,48472,null,2104,null,23332,null,2639,null,13801,null,9527,null,0400000US42,Pennsylvania,42
48462,null,2011,null,46459,null,1443,null,45309,null,1603,null,60443,null,6559,null,49163,null,8159,null,57216,null,3428,null,50143,null,7065,null,56304,null,13386,null,47413,null,12989,null,-666666666,-,0,**,37541,null,1224,null,35396,null,1151,null,35351,null,1119,null,40030,null,13313,null,43714,null,5432,null,42209,null,8736,null,43278,null,4779,null,62550,null,23533,null,27073,null,13798,null,-666666666,-,0,**,0400000US44,Rhode Island,44
40264,null,360,null,40244,null,405,null,39351,null,731,null,54115,null,5522,null,41040,null,3190,null,36450,null,1013,null,40959,null,2383,null,51691,null,2383,null,37329,null,3614,null,10739,null,49790,null,30184,null,359,null,28328,null,569,null,28147,null,577,null,37315,null,7143,null,34063,null,2155,null,34317,null,950,null,33546,null,1282,null,41143,null,1789,null,21992,null,1943,null,12314,null,15579,null,0400000US45,South Carolina,45
36864,null,825,null,37282,null,1242,null,36422,null,1117,null,50117,null,4389,null,36881,null,4105,null,36383,null,2073,null,38509,null,4326,null,47194,null,6326,null,31562,null,950,null,29485,null,53845,null,27000,null,643,null,25922,null,748,null,25884,null,776,null,30055,null,8977,null,30710,null,1566,null,28460,null,2791,null,31014,null,2589,null,37010,null,4066,null,14554,null,1893,null,21040,null,14063,null,0400000US46,South Dakota,46
39369,null,617,null,38136,null,715,null,37348,null,433,null,61583,null,3003,null,44271,null,3577,null,38085,null,1417,null,41606,null,1409,null,55339,null,2107,null,36975,null,2269,null,13237,null,5645,null,30251,null,257,null,28605,null,574,null,28450,null,577,null,41946,null,12061,null,33415,null,1264,null,33892,null,1478,null,31323,null,1131,null,45992,null,3314,null,25068,null,2373,null,8806,null,6671,null,0400000US47,Tennessee,47
40501,null,213,null,40086,null,302,null,38828,null,575,null,62164,null,1724,null,40969,null,1219,null,41790,null,654,null,41433,null,861,null,53867,null,1682,null,35899,null,1037,null,22001,null,3609,null,31908,null,206,null,30786,null,218,null,30653,null,225,null,41364,null,1833,null,34441,null,786,null,37404,null,747,null,35410,null,761,null,46837,null,1437,null,25059,null,1804,null,21167,null,6751,null,0400000US48,Texas,48
43181,null,913,null,41651,null,458,null,40778,null,485,null,60766,null,2283,null,54643,null,6818,null,45859,null,1181,null,45082,null,2216,null,55140,null,3434,null,42181,null,3084,null,79573,null,74635,null,30979,null,475,null,28560,null,855,null,28428,null,857,null,33258,null,4871,null,38283,null,3338,null,35220,null,2405,null,36652,null,1809,null,49408,null,3687,null,18758,null,3554,null,12986,null,19024,null,0400000US49,Utah,49
40878,null,721,null,40377,null,894,null,39701,null,1137,null,50675,null,4378,null,41900,null,6649,null,42843,null,1740,null,47112,null,6803,null,54413,null,2463,null,33439,null,4781,null,35082,null,48038,null,34404,null,1060,null,31363,null,1225,null,31247,null,1248,null,38589,null,17772,null,37688,null,1764,null,37949,null,2266,null,41282,null,2069,null,39042,null,4143,null,29873,null,4440,null,28000,null,31225,null,0400000US50,Vermont,50
49074,null,831,null,45919,null,563,null,45157,null,612,null,66526,null,7379,null,54498,null,3414,null,44513,null,1517,null,48327,null,3481,null,80737,null,1992,null,41006,null,1010,null,23080,null,12914,null,37129,null,452,null,33194,null,724,null,32973,null,734,null,40943,null,3424,null,44125,null,2193,null,40034,null,872,null,36774,null,1223,null,66384,null,2772,null,24350,null,1775,null,21804,null,24194,null,0400000US51,Virginia,51
50657,null,368,null,50082,null,612,null,48788,null,1051,null,66971,null,4116,null,50621,null,2013,null,58528,null,2358,null,48708,null,2095,null,57404,null,3852,null,42032,null,3209,null,21055,null,7941,null,37641,null,619,null,35480,null,463,null,35273,null,464,null,42096,null,4267,null,37989,null,1999,null,45509,null,1708,null,44731,null,1597,null,51424,null,1990,null,32805,null,3568,null,17310,null,3094,null,0400000US53,Washington,53
40226,null,757,null,40232,null,900,null,39477,null,1358,null,60902,null,5415,null,36164,null,2424,null,33958,null,1711,null,39736,null,4711,null,55454,null,2528,null,32339,null,5749,null,22178,null,114639,null,26821,null,552,null,25358,null,724,null,25244,null,755,null,35139,null,13428,null,28297,null,3226,null,30908,null,1222,null,29556,null,1667,null,50190,null,3044,null,17193,null,2256,null,20447,null,9703,null,0400000US54,West Virginia,54
44254,null,596,null,43549,null,777,null,42853,null,763,null,55731,null,3690,null,47839,null,2610,null,47804,null,1244,null,49176,null,2066,null,54594,null,2940,null,32353,null,1959,null,18713,null,4945,null,32304,null,247,null,31207,null,266,null,31160,null,267,null,36035,null,3831,null,35507,null,1130,null,37766,null,1318,null,41065,null,1056,null,47568,null,2902,null,21268,null,1466,null,25518,null,5841,null,0400000US55,Wisconsin,55
45618,null,1410,null,46710,null,2106,null,46107,null,2090,null,60496,null,10809,null,38883,null,8367,null,44638,null,5831,null,48131,null,4017,null,47651,null,4957,null,31344,null,8048,null,23088,null,1660,null,28678,null,1995,null,25972,null,1017,null,25787,null,1029,null,32599,null,7988,null,31906,null,3196,null,33718,null,2721,null,36325,null,2383,null,34795,null,4231,null,22230,null,3551,null,100001,"100,000+",0,***,0400000US56,Wyoming,56
20310,null,466,null,18401,null,602,null,17946,null,624,null,25483,null,5628,null,17436,null,2381,null,14795,null,763,null,25722,null,626,null,40060,null,6404,null,20585,null,1330,null,42660,null,86250,null,19850,null,410,null,17436,null,427,null,17349,null,375,null,21877,null,5381,null,21201,null,1564,null,16820,null,847,null,23952,null,559,null,26311,null,5202,null,14195,null,2237,null,12132,null,1859,null,0400000US72,Puerto Rico,72
