C17004_001E,C17004_001EA,C17004_001M,C17004_001MA,C17004_002E,C17004_002EA,C17004_002M,C17004_002MA,C17004_003E,C17004_003EA,C17004_003M,C17004_003MA,C17004_004E,C17004_004EA,C17004_004M,C17004_004MA,C17004_005E,C17004_005EA,C17004_005M,C17004_005MA,C17004_006E,C17004_006EA,C17004_006M,C17004_006MA,C17004_007E,C17004_007EA,C17004_007M,C17004_007MA,C17004_008E,C17004_008EA,C17004_008M,C17004_008MA,C17004_009E,C17004_009EA,C17004_009M,C17004_009MA,GEO_ID,NAME,state
3530995,null,4496,null,517541,null,15843,null,40830,null,3791,null,178588,null,8928,null,298123,null,10977,null,3013454,null,15559,null,1340620,null,14177,null,745163,null,13210,null,927671,null,12689,null,0400000US01,Alabama,01
513269,null,1628,null,41055,null,3393,null,1671,null,574,null,23331,null,2664,null,16053,null,1856,null,472214,null,3686,null,189232,null,5549,null,190185,null,5667,null,92797,null,3532,null,0400000US02,Alaska,02
4762829,null,4415,null,581008,null,19825,null,63839,null,5686,null,192170,null,10190,null,324999,null,11977,null,4181821,null,20714,null,1847045,null,18000,null,1112543,null,18416,null,1222233,null,14497,null,0400000US04,Arizona,04
2142527,null,3725,null,332087,null,10550,null,28781,null,2826,null,125594,null,6323,null,177712,null,7320,null,1810440,null,11025,null,796103,null,11787,null,472959,null,10847,null,541378,null,8627,null,0400000US05,Arkansas,05
27638400,null,9029,null,3013470,null,38411,null,295098,null,9777,null,1034399,null,20743,null,1683973,null,26755,null,24624930,null,39419,null,10647743,null,41502,null,7038190,null,46175,null,6938997,null,36579,null,0400000US06,California,06
3714433,null,3616,null,397053,null,13017,null,40241,null,3245,null,178114,null,8529,null,178698,null,8776,null,3317380,null,13553,null,1566154,null,15368,null,1030369,null,14113,null,720857,null,10813,null,0400000US08,Colorado,08
2682755,null,2955,null,190456,null,7806,null,10589,null,1836,null,70403,null,4506,null,109464,null,5655,null,2492299,null,7882,null,1141914,null,12516,null,734363,null,13198,null,616022,null,8841,null,0400000US09,Connecticut,09
661485,null,1481,null,61391,null,5058,null,4413,null,1143,null,23494,null,2558,null,33484,null,3660,null,600094,null,5535,null,278201,null,6147,null,160086,null,4358,null,161807,null,4645,null,0400000US10,Delaware,10
458962,null,1214,null,69695,null,5491,null,2961,null,1068,null,22884,null,2415,null,43850,null,4347,null,389267,null,5640,null,200520,null,6075,null,104623,null,4992,null,84124,null,3695,null,0400000US11,District of Columbia,11
14347521,null,8469,null,1558525,null,24536,null,143184,null,6744,null,514079,null,14770,null,901262,null,17405,null,12788996,null,24842,null,5615668,null,27437,null,3158842,null,32058,null,4014486,null,25475,null,0400000US12,Florida,12
7070001,null,5243,null,876454,null,19930,null,77550,null,5303,null,300348,null,12553,null,498556,null,15105,null,6193547,null,20942,null,2969261,null,20770,null,1644006,null,22781,null,1580280,null,17250,null,0400000US13,Georgia,13
1004392,null,1318,null,74562,null,4592,null,5187,null,1222,null,23781,null,3632,null,45594,null,3735,null,929830,null,4925,null,423524,null,8575,null,249665,null,6807,null,256641,null,6044,null,0400000US15,Hawaii,15
1106289,null,2715,null,119820,null,5492,null,13427,null,1696,null,56840,null,3423,null,49553,null,3244,null,986469,null,5880,null,424715,null,7036,null,320124,null,7924,null,241630,null,5316,null,0400000US16,Idaho,16
9753759,null,5740,null,1022357,null,20553,null,90785,null,4908,null,382330,null,11225,null,549242,null,14662,null,8731402,null,20441,null,4010746,null,21731,null,2469687,null,19747,null,2250969,null,16076,null,0400000US17,Illinois,17
4777857,null,3980,null,518892,null,12531,null,35405,null,3030,null,219852,null,8403,null,263635,null,8467,null,4258965,null,13042,null,1967292,null,15977,null,1196879,null,14583,null,1094794,null,11716,null,0400000US18,Indiana,18
2272388,null,2632,null,232284,null,8648,null,19305,null,2053,null,116250,null,5902,null,96729,null,5207,null,2040104,null,9309,null,975933,null,8736,null,597097,null,9172,null,467074,null,6073,null,0400000US19,Iowa,19
2086835,null,3306,null,210165,null,7843,null,21833,null,2654,null,89125,null,5159,null,99207,null,5345,null,1876670,null,8563,null,908695,null,9388,null,545728,null,9531,null,422247,null,7071,null,0400000US20,Kansas,20
3256275,null,3660,null,503052,null,15934,null,35475,null,3014,null,168517,null,8738,null,299060,null,12130,null,2753223,null,16484,null,1220772,null,15312,null,734877,null,14160,null,797574,null,10892,null,0400000US21,Kentucky,21
3233448,null,4139,null,519511,null,14069,null,49722,null,4272,null,172380,null,7233,null,297409,null,11620,null,2713937,null,14491,null,1193447,null,15632,null,728794,null,13375,null,791696,null,13355,null,0400000US22,Louisiana,22
1046212,null,1868,null,117496,null,5959,null,6330,null,1304,null,44302,null,3893,null,66864,null,3902,null,928716,null,5999,null,406332,null,6010,null,285139,null,6689,null,237245,null,4467,null,0400000US23,Maine,23
4305834,null,3590,null,332623,null,13964,null,20472,null,3011,null,123465,null,7752,null,188686,null,8948,null,3973211,null,14656,null,1960678,null,17295,null,1085553,null,15710,null,926980,null,11848,null,0400000US24,Maryland,24
5006717,null,3095,null,461821,null,15337,null,23310,null,3186,null,162817,null,7452,null,275694,null,11229,null,4544896,null,15894,null,2073279,null,17932,null,1384925,null,19379,null,1086692,null,13021,null,0400000US25,Massachusetts,25
7729775,null,4506,null,959955,null,18049,null,66165,null,4329,null,376269,null,10318,null,517521,null,14056,null,6769820,null,19073,null,2725094,null,19873,null,2053625,null,19164,null,1991101,null,13578,null,0400000US26,Michigan,26
3978066,null,3626,null,350129,null,10048,null,25000,null,2235,null,163287,null,5961,null,161842,null,6737,null,3627937,null,10949,null,1704476,null,11638,null,1161493,null,13532,null,761968,null,8503,null,0400000US27,Minnesota,27
2161689,null,3694,null,384103,null,12259,null,34083,null,3261,null,125805,null,5300,null,224215,null,9308,null,1777586,null,12676,null,768836,null,14257,null,462282,null,11921,null,546468,null,11676,null,0400000US28,Mississippi,28
4477723,null,3900,null,517156,null,12611,null,44589,null,3264,null,209721,null,8452,null,262846,null,8652,null,3960567,null,13670,null,1812966,null,16000,null,1110061,null,16966,null,1037540,null,13061,null,0400000US29,Missouri,29
743469,null,2110,null,96041,null,5818,null,8813,null,1952,null,43522,null,3726,null,43706,null,4416,null,647428,null,6440,null,278029,null,6699,null,211691,null,6457,null,157708,null,4833,null,0400000US30,Montana,30
1335332,null,2384,null,133573,null,5997,null,15316,null,2372,null,59681,null,3566,null,58576,null,3976,null,1201759,null,6257,null,608715,null,6848,null,339755,null,7320,null,253289,null,4842,null,0400000US31,Nebraska,31
1946028,null,3305,null,179606,null,10360,null,16938,null,2633,null,68993,null,5377,null,93675,null,6330,null,1766422,null,10266,null,860236,null,10940,null,459971,null,8408,null,446215,null,8406,null,0400000US32,Nevada,32
1022391,null,1850,null,68209,null,5195,null,4565,null,1510,null,30342,null,3072,null,33302,null,3160,null,954182,null,5448,null,447885,null,7251,null,295260,null,7630,null,211037,null,5539,null,0400000US33,New Hampshire,33
6713518,null,4003,null,519024,null,15653,null,35454,null,3444,null,149446,null,7440,null,334124,null,12125,null,6194494,null,15788,null,2843381,null,21517,null,1707350,null,18177,null,1643763,null,17516,null,0400000US34,New Jersey,34
1499076,null,2292,null,238831,null,11114,null,24958,null,3166,null,87784,null,5698,null,126089,null,7435,null,1260245,null,11161,null,539819,null,11144,null,355126,null,10134,null,365300,null,7619,null,0400000US35,New Mexico,35
14955458,null,6501,null,1816972,null,28766,null,139411,null,7426,null,547981,null,11907,null,1129580,null,22793,null,13138486,null,27920,null,5970402,null,33773,null,3449638,null,29753,null,3718446,null,22080,null,0400000US36,New York,36
6860736,null,5580,null,876124,null,19727,null,74287,null,5993,null,343168,null,11444,null,458669,null,14133,null,5984612,null,19910,null,2780074,null,20853,null,1601142,null,18068,null,1603396,null,15495,null,0400000US37,North Carolina,37
