C17020H_001E,C17020H_001EA,C17020H_001M,C17020H_001MA,C17020H_002E,C17020H_002EA,C17020H_002M,C17020H_002MA,C17020H_003E,C17020H_003EA,C17020H_003M,C17020H_003MA,C17020H_004E,C17020H_004EA,C17020H_004M,C17020H_004MA,C17020H_005E,C17020H_005EA,C17020H_005M,C17020H_005MA,C17020H_006E,C17020H_006EA,C17020H_006M,C17020H_006MA,C17020H_007E,C17020H_007EA,C17020H_007M,C17020H_007MA,C17020H_008E,C17020H_008EA,C17020H_008M,C17020H_008MA,C17020H_009E,C17020H_009EA,C17020H_009M,C17020H_009MA,GEO_ID,NAME,state
5440614,null,5473,null,484420,null,18047,null,128260,null,8923,null,294263,null,11192,null,61897,null,4093,null,4956194,null,18586,null,1138304,null,9743,null,3194797,null,11220,null,623093,null,4257,null,0400000US13,Georgia,13
303452,null,1872,null,25539,null,3787,null,4873,null,1824,null,18894,null,2734,null,1772,null,624,null,277913,null,3936,null,46117,null,1828,null,192909,null,3050,null,38887,null,709,null,0400000US15,Hawaii,15
1253270,null,2045,null,127713,null,8068,null,39708,null,4572,null,76323,null,4576,null,11682,null,1676,null,1125557,null,8508,null,276926,null,4817,null,702267,null,4921,null,146364,null,1825,null,0400000US16,Idaho,16
8147975,null,4766,null,626147,null,20316,null,150171,null,8922,null,399854,null,12608,null,76122,null,4302,null,7521828,null,20595,null,1607308,null,9153,null,4810988,null,12517,null,1103532,null,4604,null,0400000US17,Illinois,17
5133884,null,5302,null,520749,null,14668,null,159718,null,8900,null,311388,null,9198,null,49643,null,3148,null,4613135,null,16355,null,1043057,null,9888,null,2932862,null,9548,null,637216,null,3383,null,0400000US18,Indiana,18
2612668,null,3515,null,245208,null,12092,null,59860,null,5655,null,155581,null,7066,null,29767,null,2159,null,2367460,null,12797,null,531267,null,6422,null,1469334,null,7385,null,366859,null,2204,null,0400000US19,Iowa,19
2172512,null,2292,null,185753,null,9736,null,48364,null,4947,null,115588,null,5854,null,21801,null,1640,null,1986759,null,10282,null,452458,null,5294,null,1249701,null,6097,null,284600,null,1716,null,0400000US20,Kansas,20
3636631,null,3892,null,569192,null,19495,null,169740,null,9103,null,340030,null,12168,null,59422,null,3600,null,3067439,null,19478,null,654836,null,8888,null,1983956,null,12164,null,428647,null,3585,null,0400000US21,Kentucky,21
2611403,null,3055,null,290719,null,13146,null,76739,null,6373,null,180584,null,8681,null,33396,null,3112,null,2320684,null,13509,null,500475,null,6622,null,1484593,null,8659,null,335616,null,3062,null,0400000US22,Louisiana,22
1213525,null,3400,null,136571,null,7548,null,34716,null,3382,null,85438,null,5284,null,16417,null,1774,null,1076954,null,7854,null,211335,null,3769,null,699003,null,5505,null,166616,null,1756,null,0400000US23,Maine,23
3186827,null,4980,null,185110,null,10427,null,41073,null,5045,null,116214,null,6386,null,27823,null,2318,null,3001717,null,11182,null,643699,null,5417,null,1921434,null,6821,null,436584,null,2650,null,0400000US24,Maryland,24
4942716,null,7166,null,333844,null,14150,null,68327,null,5896,null,207979,null,9052,null,57538,null,4112,null,4608872,null,15568,null,946662,null,6596,null,2984993,null,10668,null,677217,null,4365,null,0400000US25,Massachusetts,25
7638644,null,4016,null,780108,null,21444,null,213850,null,10163,null,492699,null,12980,null,73559,null,3605,null,6858536,null,21424,null,1491523,null,10244,null,4369480,null,12919,null,997533,null,3689,null,0400000US26,Michigan,26
4346165,null,3287,null,309275,null,11721,null,70011,null,5688,null,194838,null,7306,null,44426,null,2923,null,4036890,null,12458,null,899270,null,6032,null,2608600,null,7694,null,529020,null,2987,null,0400000US27,Minnesota,27
1666369,null,2975,null,182253,null,11725,null,50691,null,5812,null,109277,null,6690,null,22285,null,2545,null,1484116,null,12231,null,327328,null,6649,null,924802,null,6750,null,231986,null,2853,null,0400000US28,Mississippi,28
4705874,null,4163,null,498222,null,16770,null,142872,null,9215,null,298286,null,9821,null,57064,null,3660,null,4207652,null,17409,null,926906,null,9721,null,2665650,null,10202,null,615096,null,3465,null,0400000US29,Missouri,29
824789,null,946,null,98254,null,6454,null,26239,null,2855,null,60892,null,4418,null,11123,null,1814,null,726535,null,6335,null,150203,null,2983,null,467450,null,4497,null,108882,null,1910,null,0400000US30,Montana,30
1459190,null,1743,null,127841,null,6384,null,33504,null,3283,null,78098,null,4131,null,16239,null,1529,null,1331349,null,6392,null,305504,null,3224,null,833395,null,4357,null,192450,null,1583,null,0400000US31,Nebraska,31
1466130,null,1906,null,111626,null,8776,null,27224,null,3751,null,72829,null,6198,null,11573,null,1741,null,1354504,null,9286,null,264940,null,4208,null,883638,null,6281,null,205926,null,1800,null,0400000US32,Nevada,32
1189191,null,2481,null,80387,null,7039,null,21431,null,3773,null,49285,null,4212,null,9671,null,1609,null,1108804,null,7230,null,240856,null,4125,null,726012,null,4233,null,141936,null,1610,null,0400000US33,New Hampshire,33
5284112,null,5331,null,274306,null,13213,null,64642,null,6426,null,154825,null,8238,null,54839,null,3953,null,5009806,null,13794,null,1061305,null,6760,null,3157382,null,9137,null,791119,null,4753,null,0400000US34,New Jersey,34
815112,null,2305,null,88557,null,6588,null,18685,null,2545,null,57738,null,4583,null,12134,null,1801,null,726555,null,7066,null,128189,null,2783,null,463246,null,4932,null,135120,null,1898,null,0400000US35,New Mexico,35
11277792,null,9117,null,1002944,null,22319,null,267335,null,10954,null,580324,null,14239,null,155285,null,6535,null,10274848,null,22989,null,2031430,null,11055,null,6587604,null,15554,null,1655814,null,6579,null,0400000US36,New York,36
5950463,null,6435,null,573446,null,19245,null,143110,null,8947,null,359327,null,12790,null,71009,null,3923,null,5377017,null,22040,null,1143598,null,10750,null,3445660,null,13794,null,787759,null,4242,null,0400000US37,North Carolina,37
552160,null,845,null,54304,null,4126,null,10814,null,1903,null,33374,null,3119,null,10116,null,1114,null,497856,null,4195,null,106897,null,1898,null,318242,null,3137,null,72717,null,1108,null,0400000US38,North Dakota,38
9238036,null,5166,null,941176,null,23706,null,272462,null,12368,null,577013,null,14237,null,91701,null,4469,null,8296860,null,24532,null,1814777,null,12879,null,5264698,null,14069,null,1217385,null,5178,null,0400000US39,Ohio,39
2515546,null,3342,null,315413,null,12980,null,88741,null,5647,null,193121,null,8088,null,33551,null,2860,null,2200133,null,13344,null,460190,null,6506,null,1384305,null,8312,null,355638,null,2971,null,0400000US40,Oklahoma,40
2952916,null,2958,null,319737,null,14391,null,75205,null,6776,null,210403,null,8580,null,34129,null,3139,null,2633179,null,14589,null,520373,null,6810,null,1706023,null,8886,null,406783,null,3281,null,0400000US41,Oregon,41
9840548,null,6119,null,829346,null,21994,null,205200,null,10416,null,505061,null,15082,null,119085,null,4479,null,9011202,null,22963,null,1835664,null,11098,null,5675659,null,15299,null,1499879,null,4473,null,0400000US42,Pennsylvania,42
802680,null,2095,null,64432,null,6580,null,13697,null,3192,null,39997,null,4332,null,10738,null,1590,null,738248,null,6418,null,143323,null,3140,null,479329,null,4422,null,115596,null,1647,null,0400000US44,Rhode Island,44
2798060,null,3064,null,269080,null,12053,null,69544,null,6074,null,165318,null,7990,null,34218,null,2660,null,2528980,null,11963,null,529838,null,5790,null,1606049,null,8163,null,393093,null,2786,null,0400000US45,South Carolina,45
666023,null,1365,null,62041,null,4873,null,15040,null,2648,null,35691,null,2945,null,11310,null,1252,null,603982,null,4842,null,137146,null,2526,null,376970,null,3223,null,89866,null,1586,null,0400000US46,South Dakota,46
4640568,null,3842,null,576996,null,20442,null,164387,null,10373,null,344925,null,12878,null,67684,null,3620,null,4063572,null,21297,null,843038,null,11204,null,2621542,null,12972,null,598992,null,3678,null,0400000US47,Tennessee,47
11117332,null,8765,null,938366,null,22611,null,225925,null,11289,null,599559,null,15082,null,112882,null,6465,null,10178966,null,22125,null,2209074,null,10966,null,6512689,null,15073,null,1457203,null,7005,null,0400000US48,Texas,48
2144324,null,1869,null,168495,null,9962,null,49951,null,5756,null,105500,null,5751,null,13044,null,1502,null,1975829,null,9864,null,577608,null,5877,null,1201504,null,5736,null,196717,null,1487,null,0400000US49,Utah,49
572664,null,1080,null,53896,null,5098,null,13640,null,2244,null,34381,null,3389,null,5875,null,1040,null,518768,null,5091,null,105545,null,2317,null,340125,null,3359,null,73098,null,1045,null,0400000US50,Vermont,50
5029610,null,5116,null,367267,null,15455,null,86109,null,6788,null,231770,null,9807,null,49388,null,3561,null,4662343,null,16263,null,998055,null,7590,null,3021206,null,10049,null,643082,null,3948,null,0400000US51,Virginia,51
4816715,null,4332,null,438848,null,15647,null,104385,null,7434,null,290056,null,10187,null,44407,null,2960,null,4377867,null,15797,null,901293,null,8053,null,2868514,null,9961,null,608060,null,3208,null,0400000US53,Washington,53
1657882,null,2380,null,270297,null,10891,null,75169,null,4955,null,169411,null,7332,null,25717,null,2178,null,1387585,null,10969,null,270431,null,5003,null,883491,null,7320,null,233663,null,2197,null,0400000US54,West Virginia,54
4661292,null,3079,null,387661,null,15071,null,93569,null,7149,null,242985,null,9718,null,51107,null,3254,null,4273631,null,15292,null,910645,null,7531,null,2749837,null,9804,null,613149,null,3235,null,0400000US55,Wisconsin,55
446071,null,975,null,35006,null,4745,null,10569,null,2668,null,21459,null,2538,null,2978,null,769,null,411065,null,4847,null,89958,null,2790,null,267546,null,2712,null,53561,null,819,null,0400000US56,Wyoming,56
41398,null,3798,null,15118,null,2228,null,3313,null,1057,null,10497,null,1816,null,1308,null,565,null,26280,null,2860,null,4143,null,1599,null,17991,null,1685,null,4146,null,1082,null,0400000US72,Puerto Rico,72
