C17020H_001E,C17020H_001EA,C17020H_001M,C17020H_001MA,C17020H_002E,C17020H_002EA,C17020H_002M,C17020H_002MA,C17020H_003E,C17020H_003EA,C17020H_003M,C17020H_003MA,C17020H_004E,C17020H_004EA,C17020H_004M,C17020H_004MA,C17020H_005E,C17020H_005EA,C17020H_005M,C17020H_005MA,C17020H_006E,C17020H_006EA,C17020H_006M,C17020H_006MA,C17020H_007E,C17020H_007EA,C17020H_007M,C17020H_007MA,C17020H_008E,C17020H_008EA,C17020H_008M,C17020H_008MA,C17020H_009E,C17020H_009EA,C17020H_009M,C17020H_009MA,GEO_ID,NAME,state
3112208,null,3610,null,345008,null,15144,null,97592,null,7339,null,206790,null,9503,null,40626,null,3265,null,2767200,null,15416,null,586083,null,7917,null,1742598,null,9665,null,438519,null,3594,null,0400000US01,Alabama,01
442166,null,1243,null,24479,null,3500,null,6687,null,1680,null,16389,null,2309,null,1403,null,569,null,417687,null,3760,null,95072,null,1982,null,290045,null,2481,null,32570,null,628,null,0400000US02,Alaska,02
3673288,null,4008,null,308875,null,15571,null,66827,null,6638,null,198051,null,9932,null,43997,null,3462,null,3364413,null,16319,null,653609,null,7492,null,2081734,null,10288,null,629070,null,3635,null,0400000US04,Arizona,04
2096066,null,2755,null,281411,null,12340,null,82084,null,6090,null,164986,null,7227,null,34341,null,2937,null,1814655,null,12928,null,382486,null,6570,null,1135597,null,7332,null,296572,null,3021,null,0400000US05,Arkansas,05
15198488,null,10950,null,1154572,null,30482,null,217475,null,12467,null,784783,null,21115,null,152314,null,6087,null,14043916,null,32998,null,2607508,null,14239,null,9109235,null,22675,null,2327173,null,6679,null,0400000US06,California,06
3393662,null,3137,null,270086,null,12682,null,57493,null,6454,null,183192,null,8202,null,29401,null,2524,null,3123576,null,12510,null,656303,null,6636,null,2093764,null,8406,null,373509,null,2760,null,0400000US08,Colorado,08
2515686,null,3951,null,120750,null,7142,null,25595,null,3268,null,74514,null,5176,null,20641,null,2153,null,2394936,null,8418,null,508982,null,3837,null,1514853,null,5969,null,371101,null,2509,null,0400000US09,Connecticut,09
577077,null,1904,null,38983,null,3633,null,7268,null,1697,null,25153,null,2556,null,6562,null,1290,null,538094,null,3771,null,110097,null,2065,null,339775,null,2506,null,88222,null,1429,null,0400000US10,Delaware,10
177016,null,1671,null,13082,null,2512,null,339,null,403,null,11520,null,2315,null,1223,null,566,null,163934,null,2620,null,20938,null,514,null,124777,null,2406,null,18219,null,621,null,0400000US11,District of Columbia,11
10841345,null,8242,null,895726,null,25132,null,188754,null,11956,null,548313,null,17400,null,158659,null,6656,null,9945619,null,24345,null,1795748,null,12234,null,5940509,null,16607,null,2209362,null,7696,null,0400000US12,Florida,12
