B25116_001E,B25116_001EA,B25116_001M,B25116_001MA,B25116_002E,B25116_002EA,B25116_002M,B25116_002MA,B25116_003E,B25116_003EA,B25116_003M,B25116_003MA,B25116_004E,B25116_004EA,B25116_004M,B25116_004MA,B25116_005E,B25116_005EA,B25116_005M,B25116_005MA,B25116_006E,B25116_006EA,B25116_006M,B25116_006MA,B25116_007E,B25116_007EA,B25116_007M,B25116_007MA,B25116_008E,B25116_008EA,B25116_008M,B25116_008MA,B25116_009E,B25116_009EA,B25116_009M,B25116_009MA,B25116_010E,B25116_010EA,B25116_010M,B25116_010MA,B25116_011E,B25116_011EA,B25116_011M,B25116_011MA,B25116_012E,B25116_012EA,B25116_012M,B25116_012MA,B25116_013E,B25116_013EA,B25116_013M,B25116_013MA,B25116_014E,B25116_014EA,B25116_014M,B25116_014MA,B25116_015E,B25116_015EA,B25116_015M,B25116_015MA,B25116_016E,B25116_016EA,B25116_016M,B25116_016MA,B25116_017E,B25116_017EA,B25116_017M,B25116_017MA,B25116_018E,B25116_018EA,B25116_018M,B25116_018MA,B25116_019E,B25116_019EA,B25116_019M,B25116_019MA,B25116_020E,B25116_020EA,B25116_020M,B25116_020MA,B25116_021E,B25116_021EA,B25116_021M,B25116_021MA,B25116_022E,B25116_022EA,B25116_022M,B25116_022MA,B25116_023E,B25116_023EA,B25116_023M,B25116_023MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,301993,null,7361,null,104992,null,4597,null,65315,null,3998,null,55581,null,3098,null,76105,null,3307,null,985832,null,9430,null,584343,null,8326,null,197359,null,4765,null,125446,null,3470,null,78684,null,2862,null,528488,null,10257,null,195847,null,6564,null,121807,null,5655,null,29313,null,2562,null,19235,null,2042,null,25492,null,2024,null,332641,null,7873,null,292361,null,7264,null,20979,null,2141,null,10730,null,1575,null,8571,null,1199,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,29222,null,2173,null,13833,null,1551,null,8234,null,1171,null,4604,null,934,null,2551,null,553,null,119796,null,3485,null,80747,null,2939,null,25371,null,1556,null,9703,null,820,null,3975,null,627,null,87403,null,3597,null,27868,null,2452,null,18262,null,2044,null,5217,null,1072,null,2446,null,687,null,1943,null,601,null,59535,null,3386,null,53161,null,3270,null,3913,null,718,null,1384,null,564,null,1077,null,459,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,346934,null,9295,null,128711,null,6484,null,75813,null,3148,null,63059,null,3604,null,79351,null,3851,null,1186211,null,12125,null,692161,null,11199,null,230031,null,4903,null,152092,null,3705,null,111927,null,3155,null,718401,null,12688,null,259677,null,9137,null,170319,null,7701,null,36892,null,3347,null,19192,null,1981,null,33274,null,3153,null,458724,null,11762,null,400556,null,11004,null,31701,null,2811,null,13015,null,1759,null,13452,null,1823,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,167267,null,5539,null,52216,null,2834,null,35525,null,2360,null,33551,null,2505,null,45975,null,2404,null,579572,null,9934,null,339396,null,8225,null,117012,null,3720,null,75540,null,2740,null,47624,null,2168,null,355895,null,8224,null,130729,null,5867,null,79239,null,4778,null,19415,null,2156,null,12501,null,1802,null,19574,null,1770,null,225166,null,7697,null,194776,null,7556,null,16191,null,2091,null,8306,null,1530,null,5893,null,1209,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,1418266,null,17068,null,485987,null,11998,null,309439,null,7983,null,255047,null,7404,null,367793,null,7690,null,5658706,null,25890,null,3461047,null,22428,null,1107212,null,11334,null,624732,null,9267,null,465715,null,7667,null,5123700,null,28871,null,1612427,null,20131,null,998357,null,15694,null,248239,null,8300,null,157609,null,6169,null,208222,null,6587,null,3511273,null,28762,null,2994724,null,25495,null,300098,null,9525,null,127367,null,5894,null,89084,null,4233,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,295278,null,8525,null,137077,null,6276,null,65188,null,3387,null,43166,null,2782,null,49847,null,2801,null,984929,null,8846,null,641810,null,8270,null,190270,null,3330,null,95312,null,2637,null,57537,null,2234,null,579758,null,10271,null,231889,null,7945,null,157668,null,7403,null,31345,null,2820,null,16574,null,1427,null,26302,null,2167,null,347869,null,8764,null,312282,null,8442,null,20721,null,2280,null,8561,null,1281,null,6305,null,1030,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,192924,null,6327,null,70527,null,3802,null,41520,null,2466,null,31567,null,2621,null,49310,null,2637,null,731915,null,7655,null,454085,null,6801,null,145155,null,3566,null,76442,null,2668,null,56233,null,2003,null,395875,null,7185,null,163221,null,5789,null,87367,null,4405,null,25670,null,2523,null,18312,null,2205,null,31872,null,2295,null,232654,null,6728,null,194696,null,6407,null,18644,null,2300,null,11152,null,1492,null,8162,null,1170,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,54438,null,3158,null,21776,null,2252,null,12489,null,1542,null,7750,null,923,null,12423,null,1191,null,183703,null,4394,null,110134,null,3592,null,35926,null,1869,null,23661,null,1399,null,13982,null,1371,null,90336,null,3436,null,30200,null,2418,null,17537,null,2294,null,3921,null,1064,null,3336,null,674,null,5406,null,993,null,60136,null,2875,null,52378,null,2632,null,3637,null,853,null,2002,null,689,null,2119,null,778,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,45458,null,2565,null,23806,null,2320,null,8811,null,1431,null,5709,null,953,null,7132,null,949,null,66355,null,2925,null,37624,null,2358,null,11987,null,1236,null,8303,null,1053,null,8441,null,969,null,139226,null,3601,null,74803,null,3435,null,50901,null,3015,null,11113,null,1470,null,6416,null,1145,null,6373,null,977,null,64423,null,3121,null,53683,null,2867,null,6464,null,1022,null,2166,null,550,null,2110,null,656,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,1254705,null,16285,null,416911,null,9968,null,250134,null,7740,null,218117,null,6846,null,369543,null,7525,null,3751003,null,24737,null,2043284,null,21569,null,733969,null,8507,null,529202,null,6486,null,444548,null,7793,null,2083252,null,21269,null,727128,null,11532,null,438074,null,9459,null,107790,null,5453,null,62041,null,3566,null,119223,null,5265,null,1356124,null,19595,null,1144068,null,18749,null,109798,null,5708,null,53688,null,3726,null,48570,null,3704,null,0400000US12,Florida,12
